Page,Order,Town_or_City,DHCD_ID,Project_Name,Address,Type,Total_SHI_Units,Affordability_Expires,Built_with_Comp_Permit,Subsidizing_Agency
599,13,Sandwich,4890,Ryder Woods,Manamok Circle,Ownership,1,Jul-33,Yes,DHCD
599,14,Sandwich,4891,Ryder Woods,Sconset Circle,Ownership,1,May-34,Yes,DHCD
600,1,Sandwich,4892,Ryder Woods,Manamok,Ownership,1,Aug-38,Yes,DHCD
600,2,Sandwich,9244,Forestdale Village,74 & 76 Route 130,Ownership,0,Perp,YES,DHCD
600,3,Sandwich,9350,Sea Shell Village,Asia Meigs Rd & Salt Kettle Ln,Ownership,5,Perp,NO,DHCD
600,4,Sandwich,9813,Annie's Pasture,130 Forestadale Rd/Off Route 30,Ownership,5,Perp,YES,MassHousing
600,5,Sandwich,9820,The Homesteads,Off Osprey Lane,Ownership,8,Perp,NO,"DHCD, MassHousing"
601,1,Saugus,2731,Heritage Heights Apartments,19 Talbot Street,Rental,100,Perp,No,HUD
601,2,Saugus,2732,Laurel Gardens,Laurel St,Rental,45,Perp,No,DHCD
601,3,Saugus,2733,Laurel Gardens,2 Rice St,Rental,40,Perp,No,DHCD
601,4,Saugus,2734,Laurel Towers,2 Rice St,Rental,100,Perp,No,DHCD
601,5,Saugus,2735,Sweetser's Corner,3 Baker Street,Rental,20,Perp,No,DHCD
601,6,Saugus,2736,n/a,5 & 7 Baker St,Rental,8,Perp,No,DHCD
601,7,Saugus,2737,Armitage Arms,212 Essex St.,Rental,8,Perp,Yes,DHCD
601,8,Saugus,2739,Saugus Commons,9 Newhall Avenue,Rental,266,2030*,Yes,MassHousing
601,9,Saugus,4007,Central Street,102 Central St,Ownership,6,Perp,Yes,FHLBB
601,10,Saugus,4008,Mount Pleasant Street,Mt. Pleasant St.,Ownership,4,Perp,Yes,FHLBB
601,11,Saugus,4447,DDS Group Homes,Confidential,Rental,83,N/A,No,DDS
601,12,Saugus,4603,DMH Group Homes,Confidential,Rental,6,N/A,No,DMH
601,13,Saugus,5299,Saugus HOR Program 2002,Dustin Street,Ownership,1,11/5/18,No,DHCD
601,14,Saugus,5300,Saugus HOR Program 2002,Eagle Road,Ownership,1,11/13/18,No,DHCD
602,1,Saugus,5301,Saugus HOR Program 2002,Ballard Street,Ownership,1,12/22/18,No,DHCD
602,2,Saugus,5302,Saugus HOR Program 2002,Holland Street,Ownership,1,3/29/19,No,DHCD
602,3,Saugus,5303,Saugus HOR Program 2002,Kenwood Avenue,Ownership,1,4/15/19,No,DHCD
602,4,Saugus,5304,Saugus HOR Program 2002,Overlea Avenue,Ownership,1,4/16/19,No,DHCD
602,5,Saugus,5306,Saugus HOR Program 2002,Grove Street,Ownership,1,8/16/19,No,DHCD
602,6,Saugus,5307,Saugus HOR Program 2002,Dudley Street,Ownership,1,8/23/19,No,DHCD
602,7,Saugus,5308,Saugus HOR Program 2002,Atlantic Avenue,Ownership,1,8/25/19,No,DHCD
602,8,Saugus,5309,Saugus HOR Program 2002,Pearl Road,Ownership,1,8/25/19,No,DHCD
602,9,Saugus,5310,Saugus HOR Program 2002,Summer Drive,Ownership,1,8/25/19,No,DHCD
602,10,Saugus,5311,Saugus HOR Program 2002,Seagirt Avenue,Ownership,1,8/25/19,No,DHCD
602,11,Saugus,8479,Saugus HOR Program,Wickford St,Ownership,1,2020,NO,DHCD
602,12,Saugus,8480,Saugust HOR Program,Riverside Ct,Ownership,1,2020,NO,DHCD
602,13,Saugus,8481,Saugus HOR Program,Harvard Ave,Ownership,1,2020,NO,DHCD
602,14,Saugus,8482,Saugus HOR Program,Pleasant Ave,Ownership,1,2020,NO,DHCD
603,1,Saugus,8483,Saugus HOR Program,Makepeace St,Ownership,1,2020,NO,DHCD
603,2,Saugus,8565,Oak Point,9 Nirvana Drive,Ownership,4,perp,YES,FHLBB
603,3,Saugus,8566,Saugus HOR Program,Fairview Ave,Ownership,1,2021,NO,DHCD
603,4,Saugus,8567,Saugus HOR Program,Bow Street,Ownership,1,2021,NO,DHCD
603,5,Saugus,8696,Pleasant Hill Condominiums,48 Denver St,Ownership,3,perp,NO,DHCD
603,6,Saugus,9399,Sachem Manor,Denver Street,Rental,20,2029,NO,"DHCD, HUD"
604,1,Savoy,4448,DDS Group Homes,Confidential,NA,0,N/A,No,DDS
605,1,Scituate,2744,Central Park,Central Park Drive,Rental,51,Perp,No,HUD
605,2,Scituate,2745,Lincoln Park,791 Country Way,Rental,40,Perp,No,DHCD
605,3,Scituate,2746,Wheeler Park I,Wheeler Park Drive,Rental,40,Perp,No,DHCD
605,4,Scituate,2747,Wheeler Park II,Wheeler Park Drive,Rental,78,Perp,No,DHCD
605,5,Scituate,2748,n/a,412 First Parish Rd.,Rental,8,Perp,No,DHCD
605,6,Scituate,2749,Gene Burns House,664 Country Way,Rental,4,2035,No,"EOHHS, HUD"
605,7,Scituate,2750,Kent Village,New Kent St/ 65 N. River Rd,Rental,64,2033*,Yes,MassHousing
605,8,Scituate,2751,Vernon Road,22 Vernon Rd,Rental,4,2027,No,EOHHS
605,9,Scituate,2752,Fairway Village,30-52 Kent Street,Ownership,4,Perp,No,DHCD
605,10,Scituate,4009,Whitcomb Pines,150 Mann Lot Road,Ownership,10,perp,Yes,MassHousing
605,11,Scituate,4449,DDS Group Homes,Confidential,NA,18,N/A,No,DDS
605,12,Scituate,9607,Carrie Litchfield Lane,Carrie Litchfield Lane,Ownership,1,Perp,NO,DHCD
605,13,Scituate,10252,Lawson Green,0 Centrl Park Drive,Rental,30,Perp,YES,DHCD
606,1,Scituate,10253,Herring Brook Meadow,126 & 132 Chief Justice Cushing Hwy,Rental,0,Perp,YES,MassHousing
607,1,Seekonk,2753,Seekonk Common,25 Chappell St,Rental,72,Perp,No,DHCD
607,2,Seekonk,2754,n/a,scattered sites,Rental,8,Perp,Yes,DHCD
607,3,Seekonk,4450,DDS Group Homes,Confidential,Rental,3,N/A,No,DDS
607,4,Seekonk,9235,Case Avenue Condominium,Case Ave,Ownership,1,Perp,YES,DHCD
607,5,Seekonk,9535,Old Colony Habitat for Humanity,Gude Street,Ownership,1,Perp,YES,DHCD
607,6,Seekonk,9814,Warren Place,Warren Avenue,Ownership,2,Perp,YES,DHCD
608,1,Sharon,2755,Hixson Farm,18 Hixson Farm Rd,Rental,64,Perp,No,DHCD
608,2,Sharon,2756,Hixson Farm,26 Hixson Farm Rd,Rental,24,Perp,Yes,DHCD
608,3,Sharon,2757,n/a,2601 Bay Rd.,Rental,8,Perp,No,DHCD
608,4,Sharon,2758,n/a,215 Pleasant St.,Rental,6,Perp,No,DHCD
608,5,Sharon,2759,Habitat for Humanity,Gunhouse Street,Ownership,1,Perp,No,DHCD
608,6,Sharon,2760,Stoney Brook Court,51 Hixson Farm Rd.,Rental,99,2025,Yes,HUD
608,7,Sharon,4451,DDS Group Homes,Confidential,NA,49,N/A,No,DDS
608,8,Sharon,8694,Avalon Sharon,361-363 Norwood St,Rental,156,Perp,YES,DHCD
608,9,Sharon,9295,"Charles R. Wilber School, Apartments",75 South Main Street,Rental,75,Perp,YES,DHCD
608,10,Sharon,9296,Glenview Rd,Glenview Rd,Ownership,1,Perp,NO,DHCD
608,11,Sharon,9933,Sharon Residences,135 Old Post Road,Rental,192,2115,NO,DHCD
608,12,Sharon,10005,Landmark Pointe,635 Old Post Road,Ownership,8,Perp,YES,MassHousing
609,1,Sheffield,2761,Dewey Court,"1,2,3 Dewey Way",Rental,22,Perp,Yes,DHCD
609,2,Sheffield,2762,Dewey Court,4-11 Dewey Way,Rental,8,Perp,Yes,DHCD
609,3,Sheffield,4452,DDS Group Homes,Confidential,NA,0,N/A,No,DDS
610,1,Shelburne,2763,Highland Village,Highland Ave.,Rental,46,Perp,No,DHCD
610,2,Shelburne,4453,DDS Group Homes,Confidential,NA,5,N/A,No,DDS
611,1,Sherborn,2764,Leland Farms,Leland Drive,Ownership,10,2098*,No,DHCD
611,2,Sherborn,2765,Woodhaven,Village Way,Rental,24,perp,No,"DHCD, DHCD"
611,3,Sherborn,4454,DDS Group Homes,Confidential,NA,0,N/A,No,DDS
612,1,Shirley,2766,Benjamin Hill,NA,Ownership,9,2019,No,DHCD
612,2,Shirley,2767,Shaker Meadows,Harvard Road,Rental,48,9/6/40,No,RHS
612,3,Shirley,4455,DDS Group Homes,Confidential,NA,0,N/A,No,DDS
613,1,Shrewsbury,2768,Shrewsbury Towers,36 North Quinsigamond Ave.,Rental,99,Perp,No,HUD
613,2,Shrewsbury,2769,n/a,Francis Ave.,Rental,100,Perp,No,DHCD
613,3,Shrewsbury,2770,n/a,Elizabeth Street,Rental,36,Perp,Yes,DHCD
613,4,Shrewsbury,2771,n/a,South St.,Rental,4,Perp,No,DHCD
613,5,Shrewsbury,2772,n/a,scattered site,Rental,13,Perp,Yes,DHCD
613,6,Shrewsbury,2773,Town Arbor,100 Arbor Drive,Rental,302,Perp,Yes,DHCD
613,7,Shrewsbury,4456,DDS Group Homes,Confidential,Rental,24,N/A,No,DDS
613,8,Shrewsbury,4604,DMH Group Homes,Confidential,Rental,8,N/A,No,DMH
613,9,Shrewsbury,7489,"Audubon Shrewsbury fka Avalon, Shrewsbury",870 Hartford Turnpike,Rental,251,perp,Yes,DHCD
613,10,Shrewsbury,9440,Madison Place,100-900 Madison Place,Rental,15,Perp,NO,DHCD
613,11,Shrewsbury,9604,Grove Meadow Farms,Lake Street,Ownership,2,Perp,NO,DHCD
613,12,Shrewsbury,9653,Lakeshore Development,North Quinsigamond Ave,Ownership,1,Perp,NO,DHCD
613,13,Shrewsbury,9738,Ridgeland Road,Ridgeland Road,Rental,5,Perp,YES,DHCD
614,1,Shrewsbury,10226,Quinn 35,35 Harrington Ave,Rental,25,Perp,NO,DHCD
614,2,Shrewsbury,10275,Lakeway Commons Townhouses,"Olympia Avenue, Baker Avenue, and Muzzy Avenue",Ownership,2,Perp,NO,DHCD
615,1,Shutesbury,4457,DDS Group Homes,Confidential,NA,2,N/A,No,DDS
616,1,Somerset,2774,n/a,JFK Terrace,Rental,60,Perp,No,DHCD
616,2,Somerset,2775,n/a,Eugene Murphy Village,Rental,75,Perp,No,DHCD
616,3,Somerset,2776,Corp Independent Lvg,193 Westhill Avenue,Rental,4,2025,No,"EOHHS, MassHousing"
616,4,Somerset,2777,North Farm Senior Estates,3200 County Rd,Rental,90,Perp,No,"DHCD, DHCD"
616,5,Somerset,4458,DDS Group Homes,Confidential,Rental,44,N/A,No,DDS
617,1,Somerville,2779,Brady Towers,252 Medford St.,Rental,84,Perp,No,HUD
617,2,Somerville,2780,Highland Gardens,114 Highland Avenue,Rental,42,Perp,No,HUD
617,3,Somerville,2781,Mystic View,"5-25,40-60,70-90 River Rd., 5-25,10-30 Canal Lane",Rental,215,Perp,No,HUD
617,4,Somerville,2782,Weston Manor,15 Weston Avenue,Rental,80,Perp,No,HUD
617,5,Somerville,2783,Clarendon Hill Apartments,"North Street, Powderhouse Blvd, Alewife Br. Parkway",Rental,216,Perp,No,DHCD
617,6,Somerville,2784,Mystic River Apartments,"500 Mystic Ave., Memorial Rd",Rental,240,Perp,No,DHCD
617,7,Somerville,2785,Bryant Manor,75 Myrtle St.,Rental,134,Perp,No,DHCD
617,8,Somerville,2787,Ciampa Manor,27 College Ave.,Rental,53,Perp,No,DHCD
617,9,Somerville,2788,Clarendon Hill Towers,1366 Broadway,Rental,41,2089,No,DHCD
617,10,Somerville,2789,Corbett Apts.,32 &125 Jacques St.,Rental,100,Perp,No,DHCD
617,11,Somerville,2790,Properzi Manor,13-25 Warren Ave.,Rental,109,Perp,No,DHCD
617,12,Somerville,2791,Monmouth Street,17 Monmouth St.,Rental,10,Perp,No,DHCD
617,13,Somerville,2792,Hagan Manor,268 Washington St.,Rental,24,Perp,No,DHCD
618,1,Somerville,2793,Prospect House,386 Broadway,Rental,10,Perp,No,DHCD
618,2,Somerville,2794,Fountain/Sycamore Sts.,Sycamore St.; Fountain St,Rental,3,Perp,No,DHCD
618,3,Somerville,2795,110 Walnut St.,110 Walnut St.,Rental,12,perp,No,"HUD, DHCD"
618,4,Somerville,2797,219-221 Pearl St.,219-221 Pearl St.,Rental,6,3/4/19,No,"HUD, HUD"
618,5,Somerville,2798,33 Bow Street,"33 Bow Street, Wesley Park",Rental,18,2095,No,"DHCD, DHCD, MHP"
618,6,Somerville,2799,B.F. Faulkner Tower,25 Highland Avenue,Rental,130,2036*,No,MassHousing
618,7,Somerville,2800,Broadway Residence,181 Broadway,Rental,8,2025,No,"EOHHS, HUD"
618,8,Somerville,2801,Center House,167 Highland Ave.,Rental,9,2021,No,HUD
618,9,Somerville,2802,Clarendon Hill Towers,1366-1374 Broadway,Rental,460,Perp,No,"DHCD/, MassHousing, HUD"
619,1,Somerville,2803,Cobble Hill Apartments,84 Washington St.,Rental,224,2034*,No,"HUD, HUD"
619,2,Somerville,2804,Giles Park/Glen St.,"38,40 Glen St./8, 10,12 Giles Pk",Mix,7,2028,No,"DHCD, DHCD"
619,3,Somerville,2805,Kent Street Apartments,29-38 Kent Street,Rental,40,Perp,Yes,"DHCD, DHCD, DHCD, FHLBB, MHP"
619,4,Somerville,2806,Lincoln/Perkins Streets,28-38 Lincoln Street,Ownership,5,Perp,No,DHCD
619,5,Somerville,2807,"Merriam Street Community, Residence",57 Merriam Street,Rental,8,2034,Yes,DHCD
619,6,Somerville,2808,Mt. Pleasant Apartments,70 Perkins Street,Rental,65,2031,No,MassHousing
619,7,Somerville,2809,Mt. Vernon I,54 Mt. Vernon St.,Rental,8,2035*,No,HUD
619,8,Somerville,2810,Mt. Vernon II,58 Mt. Vernon St.,Rental,8,2020*,No,HUD
619,9,Somerville,2811,Mt. Vernon III,80 Mt. Vernon St.,Rental,7,2021*,No,HUD
620,1,Somerville,2812,Pearl St. Park,240 Pearl St.,Rental,86,2037*,No,HUD
620,2,Somerville,2813,Pearl Street House,86 Pearl Street,Rental,10,2036,No,"EOHHS, HUD"
620,3,Somerville,2815,Wheatland St FHTB,Wheatland Street,Ownership,8,Perp,Yes,DHCD
620,4,Somerville,2817,Sewall Place SRO,10 Sewall St.,Rental,14,2029,Yes,"DHCD, FHLBB"
620,5,Somerville,2818,Somerville Place,131 Highland Ave,Rental,8,2030,No,"DHCD, EOHHS, HUD"
620,6,Somerville,2819,VNA Estates,259 Lowell Street,Rental,97,Perp,No,"DHCD, DHCD, MHP"
620,7,Somerville,2820,"Walnut St. Center, Scattered Site",23-27 Bonair St.;464 Broadway,Rental,18,2022,No,HUD
620,8,Somerville,2850,34 Linden Street,34 Linden Street,Rental,42,Perp,Yes,"DHCD, HUD"
621,1,Somerville,2850,34 Linden Street,34 Linden Street,Rental,42,Perp,Yes,"FHLBB, DHCD, HUD, DHCD"
621,2,Somerville,2851,6-8 Walnut Road,6-8 Walnut Road,Rental,6,2037,No,HUD
621,3,Somerville,2852,Next Step House,299 - 303 Medford Street,Rental,6,2043,Yes,"DHCD, FHLBB, HUD, Somerville"
621,4,Somerville,4459,DDS Group Homes,Confidential,Rental,70,N/A,No,DDS
621,5,Somerville,4605,DMH Group Homes,Confidential,Rental,60,N/A,No,DMH
621,6,Somerville,5315,Flint Street FTHB,Flint Street,Ownership,1,Perp,No,DHCD
621,7,Somerville,5316,Pitman Street FTHB,Pitman Street,Mix,1,Perp,No,DHCD
621,8,Somerville,5317,Pearl Street FTHB,Pearl Street,Mix,1,Perp,No,DHCD
621,9,Somerville,5320,Somerville YMCA,101 Highland Avenue,Rental,43,perp,No,NA
622,1,Somerville,5320,Somerville YMCA,101 Highland Avenue,Rental,43,perp,No,HUD
622,2,Somerville,5322,Richdale Avenue,Richdale Avenue,Rental,6,12/1/18*,No,HUD
622,3,Somerville,5324,Marshall Street,Marshall Street,Rental,3,12/1/18*,No,HUD
622,4,Somerville,5327,Highland Avenue,Highland Avenue,Ownership,1,Perp,No,"HUD, Somerville, AHTF"
622,5,Somerville,6506,Temple Street Condos,65 Temple Street,Ownership,8,2105,Yes,"DHCD, DHCD"
622,6,Somerville,6507,Highland Commons,373 Highland Avenue,Rental,5,perp,No,DHCD
622,7,Somerville,6508,Franklin Street,Franklin Street,Rental,2,perp,No,DHCD
622,8,Somerville,6509,Myrtle Street Townhouses,Washington Street,Ownership,2,perp,No,DHCD
622,9,Somerville,7171,VNA Living Community,405 Alewife Brook Parkway,Rental,99,2036,Yes,"HUD, HUD"
622,10,Somerville,8745,1-16 Capen Court,1-16 Capen Court,Rental,95,perp,YES,"HUD, MHP"
623,1,Somerville,8746,109 Gilman St,109 Gilman St,Rental,6,2047,NO,"DHCD, HUD"
623,2,Somerville,8747,Mary's Trust,confidential,Rental,8,2047,NO,"DHCD, HUD"
623,3,Somerville,9030,St. Polycarp's Village -Phase I,460 Mystic Ave,Rental,24,2058,NO,"DHCD, HUD"
623,4,Somerville,9364,St. Polycorp Aparments- Phase II,16 Butler Drive,Rental,29,2111,NO,DHCD
623,5,Somerville,9638,VOA Somerville,1323 Broadway,Rental,29,2112,NO,"DHCD, MassHousing, MHP"
623,6,Somerville,9639,75 Cross Street,75 Cross Street,Rental,8,2062,NO,"DHCD, MassHousing, MHP"
623,7,Somerville,9641,St. Polycorp Aparments- Phase III,5 Memorial Road,Rental,31,2113,NO,"MassHousuing, MHP"
624,1,Somerville,9641,St. Polycorp Aparments- Phase III,5 Memorial Road,Rental,31,2113,NO,DHCD
624,2,Somerville,10047,Union Square Apartments,181 Washington Street,Rental,35,Perp,NO,"MHP, MassHousing"
624,3,Somerville,10273,Waterworks,485 Mystic Valley Parkway,Rental,25,Perp,NO,DHCD
625,1,South Hadley,2853,Lathrop Village,69 Lathrop St.,Rental,48,Perp,No,DHCD
625,2,South Hadley,2854,Lathrop Village,69 Lathrop St,Rental,48,Perp,No,DHCD
625,3,South Hadley,2855,Newton Manor,643 Newton St,Rental,40,Perp,No,DHCD
625,4,South Hadley,2856,n/a,27 Abbey Lane,Rental,8,Perp,Yes,DHCD
625,5,South Hadley,2857,Abbey St.,Abbey St.,Rental,12,Perp,Yes,DHCD
625,6,South Hadley,2858,Hampshire Cty RHA,North Street,Rental,2,Perp,No,DHCD
625,7,South Hadley,2859,Riverboat Village,River Lodge Road,Rental,170,Perp,Yes,DHCD
625,8,South Hadley,4460,DDS Group Homes,Confidential,Rental,52,N/A,No,DDS
625,9,South Hadley,9144,Hubert Place,93 Canal St,Rental,44,2048,NO,"HUD, HUD, DHCD"
626,1,Southampton,2860,Southampton Housing,128 College Highway,Rental,40,2029,No,HUD
626,2,Southampton,4461,DDS Group Homes,Confidential,Rental,4,N/A,No,DDS
627,1,Southborough,2861,n/a,3 North St,Rental,8,Perp,No,DHCD
627,2,Southborough,2862,Colonial Gardens,49 Boston Rd.,Rental,56,Perp,No,DHCD
627,3,Southborough,2863,n/a,Boston Rd.,Rental,2,Perp,No,DHCD
627,4,Southborough,2864,The Highlands,Stockwell & Fitzgerald Lane,Ownership,4,Perp,No,DHCD
627,5,Southborough,4462,DDS Group Homes,Confidential,NA,2,N/A,No,DDS
627,6,Southborough,4789,Fairfield Green at Marlborough,155 Northborough Road,Rental,30,Perp,Yes,MassHousing
627,7,Southborough,6411,Meeting House Farm,Middle Road,Ownership,7,Perp,Yes,"FHLBB, MassHousing"
627,8,Southborough,7947,Gilmore Rd,Gilmore Rd,Ownership,1,Perp,NO,DHCD
627,9,Southborough,8757,1 Cordaville Road,1 Cordaville Road,Rental,1,Perp,NO,DHCD
627,10,Southborough,9084,DMH Group Homes,Confidential,Rental,8,N/A,NA,DMH
627,11,Southborough,9558,Madison Place,"0 Turnpike Road, Crystal Pond Road, 1200 Madison Place",Rental,168,Perp,YES,MassHousing
627,12,Southborough,9640,Parkerville Road,Parkerville Road,Ownership,1,Perp,NO,DHCD
627,13,Southborough,10019,The Residences at Park Central,Park Central Drive,Rental,180,Perp,YES,MassHousing
628,1,Southborough,10020,Woodland Meadows,Oak Hill Road,Ownership,4,Perp,YES,MassHousing
629,1,Southbridge,2865,Dresser Park Apts.,150 Main St.,Rental,37,Perp,No,DHCD
629,2,Southbridge,2866,Ouinebaug Plaza,60 Charlton St.,Rental,115,Perp,No,DHCD
629,3,Southbridge,2867,Cross St. Home,45-51 Cross St.,Rental,8,Perp,No,DHCD
629,4,Southbridge,2868,Litchfield Ave.,70-72 Litchfield St.,Rental,8,Perp,No,DHCD
629,5,Southbridge,2869,School St./Collier St. Apts.,School/Collier Sts.,Rental,8,Perp,Yes,DHCD
629,6,Southbridge,2870,Brookside Terrace,Ashland Av/ 11 Village Dr,Rental,168,2030,No,"DHCD, HUD, MassHousing"
629,7,Southbridge,2871,Lebanon Hill,Lebanon St./ 1 Therese Ave,Rental,116,2017,No,MassHousing
629,8,Southbridge,4463,DDS Group Homes,Confidential,NA,26,N/A,No,DDS
629,9,Southbridge,4606,DMH Group Homes,Confidential,Rental,13,N/A,No,DMH
630,1,Southwick,2872,n/a,Depot St.,Rental,48,Perp,No,DHCD
630,2,Southwick,2873,n/a,Sheep Pasture Rd.,Rental,6,Perp,No,DHCD
630,3,Southwick,2874,n/a,Depot St.,Rental,8,Perp,No,DHCD
630,4,Southwick,2875,n/a,scattered sites,Rental,6,Perp,No,DHCD
630,5,Southwick,2876,Ahrend Circle Apartments,12 Depot St.,Rental,40,2025,No,"HUD, RHS"
630,6,Southwick,4464,DDS Group Homes,Confidential,NA,18,N/A,No,DDS
630,7,Southwick,5192,Southwick HOR Program,Sefton Road,Ownership,1,9/3/17,No,DHCD
630,8,Southwick,5193,Southwick HOR Program,Shore Road,Ownership,1,9/3/17,No,DHCD
630,9,Southwick,5194,Southwick HOR Program,Fernwood Road,Ownership,1,9/3/17,No,DHCD
630,10,Southwick,5195,Southwick HOR Program,Feeding Hills Road,Ownership,1,10/1/17,No,DHCD
630,11,Southwick,5196,Southwick HOR Program,Mort Vinning Road,Ownership,1,10/17/17,No,DHCD
630,12,Southwick,5197,Southwick HOR Program,Cottage Street,Ownership,1,10/18/17,No,DHCD
630,13,Southwick,5199,Southwick HOR Program,Island Pond Road,Ownership,1,10/23/17,No,DHCD
631,1,Southwick,5200,Southwick HOR Program,Evergreen Street,Ownership,1,10/23/17,No,DHCD
631,2,Southwick,5201,Southwick HOR Program,South Longyard Road,Ownership,1,10/30/17,No,DHCD
631,3,Southwick,7601,DMH Group Homes,Confidential,Rental,4,n/a,No,DMH
631,4,Southwick,8007,Southwick HOR Program,Summer Drive,Ownership,1,6/27/20,NO,DHCD
631,5,Southwick,8008,Southwick HOR Program,Evergreen St,Ownership,1,12/1/19,NO,DHCD
631,6,Southwick,8009,Southwick HOR Program,Sefton Drive,Ownership,1,7/6/20,NO,DHCD
631,7,Southwick,8010,Southwick HOR Program,Tannery Rd,Ownership,1,6/23/20,NO,DHCD
631,8,Southwick,8011,Southwick HOR Program,Shirley Terr,Ownership,1,7/6/20,NO,DHCD
631,9,Southwick,8012,Southwick HOR Program,Granville Rd,Ownership,1,5/19/21,NO,DHCD
631,10,Southwick,8013,Southwick HOR Program,Depot St,Ownership,1,10/19/20,NO,NA
631,11,Southwick,8014,Southwick HOR Program,Fred Jackson Rd,Ownership,1,2/24/20,NO,DHCD
631,12,Southwick,8015,Southwick HOR Program,Eagle St,Ownership,1,5/4/20,NO,DHCD
631,13,Southwick,8016,Southwick HOR Program,Buckingham Drive,Ownership,1,6/27/20,NO,DHCD
631,14,Southwick,8017,Southwick HOR Program,Feeding Hills Rd,Ownership,1,12/23/19,NO,NA
632,1,Southwick,8018,Southwick HOR Program,Foster Rd,Ownership,1,7/6/20,NO,DHCD
632,2,Southwick,8019,Southwick HOR Program,Fernwood Rd,Ownership,1,7/6/20,NO,DHCD
632,3,Southwick,8020,Southwick HOR Program,Powder Mill Rd,Ownership,1,12/1/19,NO,NA
632,4,Southwick,8021,Southwick HOR Program,Berkshire Ave,Ownership,1,3/31/20,NO,DHCD
632,5,Southwick,8022,Southwick HOR Program,Mort Vining Rd,Ownership,1,1/26/20,NO,DHCD
632,6,Southwick,8023,Southwick HOR Program,Birchwood Rd,Ownership,1,1/25/20,NO,DHCD
632,7,Southwick,8024,Southwick HOR Program,College Highway,Ownership,1,4/18/20,NO,DHCD
632,8,Southwick,8025,Southwick HOR Program,Davis Rd,Ownership,1,9/13/20,NO,DHCD
632,9,Southwick,8026,Southwick HOR Program,Lakemont St,Ownership,1,5/5/19,NO,DHCD
632,10,Southwick,8027,Southwick HOR Program,S Longyard Rd,Ownership,1,10/9/20,NO,DHCD
632,11,Southwick,8028,Southwick HOR Program,Bungalow St,Ownership,1,7/6/20,NO,DHCD
632,12,Southwick,8029,Southwick HOR Program,Powder Mill Rd,Ownership,1,2/4/20,NO,DHCD
632,13,Southwick,8030,Southwick HOR Program,Mathews Rd,Ownership,1,12/1/19,NO,DHCD
632,14,Southwick,8031,Southwick HOR Program,Granville Rd,Ownership,1,12/1/19,NO,DHCD
634,1,Spencer,2884,Depot Village,40 Wall St.,Rental,30,Perp,No,DHCD
634,2,Spencer,2885,Howe Village,McDonald St.,Rental,60,Perp,No,DHCD
634,3,Spencer,2886,Howe Village,McDonald St.,Rental,84,Perp,No,DHCD
634,4,Spencer,2887,n/a,77 Maple St.,Rental,8,Perp,No,DHCD
634,5,Spencer,2888,n/a,Lloyd Dyer Drive,Rental,8,Perp,No,DHCD
634,6,Spencer,2889,Astorwood Place,Rt. 31 Charlton Road,Rental,24,10/1/41,Yes,"DHCD, RHS"
634,7,Spencer,4465,DDS Group Homes,Confidential,Rental,18,N/A,No,DDS
634,8,Spencer,7946,Living at Prouty,Main Street,Rental,35,2046,YES,HUD
635,1,Springfield,2890,Central & Ashley St,"100 Ashley St, 2-4-6 Gerish Ct; 425 Central St, 235-237 Bay St, 151-155 Sherman St",Rental,40,Perp,No,HUD
635,2,Springfield,2891,Central Apts,347-367 Central St,Rental,44,Perp,No,HUD
635,3,Springfield,2892,Christopher Court,1118-1122 St. James Ave.,Rental,96,Perp,No,HUD
635,4,Springfield,2893,John L. Sullivan Apts,"104, 112,120 Stafford St.; 166-196& 177- 185 Nursery St",Rental,96,Perp,No,HUD
635,5,Springfield,2894,Johnny Appleseed Apts,500 Hancock St.,Rental,60,Perp,No,HUD
635,6,Springfield,2895,Katherine Jones Apts,35-49 Pendleton Ave.,Rental,32,Perp,No,HUD
635,7,Springfield,2896,Manilla Apts,"13-55, 18-44 Manilla Ave; 72-78 Ralph St.",Rental,34,Perp,No,HUD
635,8,Springfield,2897,Marble Apartments,"111-117, 112-118 Marble St.",Rental,48,Perp,No,HUD
635,9,Springfield,2898,Morgan Manor,"31,35,37,41,45,47,51 Morgan St.",Rental,52,Perp,No,HUD
635,10,Springfield,2899,Moxon Apts,23-77 Moxon St; 22-68 Healy St.,Rental,52,Perp,No,HUD
635,11,Springfield,2900,Patrick Harrigan Apts,107-111 Belmont Ave/59-65-69-73-77-81 Woodside Terrace,Rental,32,Perp,No,HUD
635,12,Springfield,2901,Pendleton Apts,"178, 186, 194 Pendleton Ave.",Rental,19,Perp,No,HUD
636,1,Springfield,2902,Pine-James Apts,"25,29,33,35,39,41,45 Pine St.",Rental,42,Perp,No,HUD
636,2,Springfield,2903,Pine-Renee Apts,"231,235,239 Pine St.; Renee Circle",Rental,48,Perp,No,HUD
