"index","mapc_id","parloc_id","luc_adj_1","luc_adj_2","muni_id","muni","District","land_value","bldg_value","othr_value","total_value","lot_areaft","bldg_area","addr_num","addr_str","owner_city","owner_stat","owner_zip","median_hh_income","latitude","longitude","numTransitStops","walkscore","transitscore","transit_score_description","transit_score_summary"
231,24289,"M_150195_908945",973,973,21,"Barre","5th Worcester District",37500,0,0,37500,114732.7331,0,"","RUGGLES LANE","BARRE","MA","1005",68139,42.42943539,-72.10524918,,23,,,
254,25541,"M_150743_903886",970,970,21,"Barre","5th Worcester District",126800,533800,4200,664800,100308.2645,18122,"39","MAIN STREET","BARRE","MA","1005",68139,42.38392674,-72.09815877,,18,,,
278,30393,"M_72087_892191",973,973,22,"Becket","4th Berkshire District",36400,0,0,36400,542005.5545,0,"0","MAIN STREET","PITTSFIELD","MA","1201",75852,42.26972575,-73.05060062,,7,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
284,33070,"M_124335_893265",970,970,24,"Belchertown","2nd Franklin District",187400,692000,1700,881100,156445.9068,9812,"95","GEORGE HANNUM ST","BELCHERTOWN","MA","1007",86169,42.28619908,-72.41744007,,32,,,
288,33604,"M_125817_892521",970,970,24,"Belchertown","2nd Franklin District",65300,251800,1700,318800,97746.91618,3946,"68","EAST WALNUT ST","BELCHERTOWN","MA","1007",86169,42.27964337,-72.39937701,4,40,,,
290,33680,"M_126083_892029",970,970,24,"Belchertown","7th Hampden District",199900,1418600,29900,1648400,313175.6604,28758,"41","EVERETT AV","BELCHERTOWN","MA","1007",86169,42.27523938,-72.39608967,2,33,,,
298,34153,"M_124811_891516",970,970,24,"Belchertown","7th Hampden District",115900,709600,2100,827600,189167.0614,9954,"45","STATE ST","BELCHERTOWN","MA","1007",86169,42.27049979,-72.4114424,,42,,,
399,40638,"F_645792_2832399",970,970,32,"Blackstone","8th Worcester District",143700,2522900,15000,2681600,192489.5007,7200,"","AUSTIN ST","BLACKSTONE","MA","1504",78063,42.02023002,-71.53818074,,51,,,
481,55637,"F_356028_2878926",970,970,61,"Chicopee","6th Hampden District",30000,362900,0,392900,11045.81534,4276,"106","STONINA DR","CHICOPEE","MA","1013",48125,42.14257191,-72.60672701,,73,38,"Some Transit","2 nearby routes: 2 bus, 0 rail, 0 other"
482,55659,"F_356083_2878980",973,973,61,"Chicopee","6th Hampden District",4200,0,0,4200,10673.58379,0,"0","STONINA DR","CHICOPEE","MA","01013-1896",48125,42.14272204,-72.60652681,,73,38,"Some Transit","2 nearby routes: 2 bus, 0 rail, 0 other"
483,55682,"F_356147_2879035",973,973,61,"Chicopee","6th Hampden District",3400,0,0,3400,7822.863775,0,"0","NONOTUCK AVE","CHICOPEE","MA","01013-1896",48125,42.14287523,-72.60629348,,73,38,"Some Transit","2 nearby routes: 2 bus, 0 rail, 0 other"
485,57283,"F_356425_2881013",970,970,61,"Chicopee","8th Hampden District",40300,186700,5700,232700,5984.401158,8617,"296","FRONT ST","CHICOPEE","MA","1013",27285,42.14831263,-72.60536301,20,82,38,"Some Transit","2 nearby routes: 2 bus, 0 rail, 0 other"
491,58733,"F_362502_2883120",970,970,61,"Chicopee","8th Hampden District",35500,237200,0,272700,5403.520353,7526,"25","PINE ST","CHICOPEE","MA","1013",41481,42.15430803,-72.58305383,,55,40,"Some Transit","2 nearby routes: 2 bus, 0 rail, 0 other"
505,62132,"F_351260_2887923",973,973,61,"Chicopee","8th Hampden District",98200,0,0,98200,175114.1206,0,"312","CHICOPEE ST","CHICOPEE","MA","01013-1830",35133,42.16708788,-72.62474388,,34,34,"Some Transit","6 nearby routes: 6 bus, 0 rail, 0 other"
506,62446,"F_352832_2888443",970,970,61,"Chicopee","6th Hampden District",2542300,16130300,12561500,31234100,1296767.861,14422,"0","MEETINGHOUSE RD","CHICOPEE","MA","",35133,42.16857145,-72.6189709,,35,29,"Some Transit","4 nearby routes: 4 bus, 0 rail, 0 other"
514,66748,"F_354735_2894113",970,970,61,"Chicopee","8th Hampden District",131300,2599900,3657600,6388800,36000.13005,56378,"620","CHICOPEE ST","CHICOPEE","MA","",32500,42.18419776,-72.61222444,,45,38,"Some Transit","6 nearby routes: 6 bus, 0 rail, 0 other"
515,66780,"F_354888_2894240",973,973,61,"Chicopee","8th Hampden District",44300,0,0,44300,7295.455167,0,"0","CHICOPEE ST","CHICOPEE","MA","01013-1896",32500,42.18455171,-72.61166607,,45,38,"Some Transit","6 nearby routes: 6 bus, 0 rail, 0 other"
523,69926,"F_365153_2903311",973,973,61,"Chicopee","8th Hampden District",2500,0,3000,5500,4649.864378,0,"50","BEAUDRY AVE","CHICOPEE","MA","",55185,42.20980271,-72.57421558,3,58,31,"Some Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
530,75842,"F_810097_2679686",970,970,72,"Dartmouth","9th Bristol District",970300,0,2814900,3785200,261175.8845,0,"","SOL-E-MAR ST","N DARTMOUTH","MA","2747",84550,41.59975886,-70.93722348,6,37,,,
536,81437,"F_798033_2695251",970,970,72,"Dartmouth","9th Bristol District",54200,0,0,54200,12856.76128,0,"","KINGSTON ST","N DARTMOUTH","MA","2747",72672,41.64268265,-70.98098263,7,48,,,
537,81670,"F_797728_2695077",970,970,72,"Dartmouth","9th Bristol District",1639700,0,3639900,5279600,526296.3992,0,"1","ANDERSON WY","N DARTMOUTH","MA","2747",72672,41.64221024,-70.98210231,7,51,,,
706,90311,"M_258805_931669",970,970,92,"Essex","5th Essex District",601200,1008500,45700,1655400,103931.2675,22080,"1","CHEBACCO TERRACE","ESSEX","MA","1929",113469,42.6333717,-70.78306309,5,53,,,
760,96560,"F_616184_2886887",102,970,110,"Grafton","9th Worcester District",0,63749500,0,63749500,3018921.43,831776,"99","VIOLET LANE","S GRAFTON","MA","1560",,42.16966674,-71.6474904,,8,,,
766,96841,"F_599610_2889104",970,970,110,"Grafton","9th Worcester District",285100,1184000,0,1469100,72890.92386,20976,"4","MESSIER STREET","N GRAFTON","MA","01536-0456",84444,42.17565556,-71.70864934,,28,,,
775,98726,"F_604229_2899454",970,970,110,"Grafton","9th Worcester District",861300,809200,3000,1670500,352004.8907,14032,"71","PROVIDENCE ROAD","N GRAFTON","MA","01536-0456",123178,42.20408714,-71.69169476,1,44,,,
783,99560,"F_604359_2904244",970,970,110,"Grafton","9th Worcester District",2199800,2994400,16900,5194200,437113.0772,55272,"0","FOREST LANE","N GRAFTON","MA","01536-0456",123178,42.21723232,-71.69125459,2,43,,,
785,99747,"F_602339_2905702",970,970,110,"Grafton","9th Worcester District",1351200,1254600,2000,2605800,103831.561,21990,"1","SNOW ROAD","N GRAFTON","MA","01536-0456",123178,42.22122058,-71.69872419,1,47,,,
948,105369,"M_109921_925651",970,970,114,"Greenfield","2nd Berkshire District",34100,126500,400,161000,12445.88786,7024,"317","DEERFIELD","GREENFIELD","MA","1301",,42.57620538,-72.59724369,,34,,,
950,105712,"M_110132_925379",102,970,114,"Greenfield","2nd Berkshire District",0,5019700,0,5019700,521585.0638,77538,"97","BRIAR","GREENFIELD","MA","1301",,42.57378136,-72.59463128,,14,,,
951,105729,"M_109926_925673",970,970,114,"Greenfield","2nd Berkshire District",33600,32700,0,66300,9602.504025,2222,"315","DEERFIELD","GREENFIELD","MA","1301",,42.57640399,-72.59718624,,34,,,
953,106426,"M_109468_926686",970,970,114,"Greenfield","2nd Berkshire District",33900,114000,8300,156200,10866.08517,4284,"23","MILL","GREENFIELD","MA","1301",,42.58546936,-72.60292403,11,81,,,
959,106707,"M_110012_926818",970,970,114,"Greenfield","2nd Berkshire District",115100,706100,6300,827500,30514.18306,16519,"491","MAIN","GREENFIELD","MA","1301",,42.58672069,-72.59631805,12,81,,,
961,107268,"M_108674_927204",970,970,114,"Greenfield","2nd Berkshire District",36300,111900,0,148200,15604.79188,2507,"76","PHILLIPS","GREENFIELD","MA","1301",,42.5900393,-72.61267832,14,63,,,
962,107272,"M_110281_927214",970,970,114,"Greenfield","2nd Berkshire District",48700,190800,200,239700,12510.21191,5156,"16","GEORGE","GREENFIELD","MA","1301",,42.59031637,-72.59310302,13,62,,,
963,107393,"M_109195_927342",970,970,114,"Greenfield","2nd Berkshire District",98000,538000,0,636000,41376.48993,10272,"111","WELLS","GREENFIELD","MA","1301",,42.59134251,-72.60635319,15,85,,,
964,107426,"M_108858_927411",970,970,114,"Greenfield","2nd Berkshire District",35300,127700,100,163100,20989.70716,2960,"87","ELM","GREENFIELD","MA","1301",,42.59192419,-72.61046963,10,57,,,
965,107639,"M_108780_927441",970,970,114,"Greenfield","2nd Berkshire District",33600,94900,400,128900,8861.431541,3548,"94","ELM","GREENFIELD","MA","1301",,42.59218509,-72.61142463,11,57,,,
966,107651,"M_108857_927437",970,970,114,"Greenfield","2nd Berkshire District",35600,127700,100,163400,23126.88901,2960,"89","ELM","GREENFIELD","MA","1301",,42.59215811,-72.61048593,8,57,,,
967,107817,"M_109161_927629",970,970,114,"Greenfield","2nd Berkshire District",35300,110400,200,145900,9077.742284,3222,"9","GROVE","GREENFIELD","MA","1301",,42.59392197,-72.60681277,10,71,,,
968,107825,"M_109096_927620",970,970,114,"Greenfield","2nd Berkshire District",33800,108100,0,141900,10980.63805,3298,"159","CONWAY","GREENFIELD","MA","1301",,42.59383336,-72.60760324,9,71,,,
969,107858,"M_108865_927792",970,970,114,"Greenfield","2nd Berkshire District",1035500,3346800,24800,4407100,247570.8488,77182,"1","ELM","GREENFIELD","MA","1301",,42.59535457,-72.61044478,6,52,,,
971,108371,"M_109733_927985",970,970,114,"Greenfield","2nd Berkshire District",36400,107000,4600,148000,6931.660109,3133,"37","WOODLEIGH","GREENFIELD","MA","1301",,42.5971931,-72.59990003,7,74,,,
972,108520,"M_109838_928000",970,970,114,"Greenfield","2nd Berkshire District",36600,103800,100,140500,7796.115088,2636,"24","PIERCE","GREENFIELD","MA","1301",,42.5973403,-72.59862311,7,75,,,
974,108854,"M_108842_928521",970,970,114,"Greenfield","2nd Berkshire District",99500,134500,0,234000,42548.99516,2568,"300","CONWAY","GREENFIELD","MA","1301",,42.60191394,-72.61084067,6,45,,,
977,109194,"M_108992_928484",970,970,114,"Greenfield","2nd Berkshire District",74300,148100,300,222700,13345.40859,3584,"27","SPRUCE","GREENFIELD","MA","1301",,42.60159846,-72.60900713,8,44,,,
978,109251,"M_108833_928581",970,970,114,"Greenfield","2nd Berkshire District",33000,96100,200,129300,4918.849653,2520,"279","ELM","GREENFIELD","MA","1301",,42.60245298,-72.61095985,6,39,,,
979,109368,"M_108580_928498",970,970,114,"Greenfield","2nd Berkshire District",985000,3424000,1700,4410700,821711.8395,86665,"","OAK","GREENFIELD","MA","1301",,42.60167615,-72.61402935,6,8,,,
996,112849,"M_250601_930371",970,970,119,"Hamilton","4th Essex District",181400,586100,0,767500,16628.41296,3720,"","CENTRAL/HARRIS AV","SOUTH HAMILTON","MA","1982",91382,42.62226467,-70.88319502,,18,,,
997,113435,"M_251129_929247",970,970,119,"Hamilton","4th Essex District",210900,326400,16700,554000,22856.90147,4069,"121-129","RAILOAD AV","SOUTH HAMILTON","MA","1982",91382,42.61211195,-70.87685924,2,69,,,
998,113444,"M_251090_929308",970,970,119,"Hamilton","4th Essex District",227600,1690700,1900,1920200,59006.72127,1282,"121","RAILROAD AV","SOUTH HAMILTON","MA","1982",91382,42.61266363,-70.87732911,2,68,,,
1211,122162,"F_661848_3023774",970,970,158,"Littleton","2nd Middlesex District",523200,692000,18800,1234000,142277.151,9662,"26","SHATTUCK ST","LITTLETON","MA","1460",113581,42.54538447,-71.47891754,5,47,,,
1217,123991,"F_656494_3021786",970,970,158,"Littleton","2nd Middlesex District",135700,142300,0,278000,14134.85412,1496,"143","KING ST","LITTLETON","MA","1460",124742,42.53993146,-71.49878543,,15,,,
1218,124086,"F_652850_3019495",970,970,158,"Littleton","2nd Middlesex District",218900,139600,273100,631600,381265.8973,1079,"76","WHITCOMB AV","LITTLETON","MA","1460",124742,42.53364446,-71.5123053,,18,,,
1224,124225,"F_651981_3023288",970,970,158,"Littleton","2nd Middlesex District",251200,,,260000,734006.1128,0,"200","NEW ESTATE RD","LITTLETON","MA","1460",124742,42.5440518,-71.51553197,,9,,,
1232,129209,"F_857760_3040644",970,970,166,"Manchester","4th Essex District",504000,615400,0,1119400,137333.7779,5361,"2","LOADING PLACE RD","MANCHESTER","MA","1944",124025,42.58924871,-70.75139108,,15,,,
1241,131262,"F_853172_3035314",970,970,166,"Manchester","4th Essex District",490300,1210100,0,1700400,16810.22732,15660,"12","SUMMER ST","MANCHESTER","MA","1944",124025,42.57473351,-70.76859731,1,68,,,
1246,131798,"F_734754_2834279",970,970,167,"Mansfield","1st Bristol District",133200,140600,0,273800,6867.142252,2160,"48","EDDY ST","MANSFIELD","MA","2048",133910,42.02502986,-71.21076134,,56,,,
1247,131851,"F_739817_2839311",970,970,167,"Mansfield","1st Bristol District",149900,231700,0,381600,38492.59139,3406,"74-76","PINE NEEDLE LN","MANSFIELD","MA","2048",119063,42.03879,-71.19206039,,17,,,
1261,133934,"F_734568_2835775",970,970,167,"Mansfield","1st Bristol District",135200,148900,2100,286200,7695.511451,1900,"45","BROOK ST","MANSFIELD","MA","2048",89660,42.02913691,-71.21142727,3,58,,,
1263,134365,"F_733393_2834565",970,970,167,"Mansfield","14th Bristol District",840000,2984200,53400,3877600,30772.80433,47325,"15","PARK ST","MANSFIELD","MA","2048",89660,42.02582726,-71.21576692,,64,,,
1265,135435,"F_730266_2834470",970,970,167,"Mansfield","14th Bristol District",138100,142600,300,281000,15820.33495,2568,"253","WEST ST","MANSFIELD","MA","2048",89660,42.02559457,-71.22727694,,48,,,
1266,135550,"F_731638_2834196",970,970,167,"Mansfield","14th Bristol District",129000,175300,0,304300,12648.30061,2568,"41","DEAN ST","MANSFIELD","MA","2048",89660,42.02483051,-71.22223061,,56,,,
1267,135784,"F_734814_2834105",970,970,167,"Mansfield","1st Bristol District",135000,144900,0,279900,7562.048461,2160,"45","EDDY ST","MANSFIELD","MA","2048",133910,42.02455181,-71.21054268,,51,,,
1268,135785,"F_734876_2834117",970,970,167,"Mansfield","1st Bristol District",134800,144200,0,279000,8443.761872,2160,"47","EDDY ST","MANSFIELD","MA","2048",133910,42.02458416,-71.21031435,,51,,,
1269,135786,"F_734957_2834264",970,970,167,"Mansfield","1st Bristol District",134600,142800,0,277400,6527.457715,2160,"53","EDDY ST","MANSFIELD","MA","2048",133910,42.02498681,-71.2100144,,47,,,
1270,135787,"F_734930_2834312",970,970,167,"Mansfield","1st Bristol District",134600,144900,0,279500,6973.747717,2160,"55","EDDY ST","MANSFIELD","MA","2048",133910,42.02511878,-71.21011317,,47,,,
1271,135788,"F_734902_2834363",970,970,167,"Mansfield","1st Bristol District",134600,140600,0,275200,6973.232847,2160,"57","EDDY ST","MANSFIELD","MA","2048",133910,42.02525899,-71.21021558,,47,,,
1274,136334,"F_736982_2823850",970,970,167,"Mansfield","1st Bristol District",113100,71100,0,184200,5469.701585,1728,"10","COLUMBINE RD","MANSFIELD","MA","2048",133910,41.99638957,-71.20269509,,7,,,
1276,137333,"F_734518_2826239",970,970,167,"Mansfield","1st Bristol District",157300,575400,5600,738300,55113.02857,4961,"651","SOUTH MAIN ST","MANSFIELD","MA","2048",133910,42.00296868,-71.21172993,,12,,,
1281,137882,"F_734116_2833479",970,970,167,"Mansfield","1st Bristol District",6e+05,1081900,24500,1706400,122482.4381,6136,"32","WILSON PL","MANSFIELD","MA","2048",133910,42.02284041,-71.21311937,,49,,,
1282,138140,"F_734774_2834231",970,970,167,"Mansfield","1st Bristol District",132600,146400,0,279000,5720.366593,2160,"46","EDDY ST","MANSFIELD","MA","2048",133910,42.02489795,-71.21068833,,56,,,
1283,138141,"F_734727_2834330",970,970,167,"Mansfield","1st Bristol District",133500,140600,0,274100,6879.321657,2160,"50","EDDY ST","MANSFIELD","MA","2048",133910,42.02517006,-71.21086007,,56,,,
1284,138142,"F_734702_2834383",970,970,167,"Mansfield","1st Bristol District",133100,140600,0,273700,7945.628866,2160,"52","EDDY ST","MANSFIELD","MA","2048",133910,42.02531574,-71.21095142,,56,,,
1287,138254,"F_734879_2834415",970,970,167,"Mansfield","1st Bristol District",134200,140600,0,274800,6954.715833,2160,"59","EDDY ST","MANSFIELD","MA","2048",133910,42.02540191,-71.21029958,,56,,,
1288,138257,"F_736227_2838514",970,970,167,"Mansfield","1st Bristol District",1522000,4695900,36200,6254100,861345.8639,9505,"","BICENTENNIAL CT","MANSFIELD","MA","2048",119063,42.03663768,-71.20528619,,23,,,
1302,142418,"F_653661_2874303",970,970,185,"Milford","10th Worcester District",100500,80900,8900,190300,19253.81825,1499,"87","EAST ST EX","MILFORD","MA","1757",82569,42.13522868,-71.50923803,,44,,,
1303,142475,"F_653524_2874342",970,970,185,"Milford","10th Worcester District",134700,328200,11000,473900,71425.19224,4782,"97","BEACH STREET EX","MILFORD","MA","1757",82569,42.13533566,-71.50974315,1,44,,,
1304,143495,"F_654087_2879035",970,970,185,"Milford","10th Worcester District",92700,81000,0,173700,3266.247457,1526,"20","CHURCHILL ST","MILFORD","MA","1757",82569,42.1482142,-71.507669,3,72,,,
1305,143519,"F_654178_2879090",970,970,185,"Milford","10th Worcester District",86400,0,6000,92400,3740.827992,0,"0","CHURCHILL ST","MILFORD","MA","1757",82569,42.14836515,-71.50733345,3,72,,,
1306,143549,"F_653257_2878911",970,970,185,"Milford","10th Worcester District",564500,3061800,44800,3671100,142291.0897,50840,"10","MAHER CT","MILFORD","MA","1757",82569,42.14787368,-71.51072966,5,68,,,
1307,143560,"F_653441_2879169",970,970,185,"Milford","10th Worcester District",98000,252500,0,350500,13451.35163,4996,"6","CEDAR ST","MILFORD","MA","1757",82569,42.14858173,-71.51005125,4,71,,,
1308,143907,"F_645994_2879841",970,970,185,"Milford","10th Worcester District",136400,111700,0,248100,14832.70998,1710,"36","WEST FOUNTAIN ST","MILFORD","MA","1757",98182,42.15042011,-71.53751413,2,22,,,
1309,144020,"F_650566_2879930",970,970,185,"Milford","10th Worcester District",123000,1382200,4000,1509200,70344.12694,20551,"0","PURCHASE ST","MILFORD","MA","1757",82569,42.15066862,-71.52065387,2,51,,,
1310,144082,"F_650902_2880005",970,970,185,"Milford","10th Worcester District",137500,1744800,9800,1892100,81101.43671,24496,"0","SUMNER ST","MILFORD","MA","1757",82569,42.15087465,-71.51941485,2,45,,,
1311,144109,"F_645378_2881530",970,970,185,"Milford","10th Worcester District",132600,118300,200,251100,9668.229937,1600,"37","REDWOOD DR","MILFORD","MA","1757",98182,42.15505424,-71.53978868,2,7,,,
1312,144237,"F_650539_2880210",970,970,185,"Milford","10th Worcester District",126800,280100,2200,409100,9273.45893,4904,"15","VICKI LN","MILFORD","MA","1757",82569,42.15143697,-71.52075369,1,55,,,
1313,144275,"F_650599_2880246",970,970,185,"Milford","10th Worcester District",126900,,,131100,8527.631244,0,"11","VICKI LN","MILFORD","MA","1757",82569,42.1515358,-71.52053246,1,45,,,
1314,144312,"F_650796_2880208",970,970,185,"Milford","10th Worcester District",339800,3460100,11000,3810900,111911.6124,54530,"0","SUMNER ST","MILFORD","MA","1757",82569,42.15143165,-71.51980593,2,45,,,
1315,144558,"F_646164_2880787",970,970,185,"Milford","10th Worcester District",134100,100600,0,234700,17378.46195,1056,"18","PRINCETON DR","MILFORD","MA","1757",98182,42.15301629,-71.53688873,2,18,,,
1316,144963,"F_645258_2881741",970,970,185,"Milford","10th Worcester District",136600,123600,0,260200,14525.42023,1892,"32","REDWOOD DR","MILFORD","MA","1757",98182,42.1556331,-71.54023161,1,14,,,
1317,145045,"F_643473_2882048",970,970,185,"Milford","10th Worcester District",134300,119400,0,253700,11291.97312,1878,"132","HIGHLAND ST","MILFORD","MA","1757",98182,42.15647306,-71.54681539,,10,,,
1318,147676,"F_653605_2874463",970,970,185,"Milford","10th Worcester District",99900,148400,0,248300,14610.00449,4072,"85","EAST ST EX","MILFORD","MA","1757",82569,42.13566773,-71.50944456,1,44,,,
1319,147838,"F_644671_2881567",970,970,185,"Milford","10th Worcester District",128900,112400,0,241300,10843.96314,1710,"24","CORNELL DR","MILFORD","MA","1757",98182,42.15515484,-71.54239617,1,8,,,
1320,147918,"F_648963_2874488",970,970,185,"Milford","10th Worcester District",110800,305000,12000,427800,13768.57456,4532,"1","VINCENCZO RD","MILFORD","MA","1757",71758,42.13573365,-71.52655909,4,72,,,
1321,147945,"F_649017_2874610",970,970,185,"Milford","10th Worcester District",21300,,,21300,8897.189795,0,"0","OLIVER ST","MILFORD","MA","1757",71758,42.13606848,-71.52636014,4,73,,,
1322,148134,"F_651628_2874989",970,970,185,"Milford","10th Worcester District",608000,1095800,6100,1709900,48485.84352,17881,"0","FAIRFIELD CT","MILFORD","MA","1757",56574,42.13711033,-71.51673391,6,72,,,
1323,148464,"F_648910_2875837",970,970,185,"Milford","10th Worcester District",103700,139500,4800,248000,4964.013619,1498,"16","SOUTH HIGH ST","MILFORD","MA","1757",56574,42.13943549,-71.52675606,5,74,,,
1324,148907,"F_648442_2876662",970,970,185,"Milford","10th Worcester District",20600,,,20600,3405.525929,0,"0","WEST MAPLE ST","MILFORD","MA","1757",71758,42.14169901,-71.52848264,3,68,,,
1325,149330,"F_648094_2876827",970,970,185,"Milford","10th Worcester District",1311000,3981700,62300,5355000,313663.9387,62868,"2","LUBY AV","MILFORD","MA","1757",71758,42.14215147,-71.529766,3,58,,,
1385,155025,"F_875809_2813495",970,970,239,"Plymouth","12th Plymouth District",613100,1972200,30700,2616000,242299.13,27538,"84","NICKS ROCK RD","PLYMOUTH","MA","2361",60353,41.96550597,-70.6923574,,22,,,
1386,155148,"F_868567_2802341",970,970,239,"Plymouth","12th Plymouth District",162400,114100,0,276500,33995.3068,1567,"12","WORRALL RD","PLYMOUTH","MA","2361",95726,41.93508313,-70.71936066,,19,,,
1387,155216,"F_885645_2804115",970,970,239,"Plymouth","1st Plymouth District",135500,292700,0,428200,22020.37755,5268,"32","SO POND RD","PLYMOUTH","MA","2361",60290,41.93950502,-70.656533,4,34,,,
1389,155973,"F_881018_2811739",970,970,239,"Plymouth","1st Plymouth District",755100,4879100,21800,5656000,94747.59401,64116,"128","COURT ST","PLYMOUTH","MA","2361",68192,41.96055037,-70.67326726,2,65,,,
1396,156652,"F_884398_2805860",970,970,239,"Plymouth","1st Plymouth District",1060800,2451800,28500,3541100,158250.1703,38432,"103","SOUTH ST","PLYMOUTH","MA","2361",60290,41.94432722,-70.66105308,2,36,,,
1418,160493,"F_910815_2794417",970,970,239,"Plymouth","1st Plymouth District",130000,118100,0,248100,18141.85506,1792,"43","HEATHER DR","PLYMOUTH","MA","2361",99394,41.91217248,-70.56441657,1,21,,,
1419,160795,"F_869973_2802957",970,970,239,"Plymouth","12th Plymouth District",170500,104100,0,274600,20400.02721,1042,"12","HUGHES ST","PLYMOUTH","MA","2361",95726,41.93673808,-70.7141726,1,22,,,
1434,163476,"F_870480_2802768",970,970,239,"Plymouth","12th Plymouth District",170500,103900,0,274400,20357.68223,1044,"20","HUGHES ST","PLYMOUTH","MA","2361",95726,41.93620661,-70.71231568,1,12,,,
1442,165182,"F_869212_2801962",970,970,239,"Plymouth","12th Plymouth District",159600,104500,0,264100,20400.89081,1046,"25","MONTGOMERY DR","PLYMOUTH","MA","2361",95726,41.93402689,-70.717003,,13,,,
1650,182418,"F_763019_3011285",970,970,246,"Reading","30th Middlesex District",287100,239100,400,526600,11786.26038,2695,"505","SUMMER AVE","READING","MA","1867",90811,42.51043623,-71.10370727,,56,,,
1651,182851,"F_764501_3010286",102,970,246,"Reading","",0,42966900,0,42966900,445156.379,151116,"914","GAZEBO CIR","READING","MA","1867",,42.50767603,-71.09822838,,44,,,
