fips,county,state,state_code,male,female,median_age,population,female_percentage,lat,long
13085,Dawson County,Georgia,GA,11774,12087,43.4,23861,50.655881983152426,34.44429664766713,-84.17062681094588
13087,Decatur County,Georgia,GA,12907,13926,38.1,26833,51.898781351321134,30.878348510707905,-84.5790467928489
13089,DeKalb County,Georgia,GA,351871,391316,35.6,743187,52.653773545554486,33.7715360255193,-84.22642599367776
13091,Dodge County,Georgia,GA,10972,9947,41.6,20919,47.55007409532004,32.17220685504268,-83.16840542232751
13093,Dooly County,Georgia,GA,7529,6376,43.7,13905,45.85400934915498,32.15718703870342,-83.79879578129346
13095,Dougherty County,Georgia,GA,42144,48905,35.1,91049,53.71283594547991,31.533464176261255,-84.2163863940889
13097,Douglas County,Georgia,GA,67726,74114,36.4,141840,52.251833051325434,33.70184254125166,-84.76795534667156
13099,Early County,Georgia,GA,4791,5557,40.7,10348,53.70119829918825,31.322828065272226,-84.9036560198351
13101,Echols County,Georgia,GA,1973,2021,40.9,3994,50.60090135202804,30.710050404607664,-82.8939614401204
13103,Effingham County,Georgia,GA,29215,29474,36.1,58689,50.22065463715517,32.36728626780035,-81.34135177842046
13105,Elbert County,Georgia,GA,9188,10024,42.6,19212,52.17572350614199,34.11679503971489,-82.84014598002615
13107,Emanuel County,Georgia,GA,11105,11394,36.8,22499,50.64225076670075,32.58973973272469,-82.30171316851842
13109,Evans County,Georgia,GA,5303,5424,37.7,10727,50.56399738976415,32.156764561306865,-81.88688163404811
13111,Fannin County,Georgia,GA,12086,12839,51.4,24925,51.51053159478435,34.86408398906588,-84.31983386746593
13113,Fayette County,Georgia,GA,54055,57314,43.5,111369,51.463154019520694,33.4139533236953,-84.49418416217284
13115,Floyd County,Georgia,GA,46810,50014,38.5,96824,51.65454845905973,34.26318326372692,-85.21425982603338
13117,Forsyth County,Georgia,GA,109258,110622,38.3,219880,50.31016918319084,34.225543250240136,-84.12502041036171
13119,Franklin County,Georgia,GA,10853,11661,41,22514,51.79443901572355,34.375440172659985,-83.22915634034976
13121,Fulton County,Georgia,GA,495087,526815,35.4,1021902,51.552399349448386,33.790281935946396,-84.466990863304
13123,Gilmer County,Georgia,GA,15079,14843,46.9,29922,49.60564133413542,34.691163005166125,-84.45562503764883
13125,Glascock County,Georgia,GA,1438,1571,43.2,3009,52.210036556995675,33.22928288536465,-82.61070062299642
13127,Glynn County,Georgia,GA,39419,44555,41,83974,53.05808940862647,31.230896488306307,-81.54071676718564
13129,Gordon County,Georgia,GA,28001,28789,37.8,56790,50.69378411692199,34.5033605690871,-84.87570724278247
13131,Grady County,Georgia,GA,12176,12750,39.7,24926,51.1514081681778,30.874665907997098,-84.23444072471816
13133,Greene County,Georgia,GA,8299,8677,49.4,16976,51.113336475023566,33.578830247761594,-83.16667059638986
13135,Gwinnett County,Georgia,GA,441051,461247,35.1,902298,51.11914245626168,33.96172854043182,-84.02359470088649
13137,Habersham County,Georgia,GA,20962,23327,39.5,44289,52.66996319627899,34.63102796897801,-83.53112369360295
13139,Hall County,Georgia,GA,97518,98443,36.3,195961,50.23601635019212,34.31690075671022,-83.81966681467573
13141,Hancock County,Georgia,GA,5193,3342,46.5,8535,39.156414762741655,33.27045137148866,-83.00067258771404
13143,Haralson County,Georgia,GA,14041,14915,40.8,28956,51.509186351706035,33.79421744119261,-85.21101885254258
13145,Harris County,Georgia,GA,16832,16758,43.1,33590,49.889848169097945,32.73603909608057,-84.90889194436292
13147,Hart County,Georgia,GA,12558,13073,43.8,25631,51.004642815340794,34.350834817028144,-82.96422076152128
13149,Heard County,Georgia,GA,5747,5930,41.5,11677,50.78359167594416,33.2970394184972,-85.12833608227382
13151,Henry County,Georgia,GA,105759,115548,36.9,221307,52.21163361303529,33.453002479672215,-84.15420611600409
13153,Houston County,Georgia,GA,73756,77926,35.3,151682,51.37458630556032,32.45900724874561,-83.6662261769682
13155,Irwin County,Georgia,GA,4758,4510,39.9,9268,48.662063012516185,31.60221363525994,-83.27635387196311
13157,Jackson County,Georgia,GA,32445,33310,38.5,65755,50.6577446582009,34.133885707172965,-83.56636586667071
13159,Jasper County,Georgia,GA,6682,7102,42.4,13784,51.523505513639,33.316395871421726,-83.68805768375236
13161,Jeff Davis County,Georgia,GA,7408,7583,36.7,14991,50.583683543459415,31.80559288631852,-82.63683938670643
13163,Jefferson County,Georgia,GA,7605,8167,39.3,15772,51.78163834643672,33.054865346172456,-82.41817746894817
13165,Jenkins County,Georgia,GA,4055,4772,43.7,8827,54.06140251501076,32.7924472715822,-81.9635495362388
13167,Johnson County,Georgia,GA,5318,4412,41,9730,45.344295991778004,32.70146071522266,-82.66007950762193
13169,Jones County,Georgia,GA,13874,14674,40.1,28548,51.401148942132544,33.02512491413167,-83.5604947961818
13171,Lamar County,Georgia,GA,8959,9554,37.5,18513,51.606978879706155,33.07653568624398,-84.13947124201903
13173,Lanier County,Georgia,GA,5183,5183,35.4,10366,50,31.037873014197757,-83.06275656378837
13175,Laurens County,Georgia,GA,22497,24921,38.3,47418,52.55599139567253,32.46365198549267,-82.92223333826969
13177,Lee County,Georgia,GA,14674,14674,37.2,29348,50,31.77955418319694,-84.14116010178077
13179,Liberty County,Georgia,GA,31550,30558,28.1,62108,49.20139112513686,31.828090427969027,-81.49472957063509
13181,Lincoln County,Georgia,GA,3683,4116,47.3,7799,52.7759969226824,33.7936368132954,-82.45114027585134
13183,Long County,Georgia,GA,8872,9284,32.7,18156,51.13461114782992,31.752555201377376,-81.74569516867166
13185,Lowndes County,Georgia,GA,55959,58623,30.2,114582,51.162486254385506,30.833813483294463,-83.26772968164954
13187,Lumpkin County,Georgia,GA,15551,16400,37.2,31951,51.3285969140246,34.57218743697272,-84.00267573416866
13189,McDuffie County,Georgia,GA,9999,11499,37.6,21498,53.48869662294167,33.48286163979095,-82.48136661504543
13191,McIntosh County,Georgia,GA,7036,7084,49.7,14120,50.169971671388105,31.496659485555227,-81.40846875833738
13193,Macon County,Georgia,GA,7342,6138,40.2,13480,45.53412462908012,32.35838315247808,-84.04249465304633
13195,Madison County,Georgia,GA,14508,14392,41.2,28900,49.799307958477506,34.12778417055858,-83.20903988886081
13197,Marion County,Georgia,GA,4203,4281,45.2,8484,50.45968882602546,32.35339325258453,-84.52466882566891
13199,Meriwether County,Georgia,GA,10221,10892,41.6,21113,51.58906834651636,33.040664222233836,-84.68831071107692
13201,Miller County,Georgia,GA,2832,3004,43.8,5836,51.47361206305688,31.164005230826767,-84.73078382508005
13205,Mitchell County,Georgia,GA,11683,10749,38.9,22432,47.91815263908702,31.22532030903023,-84.19427546982408
13207,Monroe County,Georgia,GA,13600,13410,43.1,27010,49.648278415401705,33.013924150194065,-83.91865754889993
13209,Montgomery County,Georgia,GA,4633,4403,40,9036,48.72731297034086,32.173393679756025,-82.53477357833202
13211,Morgan County,Georgia,GA,8783,9452,44.5,18235,51.83438442555525,33.59080330045103,-83.49237353017767
13213,Murray County,Georgia,GA,19522,20035,38.2,39557,50.64843137750587,34.78842922144334,-84.74806874405759
13215,Muscogee County,Georgia,GA,96279,100391,33.9,196670,51.04540601006763,32.51002371368805,-84.87706039104368
13217,Newton County,Georgia,GA,50598,55899,36.2,106497,52.488802501478915,33.555039157268126,-83.85019177493012
13219,Oconee County,Georgia,GA,18164,18853,40.4,37017,50.93065348353459,33.834965201588105,-83.43710308366634
13221,Oglethorpe County,Georgia,GA,7396,7388,42.1,14784,49.972943722943725,33.880668194202116,-83.08070771617628
13223,Paulding County,Georgia,GA,76195,79645,35.8,155840,51.1069045174538,33.92053350472796,-84.86729515573921
13225,Peach County,Georgia,GA,12952,14014,36.9,26966,51.9691463324186,32.56875549820775,-83.82689022730187
13227,Pickens County,Georgia,GA,15233,15599,45.1,30832,50.59353918007265,34.46432655915882,-84.46555468723135
13229,Pierce County,Georgia,GA,9639,9525,39.4,19164,49.70256731371322,31.358769606864815,-82.21276281112966
13231,Pike County,Georgia,GA,8876,9206,40.7,18082,50.91250967813294,33.09228331201116,-84.38925956576274
13233,Polk County,Georgia,GA,20415,21206,37.1,41621,50.95024146464525,34.00179086403913,-85.18814290718093
13235,Pulaski County,Georgia,GA,5075,6220,43,11295,55.06861443116423,32.23229646334694,-83.475964465911
13237,Putnam County,Georgia,GA,10402,11101,46,21503,51.62535460168348,33.32176673014263,-83.37279373610288
13239,Quitman County,Georgia,GA,1081,1195,48.4,2276,52.50439367311072,31.867347385442194,-85.01877002581864
13241,Rabun County,Georgia,GA,8107,8350,48.8,16457,50.73828765874704,34.88173555762309,-83.40208021933655
13243,Randolph County,Georgia,GA,3493,3594,40,7087,50.712572315507266,31.76265514822153,-84.7541886427644
13245,Richmond County,Georgia,GA,97272,104191,33.9,201463,51.71718876418995,33.359591951593146,-82.07350359720895
13247,Rockdale County,Georgia,GA,41944,47067,37.7,89011,52.877734212625406,33.65425070435243,-84.0265900693865
13249,Schley County,Georgia,GA,2546,2665,37.8,5211,51.14181539052005,32.261662557368844,-84.31475698370534
13251,Screven County,Georgia,GA,6804,7186,41.5,13990,51.365260900643314,32.75060542525908,-81.61194170828179
13253,Seminole County,Georgia,GA,4027,4410,44,8437,52.26976413417091,30.938785658060535,-84.86883880876836
13255,Spalding County,Georgia,GA,31395,33324,39.1,64719,51.49028878690957,33.260886846415865,-84.28409469167887
13257,Stephens County,Georgia,GA,11765,13911,41.5,25676,54.17899984421249,34.55394199534727,-83.29347237703007
13259,Stewart County,Georgia,GA,3894,2148,36.4,6042,35.55114200595829,32.07848971206861,-84.8352170484292
13261,Sumter County,Georgia,GA,14359,15993,35.5,30352,52.69175013178703,32.03994282224766,-84.19699391602437
13263,Talbot County,Georgia,GA,3032,3346,49.2,6378,52.46158670429602,32.69949851204999,-84.53300952425894
13265,Taliaferro County,Georgia,GA,847,818,46.3,1665,49.129129129129126,33.56613476013978,-82.87877142234885
13267,Tattnall County,Georgia,GA,14888,10465,37.4,25353,41.27716641028675,32.04579765483292,-82.05812943063302
13269,Taylor County,Georgia,GA,3946,4247,44.4,8193,51.836933968021484,32.55547640005065,-84.2504742814891
13271,Telfair County,Georgia,GA,9346,6769,41,16115,42.004343779087804,31.929805870155402,-82.93901137308181
13273,Terrell County,Georgia,GA,4228,4631,40.9,8859,52.274523083869504,31.776997912353597,-84.43696997612308
13275,Thomas County,Georgia,GA,21219,23511,40.3,44730,52.562038900067066,30.863763927045305,-83.9193277570933
13277,Tift County,Georgia,GA,19509,21001,35.5,40510,51.84152061219452,31.45742933036171,-83.52660087699132
13279,Toombs County,Georgia,GA,12491,14557,36.4,27048,53.81913635019225,32.12161158005105,-82.33121596075421
13281,Towns County,Georgia,GA,5334,6083,53.7,11417,53.28019619865113,34.916710683206986,-83.73730602696065
13283,Treutlen County,Georgia,GA,3573,3204,39.7,6777,47.277556440903055,32.403874795903945,-82.56728819880553
13285,Troup County,Georgia,GA,33387,36387,36.3,69774,52.14979791899561,33.033539628253294,-85.02836514828462
13287,Turner County,Georgia,GA,3843,4119,38.8,7962,51.733232856066316,31.716381919615852,-83.6240915796479
13289,Twiggs County,Georgia,GA,4068,4216,46.2,8284,50.89328826653791,32.66720049189172,-83.42707722438509
13291,Union County,Georgia,GA,11048,11727,53.9,22775,51.490669593852914,34.83408734987639,-83.99071662776927
13293,Upson County,Georgia,GA,12503,13713,41.7,26216,52.30775099176076,32.881274804687685,-84.29934917654765
13295,Walker County,Georgia,GA,34082,34742,41.4,68824,50.47948390096478,34.73564648783483,-85.30099086456465
13297,Walton County,Georgia,GA,43775,46357,38.7,90132,51.43234367372298,33.78155675435902,-83.73386980893855
13299,Ware County,Georgia,GA,17753,17846,38.4,35599,50.130621646675465,31.053788550656524,-82.42371808286023
13301,Warren County,Georgia,GA,2475,2871,45.2,5346,53.70370370370371,33.408948174955924,-82.67675068794323
13303,Washington County,Georgia,GA,10361,10100,40.6,20461,49.36220126093544,32.96953472167585,-82.79593022594499
13305,Wayne County,Georgia,GA,15051,14716,38.2,29767,49.43729633486747,31.551447524552763,-81.91672490842868
13307,Webster County,Georgia,GA,1254,1359,45,2613,52.00918484500574,32.04664019353119,-84.55104518308963
13309,Wheeler County,Georgia,GA,5007,2932,38.2,7939,36.93160347650838,32.1170542401269,-82.72458014398126
13311,White County,Georgia,GA,14128,14800,46.1,28928,51.161504424778755,34.646410393624464,-83.74710566356966
13313,Whitfield County,Georgia,GA,51525,52324,36,103849,50.38469316026153,34.80561127358241,-84.96720773229018
13315,Wilcox County,Georgia,GA,5242,3604,39.5,8846,40.74157811440199,31.972897241156023,-83.43234537904169
13317,Wilkes County,Georgia,GA,4770,5114,46.1,9884,51.74018615944962,33.78194964640528,-82.74319597931739
13319,Wilkinson County,Georgia,GA,4349,4729,41.8,9078,52.09297202026878,32.80238192466023,-83.17123807562939
13321,Worth County,Georgia,GA,10040,10616,41.1,20656,51.39426800929512,31.551499844320897,-83.85089246342618
15001,Hawaii County,Hawaii,HI,98276,99382,42.3,197658,50.27977617905675,19.598720832762474,-155.51849348203964
15003,Honolulu County,Hawaii,HI,497646,489992,37.6,987638,49.61250984672522,21.500785361340995,-158.10533417955455
15005,Kalawao County,Hawaii,HI,38,37,57.1,75,49.333333333333336,21.17088723716075,-156.94752928958923
15007,Kauai County,Hawaii,HI,35375,36002,42.4,71377,50.43921711475685,22.03962536798675,-159.59634878220444
15009,Maui County,Hawaii,HI,82437,82844,41.1,165281,50.123123650026315,20.85964011353776,-156.56484629546918
16001,Ada County,Idaho,ID,223367,222685,36.7,446052,49.923551514173234,43.4510924135356,-116.24116086940259
16003,Adams County,Idaho,ID,2093,1926,54.2,4019,47.92236874844489,44.889593222254135,-116.45382543640274
16005,Bannock County,Idaho,ID,42300,42765,33.3,85065,50.2733204020455,42.66848736883945,-112.2246106315902
16007,Bear Lake County,Idaho,ID,2898,3064,39.3,5962,51.392150285139216,42.28478414560279,-111.3296870231912
16009,Benewah County,Idaho,ID,4607,4479,46.1,9086,49.29561963460268,47.217552580658634,-116.65870892318665
16011,Bingham County,Idaho,ID,22746,22805,33.5,45551,50.064762573818356,43.21655175084742,-112.39809334143743
16013,Blaine County,Idaho,ID,11251,10743,43.2,21994,48.84513958352278,43.41194442285568,-113.98017480299221
16015,Boise County,Idaho,ID,3780,3383,53,7163,47.22881474242636,43.98913016767068,-115.73036319079512
16017,Bonner County,Idaho,ID,21366,21345,47.8,42711,49.97541616913676,48.30004320072049,-116.60107557638287
16019,Bonneville County,Idaho,ID,56237,56160,32.7,112397,49.965746416719306,43.387737272199224,-111.61479126751085
16021,Boundary County,Idaho,ID,5735,5814,43.5,11549,50.342020954195164,48.766868569461685,-116.46287427634843
16023,Butte County,Idaho,ID,1342,1260,48.1,2602,48.424289008455034,43.7229121870266,-113.17206737202956
16025,Camas County,Idaho,ID,433,453,46.3,886,51.128668171557564,43.463329368952074,-114.80576739792693
16027,Canyon County,Idaho,ID,104902,107328,33.4,212230,50.571549733779385,43.625136865544476,-116.7093125890369
16029,Caribou County,Idaho,ID,3543,3375,36.9,6918,48.78577623590633,42.77049662452163,-111.56225975044258
16031,Cassia County,Idaho,ID,12039,11576,32.2,23615,49.01969087444421,42.28388223476903,-113.60010075689284
16033,Clark County,Idaho,ID,570,507,29.6,1077,47.07520891364902,44.2839184961641,-112.3512463932217
16035,Clearwater County,Idaho,ID,4790,3850,50.2,8640,44.56018518518518,46.67364381877157,-115.65668408095159
16037,Custer County,Idaho,ID,2165,1976,53.3,4141,47.71794252595991,44.24112590596943,-114.28172809751781
16039,Elmore County,Idaho,ID,13858,12575,31.9,26433,47.573109370862184,43.353955143058585,-115.46929719662232
16041,Franklin County,Idaho,ID,6787,6492,33.4,13279,48.88922358611341,42.1810993823498,-111.8131968139563
16043,Fremont County,Idaho,ID,6766,6199,36.8,12965,47.81334361743155,44.22879172803202,-111.48194033762111
16045,Gem County,Idaho,ID,8354,8698,45.1,17052,51.00867933380249,44.06154619190838,-116.39751661550372
16047,Gooding County,Idaho,ID,7911,7258,37.8,15169,47.84758388819302,42.97102592237642,-114.81153827830833
16049,Idaho County,Idaho,ID,8537,7800,50,16337,47.74438391381526,45.84406963114124,-115.46750875765208
16051,Jefferson County,Idaho,ID,14295,13674,31.2,27969,48.88984232543173,43.82015471609615,-112.31130823310612
16053,Jerome County,Idaho,ID,11801,11630,32.7,23431,49.63509880073407,42.689875957030544,-114.26392555344333
16055,Kootenai County,Idaho,ID,75890,77715,40.2,153605,50.59405618306696,47.67437462572388,-116.70182621419232
16057,Latah County,Idaho,ID,19894,19345,28.3,39239,49.30044088789215,46.81617003676458,-116.71168186657472
16059,Lemhi County,Idaho,ID,3948,3850,52.3,7798,49.371633752244165,44.9432557461301,-113.93325201509221
16061,Lewis County,Idaho,ID,1911,1934,48.3,3845,50.299089726918076,46.237000971122,-116.42631505924325
16063,Lincoln County,Idaho,ID,2766,2555,35,5321,48.01728998308589,43.00237269629252,-114.13827390348872
16065,Madison County,Idaho,ID,19529,19176,23.4,38705,49.54398656504328,43.784147360671035,-111.65923422083543
16067,Minidoka County,Idaho,ID,10377,10238,35.2,20615,49.66286684453068,42.85429247244846,-113.63747008364714
16069,Nez Perce County,Idaho,ID,19758,20397,40.9,40155,50.79566679118416,46.326815531052326,-116.75024312060062
16071,Oneida County,Idaho,ID,2083,2243,37.9,4326,51.84928340268146,42.1949744051421,-112.53936630028448
16073,Owyhee County,Idaho,ID,5874,5581,38.4,11455,48.72108249672632,42.58149963776419,-116.16991543684432
16075,Payette County,Idaho,ID,11470,11571,39.9,23041,50.21917451499501,44.00675700258795,-116.76082111289901
16077,Power County,Idaho,ID,3781,3932,37.7,7713,50.97886684817839,42.693644414612734,-112.84066931679524
16079,Shoshone County,Idaho,ID,6267,6259,47.4,12526,49.968066421842565,47.352940813146894,-115.89236293560563
16081,Teton County,Idaho,ID,5887,5193,36.6,11080,46.868231046931406,43.75944550159856,-111.20762183167245
16083,Twin Falls County,Idaho,ID,41204,42462,34.7,83666,50.75179881911409,42.35596961880623,-114.66715073308558
16085,Valley County,Idaho,ID,5486,4915,48.7,10401,47.2550716277281,44.76660705705652,-115.56633740420317
16087,Washington County,Idaho,ID,4966,5059,45.4,10025,50.46384039900249,44.452423819640416,-116.78473628222135
17001,Adams County,Illinois,IL,32481,33946,41.3,66427,51.10271425775663,39.98787833459664,-91.18855698686085
17003,Alexander County,Illinois,IL,3104,3428,42.8,6532,52.48009797917943,37.191519120097794,-89.33756197374385
17005,Bond County,Illinois,IL,8587,8125,41.3,16712,48.61775969363332,38.88683305359005,-89.43554636928486
17007,Boone County,Illinois,IL,26830,26776,38.4,53606,49.9496325038242,42.32307877435641,-88.82338302966701
17009,Brown County,Illinois,IL,4238,2437,39,6675,36.50936329588015,39.961810519701096,-90.75041255823078
17011,Bureau County,Illinois,IL,16437,16944,44,33381,50.759414037925765,41.40412582926175,-89.52866709484049
17013,Calhoun County,Illinois,IL,2435,2423,46.7,4858,49.876492383697,39.16924303428719,-90.66753073520553
17015,Carroll County,Illinois,IL,7229,7333,47.9,14562,50.357093805795905,42.06868734214896,-89.93439024723124
17017,Cass County,Illinois,IL,6353,6312,39.7,12665,49.83813659692065,39.973545239152635,-90.24740080483882
17019,Champaign County,Illinois,IL,104513,104935,29.9,209448,50.100740995378324,40.14009650770477,-88.19916000746896
17021,Christian County,Illinois,IL,16818,16413,43.2,33231,49.39062923174144,39.54583198530187,-89.2772528468795
17023,Clark County,Illinois,IL,7824,8012,43,15836,50.59358423844406,39.33359041234609,-87.78771905509868
17025,Clay County,Illinois,IL,6586,6752,42.7,13338,50.622282201229574,38.754160393019816,-88.49022976602164
17027,Clinton County,Illinois,IL,19551,18077,40.2,37628,48.04135218454342,38.60645250760866,-89.42248618066246
17029,Coles County,Illinois,IL,24999,26737,35.2,51736,51.67968145971857,39.52027962074658,-88.22179644067498
17031,Cook County,Illinois,IL,2534640,2689079,36.6,5223719,51.47824758567603,41.84012633109752,-87.8168306216394
17033,Crawford County,Illinois,IL,9910,9178,42,19088,48.08256496227997,39.00269711288796,-87.7595614069562
17035,Cumberland County,Illinois,IL,5455,5410,42.6,10865,49.79291302346986,39.273341866330895,-88.24018523334577
17037,DeKalb County,Illinois,IL,51580,52620,31,104200,50.49904030710173,41.8935293758552,-88.77031406180186
17039,De Witt County,Illinois,IL,8015,8027,43.1,16042,50.037401820221916,40.17461502485114,-88.90407554578636
17041,Douglas County,Illinois,IL,9748,9966,37.9,19714,50.552906563863246,39.76945694039876,-88.21737066595287
17043,DuPage County,Illinois,IL,457178,474565,39.1,931743,50.9330362557057,41.85195267810277,-88.08559582772857
17045,Edgar County,Illinois,IL,8617,8922,44.6,17539,50.86949084896516,39.678551888750505,-87.7455924670323
17047,Edwards County,Illinois,IL,3231,3276,43.3,6507,50.345781466113415,38.416543731058084,-88.05327845497358
17049,Effingham County,Illinois,IL,16971,17203,39.1,34174,50.339439339849015,39.05979760561169,-88.58986009711442
17051,Fayette County,Illinois,IL,11580,10144,41.5,21724,46.69489965015651,39.000183122620584,-89.02413055392712
17053,Ford County,Illinois,IL,6616,6782,43,13398,50.619495447081654,40.59716807101521,-88.2232955118473
17055,Franklin County,Illinois,IL,19285,19842,42.3,39127,50.711784701101536,37.9922777854251,-88.92413725856049
17057,Fulton County,Illinois,IL,18496,16922,43,35418,47.777966005985654,40.47278780200852,-90.20746962998112
17059,Gallatin County,Illinois,IL,2472,2685,45.3,5157,52.065154159395,37.762743639694676,-88.23044404237568
17061,Greene County,Illinois,IL,6668,6550,42.9,13218,49.55363897715237,39.35621702657206,-90.39046153076008
17063,Grundy County,Illinois,IL,25241,25268,37.6,50509,50.026727909877444,41.285111119387274,-88.41846873638005
17065,Hamilton County,Illinois,IL,4018,4203,44.1,8221,51.125167254591894,38.08154030998644,-88.53910015803606
17067,Hancock County,Illinois,IL,9008,9104,46,18112,50.265017667844525,40.40374091628328,-91.16474814074412
17069,Hardin County,Illinois,IL,1976,2033,46.2,4009,50.71090047393365,37.518215683761284,-88.26687347185381
17071,Henderson County,Illinois,IL,3369,3515,49.7,6884,51.06042998256828,40.81803657704125,-90.9251032856442
17073,Henry County,Illinois,IL,24536,24928,43.1,49464,50.39624777616044,41.35313698817153,-90.13143102263491
17075,Iroquois County,Illinois,IL,13751,14418,44.5,28169,51.1839255919628,40.74724323533175,-87.8243385145013
17077,Jackson County,Illinois,IL,28989,29562,31.6,58551,50.489317005687354,37.78514443322731,-89.38212877276194
17079,Jasper County,Illinois,IL,4809,4789,42.8,9598,49.89581162742238,39.01006378639527,-88.15384992138468
17081,Jefferson County,Illinois,IL,19567,18602,41,38169,48.735885142393045,38.300513951833544,-88.92401752212261
17083,Jersey County,Illinois,IL,10841,11228,42.7,22069,50.876795505007024,39.0856840797399,-90.35668523734932
17085,Jo Daviess County,Illinois,IL,10956,10878,49.7,21834,49.8213794998626,42.36575464799677,-90.21249871694927
17087,Johnson County,Illinois,IL,7015,5587,43.2,12602,44.334232661482304,37.459629315302514,-88.88092569353789
17089,Kane County,Illinois,IL,264211,266628,37,530839,50.227658480254846,41.93884402524312,-88.42863910352412
17091,Kankakee County,Illinois,IL,54615,56446,37.6,111061,50.82432176911787,41.13771025937167,-87.86183129275948
17093,Kendall County,Illinois,IL,61761,62865,34.9,124626,50.442925232295025,41.590565477890486,-88.4287969179681
17095,Knox County,Illinois,IL,25743,25256,42.1,50999,49.522539657640344,40.931837741443495,-90.21323705405705
17097,Lake County,Illinois,IL,351343,352276,38.2,703619,50.06630008569979,42.323339937272166,-88.00365402815346
17099,LaSalle County,Illinois,IL,55400,55001,41.8,110401,49.81929511508048,41.343994549307226,-88.88594497987027
17101,Lawrence County,Illinois,IL,8919,7270,41,16189,44.90703564148496,38.71995569643991,-87.72678065245977
17103,Lee County,Illinois,IL,18326,16201,43.4,34527,46.92269817823732,41.746193936926566,-89.30038807060235
17105,Livingston County,Illinois,IL,18614,17710,42,36324,48.75564365158022,40.89157090415401,-88.55771847078897
17107,Logan County,Illinois,IL,14183,15024,40.4,29207,51.43972335399049,40.12455659076004,-89.36753851763163
17109,McDonough County,Illinois,IL,15009,15866,32.1,30875,51.38785425101214,40.45619404065306,-90.67791394623414
17111,McHenry County,Illinois,IL,153382,154407,40.2,307789,50.16651017417777,42.32442428494423,-88.45233584119063
17113,McLean County,Illinois,IL,84245,88974,32.9,173219,51.36503501348004,40.49087526607274,-88.84732725314582
17115,Macon County,Illinois,IL,51062,55450,41.3,106512,52.05986179960943,39.85998989241613,-88.96155997907879
17117,Macoupin County,Illinois,IL,22602,23117,43.6,45719,50.563223167610836,39.2610041650631,-89.9244317102756
17119,Madison County,Illinois,IL,129718,135952,40.1,265670,51.173260059472284,38.829867178573,-89.90513714788156
17121,Marion County,Illinois,IL,18726,19358,42.1,38084,50.829744774708544,38.64959343207136,-88.91898306643903
17123,Marshall County,Illinois,IL,5874,5920,46.3,11794,50.195014414108876,41.03315746309963,-89.34478050465367
17125,Mason County,Illinois,IL,6838,6940,45.3,13778,50.37015532007548,40.239632030373556,-89.91683127841236
17127,Massac County,Illinois,IL,6794,7636,43.8,14430,52.91753291753292,37.21896984324482,-88.7077219383499
17129,Menard County,Illinois,IL,6043,6324,42.9,12367,51.13608797606533,40.02739238374484,-89.8021918483924
17131,Mercer County,Illinois,IL,7798,7895,44.8,15693,50.30905499267189,41.205339100789686,-90.74144591818475
17133,Monroe County,Illinois,IL,16691,17245,42.6,33936,50.816242338519565,38.2784583841484,-90.17728332848364
17135,Montgomery County,Illinois,IL,15145,13864,43.1,29009,47.79206453169706,39.23103311855495,-89.47888817792764
17137,Morgan County,Illinois,IL,17298,17128,41.5,34426,49.753093592052515,39.715556136367766,-90.20146645851752
17139,Moultrie County,Illinois,IL,7172,7531,40.3,14703,51.22083928449976,39.64147353663316,-88.61929701812147
17141,Ogle County,Illinois,IL,25614,25714,42.4,51328,50.097412718204495,42.04264690306141,-89.32064357576418
17143,Peoria County,Illinois,IL,89387,95076,37.2,184463,51.54204366187257,40.78804569197607,-89.7599627388572
17145,Perry County,Illinois,IL,11767,9617,41.7,21384,44.972876917321365,38.08375244619143,-89.36700209948503
17147,Piatt County,Illinois,IL,8080,8347,43,16427,50.812686430876,40.010340074684684,-88.5911064338601
17149,Pike County,Illinois,IL,7815,7939,42.3,15754,50.39355084423004,39.62250377745868,-90.88629694348211
17151,Pope County,Illinois,IL,2349,1900,53.7,4249,44.7164038597317,37.412694362495394,-88.5615235650068
17153,Pulaski County,Illinois,IL,2747,2864,44.1,5611,51.04259490286937,37.22288260373905,-89.12658246430118
17155,Putnam County,Illinois,IL,2959,2787,47.9,5746,48.50330664810303,41.20447691510005,-89.28576115292618
17157,Randolph County,Illinois,IL,18019,14527,42,32546,44.63528544214343,38.05210441375564,-89.82521230827662
17159,Richland County,Illinois,IL,7809,8072,41.9,15881,50.828033499149925,38.71241555982673,-88.08510899511614
17161,Rock Island County,Illinois,IL,71596,73679,40.1,145275,50.716916193426265,41.467320196285186,-90.56737501858309
17163,St. Clair County,Illinois,IL,127237,136226,38.3,263463,51.70593214227425,38.47033002908368,-89.92838112467138
17165,Saline County,Illinois,IL,11962,12269,42,24231,50.63348603029178,37.753172451338926,-88.54075228495117
17167,Sangamon County,Illinois,IL,94876,102785,40,197661,52.00064757337057,39.75816618198051,-89.65887689980788
17169,Schuyler County,Illinois,IL,3701,3363,45.8,7064,47.607587768969424,40.15802994896193,-90.61507353843079
17171,Scott County,Illinois,IL,2460,2587,44.1,5047,51.2581731721815,39.644124026968996,-90.47470012895272
17173,Shelby County,Illinois,IL,10791,11041,44.8,21832,50.57255404910224,39.39113855185178,-88.80553885746764
17175,Stark County,Illinois,IL,2716,2784,45.1,5500,50.61818181818182,41.09333902551173,-89.7974727579744
