county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Windham,VT,0.258,0.678,21151,5462,14340,0.294,0.663,282,83,187,42.986982,-72.71268875,153,3,43332,21172,22160,2.2,93.5,0.8,0.1,1,0.1,34775,50831,1962,29819,839,14.1,18.7,40.2,19.3,19.7,11.4,9.3,72,7.4,1.2,5.4,1.9,12.1,21.3,21882,74.7,12.9,12.2,0.2,5.6
Windsor,VT,0.309,0.63,27832,8604,17544,0.284,0.669,1891,537,1266,43.58010937,-72.58595157,128,2,55485,27171,28314,1.5,95,0.7,0.2,0.8,0.1,44323,56828,2027,34264,1275,10.2,14.2,39.1,18.3,21.7,9.7,11.2,78.8,10.3,0.6,4.2,0.8,5.3,22.8,28099,78.8,12.8,8.1,0.3,4.5
Winkler,TX,0.749,0.224,1873,1403,420,0.825,0.168,2126,1753,358,31.85008651,-103.0485163,153,5,7777,3968,3809,59.4,36.9,2.3,0.9,0,0,4689,55000,12087,23483,2007,17.9,22.6,23.5,15.7,20,19.4,21.4,82.2,13.1,0,1.5,0.7,2.5,19.2,3267,80.3,15.1,4.6,0,4.1
Winn,LA,0.723,0.258,6368,4605,1643,0.742,0.248,6225,4619,1543,31.94449367,-92.63789413,699,20,14631,7712,6919,1.9,65.2,31.2,0.5,0,0,11454,29472,4343,18417,1292,27.3,41,27.5,18.7,20.9,16.6,16.3,85.1,10.4,1.2,1.2,1.3,0.9,27.3,5035,72.5,23,4.5,0,6
Winnebago,IA,0.601,0.336,5717,3437,1920,0.623,0.359,5951,3707,2135,43.37751174,-93.73407298,544,20,10545,5142,5403,4.2,92.3,1.1,0.2,1.2,0,8137,50072,3013,26558,1732,10.1,12.8,29.8,16.8,16.9,9.5,27.2,80.4,9.6,0.3,3.7,1.9,4.1,16.7,5119,82.3,9.8,7.5,0.4,7
Winnebago,IL,0.477,0.465,113027,53922,52595,0.497,0.482,121966,60592,58791,42.33641854,-89.16085327,11638,187,287512,140454,147058,12.2,70.2,12.4,0.1,2.5,0,208295,51110,701,27297,529,15.3,23.4,30.8,17.8,23.9,7.2,20.3,83.6,9.3,1.2,1,1.3,3.5,21.9,132190,84.8,10.3,4.7,0.2,10
Winnebago,WI,0.506,0.431,85892,43447,37054,0.508,0.468,94160,47796,44060,44.06886922,-88.64477096,9438,67,169540,85384,84156,3.9,89.3,2.1,0.6,2.6,0,131718,55128,996,29763,826,12.2,16,31.4,17,24.4,7,20.2,85,6.9,0.8,2.4,1.3,3.5,18.2,87905,84.6,11.6,3.8,0.1,3.6
Winneshiek,IA,0.475,0.467,11217,5332,5238,0.518,0.467,12036,6235,5617,43.29094334,-91.84422722,544,9,20575,10306,10269,2.2,95.2,1,0.2,1.1,0,16402,60788,2808,29052,1164,8,7.9,36.4,16.4,21.9,10.9,14.4,68.1,6.6,0.1,14.8,1.5,9,17.9,11957,81.2,9.7,9,0.1,2
Winona,MN,0.469,0.44,25852,12122,11366,0.488,0.492,27108,13227,13333,43.98772283,-91.78081305,1406,19,50992,25183,25809,2.8,91.5,1.5,0.3,2.6,0,40759,53975,3093,27200,1034,14.5,11.5,35.1,18.7,21.1,7.3,17.7,76.6,9,2,6.5,1.5,4.4,17.9,28578,83.1,11.2,5.5,0.3,5.1
Winston,AL,0.9,0.085,10255,9225,871,0.904,0.086,11273,10187,974,34.15030532,-87.37325922,981,13,23968,11850,12118,3,94.1,0.5,0.3,0.3,0,18713,35362,2755,20580,1442,18.7,29.2,23.3,15.1,22.1,12.2,27.2,82.6,12.5,0,0.7,1.8,2.3,27.8,8902,75.8,14.5,9.6,0.1,9.4
Winston,MS,0.556,0.431,8771,4874,3778,0.554,0.437,9184,5084,4009,33.08747908,-89.03391385,885,22,18482,8998,9484,1.2,50.3,47,1.2,0,0,14184,33313,2589,23527,4088,25.3,40.9,27.2,21,19,12.4,20.4,76.7,16.5,1,2.1,2.7,1,27.6,7303,72.8,21.5,5.3,0.4,9.9
Wirt,WV,0.79,0.159,2410,1903,383,0.804,0.176,2653,2134,466,39.02775007,-81.37473928,56,0,5800,2944,2856,0.9,97.2,0.9,0.3,0,0,4503,38936,3207,19747,2225,21.2,38.9,26.7,18.8,20.8,17.6,16.1,84.6,8.7,0,1.8,0,4.9,35,2022,75.9,20.8,3.3,0,7.8
Wise,TX,0.838,0.138,24661,20655,3412,0.836,0.153,32297,26986,4953,33.21570665,-97.65460265,965,16,63247,31766,31481,18.8,77.5,1.2,0.4,0.5,0.2,44333,59081,2722,27447,1009,13,20.4,29.6,15,24,14.3,17.1,82.2,10.1,0.1,1,0.9,5.7,32.1,27736,78,13.7,8,0.2,6
Wise,VA,0.799,0.179,14991,11983,2687,0.806,0.188,16584,13366,3110,36.9746148,-82.62410519,712,10,39539,20612,18927,1.2,91.7,5.3,0.1,0.5,0.1,31378,38255,3086,21694,1606,19.9,27,34.2,17.4,22.7,12.3,13.4,84.9,10.4,0.8,2,0.1,1.9,22.4,13321,74.9,22.8,2.3,0,9.6
Wolfe,KY,0.685,0.286,2635,1804,753,0.703,0.281,2981,2097,837,37.73941626,-83.49303612,74,0,7251,3522,3729,0.3,98.2,0.3,0.4,0,0,5544,21999,3937,13533,1781,36.9,45.3,18.7,35,16.5,15.3,14.5,82,12.1,0,0.5,1.9,3.5,31.1,1895,61.5,32.1,4.7,1.7,10.5
Wood,OH,0.509,0.424,62287,31734,26440,0.529,0.452,65860,34815,29797,41.36224827,-83.62285108,2808,84,129504,63767,65737,5.3,88.7,2.7,0.1,1.7,0,100744,58033,1604,30042,678,13.4,11,37.1,17.5,21.7,7.3,16.4,83.7,7.4,0.3,4.2,1.4,3,20.1,67528,80.6,15.3,3.9,0.2,5.5
Wood,TX,0.841,0.141,18646,15681,2624,0.837,0.154,22665,18962,3487,32.78722382,-95.38236368,664,40,43315,21523,21792,9.6,83.2,5.5,0.6,0.1,0.1,33979,48038,3129,25955,1664,13.3,22,28.7,16.7,25,15.5,14.1,80.6,10,0.3,2.5,1,5.6,30.2,15960,78.4,14.1,7.1,0.4,7.8
Wood,WI,0.57,0.377,37712,21502,14232,0.59,0.397,41197,24307,16360,44.45537896,-90.04158336,1933,10,73427,36265,37162,2.8,92.7,0.7,0.6,2,0,56606,51603,1624,29039,957,11.1,15.1,31.5,15.8,21.8,9.9,21,82,8.9,0.3,3.6,1.9,3.4,19.7,36504,83.5,10.3,6,0.2,4.8
Wood,WV,0.714,0.236,35256,25168,8327,0.702,0.282,38403,26963,10816,39.20967886,-81.5162836,720,6,86016,41458,44558,1.1,95.3,1.2,0.1,0.5,0,67560,45537,1425,26717,899,16.9,26.5,34,18.3,26,9.3,12.5,82.9,10.5,0.7,2.1,1.1,2.6,20.3,36841,80.1,15.7,4.1,0.1,6
Woodbury,IA,0.574,0.375,42933,24627,16102,0.57,0.414,45172,25736,18704,42.38979414,-96.0459439,7729,100,102397,50496,51901,15.8,74.7,2.9,1.4,2.8,0.2,70670,51350,1565,25699,839,14,19.3,30,17.2,22.3,10.4,20.1,83.1,8.7,1,1.7,1.5,4,17.8,51486,84.4,10.6,5,0.1,4.8
Woodford,IL,0.68,0.261,19389,13180,5068,0.692,0.284,21079,14590,5976,40.78579374,-89.20973757,781,17,38942,19374,19568,1.7,95.7,0.6,0.1,0.8,0,29137,69507,2304,34198,1570,7.4,11.8,38,16.5,22.2,9.6,13.7,85.9,7.1,0.5,1.9,0.6,3.9,22.7,18685,84.2,10,5.7,0.2,4.7
Woodford,KY,0.568,0.366,13560,7697,4958,0.55,0.429,15211,8362,6530,38.04178222,-84.7417556,419,0,25817,12356,13461,6.6,86.5,4.4,0,0.3,0,19007,60604,2510,31208,1756,14.5,28.1,40,16.6,19.3,11.4,12.8,82,8.8,0.1,2.5,1.4,5.3,21.9,13099,76.6,15.1,8.2,0,3.8
Woodruff,AR,0.524,0.435,2566,1344,1117,0.625,0.344,2469,1543,849,35.18902527,-91.2439489,136,0,6763,3193,3570,0.5,69.2,27.5,0,1.5,0.1,5272,30097,3976,19987,1715,26,34,35.4,15.7,21.9,12.5,14.5,84.2,9,1.2,2.4,1.1,2.2,18.1,2603,81,12.8,6.2,0,10.1
Woods,OK,0.804,0.142,3665,2945,521,0.814,0.161,3678,2993,591,36.76705782,-98.86573064,190,0,9132,4949,4183,6.8,83.6,2.4,1.2,0.7,0,7238,57097,5211,28322,2721,12.9,12.9,31.6,22.6,19.9,14.3,11.6,82.3,6.7,0,4.8,1.3,4.8,14,4638,70.9,19.4,9.6,0,4.6
Woodson,KS,0.749,0.19,1420,1063,270,0.795,0.189,1495,1189,283,37.8865336,-95.74006277,27,0,3178,1574,1604,0.8,93.1,1.1,0.6,0.7,0,2481,36493,4637,21419,1299,20.6,29,33.4,16,15.1,13.1,22.5,76,10.7,0.1,6.5,2.5,4.1,23,1500,64.9,19.9,13.9,1.3,5.5
Woodward,OK,0.836,0.115,7573,6329,871,0.849,0.129,7785,6611,1005,36.42316318,-99.26283045,1297,6,21140,11155,9985,12.2,80.6,0.8,1.4,0.2,0,14902,57602,4085,27413,2668,11.7,14.9,26.3,14.8,21.7,19,18.2,86.1,8.2,0.1,1.6,1.4,2.6,17.4,9313,80.6,12.1,7,0.4,5.6
Worcester,MA,0.412,0.517,380972,157138,197126,0.298,0.68,70642,21018,48030,42.35026951,-71.90493363,17017,1177,818249,403587,414662,10.8,77.9,4.3,0.2,4.7,0,599698,69313,924,34691,352,11.1,14.3,41.7,17.3,22.5,7.6,10.9,80.7,8.4,1.7,2.7,1.5,5.1,28.7,413989,81.5,12.9,5.3,0.2,6.1
Worcester,MD,0.622,0.343,25571,15910,8783,0.618,0.369,26511,16380,9795,38.21274277,-75.33200012,1242,31,51559,25205,26354,3.4,80,13.4,0.2,1.3,0.1,41458,59458,2463,34425,1300,10.3,14.8,35.5,22.3,25.7,9.2,7.4,80.5,7.3,2.2,2.6,1.9,5.5,24.3,23915,75.5,17.3,7.1,0.1,7.1
Worth,GA,0.743,0.244,8266,6144,2015,0.736,0.258,9286,6831,2395,31.55162306,-83.85090513,612,35,20809,10171,10638,2,67.4,28.2,0.5,0.3,0,15850,40369,3651,20783,1207,21.5,32,27.1,16.5,23.2,15.3,17.8,87.1,6.6,0,0.3,1.4,4.6,26.3,8153,75.6,17.1,7.3,0,9.7
Worth,IA,0.579,0.361,4216,2443,1523,0.62,0.362,4414,2738,1596,43.37750768,-93.26087602,161,0,7502,3734,3768,2.8,94.7,1.1,0,0.3,0,5840,50880,2756,26781,1164,10.1,14.8,23.7,20.1,20.7,15.1,20.5,83.9,7.7,0.5,2.7,1.3,3.8,20.5,3778,80.7,12.1,7.2,0,6.2
Worth,MO,0.772,0.186,1046,808,195,0.792,0.194,1107,877,215,40.47945588,-94.42328751,36,0,2053,999,1054,1.2,96.7,0.3,0.1,0.3,0,1631,48214,3659,22961,1700,15,23.3,32.4,19.6,19.7,12.7,15.5,76.5,12.1,0.2,6.7,0.7,3.8,25.7,965,67.8,17.2,15,0,4.1
Wright,IA,0.637,0.318,5949,3790,1890,0.663,0.32,6242,4136,1996,42.73305373,-93.73515113,803,1,12864,6431,6433,11.1,86.7,0.5,0,0.4,0,9423,48935,2600,28200,1496,12.6,21.3,28.2,16.5,18.7,11.5,25.2,79.6,10.2,0.1,3.9,2.1,4.1,15.9,5882,77.4,13.7,8.9,0,5.8
Wright,MN,0.626,0.294,69154,43274,20336,0.619,0.357,86535,53565,30854,45.17297924,-93.96234781,2982,16,131130,66046,65084,2.8,93,1.4,0.4,1.2,0,92233,77953,2430,32506,895,5,4.7,34,14.1,25.1,11.4,15.3,83.6,8,0.8,1.4,1.5,4.7,30,70509,85.9,8.6,5.3,0.2,3.6
Wright,MO,0.829,0.144,8086,6703,1166,0.853,0.134,8737,7452,1167,37.27029221,-92.46914488,620,8,18304,9012,9292,1.7,95.3,0.6,0.2,0.5,0,13717,31290,2644,19805,1886,25,35.2,22.9,19.5,19.2,16.1,22.3,77.4,10.4,0,4.3,2.4,5.5,27.6,6631,70.5,15.5,13.3,0.7,8.4
Wyandot,OH,0.707,0.239,10396,7346,2484,0.742,0.242,11122,8248,2690,40.84339621,-83.30734173,337,13,22190,10992,11198,2.7,95.3,0.3,0,0.9,0,16760,49767,2147,25431,1153,11.3,12,26,14.1,19,11.5,29.4,84.3,9.3,0.1,2.2,1.6,2.5,21.7,10902,83.3,11.6,4.9,0.3,4.2
Wyandotte,KS,0.327,0.618,47467,15520,29346,0.336,0.645,55107,18512,35566,39.11727348,-94.76378225,8564,165,163227,80545,82682,28.1,41.6,22.7,0.3,3.9,0.1,98805,42783,1077,20192,382,21.4,31,23.5,21.3,23.3,12.4,19.5,81,13.1,1,1.4,0.7,2.6,21.5,73215,84,11.6,4.3,0.1,8.3
Wyoming,NY,0.73,0.22,16280,11884,3585,0.756,0.224,17162,12969,3840,42.70145109,-78.22199579,203,5,40886,22032,18854,3.3,89.9,4.8,0.4,0.4,0,32303,55459,2144,25635,1031,11.4,17.2,28,18.6,22.4,15.1,15.9,83.6,8,0.4,3.7,1.2,3.1,24.7,18372,75,18.7,6,0.3,6.5
Wyoming,PA,0.674,0.288,12418,8375,3573,0.669,0.317,14858,9936,4704,41.51955538,-76.01074915,171,8,27760,13958,13802,1.8,95.8,0.7,0.1,0.4,0,22052,55965,2345,28046,775,10.4,14.9,25.2,17.7,24,14.4,18.7,82.5,8.7,0.6,1.8,0.5,6,25.6,13053,85,9.2,5.8,0.1,6.5
Wyoming,WV,0.836,0.136,7809,6527,1061,0.855,0.135,8485,7254,1149,37.612327,-81.54511071,359,5,22130,10894,11236,0.3,97.4,0.9,0,0.3,0,17420,37644,3264,20474,1153,22.2,29.6,29.7,17.5,22.9,16.2,13.8,83.5,8.4,0,2,3.3,2.7,30.1,6325,75.5,22.3,2.2,0,11.7
Wythe,VA,0.758,0.209,13250,10044,2765,0.78,0.209,15046,11733,3143,36.91582035,-81.07834059,353,7,29048,14200,14848,1.1,94,3.2,0.1,0.7,0,23069,46119,2969,24879,1818,15.2,19.9,28.8,20.9,22.8,8.3,19.2,83.3,10.6,0.4,1.5,0.8,3.4,23.4,13014,75.2,18.9,5.8,0.2,6.2
Yadkin,NC,0.796,0.181,17350,13815,3140,0.801,0.189,19794,15861,3744,36.16222629,-80.66239436,1102,9,37825,18574,19251,10.9,84.5,3.4,0.1,0.1,0.1,28352,41126,2069,23038,1388,17.3,28.3,27.1,15.9,20.6,13.5,22.8,81.6,12,0,0.5,1.2,4.6,26.6,15725,81,11.6,7.2,0.2,5.9
Yakima,WA,0.566,0.384,52250,29592,20039,0.53,0.449,93467,49550,41999,46.45738486,-120.7380126,12003,273,248279,124369,123910,48.4,44.3,0.7,3.6,0.9,0.1,143229,47470,1167,21510,581,19,27.7,24.6,16.8,19.7,21.9,16.9,78.6,14.2,0.6,1.6,1.3,3.7,18.9,103990,79.8,14.8,5.2,0.2,7.5
Yalobusha,MS,0.556,0.425,6058,3366,2574,0.562,0.425,6506,3658,2767,34.02824175,-89.7076205,578,18,12426,6101,6325,1.5,58.3,39.7,0.2,0.2,0,9537,37647,3944,20037,1463,22.6,29.1,21.7,16.2,20.4,11.6,30.1,87.9,11.1,0.1,0.4,0.4,0.2,25.4,5274,77.6,18.6,3.8,0,5.3
Yamhill,OR,0.501,0.413,45116,22589,18635,0.501,0.462,57723,28933,26668,45.23330449,-123.3086963,1043,15,102366,51188,51178,15.7,77.6,0.9,0.8,1.4,0.2,73373,58392,2118,28540,1103,13.7,19.5,33,19.4,20.7,11.2,15.7,75.2,11.6,0.7,5.1,1.7,5.6,25.9,45842,81.2,11.8,6.8,0.2,6.6
Yancey,NC,0.649,0.324,9808,6367,3181,0.663,0.326,11282,7481,3678,35.90079156,-82.31237181,340,1,17605,8689,8916,4.9,92.8,0.8,0.4,0.2,0.1,13911,37610,2962,21947,1275,19.6,24.7,31.3,19.4,19.6,13.6,16.1,81.4,9.4,0,2.8,1.2,5.1,28.7,7013,73.5,18.3,8.1,0.1,8.3
Yankton,SD,0.588,0.343,9616,5654,3301,0.604,0.368,10900,6581,4016,43.00924485,-97.39467635,940,6,22660,11786,10874,3.7,89.4,1.8,2.3,0.7,0.1,17661,50029,4014,30395,2706,13.1,14.8,35.9,17.4,21.6,8.2,16.9,81.3,10,0.9,2.5,0.8,4.5,15.1,11340,78.9,15.1,5.7,0.3,2.8
Yates,NY,0.577,0.359,8975,5180,3219,0.63,0.345,8817,5552,3046,42.63505484,-77.10369919,134,7,25083,12069,13014,2.2,94.9,1,0.1,0.7,0,19160,51758,3135,26608,1378,13.1,18.9,30.6,19.8,20.6,13.9,15.1,67.7,9.8,0.3,8.1,4.1,10,22.5,11331,73.7,12.3,12.7,1.2,6
Yavapai,AZ,0.634,0.32,92780,58862,29705,0.639,0.346,143221,91527,49602,34.59933926,-112.5538588,3029,91,220972,108100,112872,14.3,80.9,0.5,1.5,0.9,0,176240,48259,1287,27504,633,14.7,20.1,31.9,22.7,24.5,11.1,9.8,75.2,11.8,0.3,3.1,2.2,7.3,23.2,83535,76.4,14.2,9.3,0.1,7.3
Yazoo,MS,0.462,0.528,9892,4568,5221,0.485,0.503,9012,4370,4533,32.77890365,-90.39656148,1277,35,27496,14846,12650,5.6,35.8,56.4,0.2,0.4,0,19702,28330,2558,16927,3056,36.5,49.3,30.8,21.2,18.4,11.1,18.5,83.6,13,0,1,0.6,1.9,27.2,7778,73.2,21.1,5.4,0.2,15.9
Yell,AR,0.716,0.229,6423,4600,1472,0.776,0.19,6711,5205,1275,35.00292371,-93.41171338,1368,31,21601,10722,10879,19.7,75.6,2,0.8,1.4,0,14691,39696,2480,20209,1455,17.8,27.3,23.5,17,20,16.8,22.8,79,10,0.6,2.2,2.2,6,20.8,8852,78.7,14.4,6.6,0.3,6.3
Yellow Medicine,MN,0.644,0.29,5253,3382,1524,0.676,0.305,5525,3734,1685,44.71710183,-95.86842453,335,7,9930,5096,4834,4.3,90.2,0.5,2.7,0.6,0,7552,54645,3255,28182,1034,12.5,15.4,33.4,17.1,19.7,13.1,16.7,75.1,9.1,0.7,5.9,1.1,8.1,17.7,5014,74.7,12,13,0.3,2.7
Yellowstone,MT,0.596,0.325,64903,38675,21117,0.606,0.366,81774,49548,29936,45.93955949,-108.2691486,6988,94,156332,76868,79464,5.3,87,0.6,4,0.6,0.1,117966,57955,1142,32296,831,10.1,11.9,34,19,23.4,12.2,11.4,81.7,9.7,0.7,2.6,1.3,4,18.4,80238,82,10.4,7.5,0.2,3.5
Yoakum,TX,0.782,0.185,2299,1797,426,0.825,0.159,2633,2172,419,33.17320212,-102.8276433,338,7,8481,4286,4195,65,33.2,0,0.2,0,0,4432,62500,8792,23681,2553,12.3,14.6,21.8,16.9,19.2,27.8,14.4,78,16.8,0,3.7,0.2,1.3,16.2,3755,71.7,17.5,10.7,0.1,7.5
Yolo,CA,0.26,0.681,50623,13178,34460,0.248,0.732,64934,16128,47504,38.68278902,-121.9018288,3303,60,212605,103617,108988,31.4,47.5,2.2,0.3,13.6,0.4,142947,61621,1733,30615,679,19.4,16.3,44.2,18.7,18.8,9,9.3,67,11.4,3.9,3.3,9.4,5,23.2,95944,66.7,27.1,6.2,0,7.2
York,ME,0.442,0.49,113962,50388,55828,0.347,0.633,9658,3352,6117,43.47808377,-70.71052375,1446,21,201454,98215,103239,1.6,94.6,0.8,0.4,1.2,0,159823,62618,1559,33635,751,8.5,9.9,35.6,18.2,23.7,10,12.5,80.1,9.5,0.7,2.4,1.6,5.7,28,105307,77.5,14.5,7.9,0.1,4.8
York,NE,0.749,0.189,6256,4686,1181,0.747,0.228,7089,5296,1619,40.87272618,-97.59710186,558,2,13832,6795,7037,4.9,90.9,1.2,0.3,0.3,0,10561,59966,6942,28298,1441,9.7,12.9,39.6,15.3,19.6,11.1,14.4,80.9,8.6,0.1,3.9,0.5,5.9,15.5,7132,77.1,13.9,8.9,0.2,2.4
York,PA,0.625,0.332,203153,126933,67428,0.615,0.367,233060,143415,85491,39.9210089,-76.73040131,6742,207,442216,218524,223692,6.9,84.3,5.2,0.1,1.4,0,336393,61707,624,30178,399,10.3,15.5,33.3,16,23.7,9.4,17.6,84.7,8.2,0.8,1.8,1.1,3.4,27.1,222038,84,11,4.8,0.1,5.4
York,SC,0.584,0.364,113425,66245,41230,0.574,0.41,144050,82727,59008,34.97281497,-81.18085944,7000,107,251664,121451,130213,5.1,71.2,18.9,0.6,1.9,0.1,183818,59394,1406,30387,569,12.3,16.5,36.4,14.5,27.1,8,13.9,83.7,9.3,0.4,1,0.7,4.9,26.9,121792,83.8,11.6,4.5,0.1,6.6
York,VA,0.553,0.381,34062,18823,12989,0.524,0.458,38604,20241,17683,37.24374789,-76.54412815,658,9,67196,33024,34172,6,72,12.7,0.2,5.3,0.2,48920,86781,3475,38193,1236,5.2,6.3,49.7,14.6,22,7.6,6.1,86.2,6,0.3,2.1,1.2,4.2,21.9,30172,67.4,27.9,4.5,0.2,6.4
Young,TX,0.86,0.114,7658,6587,873,0.863,0.126,8242,7112,1036,33.17659707,-98.68790885,620,11,18166,8922,9244,18.1,78.8,1.5,0.5,0.4,0,13070,46351,3907,25661,2290,16.5,25.9,31.5,17.8,21.9,15.1,13.7,83,9,0,0.6,1.4,6.1,15.3,8248,69.8,17.1,11.9,1.2,4.5
Yuba,CA,0.594,0.343,14929,8869,5115,0.593,0.378,27329,16210,10343,39.26255932,-121.3535644,1353,10,74644,38081,36563,27.4,56.3,3.2,1,6.3,0.3,49482,51776,2375,22814,791,18.5,25,29.3,19.9,24.1,13.8,13,78.3,13.4,1,1.2,1.4,4.8,30.7,27832,67.9,22,9.8,0.4,9.9
Yuma,AZ,0.505,0.45,40759,20586,18336,0.523,0.461,68427,35766,31562,32.76895712,-113.9066674,13994,358,204281,104914,99367,62.9,31.8,1.8,0.9,1.1,0.1,121564,43253,1376,20600,428,19.7,28.2,24.9,23,22.8,17.4,12,80.7,10.4,1.7,2.4,1.8,3,19.6,74891,74.4,20.8,4.6,0.2,10.9
Yuma,CO,0.805,0.15,4664,3755,701,0.826,0.156,4885,4037,763,40.00346839,-102.4258673,227,1,10109,5010,5099,22.6,75.7,0.5,0.3,0,0,6732,44668,2373,24789,1902,14.3,21.7,29.4,14.4,22.2,21.4,12.6,68.8,13.8,0.1,6.5,0.3,10.5,15.7,4940,71.6,15.5,12.4,0.5,2.4
Zapata,TX,0.328,0.656,3134,1028,2056,0.525,0.471,3867,2032,1820,27.00156391,-99.16987152,358,9,14415,7190,7225,94.1,5.2,0,0,0.7,0,6586,34550,6700,17817,3167,34.1,48,17.7,30.4,14.9,16.8,20.2,69.2,23.8,0,4.4,0.6,2,18.2,5146,66,21,12.6,0.4,12.4
Zavala,TX,0.204,0.777,3390,692,2633,0.34,0.654,4379,1490,2864,28.86617238,-99.76050829,470,19,12152,6163,5989,93.6,5.4,0.5,0.1,0,0,8053,25988,5009,13105,1562,36.2,56.3,29,24.3,14.7,16.7,15.3,80.5,7.4,0.4,2.1,4.2,5.4,13.7,4397,73.9,21.2,4.9,0.1,10.1
Ziebach,SD,0.48,0.46,766,368,352,0.446,0.531,906,404,481,44.97881876,-101.6654622,108,2,2837,1421,1416,0.4,23.4,0,74.5,1,0,1865,35000,4262,13461,1017,43.1,55.6,51.3,15.9,15.6,11.1,6.1,55.5,10.6,0.3,4.3,3.4,25.9,22.8,967,32.1,48.2,18.4,1.3,27
Abbot,ME,,,,,,0.691,0.29,417,288,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abington,MA,,,,,,0.439,0.537,9550,4188,5127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acton,MA,,,,,,0.177,0.798,13533,2399,10793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acton,ME,,,,,,0.568,0.398,1636,930,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acushnet,MA,,,,,,0.547,0.437,5841,3193,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acworth,NH,,,,,,0.473,0.515,569,269,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adams,MA,,,,,,0.322,0.652,4436,1429,2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addison,ME,,,,,,0.638,0.332,707,451,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agawam,MA,,,,,,0.499,0.481,16069,8021,7725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albany,NH,,,,,,0.423,0.557,449,190,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albany,VT,,,,,,0.435,0.53,540,235,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albion,ME,,,,,,0.657,0.316,1219,801,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alburgh,VT,,,,,,0.462,0.51,1079,499,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander,ME,,,,,,0.727,0.237,308,224,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria,NH,,,,,,0.57,0.407,1080,616,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alford,MA,,,,,,0.154,0.834,325,50,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred,ME,,,,,,0.475,0.493,1995,948,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allagash,ME,,,,,,0.562,0.438,169,95,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allenstown,NH,,,,,,0.53,0.452,2325,1233,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alna,ME,,,,,,0.337,0.619,517,174,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alstead,NH,,,,,,0.401,0.575,1189,477,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alton,ME,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alton,NH,,,,,,0.62,0.368,3903,2420,1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amesbury,MA,,,,,,0.32,0.653,10254,3284,6692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amherst,MA,,,,,,0.075,0.902,11346,849,10234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amherst,ME,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amherst,NH,,,,,,0.394,0.589,8137,3208,4796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amity,ME,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover,CT,,,,,,0.477,0.506,2091,998,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
