,STOP_ID,STOP_NAME,TRACT_ID,income,income_level,route_ids,revenue_annual,impacted_pop,total_employed
2349,16434,Cummins Hwy @ American Legion Hwy,110201,42260,2,"27,30",18938.6,357,1200
2350,96459,Cummins Hwy @ American Legion Hwy,110201,42260,2,"27,30",13601.3,357,1200
2351,494,Gallivan Blvd @ Washington St,100400,54828,2,"21,26",12029.1,1498,2881
2352,3165,E Squantum St @ Newbury Ave,417502,82300,2,"217,211",782.1,1199,3184
2353,137,Charles Park Rd @ Rivermoor St,130402,72079,2,"27,36",967.5,620,2898
2354,5263,Woodard Rd @ Wren St,130300,118036,2,38,19777.1,457,2415
2355,821,Centre St @ Lorette St,130300,118036,2,"35,27,36",6038.8,457,2415
2356,129,Rivermoor St @ Charles Park Rd,130402,72079,2,36,483.7,620,2898
2357,2803,Metropolitan Ave @ Malverna Rd,110403,85227,2,50,201.6,749,2658
2358,507,Gallivan Blvd @ Morton St,100300,51736,2,"21,26",48471.2,753,1938
2359,499,Galivan Blvd @ Wilmington St,100300,51736,2,"21,26",44609.3,753,1938
2360,3062,Hancock St @ Kendall St,417502,82300,2,202,0.0,1199,3184
2361,2798,154 Metropolitan Ave opp Malverna Rd,110403,85227,2,"40,50",6651.5,749,2658
2362,26500,American Legion Hwy @ Cummins Hwy,140400,62403,2,14,9594.3,1476,4398
2363,3368,Granite Ave @ Hilltop St,100800,88425,2,215,1918.9,1251,3889
2364,511,Washington St @ Gallivan Blvd,100400,54828,2,26,1806.0,1498,2881
2365,8811,Hilltop St @ Granite Ave,100700,87063,2,202,8.1,500,2277
2366,3380,Granite Ave opp Hilltop St,100800,88425,2,"202,215",1878.5,1251,3889
2367,496,Gallivan Blvd @ Owencroft Rd,100400,54828,2,21,19172.4,1498,2881
2368,532,Gallivan Blvd @ Stone Terr,100400,54828,2,21,8546.2,1498,2881
2369,1728,Blue Hill Ave @ Fessenden St,101102,46821,2,"28,31,29",218297.8,915,2539
2370,632,Washington St @ Cornell St,110502,97734,2,"40,34E,70A,34",61830.7,1045,3130
2371,5210,Park St @ Woodard Rd,130300,118036,2,38,1394.8,457,2415
2372,5262,Park St @ Woodard Rd,130300,118036,2,38,290.2,457,2415
2373,531,Morton St @ Owen St,100300,51736,2,"21,26",20381.8,753,1938
2374,539,980 Morton St opp Owen St,100300,51736,2,"21,26",17495.4,753,1938
2375,2802,Metropolitan Ave @ Augustus Ave,110403,85227,2,50,40.3,749,2658
2376,605,Washington St @ Cornell St,110502,97734,2,"40,34E,70A,34",9142.7,1045,3130
2377,2799,Metropolitan Ave @ Augustus Ave,110403,85227,2,"40,50",3257.2000000000007,749,2658
2378,8812,Hilltop St opp Crockett Ave.,100700,87063,2,202,80.6,500,2277
2379,1714,Blue Hill Ave @ Wellington Hill St,101102,46821,2,"28,31,29",78286.09999999999,915,2539
2380,38813,Keystone Apartments,100700,87063,2,"201,202",17882.5,500,2277
2381,71852,Chestnut St @ Great Plain Ave,403300,169214,3,59,258.0,298,2036
2382,6459,Cummins Hwy @ Hyde Park Ave,110201,42260,2,"27,30",21994.2,357,1200
2383,6496,Hyde Park Ave @ Cummins Hwy,110201,42260,2,"33,14,32",80551.5,357,1200
2384,6478,Hyde Park Ave @ Cummins Hwy,110201,42260,2,"33,32",179251.6,357,1200
2385,81437,Chapel St @ Great Plain Ave,457200,158818,3,59,14262.4,442,3012
2386,2800,Metropolitan Ave @ Kittredge St,110403,85227,2,"40,50",5288.9000000000015,749,2658
2387,8813,Hilltop St opp Whitridge St,100700,87063,2,202,40.3,500,2277
2388,2801,Metropolitan Ave @ Kittredge St,110502,97734,2,50,983.6,1045,3130
2389,495,Washington St @ Codman Hill Ave,100400,54828,2,26,443.4,1498,2881
2390,537,Dorchester Ave @ Gallivan Blvd,100400,54828,2,"24,217,215,21,27,240",42287.4,1498,2881
2391,512,Washington St opp Codman Hill Ave,100400,54828,2,26,564.4,1498,2881
2392,8392,Baker St @ Cutter Rd,130100,104829,2,52,80.6,755,3777
2393,3063,Hancock St opp Myrtle St,417200,73692,2,202,0.0,1966,4845
2394,85567,Baker St @ Cutter Rd,130100,104829,2,52,0.0,755,3777
2395,3129,E Squantum St @ Faxon Rd.,417502,82300,2,"217,211",451.5,1199,3184
2396,3375,Gallivan Blvd @ Hutchinson St,100800,88425,2,215,4361.8,1251,3889
2397,540,Morton St @ Selden St,100300,51736,2,"21,26",111849.8,753,1938
2398,3369,Granite Ave @ Milton St,100800,88425,2,215,693.4,1251,3889
2399,533,Dorchester Ave @ Gallivan Blvd,100400,54828,2,"24,217,215,21,27,240",17834.2,1498,2881
2400,111855,Nantasket Ave from Water St to Kenberma St (FLAG),500104,85081,2,,0.0,393,2470
2401,3164,E Squantum St @ Faxon Rd,417502,82300,2,211,10174.8,1199,3184
2402,530,Morton St @ W Selden St,100300,51736,2,"21,26",79471.1,753,1938
2403,6433,Cummins Hwy @ Rowe St,110401,57875,2,"27,14,30",15842.6,703,1965
2404,844,LaGrange St @ Centre St,130300,118036,2,"37,38",24.2,457,2415
2405,111206,Nantasket Ave from Kenberma St to Bay St (FLAG),500104,85081,2,,0.0,393,2470
2406,3379,Granite Ave @ Milton St,100700,87063,2,"202,215",894.9,500,2277
2407,6460,Cummins Hwy @ Rowe St,110401,57875,2,"27,14,30",13407.7,703,1965
2408,5211,Park St opp Gertrude Rd,130300,118036,2,38,1620.5,457,2415
2409,781,Centre St @ Lagrange St,130300,118036,2,"35,37,36,38,27",45649.4,457,2415
2410,10423,American Legion Hwy @ Stella Rd,110201,42260,2,14,378.9,357,1200
2411,36500,American Legion Hwy @ Stella Rd,110201,42260,2,14,2902.5,357,1200
2412,5261,Park St @ Gertrude Rd,130300,118036,2,38,201.6,457,2415
2413,67120,Millennium Park,130100,104829,2,"27,36",5482.4,755,3777
2414,529,Morton St opp Evans St,100300,51736,2,"21,26",42037.4,753,1938
2415,10540,Morton St @ Evans St,100300,51736,2,"21,26",54501.9,753,1938
2416,3376,Gallivan Blvd opp Huron Circle,100800,88425,2,215,48.4,1251,3889
2417,801,Belgrade Ave opp Aldrich St,110607,107465,2,"35,27,37,36",6619.3,1145,3164
2418,790,Belgrade Ave @ Aldrich St,110607,107465,2,"35,27,37,36",35998.7,1145,3164
2419,784,Centre St @ Corey St,130200,109034,2,"35,37,36,38,27",35434.2,567,2989
2420,800,Belgrade Ave @ Walworth St,110607,107465,2,"35,27,37,36",11698.5,1145,3164
2421,791,Belgrade Ave @ Walworth St,110607,107465,2,"35,27,37,36",49172.60000000001,1145,3164
2422,851,Vermont St @ Carroll St,130200,109034,2,"37,38",56.4,567,2989
2423,367,Talbot Ave @ Dorchester Ave,100500,46741,2,"23,22,45,26",170850.4,1512,3087
2424,430,Talbot Ave @ Dorchester Ave,100500,46741,2,"23,22,45,26",4055.3,1512,3087
2425,799,Belgrade Ave opp Penfield St,110607,107465,2,"35,27,37,36",4482.700000000002,1145,3164
2426,792,Belgrade Ave @ Penfield St,110607,107465,2,"35,27,37,36",26823.7,1145,3164
2427,16479,Hyde Park Ave @ Neponset Ave,110301,74087,2,"33,32",61854.8,496,1672
2428,793,Belgrade Ave @ Pinehurst St,110502,97734,2,"35,27,37,36",6240.3,1045,3130
2429,834,Lasell St @ Temple St,130100,104829,2,"37,38",2410.7,755,3777
2430,798,Belgrade Ave opp Pinehurst St,110502,97734,2,"35,27,37,36",2692.9,1045,3130
2431,6428,Cummins Hwy @ Washington St,110401,57875,2,"27,14,30",50744.8,703,1965
2432,3135,E Squantum St opp Ditmar St,417501,86071,2,211,0.0,970,2931
2433,449,Norfolk St @ Thetford Ave,100300,51736,2,26,8707.4,753,1938
2434,636,Washington St @ Cummins Hwy,110502,97734,2,"40,35,37,70A,36,51,34E,27,34,50,14,30",321948.0,1045,3130
2435,436,Norfolk St @ Charles Rd,100300,51736,2,26,7369.0,753,1938
2436,8805,Neponset Ave @ Tolman St,100603,89375,2,"202,210",14520.4,318,1407
2437,453,Norfolk St @ Chipman St,100500,46741,2,26,3128.2,1512,3087
2438,11868,5 Walter St opp Hewlett St,110607,107465,2,51,6014.6,1145,3164
2439,428,Talbot Ave @ Welles Ave,100500,46741,2,"23,22,45,26",14770.4,1512,3087
2440,5218,Centre St @ Guerney St,110607,107465,2,"35,38",5079.3,1145,3164
2441,369,Talbot Ave @ Welles Ave,100500,46741,2,"23,22,45,26",91266.6,1512,3087
2442,85561,Baker St @ Gethsemane Cemetery,130100,104829,2,52,0.0,755,3777
2443,5254,Centre St @ Montclair Ave,110607,107465,2,"35,38",8.1,1145,3164
2444,454,Norfolk St @ Withington St,100500,46741,2,26,2096.2,1512,3087
2445,431,355 Norfolk St opp Withington St,100500,46741,2,26,4781.0,1512,3087
2446,338,Dorchester Ave @ Shepton St,100500,46741,2,"15,18,215",1999.5,1512,3087
2447,331,Dorchester Ave opp Shepton St,100500,46741,2,"18,215",717.6,1512,3087
2448,37111,Washington St opp Lithgow St,100500,46741,2,26,8118.8,1512,3087
2449,84731,Baker St opp Gethsemane Cemetery,130100,104829,2,52,80.6,755,3777
2450,5253,1539 Centre St opp Bradfield Ave,110607,107465,2,"35,38",0.0,1145,3164
2451,4374,Washington St @ Lithgow St,100500,46741,2,26,1112.6,1512,3087
2452,1859,Walter St @ Sheffield St,110607,107465,2,51,0.0,1145,3164
2453,1734,Blue Hill Ave @ Callender St,100100,29483,0,"28,29",84429.6,1170,3222
2454,81440,Highland Ave @ Dana Pl,457200,158818,3,59,1741.5,442,3012
2455,1709,Blue Hill Ave @ Greenock St,100100,29483,0,"28,29",55896.7,1170,3222
2456,2792,Poplar St @ Deforest St,140105,97545,2,"40,50",9175.1,685,2392
2457,2809,575 Poplar St opp Deforest St,140105,97545,2,50,596.6,685,2392
2458,56434,Cummins Hwy @ Rugby Rd,101001,44071,2,"27,30",12649.9,1148,3024
2459,3267,Sea St @ Winthrop St,417801,107139,2,216,10473.1,400,2890
2460,3170,W Squantum St @ Division St,417200,73692,2,"215,217,211",1161.0,1966,4845
2461,46459,Cummins Hwy @ Savannah Ave,101001,44071,2,"27,30",30967.8,1148,3024
2462,3122,W Squantun St opp Division St,417200,73692,2,"215,217,211",3386.2,1966,4845
2463,578,River St @ Newcroft Circle,101002,45275,2,"27,24",4361.7,1222,2926
2464,3205,Elm Ave @ Staunton St,417601,65461,2,"211,212",0.0,1043,2792
2465,584,308 River St opp Newcroft Circle,101002,45275,2,"27,24",6836.9,1222,2926
2466,114888,Wash Blvd - Rockland House Rd to Nantasket Ave,500103,71193,2,,0.0,97,1109
2467,585,River St @ Leahaven Rd,100900,78220,2,"27,24",9304.0,743,2364
2468,577,River St opp Leahaven Rd,100900,78220,2,"27,24",8441.3,743,2364
2469,586,River St @ Meadowbank Ave,100900,78220,2,"27,24",2733.1,743,2364
2470,114893,Wash Blvd - Nantasket Ave to Rockland House Rd,500103,71193,2,,0.0,97,1109
2471,576,River St opp Duxbury Rd,100900,78220,2,"27,24",4039.3,743,2364
2472,588,River St opp Cedar St,100900,78220,2,"27,24",5240.6,743,2364
2473,3232,W Elm Ave @ Staunton St,417601,65461,2,"211,212",1257.8,1043,2792
2474,574,River St @ Cedar St,100900,78220,2,"27,24",6345.1,743,2364
2475,3366,Granite Ave @ Thistle Ave,416400,124961,2,215,217.7,444,2887
2476,820,Charles River Loop,130402,72079,2,"36,52",2418.7,620,2898
2477,627,Washington St opp Cowing St,980700,-666666666,-1,"40,34E,70A,34",15745.9,0,0
2478,3263,1263 Sea St,417801,107139,2,,0.0,400,2890
2479,610,Washington St @ Cowing St,130300,118036,2,"40,34E,70A,34",2354.2000000000007,457,2415
2480,3382,Granite Ave opp Thistle Ave,416400,124961,2,215,72.6,444,2887
2481,46435,Cummins Hwy @ Greenfield Rd,140400,62403,2,"27,30",10102.2,1476,4398
2482,56459,Cummins Hwy @ Alabama St,101001,44071,2,"27,30",15874.9,1148,3024
2483,111844,Nantasket Ave from Park Ave to Wash Blvd (FLAG),500103,71193,2,,0.0,97,1109
2484,770,Centre St @ Wedgemere Rd,130404,73409,2,35,7635.1,424,1889
2485,818,Spring Street opp Charles River Loop,130402,72079,2,"27,36,52",733.7,620,2898
2486,575,River St @ Standard St,100900,78220,2,"27,24",12988.6,743,2364
2487,587,168 River St opp Standard St,100900,78220,2,"27,24",18769.3,743,2364
2488,3055,Hancock St @ Albion Rd.,417601,65461,2,"202,210",1080.4,1043,2792
2489,111217,Nantasket Ave from Wash Blvd to Park Ave (FLAG),500103,71193,2,,0.0,97,1109
2490,3123,W Squantum @ Small St,417200,73692,2,"215,217,211",0.0,1966,4845
2491,825,Centre St opp Wedgemere Rd,130404,73409,2,35,330.6,424,1889
2492,774,Spring St @ Charles River Loop,130402,72079,2,"36,52",81269.1,620,2898
2493,3022,Hancock St opp Albion Rd,417601,65461,2,"201,202,217,210",3321.7000000000007,1043,2792
2494,573,River St @ Temple St,100900,78220,2,"27,240,24",628.8,743,2364
2495,589,River St opp Temple St,100900,78220,2,"27,240,24",11618.0,743,2364
2496,2793,544 Poplar St,140105,97545,2,"40,50",1088.5,685,2392
2497,2808,529 Poplar St,140105,97545,2,50,80.6,685,2392
2498,3206,W Elm Ave @ Gould St,417601,65461,2,"211,212",862.7,1043,2792
2499,3266,Sea St @ Bay View Ave,417801,107139,2,216,8892.8,400,2890
2500,3231,W Elm Ave @ Gould St,417601,65461,2,"211,212",556.3,1043,2792
2501,571,Dorchester Ave @ Washington St,100900,78220,2,"27,217,240,24",9924.8,743,2364
2502,572,River St @ Washington St,100900,78220,2,"27,240,24",7232.000000000001,743,2364
2503,590,River St @ Washington St,100900,78220,2,"27,240,24",4184.4000000000015,743,2364
2504,775,Spring St @ Gould St,130402,72079,2,"36,52",11013.3,620,2898
2505,6500,807 Hyde Park Ave opp American Legion Hwy,140400,62403,2,"33,14,32",33410.6,1476,4398
2506,3265,Sea St @ Fensmere Ave,417801,107139,2,216,15616.9,400,2890
2507,3367,Granite Ave @ Courtland Circle,416400,124961,2,215,0.0,444,2887
2508,3264,Sea St @ Quincy Yacht Club,417801,107139,2,216,0.0,400,2890
2509,66459,Cummins Hwy @ Hebron St,101001,44071,2,"27,30",13456.2,1148,3024
2510,609,Washington St @ Lagrange St,130300,118036,2,"40,34E,70A,34",3313.600000000001,457,2415
2511,817,Spring St @ VA Hospital,130402,72079,2,"27,36,52",354.7000000000001,620,2898
2512,824,Centre St @ Bronx Rd,130402,72079,2,35,378.9,620,2898
2513,6474,Hyde Park Ave @ American Legion Hwy,140400,62403,2,"33,14,32",77254.1,1476,4398
2514,46434,Cummins Hwy @ Hebron St,140400,62403,2,"27,30",12085.5,1476,4398
2515,3381,Granite Ave opp Courtland Circle,416400,124961,2,215,0.0,444,2887
2516,771,Centre St opp Bronx Rd,130402,72079,2,35,3418.5,620,2898
2517,628,Washington St @ Lagrange St,980700,-666666666,-1,"40,34E,70A,34",15213.8,0,0
2518,91852,Needham Junction @ Commuter Rail Station,403300,169214,3,59,22711.8,298,2036
2519,1724,Blue Hill Ave opp Woodhaven St,101002,45275,2,"28,31,29",99207.9,1222,2926
2520,1718,Blue Hill Ave @ Woodhaven St,101102,46821,2,"28,31,29",12133.9,915,2539
2521,3168,W Squantun St @ Farrington St,417200,73692,2,"215,217,211",1926.9,1966,4845
2522,3124,W Squantum St @ Farrington St,417200,73692,2,"215,217,211",1620.5,1966,4845
2523,3219,Holmes St @ Billings Rd,417502,82300,2,"217,211,212",814.3,1199,3184
2524,2794,Poplar St @ Beech St,110403,85227,2,"40,50",18229.1,749,2658
2525,591,Dorchester Ave opp Adirondack Pl,100900,78220,2,"27,217,240,24",32523.8,743,2364
2526,2807,Poplar St @ Beech St,110403,85227,2,50,2773.5,749,2658
2527,66460,Cummins Hwy @ Livermore St,101001,44071,2,"27,30",23058.5,1148,3024
2528,3057,Hancock St @ Billings Rd,417502,82300,2,"202,210",1677.0,1199,3184
2529,3020,Hancock St @ Billings Rd,417502,82300,2,"201,202,210",4450.5,1199,3184
2530,883,Dorchester Ave @ Richmond St,100900,78220,2,"27,217,240,24",7127.2,743,2364
2531,882,Dorchester Ave @ Richmond St,100900,78220,2,"27,217,240,24",15358.8,743,2364
2532,10923,Cummins Hwy @ Wood Ave,140400,62403,2,"27,30",6724.0,1476,4398
2533,1717,Blue Hill Ave @ Almont St,101102,46821,2,"28,31,29",42376.0,915,2539
2534,76459,Cummins Hwy @ Harvard St,101001,44071,2,"27,30",12182.3,1148,3024
2535,111214,Nantasket Ave from Bay St to Wash Blvd (FLAG),500104,85081,2,,0.0,393,2470
2536,16500,960 American Legion Hwy,140400,62403,2,14,23308.4,1476,4398
2537,3207,W Elm Ave opp Mason St,417601,65461,2,"211,212",2257.5,1043,2792
2538,823,Centre St @ Cass St,130404,73409,2,35,911.1,424,1889
2539,10425,American Legion Hwy opp Shopping Mall,140400,62403,2,14,693.4,1476,4398
2540,772,Centre St opp Cass St,130404,73409,2,35,12746.7,424,1889
2541,816,Spring St @ Moville St,130402,72079,2,"27,36,52",314.5,620,2898
2542,2795,Poplar St opp Cornell St,110403,85227,2,"40,50",10900.4,749,2658
2543,3230,W Elm Ave @ Mason St,417601,65461,2,"211,212",1548.0,1043,2792
2544,3058,Hancock St @ Glover Ave,417502,82300,2,"202,211,210,212",636.9,1199,3184
2545,2806,Poplar St @ Cornell St,110403,85227,2,50,1362.5,749,2658
2546,3218,Holmes St opp Moscow St,417502,82300,2,"217,211,212",137.0,1199,3184
2547,10820,Veterans Hospital West Roxbury,130402,72079,2,"27,36",17277.7,620,2898
2548,3216,Billings Rd @ Felton St,417502,82300,2,"211,212",1838.2,1199,3184
2549,3208,W Elm Ave @ Franklin Ave,417601,65461,2,"211,212",0.0,1043,2792
2550,776,Spring St @ Cypress St,130402,72079,2,"36,52",21228.3,620,2898
2551,3019,Hancock St opp Glover Ave,417502,82300,2,"201,202,210",1580.2,1199,3184
2552,3221,Billings Rd @ Lunt St,417502,82300,2,"211,212",1814.1,1199,3184
2553,3229,W Elm Ave opp Franklin Ave,417601,65461,2,"211,212",40.3,1043,2792
2554,1725,1458 Blue Hill Ave opp Almont St,101102,46821,2,"28,31,29",135448.6,915,2539
2555,86459,Cummins Hwy opp Pleasantview St,140400,62403,2,"27,30",1886.6,1476,4398
2556,36434,Cummins Hwy @ Pleasantview St,140400,62403,2,"27,30",1257.7,1476,4398
2557,608,Washington St @ W Roxbury Pkwy,110501,86786,2,"40,34E,70A,34",11609.8,556,2240
2558,111848,Nantasket Ave from Wash Blvd to Water St (FLAG),500104,85081,2,,0.0,393,2470
2559,593,Dorchester Ave opp St Gregory St,100800,88425,2,"27,217,240,24",7401.299999999998,1251,3889
2560,777,Spring St @ Baker St,130402,72079,2,36,37990.1,620,2898
2561,3222,Billings Rd @ Tyler St,417501,86071,2,"211,212",314.4,970,2931
2562,570,Dorchester Ave @ St Gregory St,100900,78220,2,"27,217,240,24",1427.1,743,2364
2563,3215,Billings Rd opp Tyler St,417501,86071,2,"211,212",467.6,970,2931
2564,815,Spring St @ Baker St,130402,72079,2,"27,36",540.2,620,2898
2565,3125,N Quincy Station @ Red Line,417502,82300,2,"217,211,215,212,202,000,000",109439.3,1199,3184
2566,2805,Poplar St @ Metropolitan Ave,110403,85227,2,50,330.6,749,2658
2567,2796,Poplar St @ Metropolitan Ave,110403,85227,2,"40,50",11231.0,749,2658
2568,629,Washington St opp Schubert St,110501,86786,2,"40,34E,70A,34",61298.5,556,2240
2569,3209,W Elm Ave @ Billings Rd,417601,65461,2,"211,212",1814.0,1043,2792
2570,85569,Baker St @ Wycliff Ave,130402,72079,2,"27,36,52",2055.9,620,2898
2571,3223,Billings Rd @ Freeman St,417502,82300,2,"211,212",1556.1,1199,3184
2572,3228,Billings Rd @ W Elm Ave,417601,65461,2,"211,212",798.2,1043,2792
2573,8390,Baker St opp Wycliff Ave,130402,72079,2,52,20559.1,620,2898
2574,3126,E Squantum St @ Hancock St,417502,82300,2,"217,211",2749.3,1199,3184
2575,773,Centre St @ Bogandale Rd,130402,72079,2,35,2313.9,620,2898
2576,822,Centre St @ Autumn St,130402,72079,2,35,516.0,620,2898
2577,3167,E Squantum St @ Hancock St,417502,82300,2,"217,211",9142.7,1199,3184
2578,10569,2165 Dorchester Ave,100800,88425,2,"27,217,240,24",2225.2,1251,3889
2579,3210,Billings Rd @ Beach St,417601,65461,2,"211,212",2862.2,1043,2792
2580,594,Opp 2165 Dorchester Ave,100800,88425,2,"27,217,240,24",5192.0999999999985,1251,3889
2581,3227,Billings Rd @ Beach St,417601,65461,2,"211,212",427.3,1043,2792
2582,3214,Billings Rd @ Faxon Rd,417501,86071,2,"211,212",2281.7,970,2931
2583,81852,Chestnut St @ Oak St,403300,169214,3,59,516.0,298,2036
2584,1716,Blue Hill Ave @ Mattapan St,101102,46821,2,"28,31,29",82599.4,915,2539
2585,814,Spring St @ Gardner St,130402,72079,2,"27,36",225.7,620,2898
2586,630,Washington St @ Blue Ledge Dr,140106,35938,1,"40,34E,70A,34",72166.6,331,1017
2587,11853,Chestnut St opp Oak St,403300,169214,3,59,8522.0,298,2036
2588,10821,Charles Park Rd @ VFW Pkwy,130402,72079,2,36,6772.4,620,2898
2589,10830,5 Charles Park Rd,130402,72079,2,"27,36",282.2,620,2898
2590,3060,Hancock St @ N Quincy HS,417502,82300,2,202,0.0,1199,3184
2591,6498,703 Hyde Park Ave,140400,62403,2,"33,14,32",14399.4,1476,4398
2592,93130,Hollis @ Newbury,417502,82300,2,"217,211",22937.5,1199,3184
2593,3224,Billings Rd @ Royal St,417501,86071,2,"211,212",1652.8,970,2931
2594,607,Washington St @ Liszt St,140106,35938,1,"40,34E,70A,34",23518.0,331,1017
2595,3211,Billings Rd @ Vassal St,417601,65461,2,"211,212",2805.7,1043,2792
2596,6476,Hyde Park Ave @ Ramsdell Ave,110201,42260,2,"33,14,32",50333.6,357,1200
2597,3226,Billings Rd @ Vassal St,417501,86071,2,"211,212",653.0,970,2931
2598,10777,Spring St @ Cass St,130402,72079,2,"27,36",38554.4,620,2898
2599,1726,Blue Hill Ave @ Mattapan Library,101102,46821,2,"28,31,29",222304.9,915,2539
2600,3213,Billings Rd @ French St,417501,86071,2,"211,212",3821.6,970,2931
2601,2797,Metropolitan Ave @ Hilburn St,110403,85227,2,"40,50",5740.4,749,2658
2602,813,Spring St opp Summer St,130402,72079,2,"27,36",1539.9,620,2898
2603,3212,Billings Rd @ Apthorp St,417501,86071,2,"211,212",2829.9,970,2931
2604,85568,Baker St @ Dunwell St,130402,72079,2,"27,36,52",2096.3,620,2898
2605,3225,Billings Rd @ Calumet St,417501,86071,2,"211,212",911.1,970,2931
2606,8391,Baker St opp Dunwell St,130402,72079,2,52,4716.5,620,2898
2607,778,Spring St @ Summer St,130402,72079,2,36,14117.3,620,2898
2608,2804,Metropolitan Ave @ Highfield Rd,110403,85227,2,50,266.1,749,2658
2609,3061,Hancock St @ Hunt St,417502,82300,2,202,16.1,1199,3184
2610,26434,Cummins Hwy opp Calvary Cemetery,140400,62403,2,"27,30",21131.6,1476,4398
2611,86458,Cummins Hwy @ Calvary Cemetery,140400,62403,2,"27,30",5490.5,1476,4398
2612,812,Spring St @ Temple St,130402,72079,2,"27,36",1604.4,620,2898
2613,779,Spring St @ Centre St,130402,72079,2,"27,36",6062.9,620,2898
2614,595,Dorchester Ave opp Valley Rd,100800,88425,2,"27,217,240,24",21075.200000000004,1251,3889
2615,631,Washington St @ Beech St,140106,35938,1,"40,34E,70A,34",106012.6,331,1017
2616,510,Gallivan Blvd @ Pleasant Hill Ave,100400,54828,2,"21,26",10319.9,1498,2881
2617,284,E 8th St @ Old Harbor St,60400,123967,2,11,32902.7,1678,3904
2618,259,E 8th St @ Old Harbor St,60400,123967,2,11,2636.4,1678,3904
2619,283,E 8th St @ Covington St,60400,123967,2,11,21639.5,1678,3904
2620,78073,Opp 700 Pleasant St,368800,75929,2,558,604.7,490,2943
2621,78512,700 Pleasant St,368800,75929,2,558,1370.6,490,2943
2622,2050,Mt Auburn St @ Parker St,370400,100956,2,71,79438.9,889,3584
2623,76031,South St opp Shakespeare Rd,368400,84811,2,553,2950.8,1462,4535
2624,24483,Broadway @ Columbia St,352500,114180,2,"64,68",3910.3,1678,2329
2625,24488,Broadway @ Columbia St,352500,114180,2,"64,68",11045.5,1678,2329
2626,8296,Main St @ Chestnut St,370102,86319,2,"34E,70A,70",23477.7,1116,5564
2627,8817,Main St opp Chestnut St,370102,86319,2,"34E,70A,70",0.0,1116,5564
2628,88342,South St @ Shakespeare Rd,368400,84811,2,553,24.2,1462,4535
2629,231,Commercial St. opp. Hull St.,30500,110278,2,4,0.0,1281,1883
2630,7852,River St @ Seyon St,368800,75929,2,558,1814.0,490,2943
2631,7808,River St @ Seyon St,368800,75929,2,558,1814.0,490,2943
2632,7845,Crescent St @ Maple St,368500,61967,2,558,1370.6,419,1819
2633,2042,Mt Auburn St @ Russell Ave,370201,118340,2,71,4901.9,565,2332
2634,119863,Winthrop Ferry Dock,180500,72910,2,"713,712",80.6,530,2553
2635,2447,Prospect St @ Harvard St,353000,74038,2,"64,83,91",35297.3,1564,2351
2636,2051,Mt Auburn St @ Franklin St,370201,118340,2,71,46044.4,565,2332
2637,106,Massachusetts Ave @ Hancock St,353800,83433,2,1,17979.2,1941,2882
2638,2442,Prospect St @ Harvard St,353000,74038,2,"64,83,91",6450.0,1564,2351
2639,88171,Main St opp Green St,370102,86319,2,"34E,70A,70",6200.0,1116,5564
2640,15857,Sumner St @ Orleans St,50400,62727,2,120,838.5,1194,1718
2641,69,Massachusetts Ave @ Hancock St,353800,83433,2,1,73666.2,1941,2882
2642,5864,Maverick St @ Cottage St,50500,61029,2,120,17358.4,947,1354
2643,24482,Broadway @ Norfolk St,353000,74038,2,"64,68",1169.1,1564,2351
2644,24489,Broadway @ Norfolk St,353000,74038,2,"64,68",3265.3,1564,2351
2645,2523,Hampshire St @ Windsor St,352600,72841,2,85,1128.7,1143,1671
2646,2047,Mt Auburn St @ Bates Rd E,370201,118340,2,71,3902.2,565,2332
2647,2052,Mt Auburn St @ Walnut St,370201,118340,2,71,29976.0,565,2332
2648,1389,Boylston St opp Gloucester St,10701,107344,2,"39,170,55",16807.7,1303,1869
2649,74613,World Trade Center - Outbound,60600,137778,3,"742,743,746,741",,1757,2850
2650,8513,Centre St @ George St,373500,180694,3,52,806.2,484,2613
2651,74615,World Trade Center - Inbound,60600,137778,3,"742,743,746,741",,1757,2850
2652,1301,7 Winship St,601,76574,2,"501,66,65,503",1384.4,942,2837
2653,7651,Washington St @ Cherry St,374500,125192,2,"553,554",4184.4,360,2336
2654,171,Berkeley St @ Columbus Ave,70300,113505,2,9,18011.4,2147,3073
2655,916,Washington St @ Lake St,202,83000,2,"66,57,57A,501,503",167405.59999999998,759,2440
2656,975,Washington St @ Brock St,201,88424,2,"66,57,57A,501,503",92968.1,888,2842
2657,24486,Broadway @ Hampshire St,352400,65862,2,"64,68",34587.8,814,1111
2658,86964,Moody St @ Ash St,368600,80445,2,"170,553,505,554",21087.4,530,3509
2659,8815,Main St @ Merchants Row,370102,86319,2,"34E,70A,70",146743.9,1116,5564
2660,7753,High St @ Pamenter Rd,368600,80445,2,556,483.7,530,3509
2661,5859,Sumner St @ Webster St,51200,71645,2,120,13681.9,1020,1710
2662,109841,Shirley St opp Moore St,180500,72910,2,"713,712",282.2,530,2553
2663,2550,JFK St @ Eliot St,353900,46413,2,"66,86",195763.4,2232,3116
2664,1413,Cambridge St @ Sciarappa St,352102,103333,2,69,2007.5,1000,1561
2665,1417,Cambridge St @ Sciarappa St,352102,103333,2,69,20857.5,1000,1561
2666,2034,Mt Auburn St @ Kimball Rd,370300,84107,2,71,44891.5,1004,3381
