,index,32,31
705,110895,42.2942306644,-71.0784352133
706,111111,42.2935201957,-71.0658370897
707,111498,42.2962838388,-71.0698292017
708,111614,42.2896648107,-71.0718594166
709,111615,42.2895796611,-71.0716792627
710,111634,42.2884359426,-71.071415902
711,111728,42.287253438,-71.0746054662
712,111790,42.2887483239,-71.0757531759
713,111796,42.2887540596,-71.0761952621
714,111858,42.2882121313,-71.078044615
715,111864,42.2882806962,-71.0786373815
716,111963,42.2878940539,-71.0782139729
717,111965,42.2877445983,-71.0784512096
718,111967,42.2875284342,-71.0788030056
719,111978,42.2867708993,-71.0799049261
720,112045,42.2840654634,-71.0821695631
721,112153,42.2848358283,-71.0717018893
722,112205,42.2857172916,-71.0772529226
723,112293,42.288170952,-71.0760440926
724,112809,42.2982745235,-71.0716341597
725,112813,42.2986686925,-71.0717105423
726,112842,42.2964054055,-71.070693772
727,112843,42.2962632013,-71.0706511738
728,112856,42.2962238502,-71.0718764051
729,114158,42.2732647875,-71.0616717225
730,114159,42.2725915971,-71.0627120895
731,114160,42.273027887,-71.0626246203
732,114161,42.2737055822,-71.0615678605
733,114192,42.2748515758,-71.0612225313
734,114274,42.2709439457,-71.0649550849
735,114275,42.2710039589,-71.0650143121
736,114276,42.2708736158,-71.0649186509
737,114277,42.2716892918,-71.0637635868
738,114278,42.2715400787,-71.0636478961
739,114293,42.2716546423,-71.0636632368
740,114326,42.2736607322,-71.0603408095
741,114681,42.2747506659,-71.0734500982
742,115825,42.2903284298,-71.0707487265
743,115826,42.2903708087,-71.0711028197
744,115851,42.2898092322,-71.0712144294
745,116131,42.2709209984,-71.0768990903
746,116202,42.2720787308,-71.0781049896
747,116317,42.2714356109,-71.0886110564
748,117098,42.2769259419,-71.0912576194
749,117318,42.2716018396,-71.0956019541
750,117340,42.2712626709,-71.0943086555
751,117435,42.2664186393,-71.0951697375
752,117837,42.2636901453,-71.1043082835
753,118459,42.2733944881,-71.0943221839
754,119930,42.2678803488,-71.1036694849
755,119982,42.2652171395,-71.1028867261
756,120000,42.2636870556,-71.1047756345
757,120234,42.2695981012,-71.1097306452
758,123037,42.2805601803,-71.1156925509
759,123337,42.2878329044,-71.1088660186
760,123406,42.282818925,-71.1195836681
761,123462,42.2795247645,-71.1198729988
762,123778,42.2764519714,-71.1162674943
763,126485,42.2565813855,-71.1220398864
764,127316,42.2387368368,-71.1287885542
765,127318,42.2416512089,-71.1297547364
766,128293,42.2528930468,-71.1197651022
767,130112,42.2430171654,-71.1314700308
768,130120,42.2457409438,-71.1316214522
769,131249,42.2383590148,-71.1347540894
770,131494,42.2380897064,-71.1358548989
771,131546,42.235308166,-71.1352499808
772,131563,42.3176042496,-71.1042320174
773,131564,42.3170849206,-71.1040562634
774,131565,42.3185379522,-71.1036045802
775,132249,42.3163449804,-71.1049007316
776,132251,42.3157436621,-71.1054182748
777,132252,42.3156149259,-71.1054220248
778,132253,42.3152403367,-71.1056150082
779,132254,42.3150968282,-71.1054883934
780,132255,42.3148856249,-71.1055349822
781,132256,42.3146087593,-71.1057394178
782,132257,42.314517394,-71.1057882077
783,132258,42.3150495844,-71.1057170361
784,132260,42.3143897262,-71.1058720505
785,132262,42.3143633858,-71.1061986674
786,132264,42.3142078709,-71.1060671739
787,132304,42.3117565313,-71.1068523637
788,132848,42.318502226,-71.1116547226
789,133654,42.3105446425,-71.1080070518
790,133679,42.3100152103,-71.1078743439
791,133706,42.3081592647,-71.1093508366
792,133707,42.3081024181,-71.1093915435
793,133709,42.3078965396,-71.1093388367
794,133710,42.3079474821,-71.1094685271
795,133711,42.3079905689,-71.1095684799
796,133712,42.3078696284,-71.1095500797
797,133989,42.3086364607,-71.1121471613
798,135061,42.3115627802,-71.1149967282
799,135062,42.3114141926,-71.1153330456
800,135966,42.3141434611,-71.1278594517
801,136416,42.3057911789,-71.1314336514
802,136512,42.3049019215,-71.1373499106
803,136688,42.300221965,-71.1196888365
804,136689,42.299667305,-71.1205177095
805,136690,42.2920197147,-71.1246657708
806,136852,42.2939483035,-71.122359311
807,137030,42.2998743127,-71.1140792764
808,137032,42.2986981031,-71.1147133612
809,137884,42.282181022,-71.1216670888
810,137961,42.2833288596,-71.1200735791
811,138436,42.2825623179,-71.127096975
812,139773,42.2979274051,-71.1158970351
813,139774,42.2916196351,-71.1185479918
814,139779,42.2983359153,-71.1150439504
815,139973,42.2858847638,-71.130350746
816,140025,42.28604478,-71.1306546701
817,140026,42.286148139,-71.1305353381
818,141871,42.2864479345,-71.1488097082
819,142616,42.2839444375,-71.1556461101
820,146339,42.2924058119,-71.131984103
821,146389,42.2889694485,-71.1279262758
822,147060,42.286813877,-71.1482862035
823,147066,42.2854408232,-71.1526224922
824,150128,42.2994447822,-71.1710830517
825,151196,42.2812028193,-71.1598541588
826,151197,42.281056075,-71.159660716
827,151214,42.2809224492,-71.160207575
828,151666,42.2799865322,-71.1808124254
829,151667,42.2804291135,-71.1788734737
830,153237,42.2714532664,-71.171619797
831,153919,42.2639265332,-71.1595760519
832,154622,42.2603192504,-71.1541237212
833,154623,42.2603962889,-71.1541899398
834,154624,42.2604677707,-71.1542496149
835,154625,42.2605405987,-71.1543084221
836,154626,42.2606125907,-71.1543688958
837,154665,42.2589751074,-71.1519339188
838,155248,42.342541695,-71.1007114706
839,155371,42.3469058041,-71.1014201414
840,155372,42.3474592861,-71.098530511
841,155379,42.3474967624,-71.0995551093
842,155380,42.3474043679,-71.0997498203
843,155381,42.3461466391,-71.1025761822
844,155382,42.3448876534,-71.1048266284
845,155391,42.3436936845,-71.1026405975
846,156038,42.3489507978,-71.1052095953
847,156086,42.3512980555,-71.112073391
848,159976,42.3459582708,-71.1406102187
849,161283,42.3409767812,-71.1459274981
850,164463,42.3590844992,-71.1234619959
851,164495,42.3617541191,-71.12542297
852,164506,42.3615781497,-71.1259116485
853,164545,42.362910852,-71.127992727
854,164557,42.3635193143,-71.1214373485
855,164559,42.3621704252,-71.1222722985
856,164563,42.3614827763,-71.1193130709
857,164629,42.3636030526,-71.1274694877
858,164630,42.3640181872,-71.1275126762
859,164631,42.3646073424,-71.1267480309
860,164632,42.3644515803,-71.1261576172
861,166308,42.3574695134,-71.1418648012
862,166562,42.3541513845,-71.1476480235
863,168576,42.3526829535,-71.1736019967
864,168577,42.3524895734,-71.1730602099
