county,state_code,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,state,cases,deaths,dem_16_margin,dem_20_margin,dem_margin_shift,cases_rate,deaths_rate,men_percent,women_percent
Upson,GA,66.71548883,31.77407543,10924,7288,3471,66.70282836,32.55327392,12905,8608,4201,32.87920671,-84.30024826,26241,12568,13673,2.3,67.6,28.5,0.3,0.5,0.1,20015,35375,2480,19624,1247,22.7,33.2,29.1,17.4,23.3,10.4,19.9,83.3,13,0.4,0.2,1.7,1.4,23.3,9958,75.4,19.6,5,0,11.2,Georgia,1307,77,-34.9414134,-34.14955444,0.791858965,4.980755307,0.293433939,47.89451622,52.10548378
Upton,TX,74.15123457,21.91358025,1296,961,284,86.15384615,12.38095238,1365,1176,169,31.36868194,-102.0423217,3575,1747,1828,49.7,43,6.7,0.1,0.3,0,2290,52750,5566,25290,3206,18,24,27.4,12.3,18.5,24.3,17.5,86.1,8.3,0.4,1.3,1.2,2.7,20.9,1398,69.7,22.5,7.8,0,1.1,Texas,28,4,-52.23765432,-73.77289377,-21.53523945,0.783216783,0.111888112,48.86713287,51.13286713
Utah,UT,51.50172658,13.9182046,164777,84863,22934,67.81163271,26.79887504,269877,183008,72324,40.1166722,-111.6657662,576496,290874,285622,11.4,83,0.5,0.4,1.5,0.8,352481,67042,820,23207,271,11.8,10.4,41,15.2,26.5,7.6,9.9,73.2,11.8,2,4.1,2.3,6.7,21.4,257679,83.8,11.4,4.6,0.2,4.3,Utah,31095,84,-37.58352197,-41.01275766,-3.429235692,5.393792845,0.014570786,50.45551053,49.54448947
Uvalde,TX,54.02864816,43.22963295,8936,4828,3863,59.6725758,39.38777487,10323,6160,4066,29.35739637,-99.76229172,27015,13188,13827,70.9,27.1,0.1,0.4,1,0,17424,40781,3100,19146,921,17.9,27.7,24.1,22.3,22,18.2,13.4,84.4,10.2,0,1.1,1.4,2.9,18.5,11605,70.6,20.6,8.8,0,5.9,Texas,853,37,-10.79901522,-20.28480093,-9.485785711,3.15750509,0.136960948,48.81732371,51.18267629
Val Verde,TX,43.45503117,51.35054912,13476,5856,6920,54.37330929,44.39897343,14417,7839,6401,29.89149232,-101.1525205,48976,24836,24140,81.4,15.9,1.1,0.1,0.5,0.1,28860,44609,2594,20160,1240,20.9,27.1,25.5,21.5,23.1,15.2,14.7,76.9,12.8,0.4,3,3.4,3.5,19,18667,68,26.4,5.5,0.1,6.6,Texas,2637,129,7.895517958,-9.974335854,-17.86985381,5.384269846,0.263394316,50.71055211,49.28944789
Valencia,NM,47.8934167,39.29623032,27509,13175,10810,53.79562496,44.19036996,32274,17362,14262,34.71669834,-106.8103733,75845,38013,37832,60,33.6,0.8,3.6,0.5,0,53864,43428,2047,20572,678,22,29.1,27.6,21.4,23.2,15.8,12,80.7,10.1,0.9,1.2,2.2,5,28.8,28511,71.4,21.1,6.9,0.5,9.1,New Mexico,1120,6,-8.597186375,-9.605255004,-1.008068629,1.476695893,0.007910871,50.1193223,49.8806777
Valley,ID,54.32791176,35.76369415,5349,2906,1913,55.88276936,42.13507008,7063,3947,2976,44.76728382,-115.5676773,10104,5148,4956,4.4,94.7,0.1,0.2,0.1,0,8201,54015,4886,28515,4617,10.4,3.2,35,20.9,20.1,10.6,13.4,78.7,5.8,0.7,7,0.8,7,15.9,4244,75.2,14.3,10.3,0.2,4.3,Idaho,136,1,-18.56421761,-13.74769928,4.816518333,1.346001584,0.00989707,50.95011876,49.04988124
Valley,MT,69.61796593,22.87041817,3874,2697,886,73.38483146,24.11048689,4272,3135,1030,48.36435097,-106.6669635,7561,3763,3798,2.4,84.9,0.1,8.9,0.4,0.2,5836,55267,6889,29096,2693,7.4,7.1,37.7,14.3,24.5,14,9.6,72.9,11.3,0.5,7.3,0.8,7.3,15.4,3832,64.8,20,14.3,0.9,4.4,Montana,401,5,-46.74754775,-49.27434457,-2.526796815,5.303531279,0.066128819,49.76854913,50.23145087
Valley,NE,81.49171271,15.51565378,2172,1770,337,81.09729961,17.57393913,2333,1892,410,41.56730777,-98.98197724,4252,2111,2141,2.8,95.7,0.4,0.2,0,0,3312,50270,5277,27271,2008,11.5,10.6,36.9,15.2,23.6,16.1,8.2,73.9,13.8,0,5.8,0,6.5,18.1,2349,69.9,15.8,14.2,0.1,1.5,Nebraska,98,1,-65.97605893,-63.52336048,2.452698452,2.304797742,0.023518344,49.64722484,50.35277516
Van Buren,AR,75.63237774,21.73974143,7116,5382,1547,77.38836968,20.3271028,7704,5962,1566,35.58095779,-92.51295036,16751,8356,8395,2.9,93.7,0.4,0.6,0.1,0,13264,34428,2409,20568,1181,19.6,29.5,26.9,16.7,24.1,17.1,15.3,82,10.7,0,1.8,1.7,3.8,27.9,5646,75.5,12.6,11.8,0,8.3,Arkansas,217,3,-53.89263631,-57.06126687,-3.168630562,1.295445048,0.017909379,49.88358904,50.11641096
Van Buren,IA,71.58252978,23.90811117,3526,2524,843,75.47518479,23.09926082,3788,2859,875,40.75326764,-91.95017958,7308,3728,3580,1.4,96.9,0.3,0.1,0.1,0,5548,47197,3094,24952,1699,14,27.2,29.4,14.1,19.3,13.1,24.1,73,11.7,1.3,4.3,4.5,5.3,22.3,3240,76.7,13,8.9,1.3,4.8,Iowa,209,2,-47.6744186,-52.37592397,-4.701505366,2.859879584,0.027367269,51.01258894,48.98741106
Van Buren,MI,53.86445067,39.91810436,33213,17890,13258,55.2764977,43.01075269,39060,21591,16800,42.25190229,-86.01939087,75190,37397,37793,11.2,81.5,3.1,0.4,0.6,0.1,55052,49119,1931,25433,771,15.8,22.6,28.9,19,21.3,12.3,18.6,81.6,10.3,0.3,2.9,0.8,4.1,24.4,33499,81.6,11.6,6.7,0.1,6.6,Michigan,1338,20,-13.94634631,-12.26574501,1.680601302,1.779491954,0.026599282,49.73666711,50.26333289
Van Buren,TN,75.29995863,22.30037236,2417,1820,539,80.1508399,18.64929722,2917,2338,544,35.69864497,-85.45221699,5675,2870,2805,0.9,96.3,0.3,0,0,0,4556,43631,5063,20672,2114,19.5,29.9,28,25.6,18.6,7.5,20.2,83.3,5.6,0.6,0.5,2.3,7.8,27.5,2308,64.3,24.6,10.2,1,11.6,Tennessee,220,2,-52.99958626,-61.50154268,-8.501956417,3.876651982,0.035242291,50.57268722,49.42731278
Van Wert,OH,76.03062426,19.63339223,13584,10328,2667,77.67319022,20.49163676,14767,11470,3026,40.8554138,-84.591117,28262,13867,14395,3,94.4,1.2,0,0.3,0,21518,50974,1902,26130,1303,12.7,16.7,25.5,15.8,20.2,8.6,29.9,86,7.4,0.2,1.8,2,2.7,19.3,13522,84.3,9.7,5.8,0.2,5.3,Ohio,381,5,-56.39723204,-57.18155346,-0.784321426,1.348099922,0.0176916,49.06588352,50.93411648
Van Zandt,TX,85.00161372,12.87288487,21689,18436,2792,85.91620394,13.27612317,25753,22126,3419,32.56483801,-95.83766469,53607,26307,27300,10.3,84.3,2.6,0.5,0.5,0.1,39666,50061,2093,25394,1208,14.2,20.3,30,19.8,22.7,14.6,13,80.5,11.4,0.1,1,0.8,6.4,34.4,22384,74.5,15,10.3,0.3,5.9,Texas,726,29,-72.12872885,-72.64008077,-0.511351919,1.354300744,0.054097413,49.07381499,50.92618501
Vance,NC,36.95982188,61.57271531,19762,7304,12168,40.02768761,59.25147985,20948,8385,12412,36.36880673,-78.40670845,44420,20915,23505,7.3,40.6,49.8,0.3,0.5,0,32486,35246,2781,21188,2027,23,34.2,22.4,20.6,23.3,10.5,23.3,82.8,11.4,0,2.2,0.7,2.9,22.6,18129,76.3,18.5,5.1,0,11,North Carolina,1254,47,24.61289343,19.22379225,-5.389101184,2.823052679,0.105808195,47.08464656,52.91535344
Vanderburgh,IN,56.17521575,39.32348486,71957,40422,28296,53.94066759,44.35620077,77563,41838,34404,38.02658833,-87.58763124,181831,87869,93962,2.5,84.1,9.1,0.2,1.2,0.1,139528,44815,1408,26917,852,18,27.2,33.2,18.1,23.6,7.7,17.4,85.1,7.8,1.6,2,1.2,2.4,19.6,86719,87.3,9.2,3.4,0.1,5.2,Indiana,6844,80,-16.85173089,-9.584466821,7.267264074,3.763934643,0.043996898,48.32454312,51.67545688
Venango,PA,69.03511948,26.65188269,22096,15254,5889,69.79922131,28.53271242,26198,18286,7475,41.40323442,-79.75845449,52880,26094,26786,1.1,96.1,0.9,0,0.4,0,42057,46487,1389,25190,831,13.6,20.9,28.9,19.7,22.8,9.3,19.2,79.9,11.9,0.4,3.4,0.6,3.7,22.1,22971,77.4,16.1,6.3,0.2,7.6,Pennsylvania,313,1,-42.38323678,-41.26650889,1.116727891,0.591906203,0.001891074,49.34568835,50.65431165
Ventura,CA,39.06559563,55.15575976,259438,101351,143095,38.31394749,59.54797546,417057,159791,248349,34.44465746,-119.0910613,847834,419536,428298,42.3,46.1,1.6,0.3,7,0.1,551510,81972,983,35771,447,10.3,14.4,37.8,17.1,23.3,11.7,10,78.2,11.5,1.3,1.8,1.5,5.7,26.6,410179,77.8,13.7,8.4,0.1,6.6,California,14767,167,16.09016412,21.23402796,5.143863839,1.741732462,0.019697252,49.48327149,50.51672851
Vermilion,IL,62.35779724,33.14205175,29799,18582,9876,65.50273587,32.61852801,31617,20710,10313,40.18417171,-87.73384359,79207,39325,39882,4.8,78.8,13.9,0.3,0.9,0,59217,44930,1688,23416,637,19.8,30.7,26.9,20,22.6,9.2,21.2,84.7,7.8,0.8,2.7,0.8,3.2,19.8,31973,79,14.3,6.4,0.2,8.3,Illinois,2036,12,-29.21574549,-32.88420786,-3.668462368,2.570479882,0.015150176,49.64838966,50.35161034
Vermilion,LA,78.43424544,18.78984675,25253,19807,4745,80.25911287,18.33186942,27324,21930,5009,29.83517605,-92.30292538,59841,29021,30820,3.3,78.4,14.2,0.5,2.2,0,43321,49266,2780,23608,928,17.9,22.3,26,17.3,25.3,17.1,14.2,81,11.3,0.1,3.2,1.6,2.8,28.7,24871,81.1,12.9,6.1,0,7.3,Louisiana,2147,70,-59.64439869,-61.92724345,-2.282844764,3.587841112,0.116976655,48.49684999,51.50315001
Vermillion,IN,65.25386952,30.10270505,6913,4511,2081,69.30481283,28.67647059,7480,5184,2145,39.8523352,-87.46160542,15644,7716,7928,1.1,96.8,0.4,0.3,0.2,0,12079,45440,2242,23891,1540,13.4,16.7,25.3,15,22.1,12.7,24.8,81.1,12.4,0.7,2.6,0.4,2.7,24.3,6440,79.4,13.4,7,0.2,5.1,Indiana,318,2,-35.15116447,-40.62834225,-5.477177773,2.032728203,0.012784454,49.32242393,50.67757607
Vernon,MO,76.09608209,19.89272388,8576,6526,1706,77.85901353,20.75512876,9164,7135,1902,37.8457799,-94.34127305,20665,10060,10605,2.1,94.1,1.1,0.6,0.6,0,15549,41479,2061,22369,1407,15.2,21.9,31.6,19.3,19.6,13.9,15.6,75.9,10.2,0.3,4.1,1.3,8.2,17.1,9505,75.9,13.9,9.2,1,4.1,Missouri,385,3,-56.20335821,-57.10388477,-0.900526558,1.863053472,0.0145173,48.68134527,51.31865473
Vernon,WI,49.27781301,44.7474107,14193,6994,6351,51.64006535,46.85811235,15914,8218,7457,43.59422667,-90.8324691,30378,15240,15138,1.6,96.3,0.4,0.3,0.5,0,22384,49996,1802,25314,1582,16.6,25.7,31.4,18.2,18.9,13.3,18.2,78.4,7.2,0.6,3.8,2.5,7.5,24.5,13425,75.6,13.2,10.7,0.5,2.9,,0,0,-4.530402311,-4.781952997,-0.251550686,0,0,50.16788465,49.83211535
Vernon,LA,80.98959899,16.02236518,16633,13471,2665,81.69446375,16.78248784,17268,14107,2898,31.10884837,-93.18153838,51906,27614,24292,9.4,70.1,14.1,1.4,1.7,0.4,37964,46620,1257,22583,874,16.9,22.6,30.7,19.2,24.1,16.4,9.5,85,8.4,0.1,2.6,1.9,1.9,21.6,17386,64.8,30.8,4.3,0.1,8.7,Louisiana,1136,56,-64.96723381,-64.91197591,0.055257903,2.188571649,0.107887335,53.20001541,46.79998459
Victoria,TX,68.48736788,28.49639082,31032,21253,8843,68.25610291,30.32012864,34205,23347,10371,28.79780988,-96.96813006,91518,44790,46728,46,45.4,5.8,0.1,1.1,0,64245,55740,2218,28181,1001,14.8,20.8,30,17.3,25.3,13.2,14.1,81.3,12.1,0.9,0.8,0.8,4.1,20,43077,80.5,11.4,7.8,0.3,5.1,Texas,4324,98,-39.99097706,-37.93597427,2.055002783,4.7247536,0.10708276,48.9411919,51.0588081
Vigo,IN,55.40701054,40.2385706,39569,21924,15922,56.22921111,41.47454867,43593,24512,18080,39.42944561,-87.39169027,107723,54651,53072,2.6,85.8,6.2,0.2,1.9,0,83521,42030,1275,22932,866,19.9,25,32.5,21,22.1,7.3,17.1,82.1,9.4,1.2,3.1,1.3,2.9,19.9,47559,83,13.5,3.5,0.1,7.9,Indiana,3201,52,-15.16843994,-14.75466245,0.413777495,2.971510262,0.048271957,50.73289827,49.26710173
Vilas,WI,60.72251542,35.44934215,13453,8169,4769,60.25766153,38.40848461,15369,9261,5903,46.05467334,-89.51719204,21465,10734,10731,2.2,85,0.1,8.9,0.6,0.1,17737,42720,1563,29058,1266,15.3,22.2,29.5,24.5,23.4,13.5,9.1,80,8.5,0,3.8,1.2,6.5,19.5,9038,71,15.9,12.8,0.3,7.9,,0,0,-25.27317327,-21.84917691,3.423996355,0,0,50.00698812,49.99301188
Vinton,OH,70.44316707,24.69868348,5393,3799,1332,76.66892579,22.12809217,5902,4525,1306,39.25208988,-82.4831444,13142,6608,6534,0.5,96.8,0.5,0.1,0.1,0,10135,41541,3335,19876,1106,21.1,31.6,22.5,22,16.3,16.6,22.5,86.3,8.6,0.4,1.4,0.9,2.4,31.7,5241,77,17.5,5.5,0,10.6,Ohio,139,5,-45.74448359,-54.54083362,-8.796350026,1.057677675,0.03804596,50.2815401,49.7184599
Virginia Beach city,VA,49.09876888,44.65079476,171876,84389,76744,46.17970566,51.58748643,227561,105087,117393,,,450057,221350,228707,7.8,62.5,18.4,0.2,6.5,0.1,334514,70500,1124,34607,477,8,11.4,40,17.2,25.8,9,8,82.1,8.4,0.9,2.7,2.1,3.8,23.7,219573,74.3,21.2,4.4,0.2,5.3,,0,0,-4.447974121,5.407780771,9.855754892,0,0,49.18265909,50.81734091
Volusia,FL,54.84472002,41.79459401,260304,142763,108793,56.44757398,42.36921508,307891,173797,130451,29.05858895,-81.18263252,518660,252651,266009,12.9,72.9,10.2,0.3,1.8,0,410687,43838,781,25871,544,16.1,24,31.3,20.8,26.8,10.9,10.2,80.5,8.9,1.1,1.2,2.6,5.8,25.4,212016,82.7,11.5,5.6,0.1,6.7,Florida,13186,324,-13.05012601,-14.0783589,-1.028232893,2.542320595,0.062468669,48.71225851,51.28774149
Wabash,IL,74.76860422,21.21436505,5402,4039,1146,75.60801144,22.31759657,5592,4228,1248,38.44272901,-87.84922065,11568,5684,5884,2,94.9,0.8,0.1,1.2,0,8845,49716,3423,25105,1155,13.1,14.8,27.9,17.7,16.8,13.2,24.4,83.6,11.6,0.1,0.5,0.6,3.4,20.3,5291,80.5,11.5,7.7,0.3,7.6,Illinois,265,6,-53.55423917,-53.29041488,0.263824292,2.290802213,0.05186722,49.13554633,50.86445367
Wabash,IN,73.19418561,22.49720462,13415,9819,3018,73.72242773,23.93478559,14598,10762,3494,40.84704239,-85.79328272,31848,15568,16280,2.5,94.5,0.9,0.7,0.2,0,24832,49052,1738,24700,971,13.3,22.7,30.3,18.2,20,10.3,21.2,86.6,4.8,0.7,4.6,0.5,2.8,19.6,15079,84.9,9.6,5.2,0.4,5.5,Indiana,630,12,-50.69698099,-49.78764214,0.909338849,1.978146194,0.037678975,48.8821904,51.1178096
Wabasha,MN,59.4100646,32.86297178,11764,6989,3866,62.25089715,35.85553944,13097,8153,4696,44.28424356,-92.23121312,21490,10729,10761,2.9,94.9,0.4,0,0.4,0,16620,61973,2672,32307,1257,6.1,5.8,34.4,15.2,22.3,11.2,16.9,76.9,9.9,1.9,5,0.9,5.4,23.8,11379,81.8,8.8,9.1,0.4,3.2,Minnesota,459,1,-26.54709283,-26.39535772,0.15173511,2.135877152,0.004653327,49.92554677,50.07445323
Wabaunsee,KS,70.5988024,23.14371257,3340,2358,773,72.85677286,24.76042476,3861,2813,956,38.95471985,-96.20350509,6918,3492,3426,3.4,93,0.3,0.4,0.5,0,5188,58947,3439,25790,1031,6.1,6.7,35.5,15,24.5,13.7,11.3,77.6,10.7,0.4,3.1,1.5,6.7,27,3376,73.2,19.8,6.7,0.4,4.3,Kansas,113,1,-47.45508982,-48.0963481,-0.641258276,1.633420064,0.014455045,50.47701648,49.52298352
Wadena,MN,70.16246011,24.427038,6894,4837,1684,72.05325675,26.40647435,7661,5520,2023,46.58589171,-94.96968506,13626,6757,6869,1.8,94.7,1.1,0.7,0.4,0,10229,45018,3124,24200,1469,15,17.4,23.9,18.1,23.4,12.4,22.2,78.3,9.8,0.5,4.6,1.2,5.7,21,6060,79.8,12.4,7.5,0.2,5.8,Minnesota,318,4,-45.73542211,-45.6467824,0.088639702,2.333773668,0.029355644,49.58902099,50.41097901
Wagoner,OK,73.50380849,21.47794918,31246,22967,6711,74.04210765,23.95155357,35338,26165,8464,35.96024096,-95.51911308,76830,37961,38869,5.7,72.1,3.4,8.2,1.4,0.1,56249,59210,1428,27337,598,10.7,14.6,32.7,14.6,26.6,11.7,14.3,84.7,9.2,0.1,0.5,1.6,3.9,26.1,35839,81.5,12.8,5.5,0.2,6.4,Oklahoma,2019,31,-52.02585931,-50.09055408,1.935305232,2.627879734,0.040348822,49.40908499,50.59091501
Wahkiakum,WA,56.92241749,35.31933133,2333,1328,824,58.51573187,39.32968536,2924,1711,1150,46.2918004,-123.4250831,4105,1985,2120,5.8,88.5,0.2,1.9,1.7,0,3349,49508,7468,26964,3059,13.9,18.2,30.1,18.1,17.6,15.7,18.4,74,8.8,3.3,3.9,2.1,7.9,24.6,1215,56.5,28.3,15.1,0,6.3,Washington,11,0,-21.60308616,-19.18604651,2.417039644,0.267965895,0,48.35566382,51.64433618
Wake,NC,37.89231612,58.39296199,510940,193607,298353,35.78859455,62.26476809,629804,225398,392146,35.78879266,-78.65249174,1023811,497677,526134,10,60.6,20,0.3,6.4,0,699342,73577,687,37315,342,10.1,13.4,50.1,13.8,23.4,6,6.7,79.5,8.7,1.1,1.3,1.3,8.2,24.9,536376,80.6,14.5,4.8,0.1,4.9,North Carolina,22120,277,20.50064587,26.47617354,5.975527671,2.160555024,0.027055775,48.61024154,51.38975846
Wakulla,FL,68.47627737,28.33680918,15344,10507,4348,69.81776765,29.00531511,18438,12873,5348,30.16548905,-84.39895211,31586,17528,14058,3.6,79.3,14.9,0.4,0.4,0,24756,57866,4026,22846,1104,12.6,15.9,33.3,19.5,25.5,14.2,7.5,84.6,10.1,0,1.3,0.8,3.2,32.7,13589,62.4,32.1,5.3,0.1,6.9,Florida,1350,11,-40.1394682,-40.81245254,-0.672984348,4.274045463,0.034825556,55.49293991,44.50706009
Waldo,ME,45.85947857,46.142289,22630,10378,10442,57.33558179,39.29173693,593,340,233,44.4858305,-69.12061935,39280,19269,20011,1.2,95.8,0.5,0.3,0.4,0,31212,50162,2047,27763,1129,14.3,18.7,35.9,17.5,21.8,12.6,12.1,75.9,10.6,0.4,3.9,1.3,7.9,26.4,18698,72.8,13.8,13.2,0.1,6.5,Maine,157,14,0.282810429,-18.04384486,-18.32665529,0.399694501,0.035641548,49.05549898,50.94450102
Walker,AL,82.78220429,15.34042335,29243,24208,4486,83.41477528,15.5146917,31106,25947,4826,33.80270512,-87.30027177,64927,31709,33218,2.4,89.4,6,0.1,0.5,0,49884,38872,1774,21217,778,21.5,31.4,26.3,17.7,23.4,14.3,18.3,85.8,10.5,0.3,1.1,0.9,1.4,29.2,24280,79.9,14.3,5.7,0.1,10,Alabama,3050,95,-67.44178094,-67.90008359,-0.458302646,4.69758344,0.146318173,48.83792567,51.16207433
Walker,GA,79.10940307,17.5988972,23939,18938,4213,78.72672918,19.59845088,29436,23174,5769,34.73376362,-85.30165174,68609,33911,34698,2,91.4,4.3,0.1,0.6,0,52835,43581,2245,22564,990,17.2,24.4,27.9,13.9,24.5,11.5,22.1,85.4,9.4,0.1,1,0.9,3.1,28.4,28821,81,13.1,5.7,0.1,7,Georgia,1996,47,-61.51050587,-59.1282783,2.38222757,2.909239313,0.068504132,49.42646009,50.57353991
Walker,TX,65.42701824,30.91500279,19683,12878,6085,65.00571042,33.31077366,23641,15368,7875,30.73872995,-95.57440968,70818,41435,29383,17.8,56.9,22.9,0.3,1.2,0,56277,41456,1745,17194,1111,24.3,24.3,31.7,27.7,22.1,8.8,9.7,82,8.6,0.1,3.9,1.6,3.8,25.8,24044,60.9,35,3.9,0.2,3.4,Texas,3946,62,-34.51201544,-31.69493676,2.817078682,5.57202971,0.087548363,58.5091361,41.4908639
Walla Walla,WA,54.99472934,38.81689093,16127,8869,6260,51.79399142,45.94420601,23300,12068,10705,46.23040051,-118.4775539,59862,30692,29170,21.1,72.3,1.4,0.5,1.5,0.1,42837,52630,2025,26651,1172,14.4,17.5,36,20.6,21.2,11.7,10.4,71.6,12.2,0.7,8,2.3,5.2,15.6,26496,72.4,20.8,6.6,0.3,6,Washington,1305,7,-16.17783841,-5.849785408,10.328053,2.180014032,0.011693562,51.27125722,48.72874278
Wallace,KS,91.27086008,5.776636714,779,711,45,93.26805386,5.385556916,817,762,44,38.91686134,-101.7638876,1591,802,789,5.1,93.7,0,0,0,0,1137,60000,12814,29931,4672,10.6,16.6,46,16.6,17.8,9.4,10.2,75.7,7,0,6.2,0.3,10.9,13.9,776,64.2,19.1,15.5,1.3,5.4,Kansas,87,0,-85.49422336,-87.88249694,-2.388273577,5.468258957,0,50.40854808,49.59145192
Waller,TX,62.96739456,34.3643434,16715,10525,5744,62.81115975,35.94641199,22617,14206,8130,30.01058447,-95.99011759,48443,24209,24234,29.4,43,24.9,0.1,0.7,0,32066,53506,4971,23888,1274,18,25.1,26.5,21.5,25,14,13,78.7,10.8,0.9,3.9,1.4,4.4,30,21837,75.6,15.9,7.9,0.6,7.8,Texas,1015,17,-28.60305115,-26.86474776,1.738303396,2.095245959,0.035092789,49.97419648,50.02580352
Wallowa,OR,67.63227197,26.26286809,4177,2825,1097,66.10764431,31.57176287,5128,3390,1619,45.57894064,-117.183538,6864,3297,3567,2.7,93.4,0.2,0.2,0.3,0.1,5589,44877,3973,26898,1786,13.7,21.3,34.6,17.9,23.2,13.5,10.7,69.7,8.1,0,11.3,2.2,8.7,16.1,3034,68.4,18.4,13.2,0.1,4.9,Oregon,58,2,-41.36940388,-34.53588144,6.833522443,0.844988345,0.029137529,48.03321678,51.96678322
Walsh,ND,65.83755228,25.66585956,4543,2991,1166,69.49613213,27.86953795,4783,3324,1333,48.36876964,-97.72574783,10920,5606,5314,11.1,84.9,0.3,1.6,1,0,8177,50781,3287,30693,1999,9.9,10.1,30.9,15.5,18.3,18.7,16.6,79.4,9.3,0.2,4.6,1,5.5,16.1,5545,74.4,15.3,9.8,0.4,2.6,North Dakota,682,2,-40.17169271,-41.62659419,-1.454901474,6.245421245,0.018315018,51.33699634,48.66300366
Walthall,MS,57.09933999,41.88525977,5909,3374,2475,59.88463555,39.08407621,5721,3426,2236,31.14971548,-90.10446654,14670,7186,7484,0.6,52.7,45.7,0,0.5,0,11063,31077,4182,20155,3384,26.3,36.5,29.8,14,22.6,16.4,17.2,82.4,11.5,0.2,0.7,2.5,2.7,35.1,5553,72.2,16.3,11.4,0.1,6.7,Mississippi,651,27,-15.21408022,-20.80055934,-5.586479126,4.437627812,0.18404908,48.98432175,51.01567825
Walton,FL,76.56664382,20.44459012,33559,25695,6861,75.23409309,23.60571872,43786,32942,10336,30.64204028,-86.16935664,63457,32216,31241,6,84.3,4.9,0.5,1.2,0.2,48942,50619,1771,30853,1560,17,30.9,35.5,21.3,24.7,11.7,6.8,80,9.3,0.2,1.2,2.1,7.2,28.2,27853,78,12.8,9.1,0.2,5.7,Florida,2586,30,-56.1220537,-51.62837437,4.49367933,4.075200529,0.047276108,50.76823676,49.23176324
Walton,GA,76.9152752,20.47990105,40425,31093,8279,74.03172479,24.86420531,50812,37617,12634,33.78017694,-83.73552314,88695,43120,45575,4,75.9,16.5,0.2,1.2,0.1,64874,55876,1856,25184,797,12.8,18.5,28.5,15.3,27.8,14.4,14.1,82.3,11.6,0.1,1,1.1,3.9,32.3,39299,79.2,14.6,5.9,0.2,6.9,Georgia,2710,73,-56.43537415,-49.16751948,7.267854666,3.055414623,0.082304527,48.61604375,51.38395625
Walworth,SD,76.5442067,18.44973759,2477,1896,457,76.20155039,21.89922481,2580,1966,565,45.43019636,-100.0307514,5502,2678,2824,2,79.8,0.5,12.2,2,0.4,4149,46623,7342,29457,3359,10.2,10.8,36.9,21.1,20.2,12.1,9.7,72.6,14.9,1.1,5,1.5,4.9,15.2,2741,69.9,15.4,14.4,0.3,3.7,South Dakota,289,10,-58.09446912,-54.30232558,3.792143534,5.252635405,0.18175209,48.67320974,51.32679026
Walworth,WI,57.04567926,36.99031046,50570,28848,18706,58.76918803,39.56206154,57588,33844,22783,42.66858202,-88.54163073,102917,51330,51587,11.1,85.5,1,0.2,1,0.1,76828,58401,1447,29192,627,12.4,13.2,30.8,19.1,22.9,10,17.2,81.3,8.4,0.6,3.9,1.3,4.6,24,53327,81.9,11.9,6,0.2,5.6,,0,0,-20.0553688,-19.20712648,0.848242311,0,0,49.8751421,50.1248579
Wapello,IA,58.08215524,37.28327554,14996,8710,5591,60.94920899,37.28303337,15613,9516,5821,41.03064984,-92.40954728,35321,17441,17880,10.5,83.8,2.9,0.1,0.9,0.2,25734,43329,1725,23413,1153,17,21.9,26.6,17.6,19.2,11,25.6,82.1,10.4,0.3,2.2,2.1,2.8,18.1,16269,82.8,11.4,5.7,0.1,6.3,Iowa,1680,64,-20.7988797,-23.66617562,-2.867295922,4.756377226,0.181195323,49.37855667,50.62144333
Ward,ND,69.2490972,21.56286065,26861,18601,5792,70.71443744,25.81958507,28246,19974,7293,48.22390169,-101.5436763,69628,36366,33262,5.6,84.1,3.6,2.3,1.4,0.1,51715,64159,2483,33414,1171,8.4,10.2,32.1,17.5,24.5,12.6,13.3,82.8,10.3,0.3,2.5,0.7,3.4,18.9,36497,78.3,16.1,5.6,0.1,2.7,North Dakota,3897,56,-47.68623655,-44.89485237,2.791384183,5.59688631,0.080427414,52.22898834,47.77101166
Ward,TX,74.45062994,22.85379432,3413,2541,780,80.26772434,18.86465047,4034,3238,761,31.50999644,-103.0927909,11498,5790,5708,52.2,41.4,4.8,0.6,0.3,0,7730,63333,5589,26860,2095,11.6,12.7,28.6,16.4,17.3,19.2,18.6,82.3,9.1,0,1.5,3,4.1,21.7,4823,75.1,17.3,7.5,0.1,6.1,Texas,175,1,-51.59683563,-61.40307387,-9.806238244,1.522003827,0.008697165,50.35658375,49.64341625
