,Neighborhood,Topic,Frequency
1952,Fenway,Crime,0
1953,Downtown,Crime,0
1954,South End,Crime,0
1955,Roxbury,Crime,1
1956,Fenway,Crime,0
1957,Brighton,Crime,0
1958,Downtown,Crime,0
1959,Fenway,Crime,0
1960,Back Bay,Crime,0
1961,Beacon Hill,Crime,0
1962,Beacon Hill,Crime,0
1963,Dorchester,Crime,14
1964,Dorchester,Crime,2
1965,Beacon Hill,Crime,0
1966,Roxbury,Crime,0
1967,Beacon Hill,Crime,0
1968,Jamaica Plain,Crime,0
1969,Fenway,Crime,0
1970,Beacon Hill,Crime,0
1971,Roxbury,Crime,0
1972,Beacon Hill,Crime,0
1973,Roxbury,Crime,0
1974,South Boston,Crime,0
1975,Dorchester,Crime,0
1976,Brighton,Crime,0
1977,Allston,Crime,0
1978,Roxbury,Crime,3
1979,West Roxbury,Crime,3
1980,Hyde Park,Crime,3
1981,Back Bay,Crime,3
1982,Back Bay,Crime,1
1983,Roxbury,Crime,1
1984,West Roxbury,Crime,1
1985,Hyde Park,Crime,1
1986,Charlestown,Crime,1
1987,Roxbury,Crime,0
1988,Back Bay,Crime,1
1989,Roxbury,Crime,1
1990,West Roxbury,Crime,1
1991,Fenway,Crime,0
1992,Beacon Hill,Crime,1
1993,Fenway,Crime,0
1994,South End,Crime,1
1995,Charlestown,Crime,0
1996,South Boston,Crime,0
1997,Downtown,Crime,0
1998,Roxbury,Crime,0
1999,West Roxbury,Crime,0
2000,South Boston,Crime,0
2001,Roxbury,Crime,0
2002,Fenway,Crime,1
2003,Dorchester,Crime,0
2004,Hyde Park,Crime,0
2005,Roxbury,Crime,5
2006,South End,Crime,20
2007,Brighton,Crime,0
2008,Downtown,Crime,0
2009,Back Bay,Crime,2
2010,South End,Crime,2
2011,Roxbury,Crime,2
2012,Dorchester,Crime,2
2013,South End,Crime,0
2014,Jamaica Plain,Crime,5
2015,Downtown,Crime,0
2016,Fenway,Crime,3
2017,Beacon Hill,Crime,0
2018,Fenway,Crime,1
2019,Back Bay,Crime,3
2020,Roxbury,Crime,7
2021,Dorchester,Crime,7
2022,Jamaica Plain,Crime,3
2023,Jamaica Plain,Crime,0
2024,Fenway,Crime,1
2025,Roxbury,Crime,14
2026,Roxbury,Crime,0
2027,Downtown,Crime,0
2028,Charlestown,Crime,0
2029,South Boston,Crime,0
2030,East Boston,Crime,0
2031,Fenway,Crime,0
2032,Back Bay,Crime,2
2033,South End,Crime,2
2034,Roxbury,Crime,2
2035,Mattapan,Crime,2
2036,Mattapan,Crime,3
2037,East Boston,Crime,0
2038,Downtown,Crime,0
2039,Beacon Hill,Crime,8
2040,Roxbury,Crime,8
2041,Mission Hill,Crime,8
2042,Dorchester,Crime,8
2043,South End,Crime,1
2044,Fenway,Crime,0
2045,Hyde Park,Crime,3
2046,Fenway,Crime,0
2047,Downtown,Crime,2
2048,Charlestown,Crime,0
2049,South Boston,Crime,1
2050,Downtown,Crime,0
2051,Beacon Hill,Crime,0
2052,Beacon Hill,Crime,1
2053,Roxbury,Crime,0
2054,Roxbury,Crime,0
2055,Fenway,Crime,0
2056,Mattapan,Crime,0
2057,Roslindale,Crime,0
2058,Hyde Park,Crime,0
2059,Beacon Hill,Crime,0
2060,Back Bay,Crime,0
2061,Back Bay,Crime,2
2062,Beacon Hill,Crime,2
2063,Roxbury,Crime,1
2064,Beacon Hill,Crime,0
2065,Fenway,Crime,0
2066,South Boston,Crime,0
2067,Downtown,Crime,0
2068,Beacon Hill,Crime,0
2069,South Boston,Crime,0
2070,Roxbury,Crime,0
2071,Jamaica Plain,Crime,0
2072,Dorchester,Crime,0
2073,South Boston,Crime,0
2074,Downtown,Crime,0
2075,Roxbury,Crime,0
2076,Jamaica Plain,Crime,0
2077,Dorchester,Crime,0
2078,Hyde Park,Crime,0
2079,Beacon Hill,Crime,0
2080,Downtown,Crime,0
2081,Fenway,Crime,3
2082,Dorchester,Crime,0
2083,Beacon Hill,Crime,1
2084,Jamaica Plain,Crime,8
2085,Dorchester,Crime,4
2086,Downtown,Crime,0
2087,South End,Crime,0
2088,South Boston,Crime,0
2089,Beacon Hill,Crime,0
2090,South Boston,Crime,5
2091,Brighton,Crime,7
2092,Allston,Crime,7
2093,West End,Crime,7
2094,Dorchester,Crime,7
2095,Mattapan,Crime,7
2096,North End,Crime,0
2097,Downtown,Crime,0
2098,Charlestown,Crime,0
2099,Downtown,Crime,0
2100,East Boston,Crime,0
2101,South Boston,Crime,0
2102,Dorchester,Crime,0
2103,Charlestown,Crime,0
2104,Brighton,Crime,0
2105,Dorchester,Crime,0
2106,Fenway,Crime,6
2107,Back Bay,Crime,0
2108,Allston,Crime,1
2109,Dorchester,Crime,4
2110,Dorchester,Crime,0
2111,Beacon Hill,Crime,1
2112,Fenway,Crime,0
2113,South Boston,Crime,0
2114,Roxbury,Crime,0
2115,Hyde Park,Crime,0
2116,Roxbury,Crime,0
2117,Allston,Crime,7
2118,Downtown,Crime,7
2119,East Boston,Crime,7
2120,South Boston,Crime,7
2121,Roxbury,Crime,7
2122,Jamaica Plain,Crime,7
2123,Dorchester,Crime,7
2124,Dorchester,Crime,0
2125,Jamaica Plain,Crime,7
2126,Beacon Hill,Crime,0
2127,Fenway,Crime,0
2128,Roxbury,Crime,5
2129,Brighton,Crime,2
2130,Back Bay,Crime,1
2131,Fenway,Crime,0
2132,Fenway,Crime,0
2133,Downtown,Crime,0
2134,Beacon Hill,Crime,22
2135,Downtown,Crime,0
2136,East Boston,Crime,0
2137,South End,Crime,0
2138,Jamaica Plain,Crime,0
2139,Dorchester,Crime,0
2140,Back Bay,Crime,0
2141,South Boston,Crime,0
2142,South End,Crime,0
2143,Dorchester,Crime,7
2144,Beacon Hill,Crime,0
2145,Dorchester,Crime,1
2146,Fenway,Crime,0
2147,North End,Crime,0
2148,Beacon Hill,Crime,0
2149,Beacon Hill,Crime,0
2150,Charlestown,Crime,2
2151,Downtown,Crime,37
2152,Roxbury,Crime,0
2153,Dorchester,Crime,0
2154,Roxbury,Crime,0
2155,South End,Crime,16
2156,Roxbury,Crime,0
2157,Roxbury,Crime,0
2158,Mattapan,Crime,0
2159,East Boston,Crime,1
2160,Beacon Hill,Crime,0
2161,Charlestown,Crime,0
2162,Fenway,Crime,0
2163,South Boston,Crime,0
2164,Fenway,Crime,0
2165,Charlestown,Crime,0
2166,Back Bay,Crime,1
2167,Hyde Park,Crime,12
2168,Beacon Hill,Crime,2
2169,Roxbury,Crime,0
2170,South Boston,Crime,0
2171,South Boston,Crime,0
2172,Jamaica Plain,Crime,0
2173,Dorchester,Crime,0
2174,Fenway,Crime,0
2175,Fenway,Crime,0
2176,Downtown,Crime,1
2177,Back Bay,Crime,2
2178,East Boston,Crime,0
2179,Beacon Hill,Crime,6
2180,Beacon Hill,Crime,9
2181,West End,Crime,0
2182,Back Bay,Crime,0
2183,Downtown,Crime,0
2184,Charlestown,Crime,0
2185,South Boston,Crime,0
2186,Fenway,Crime,0
2187,Beacon Hill,Crime,0
2188,Downtown,Crime,0
2189,Roxbury,Crime,0
2190,West Roxbury,Crime,0
2191,Roxbury,Crime,0
2192,Mattapan,Crime,0
2193,West Roxbury,Crime,0
2194,Downtown,Crime,4
2195,South Boston,Crime,4
2196,South Boston Waterfront,Crime,4
2197,Roxbury,Crime,4
2198,Dorchester,Crime,4
2199,Roslindale,Crime,4
2200,West Roxbury,Crime,4
2201,Hyde Park,Crime,4
2202,Dorchester,Crime,1
2203,Jamaica Plain,Crime,1
2204,Fenway,Crime,0
2205,Downtown,Crime,0
2206,Charlestown,Crime,0
2207,East Boston,Crime,0
2208,Dorchester,Crime,1
2209,South Boston,Crime,0
2210,Downtown,Crime,0
2211,Roxbury,Crime,2
2212,Roxbury,Crime,0
2213,Dorchester,Crime,0
2214,South End,Crime,0
2215,Jamaica Plain,Crime,0
2216,North End,Crime,0
2217,Downtown,Crime,2
2218,East Boston,Crime,0
2219,Downtown,Crime,0
2220,East Boston,Crime,0
2221,Back Bay,Crime,1
2222,Roxbury,Crime,1
2223,West Roxbury,Crime,1
2224,Charlestown,Crime,0
2225,Roxbury,Crime,2
2226,North End,Crime,0
2227,South Boston,Crime,0
2228,Downtown,Crime,2
2229,Jamaica Plain,Crime,0
2230,East Boston,Crime,0
2231,Beacon Hill,Crime,1
2232,Dorchester,Crime,1
2233,Fenway,Crime,0
2234,Back Bay,Crime,2
2235,South End,Crime,2
2236,Roxbury,Crime,2
2237,Downtown,Crime,0
2238,Roxbury,Crime,0
2239,South Boston,Crime,0
2240,Beacon Hill,Crime,0
2241,Downtown,Crime,0
2242,Fenway,Crime,0
2243,Back Bay,Crime,7
2244,East Boston,Crime,0
2245,Allston,Crime,0
2246,Downtown,Crime,0
2247,Dorchester,Crime,0
2248,South Boston,Crime,0
2249,North End,Crime,0
2250,Fenway,Crime,0
2251,Downtown,Crime,12
2252,East Boston,Crime,0
2253,Fenway,Crime,0
2254,Beacon Hill,Crime,3
2255,Downtown,Crime,0
2256,Brighton,Crime,0
2257,East Boston,Crime,0
2258,East Boston,Crime,1
2259,Roxbury,Crime,8
2260,Brighton,Crime,2
2261,Allston,Crime,2
2262,Hyde Park,Crime,2
2263,Hyde Park,Crime,1
2264,Fenway,Crime,0
2265,Back Bay,Crime,2
2266,Roxbury,Crime,2
2267,West Roxbury,Crime,2
2268,Fenway,Crime,0
2269,Allston,Crime,0
2270,South End,Crime,1
2271,Hyde Park,Crime,1
2272,Fenway,Crime,1
2273,Fenway,Crime,12
2274,Roxbury,Crime,0
2275,Dorchester,Crime,0
2276,Back Bay,Crime,1
2277,Roslindale,Crime,5
2278,Beacon Hill,Crime,0
2279,Back Bay,Crime,3
2280,Roxbury,Crime,3
2281,Jamaica Plain,Crime,3
2282,Roslindale,Crime,3
2283,West Roxbury,Crime,3
2284,Roxbury,Crime,0
2285,Dorchester,Crime,0
2286,Brighton,Crime,0
2287,Fenway,Crime,0
2288,Fenway,Crime,0
2289,Dorchester,Crime,10
2290,Mattapan,Crime,10
2291,East Boston,Crime,0
2292,Beacon Hill,Crime,0
2293,Roxbury,Crime,4
2294,Mattapan,Crime,4
2295,Roxbury,Crime,9
2296,Beacon Hill,Crime,0
2297,Fenway,Crime,0
2298,South Boston,Crime,0
2299,Dorchester,Crime,0
2300,Downtown,Crime,0
2301,Brighton,Crime,1
2302,Allston,Crime,0
2303,Fenway,Crime,0
2304,Fenway,Crime,0
2305,Fenway,Crime,0
2306,South Boston,Crime,0
2307,Mattapan,Crime,1
2308,South Boston,Crime,0
2309,South Boston,Crime,2
2310,Roxbury,Crime,2
2311,East Boston,Crime,0
2312,South End,Crime,0
2313,Roxbury,Crime,0
2314,Downtown,Crime,0
2315,Hyde Park,Crime,0
2316,Harbor Islands,Crime,0
2317,Allston,Crime,2
2318,Back Bay,Crime,2
2319,Brighton,Crime,0
2320,Allston,Crime,0
2321,East Boston,Crime,0
2322,East Boston,Crime,4
2323,South Boston,Crime,4
2324,Roxbury,Crime,4
2325,Dorchester,Crime,4
2326,West Roxbury,Crime,4
2327,Back Bay,Crime,1
2328,Downtown,Crime,3
2329,Beacon Hill,Crime,0
2330,Downtown,Crime,0
2331,South End,Crime,2
2332,East Boston,Crime,0
2333,Back Bay,Crime,0
2334,Roxbury,Crime,0
2335,Roxbury,Crime,0
2336,Mattapan,Crime,0
2337,West Roxbury,Crime,0
2338,Roxbury,Crime,3
2339,West Roxbury,Crime,3
2340,Dorchester,Crime,4
2341,Downtown,Crime,0
2342,Back Bay,Crime,1
2343,East Boston,Crime,1
2344,Brighton,Crime,0
2345,Dorchester,Crime,2
2346,South Boston,Crime,0
2347,South Boston,Crime,0
2348,South Boston,Crime,0
2349,Fenway,Crime,0
2350,Brighton,Crime,0
2351,Allston,Crime,0
2352,Charlestown,Crime,2
2353,South Boston,Crime,2
2354,Roxbury,Crime,2
2355,Dorchester,Crime,2
2356,Downtown,Crime,0
2357,Back Bay,Crime,4
2358,Dorchester,Crime,4
2359,Fenway,Crime,0
2360,Downtown,Crime,0
2361,Fenway,Crime,1
2362,Roxbury,Crime,0
2363,Dorchester,Crime,0
2364,Mattapan,Crime,0
2365,Fenway,Crime,2
2366,Back Bay,Crime,2
2367,Mattapan,Crime,9
2368,Dorchester,Crime,9
2369,Mattapan,Crime,9
2370,South Boston,Crime,0
2371,South End,Crime,0
2372,Jamaica Plain,Crime,0
2373,Dorchester,Crime,0
2374,Dorchester,Crime,1
2375,Fenway,Crime,3
2376,Downtown,Crime,0
2377,South Boston,Crime,0
2378,Dorchester,Crime,0
2379,Brighton,Crime,0
2380,Charlestown,Crime,0
2381,East Boston,Crime,0
2382,Beacon Hill,Crime,0
2383,Jamaica Plain,Crime,0
2384,Dorchester,Crime,0
2385,Mattapan,Crime,0
2386,Roslindale,Crime,0
2387,Hyde Park,Crime,0
2388,Hyde Park,Crime,0
2389,Dorchester,Crime,23
2390,Mattapan,Crime,23
2391,Back Bay,Crime,3
2392,Roxbury,Crime,3
2393,West Roxbury,Crime,3
2394,Hyde Park,Crime,3
2395,South End,Crime,0
2396,Roxbury,Crime,0
2397,Beacon Hill,Crime,1
2398,Dorchester,Crime,1
2399,Beacon Hill,Crime,0
2400,South Boston,Crime,3
2401,Dorchester,Crime,6
2402,Fenway,Crime,0
2403,Back Bay,Crime,2
2404,Roxbury,Crime,2
2405,West Roxbury,Crime,2
2406,Beacon Hill,Crime,0
2407,Fenway,Crime,0
2408,Fenway,Crime,0
2409,Dorchester,Crime,0
2410,South End,Crime,2
2411,Fenway,Crime,0
2412,Beacon Hill,Crime,0
2413,Dorchester,Crime,3
2414,Roxbury,Crime,4
2415,Downtown,Crime,0
2416,Dorchester,Crime,0
2417,Brighton,Crime,0
2418,Allston,Crime,0
2419,Mission Hill,Crime,0
2420,Jamaica Plain,Crime,0
2421,Roslindale,Crime,0
2422,Mattapan,Crime,10
2423,Downtown,Crime,0
2424,South End,Crime,0
2425,Roxbury,Crime,4
2426,Jamaica Plain,Crime,4
2427,Roxbury,Crime,0
2428,Charlestown,Crime,0
2429,East Boston,Crime,0
2430,Roxbury,Crime,0
2431,Hyde Park,Crime,1
2432,Hyde Park,Crime,0
2433,Fenway,Crime,0
2434,South End,Crime,26
2435,Back Bay,Crime,0
2436,North End,Crime,0
2437,South Boston,Crime,0
2438,Dorchester,Crime,0
2439,Jamaica Plain,Crime,0
2440,East Boston,Crime,0
2441,Roxbury,Crime,0
2442,Fenway,Crime,4
2443,Back Bay,Crime,0
2444,Charlestown,Crime,0
2445,Charlestown,Crime,10
2446,Downtown,Crime,4
2447,Fenway,Crime,0
2448,Fenway,Crime,2
2449,Roxbury,Crime,2
2450,Mattapan,Crime,2
2451,Roslindale,Crime,2
2452,West Roxbury,Crime,2
2453,Hyde Park,Crime,2
2454,Jamaica Plain,Crime,2
2455,Downtown,Crime,0
2456,Beacon Hill,Crime,8
2457,South Boston,Crime,8
2458,South Boston Waterfront,Crime,8
2459,Downtown,Crime,0
2460,Fenway,Crime,1
2461,Back Bay,Crime,1
2462,Roxbury,Crime,1
2463,West Roxbury,Crime,1
2464,South End,Crime,0
2465,Brighton,Crime,0
2466,Allston,Crime,0
2467,Fenway,Crime,0
2468,Mission Hill,Crime,0
2469,South End,Crime,2
2470,Beacon Hill,Crime,0
2471,Back Bay,Crime,3
2472,Roxbury,Crime,3
2473,West Roxbury,Crime,3
2474,Beacon Hill,Crime,0
2475,Fenway,Crime,0
2476,Fenway,Crime,0
2477,East Boston,Crime,2
2478,Fenway,Crime,1
2479,Jamaica Plain,Crime,0
2480,Charlestown,Crime,1
2481,Downtown,Crime,0
2482,South End,Crime,0
2483,Beacon Hill,Crime,0
2484,Jamaica Plain,Crime,0
2485,South End,Crime,0
2486,Beacon Hill,Crime,0
2487,Jamaica Plain,Crime,1
2488,Downtown,Crime,49
2489,Fenway,Crime,0
2490,Fenway,Crime,0
2491,Charlestown,Crime,0
2492,Roxbury,Crime,0
2493,West Roxbury,Crime,0
2494,Roxbury,Crime,2
2495,Downtown,Crime,2
2496,South Boston,Crime,0
2497,Allston,Crime,0
2498,Harbor Islands,Crime,23
2499,Fenway,Crime,0
2500,Brighton,Crime,2
2501,Allston,Crime,2
2502,Fenway,Crime,2
2503,Mission Hill,Crime,2
2504,Charlestown,Crime,0
2505,Fenway,Crime,0
2506,South End,Crime,0
2507,Back Bay,Crime,2
2508,Dorchester,Crime,2
2509,Charlestown,Crime,0
2510,Brighton,Crime,0
2511,South End,Crime,0
2512,Mattapan,Crime,21
2513,Roslindale,Crime,7
2514,Hyde Park,Crime,7
2515,East Boston,Crime,1
2516,Beacon Hill,Crime,0
2517,East Boston,Crime,0
2518,Back Bay,Crime,4
2519,Roxbury,Crime,4
2520,West Roxbury,Crime,4
2521,Brighton,Crime,0
2522,South End,Crime,0
2523,Roslindale,Crime,0
2524,Hyde Park,Crime,0
2525,Beacon Hill,Crime,0
2526,Dorchester,Crime,0
2527,Dorchester,Crime,6
2528,East Boston,Crime,0
2529,Fenway,Crime,0
2530,South Boston,Crime,2
2531,Dorchester,Crime,1
2532,Dorchester,Crime,6
2533,Fenway,Crime,0
2534,Dorchester,Crime,0
2535,Mattapan,Crime,0
2536,Roslindale,Crime,0
2537,Downtown,Crime,0
2538,Dorchester,Crime,0
2539,Mattapan,Crime,0
2540,Brighton,Crime,0
2541,Beacon Hill,Crime,0
2542,Dorchester,Crime,0
2543,Downtown,Crime,0
2544,South Boston,Crime,0
2545,South Boston Waterfront,Crime,0
2546,Dorchester,Crime,0
2547,Jamaica Plain,Crime,0
2548,Fenway,Crime,0
2549,South End,Crime,9
2550,Roxbury,Crime,0
2551,West Roxbury,Crime,0
2552,South Boston,Crime,0
2553,Mattapan,Crime,7
2554,South Boston,Crime,0
2555,Jamaica Plain,Crime,0
2556,South Boston,Crime,3
2557,Dorchester,Crime,3
2558,Charlestown,Crime,1
2559,Hyde Park,Crime,0
2560,Downtown,Crime,0
2561,Roxbury,Crime,0
2562,Charlestown,Crime,1
2563,Beacon Hill,Crime,0
2564,Brighton,Crime,2
2565,Downtown,Crime,11
2566,Fenway,Crime,0
2567,Back Bay,Crime,1
2568,Roxbury,Crime,1
2569,West Roxbury,Crime,1
2570,Beacon Hill,Crime,2
2571,South Boston,Crime,0
2572,Dorchester,Crime,0
2573,Charlestown,Crime,0
2574,East Boston,Crime,0
2575,Back Bay,Crime,0
2576,Downtown,Crime,0
2577,Beacon Hill,Crime,0
2578,South Boston,Crime,0
2579,Roxbury,Crime,0
2580,Dorchester,Crime,0
2581,Dorchester,Crime,0
2582,Fenway,Crime,0
2583,Beacon Hill,Crime,0
2584,Beacon Hill,Crime,0
2585,Jamaica Plain,Crime,0
2586,Dorchester,Crime,0
2587,Beacon Hill,Crime,1
2588,Mattapan,Crime,1
2589,Dorchester,Crime,4
2590,Dorchester,Crime,2
2591,Roxbury,Crime,0
2592,Beacon Hill,Crime,0
2593,Beacon Hill,Crime,0
2594,North End,Crime,0
2595,Charlestown,Crime,0
2596,Charlestown,Crime,0
2597,East Boston,Crime,0
2598,Beacon Hill,Crime,1
2599,Downtown,Crime,0
2600,Brighton,Crime,3
2601,Fenway,Crime,0
2602,Jamaica Plain,Crime,0
2603,Fenway,Crime,0
2604,South Boston,Crime,0
2605,Brighton,Crime,4
2606,Beacon Hill,Crime,0
2607,Brighton,Crime,5
2608,Jamaica Plain,Crime,5
2609,Dorchester,Crime,5
2610,Fenway,Crime,0
2611,South Boston,Crime,0
2612,Downtown,Crime,5
2613,South End,Crime,0
2614,Roxbury,Crime,3
2615,West Roxbury,Crime,3
2616,Fenway,Crime,0
2617,Fenway,Crime,0
2618,South Boston,Crime,0
2619,Roxbury,Crime,0
2620,Roxbury,Crime,17
2621,Roxbury,Crime,0
2622,Back Bay,Crime,3
2623,Dorchester,Crime,0
2624,Roxbury,Crime,0
2625,Beacon Hill,Crime,0
2626,Roxbury,Crime,0
2627,West Roxbury,Crime,0
2628,South End,Crime,2
2629,Dorchester,Crime,14
2630,Beacon Hill,Crime,0
2631,Roxbury,Crime,0
2632,Beacon Hill,Crime,0
2633,Beacon Hill,Crime,0
2634,Downtown,Crime,1
2635,South Boston,Crime,1
2636,South Boston,Crime,1
2637,Fenway,Crime,1
2638,Downtown,Crime,0
2639,Beacon Hill,Crime,0
2640,Downtown,Crime,0
2641,Brighton,Crime,2
2642,South End,Crime,9
2643,Roxbury,Crime,9
2644,Charlestown,Crime,0
2645,Harbor Islands,Crime,12
2646,Roxbury,Crime,4
2647,South Boston,Crime,0
2648,Charlestown,Crime,0
2649,Jamaica Plain,Crime,0
2650,Charlestown,Crime,1
2651,East Boston,Crime,1
2652,Mattapan,Crime,6
2653,Dorchester,Crime,8
2654,Roxbury,Crime,0
2655,Mattapan,Crime,0
2656,Roxbury,Crime,1
2657,Downtown,Crime,2
2658,Dorchester,Crime,0
2659,East Boston,Crime,1
2660,Downtown,Crime,0
2661,Roxbury,Crime,0
2662,South Boston,Crime,10
2663,Allston,Crime,1
