,index,mapc_id,parloc_id,luc_adj_1,luc_adj_2,muni_id,muni,District,land_value,bldg_value,othr_value,total_value,lot_areaft,bldg_area,addr_num,addr_str,owner_city,owner_stat,owner_zip,median_hh_income,latitude,longitude,numTransitStops,walkscore,improve_value
1599,10229,1595284,F_709984_3049711,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,83300,6268.343086999999,0,22,ECKLUND DR,LOWELL,MA,1853,64955.0,42.6163818,-71.30006776,0.0,28.0,0.0
1600,10230,1595289,F_709686_3049731,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,74900,4194.503774,0,45,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61643859,-71.30117466,0.0,34.0,0.0
1601,10231,1595295,F_709748_3049746,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,74900,4253.946304,0,39,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61647935,-71.3009442,0.0,34.0,0.0
1602,10232,1595305,F_710009_3049774,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,78800,5053.3626509999995,0,18,ECKLUND DR,LOWELL,MA,1853,64955.0,42.6165545,-71.29997434,0.0,28.0,0.0
1603,10233,1595308,F_709811_3049762,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,80500,5419.749922,0,31-33,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61652284,-71.30071001,0.0,34.0,0.0
1604,10234,1595316,F_709875_3049761,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,81200,5683.882551,0,25,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61651969,-71.30047226,0.0,34.0,0.0
1605,10235,1595323,F_710532_3049794,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,74800,4308.318968,0,129,NELSON AVE,LOWELL,MA,1853,64955.0,42.616606,-71.29803121,0.0,23.0,0.0
1606,10236,1595326,F_710399_3049801,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,80800,5728.068244,0,119-121,NELSON AVE,LOWELL,MA,1853,64955.0,42.61662607,-71.29852524,0.0,23.0,0.0
1607,10237,1595327,F_710469_3049799,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,77100,4849.6071950000005,0,125,NELSON AVE,LOWELL,MA,1853,64955.0,42.61662012,-71.29826521,0.0,23.0,0.0
1608,10238,1595334,F_708987_3049795,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,36300,3788.904741,0,2,RIVERS EDGE RD,LOWELL,MA,1853,64955.0,42.61661863,-71.3037709,0.0,42.0,0.0
1609,10239,1595335,F_709888_3049824,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,78100,4959.828026,0,11,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61669247,-71.30042342,0.0,34.0,0.0
1610,10240,1595336,F_710335_3049817,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,75400,4465.040551,0,115,NELSON AVE,LOWELL,MA,1853,64955.0,42.61667038,-71.29876287,0.0,28.0,0.0
1611,10241,1595348,F_710007_3049838,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,77600,4819.311168,0,14,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61673012,-71.29998121,0.0,28.0,0.0
1612,10242,1595371,F_709860_3049886,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,80100,5503.46746,0,3,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61686277,-71.30052690000001,0.0,34.0,0.0
1614,10244,1595381,F_710380_3049915,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,77300,4811.683714,0,116,NELSON AVE,LOWELL,MA,1853,64955.0,42.61693899,-71.29859483,0.0,23.0,0.0
1615,10245,1595382,F_709792_3049569,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,115300,46593.19952,0,28,ECKLUND DR,LOWELL,MA,1853,64955.0,42.6159934,-71.30078227,0.0,34.0,0.0
1616,10246,1595384,F_710272_3049807,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,118500,60342.294160000005,0,101,NELSON AVE,LOWELL,MA,1853,64955.0,42.61664335,-71.298997,0.0,28.0,0.0
1617,10247,1595395,F_710465_3049927,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,81200,5822.5157229999995,0,126-128,NELSON AVE,LOWELL,MA,1853,64955.0,42.61697136,-71.29827895,0.0,23.0,0.0
1618,10248,1595401,F_709751_3049930,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,77900,4887.349864,0,88,RIVERS EDGE RD,LOWELL,MA,1853,64955.0,42.6169842,-71.30093146,0.0,34.0,0.0
1619,10249,1595409,F_710515_3049954,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,77200,4839.631793,0,132,NELSON AVE,LOWELL,MA,1853,64955.0,42.61704512,-71.29809296,0.0,23.0,0.0
1620,10250,1595411,F_710594_3049950,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,80800,5708.617689,0,136,NELSON AVE,LOWELL,MA,1853,64955.0,42.61703363,-71.2977995,0.0,23.0,0.0
1621,10251,1595448,F_710225_3050026,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,75700,4534.41812,0,140,ADIE WAY,LOWELL,MA,1853,64955.0,42.61724456,-71.29916969,0.0,28.0,0.0
1622,10252,1595454,F_710285_3050040,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,75000,4398.572881,0,136,ADIE WAY,LOWELL,MA,1853,64955.0,42.61728259,-71.29894666,0.0,32.0,0.0
1623,10253,1595461,F_710342_3050055,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,75100,4319.691449,0,130,ADIE WAY,LOWELL,MA,1853,64955.0,42.61732338,-71.29873477,0.0,26.0,0.0
1624,10254,1595498,F_710212_3050145,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,81900,5894.1678679999995,0,137-139,ADIE WAY,LOWELL,MA,1853,64955.0,42.61757116,-71.29921694,0.0,32.0,0.0
1625,10255,1595499,F_710698_3050154,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,75400,4453.529356,0,94,ADIE WAY,LOWELL,MA,1853,64955.0,42.6175927,-71.29741134,0.0,26.0,0.0
1626,10256,1595507,F_710280_3050160,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,79000,5174.298353,0,133,ADIE WAY,LOWELL,MA,1853,64955.0,42.61761188,-71.29896419,0.0,32.0,0.0
1627,10257,1595514,F_710758_3050167,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,76800,4743.423871,0,90,ADIE WAY,LOWELL,MA,1853,64955.0,42.61762798,-71.29718832,0.0,24.0,0.0
1628,10258,1595515,F_709467_3050119,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,96600,9545.291439,0,60,MCGUIGAN CIR,LOWELL,MA,1853,64955.0,42.617504600000004,-71.30198490000001,0.0,36.0,0.0
1629,10259,1595524,F_710346_3050180,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,85200,6693.028321,0,123-125,ADIE WAY,LOWELL,MA,1853,64955.0,42.61766633,-71.29871882,0.0,26.0,0.0
1630,10260,1595533,F_710797_3050199,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,75700,4522.464377,0,86,ADIE WAY,LOWELL,MA,1853,64955.0,42.61771553,-71.29704315,0.0,24.0,0.0
1631,10261,1595540,F_710193_3050219,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,78500,5241.452064,0,3,ADIE WAY,LOWELL,MA,1853,64955.0,42.61777433,-71.29928688,0.0,32.0,0.0
1632,10262,1595541,F_710463_3050217,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,80800,5665.479453,0,113-115,ADIE WAY,LOWELL,MA,1853,64955.0,42.6177671,-71.29828383,0.0,26.0,0.0
1633,10263,1595549,F_710253_3050235,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,75800,4501.471398,0,9,ADIE WAY,LOWELL,MA,1851,64955.0,42.61781785,-71.29906384,0.0,32.0,0.0
1634,10264,1595555,F_710528_3050239,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,75900,4558.764741,0,105,ADIE WAY,LOWELL,MA,1853,64955.0,42.61782704,-71.29804215,0.0,26.0,0.0
1635,10265,1595560,F_710827_3050255,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,75800,4584.786473,0,82,ADIE WAY,LOWELL,MA,1853,64955.0,42.61786899,-71.2969312,0.0,24.0,0.0
1636,10266,1595566,F_710602_3050257,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,82700,6152.763093,0,99-101,ADIE WAY,LOWELL,MA,1853,64955.0,42.61787595,-71.29776708,0.0,26.0,0.0
1637,10267,1595569,F_710318_3050257,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,82900,6184.11794,0,15-17,ADIE WAY,LOWELL,MA,1853,64955.0,42.61787779,-71.29882217,0.0,32.0,0.0
1638,10268,1595587,F_710424_3050297,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,74900,4221.948170000001,0,25,ADIE WAY,LOWELL,MA,1853,64955.0,42.61798686,-71.29842801,0.0,26.0,0.0
1639,10269,1595589,F_710848_3050313,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,76200,4484.767746,0,76,ADIE WAY,LOWELL,MA,1853,64955.0,42.618028,-71.29685267,0.0,24.0,0.0
1640,10270,1595600,F_710490_3050319,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,81200,5767.6059399999995,0,33-35,ADIE WAY,LOWELL,MA,1853,64955.0,42.61804679,-71.29818262,0.0,26.0,0.0
1641,10271,1595613,F_710557_3050341,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,74800,4324.159850999999,0,41,ADIE WAY,LOWELL,MA,1853,64955.0,42.61810672,-71.29793352,0.0,26.0,0.0
1642,10272,1595615,F_710243_3050348,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,81900,6051.9653020000005,0,2,ADIE WAY LOOP,LOWELL,MA,1853,64955.0,42.61812797,-71.2991,0.0,32.0,0.0
1643,10273,1595619,F_710860_3050370,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,75300,4356.846652,0,72,ADIE WAY,LOWELL,MA,1853,64955.0,42.61818432,-71.29680759,0.0,24.0,0.0
1644,10274,1595632,F_710691_3050377,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,75200,4334.226807999999,0,55,ADIE WAY,LOWELL,MA,1853,64955.0,42.61820463,-71.29743538,0.0,26.0,0.0
1645,10275,1595634,F_710564_3050296,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,109100,27348.089139999996,0,79,ADIE WAY,LOWELL,MA,1853,64955.0,42.61798321,-71.29790791,0.0,26.0,0.0
1646,10276,1595661,F_710438_3050418,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,81300,5857.20904,0,20,ADIE WAY LOOP,LOWELL,MA,1853,64955.0,42.61831877,-71.29837494,0.0,26.0,0.0
1647,10277,1595662,F_710861_3050431,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,76300,4515.9015899999995,0,68,ADIE WAY,LOWELL,MA,1853,64955.0,42.61835169,-71.29680333,0.0,24.0,0.0
1648,10278,1595674,F_710502_3050447,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,77300,4863.102938,0,40,ADIE WAY,LOWELL,MA,1853,64955.0,42.61839793,-71.29813692,0.0,26.0,0.0
1649,10279,1595676,F_710219_3050423,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,90800,7911.518448999999,0,6,ADIE WAY LOOP,LOWELL,MA,1853,64955.0,42.61833391,-71.29918851,0.0,32.0,0.0
1650,10280,1595683,F_710557_3050463,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,76800,4548.698917000001,0,44,ADIE WAY,LOWELL,MA,1853,64955.0,42.61844148,-71.29793245,0.0,26.0,0.0
1652,10282,1595705,F_710673_3050491,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,77700,4789.199071999999,0,56,ADIE WAY,LOWELL,MA,1853,64955.0,42.61851755,-71.29750124,0.0,26.0,0.0
1653,10283,1595707,F_710235_3050487,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,94700,8980.806152,0,10,ADIE WAY LOOP,LOWELL,MA,1853,64955.0,42.61850941,-71.29912851,0.0,32.0,0.0
1654,10284,1595724,F_710748_3050505,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,90700,7843.725337999999,0,60-62,ADIE WAY,LOWELL,MA,1853,64955.0,42.61855547,-71.29722249,0.0,24.0,0.0
1655,10285,1595742,F_710356_3050508,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,93500,8748.991692,0,41987,ADIE WAY LOOP,LOWELL,MA,1853,64955.0,42.61856625,-71.29867879,0.0,26.0,0.0
1656,10286,1595744,F_710412_3050496,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,92500,8467.693596,0,16,ADIE WAY LOOP,LOWELL,MA,1853,64955.0,42.61853296,-71.29847085,0.0,26.0,0.0
1657,10287,1595765,F_710640_3049981,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,174400,273967.5065,0,135,NELSON AVE,LOWELL,MA,1853,64955.0,42.61711839,-71.29762834,0.0,23.0,0.0
1659,10305,1597995,F_708005_3053077,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,88200,5522.990812,0,1095,GORHAM ST,LOWELL,MA,1853,64955.0,42.62563012,-71.30739151,0.0,62.0,0.0
1663,10325,1600221,F_709738_3054829,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,62100,3302.433968,0,40,GRIFFIN ST,LOWELL,MA,1854,37961.0,42.63042643,-71.30093728,0.0,65.0,0.0
1695,10397,1606343,F_707203_3058431,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,4100,665.4668554,0,130.1,APPLETON ST,BOSTON,MA,2106,23495.0,42.64032561,-71.31032715,0.0,97.0,0.0
1713,10491,1610120,F_704530_3061254,973,973,160,Lowell,18th Middlesex District,0.0,0.0,0,77300,3059.928121,0,45,SALEM ST,LOWELL,MA,0,14836.0,42.64808735,-71.32023902,0.0,93.0,0.0
1716,10494,1610171,F_704497_3061288,973,973,160,Lowell,18th Middlesex District,0.0,0.0,0,83500,4545.685785000001,0,53,SALEM ST,LOWELL,MA,1853,14836.0,42.64818083,-71.32036141,0.0,93.0,0.0
1717,10495,1610186,F_704439_3061306,973,973,160,Lowell,18th Middlesex District,0.0,0.0,0,84000,4572.872032,0,63,SALEM ST,LOWELL,MA,1853,14836.0,42.64823056,-71.32057685,0.0,93.0,0.0
1720,10499,1610265,F_704601_3061320,973,973,160,Lowell,18th Middlesex District,0.0,0.0,0,92800,6371.957657,0,718,MERRIMACK ST,LOWELL,MA,1854,14836.0,42.64826803,-71.3199746,0.0,93.0,0.0
1721,10500,1610268,F_704490_3061393,973,973,160,Lowell,18th Middlesex District,0.0,0.0,0,76500,3096.317134,0,22,DECATUR ST,LOWELL,MA,1854,14836.0,42.64846898,-71.32038661,0.0,93.0,0.0
1723,10502,1610291,F_704493_3061428,973,973,160,Lowell,18th Middlesex District,0.0,0.0,0,27300,900.2537481,0,18,DECATUR ST,LOWELL,MA,1854,14836.0,42.64856499,-71.32037518,0.0,93.0,0.0
1725,10505,1610316,F_704565_3061392,973,973,160,Lowell,18th Middlesex District,0.0,0.0,0,96900,7384.130302,0,724,MERRIMACK ST,LOWELL,MA,0,14836.0,42.6484658,-71.32010785,0.0,93.0,0.0
1726,10508,1610345,F_704545_3061441,973,973,160,Lowell,18th Middlesex District,0.0,0.0,0,80900,3816.5485380000005,0,730,MERRIMACK ST,LOWELL,MA,1854,14836.0,42.64860036,-71.3201818,0.0,93.0,0.0
1727,10511,1610369,F_704517_3061468,973,973,160,Lowell,18th Middlesex District,0.0,0.0,0,75900,2924.5983149999997,0,734,MERRIMACK ST,LOWELL,MA,1854,14836.0,42.64867461,-71.32028566,0.0,93.0,0.0
1732,10552,1612138,F_708527_3062682,973,973,160,Lowell,16th Middlesex District,0.0,0.0,0,60000,4887.206101,0,36,ALBION ST,LOWELL,MA,1853,42935.0,42.65198148,-71.30537056,0.0,81.0,0.0
1733,10555,1612198,F_708581_3062741,973,973,160,Lowell,16th Middlesex District,0.0,0.0,0,48500,2120.9168210000003,0,46,ALBION ST,LOWELL,MA,1854,42935.0,42.65214303,-71.30516934,0.0,81.0,0.0
1740,10601,1614961,F_708449_3064570,973,973,160,Lowell,16th Middlesex District,0.0,0.0,0,82900,4027.3402479999995,0,3,HARTS AVE,LOWELL,MA,1853,45942.0,42.65716232,-71.30564451,0.0,73.0,0.0
1741,10602,1614983,F_708507_3064544,973,973,160,Lowell,16th Middlesex District,0.0,0.0,0,103600,8067.76445,0,111,HILDRETH ST,LOWELL,MA,1853,45942.0,42.65709061,-71.30542912,0.0,73.0,0.0
1742,10604,1615046,F_708524_3064628,973,973,160,Lowell,16th Middlesex District,0.0,0.0,0,91700,10933.61122,0,3.1,HARTS AVE,LOWELL,MA,1853,45942.0,42.65732099,-71.30536521,0.0,73.0,0.0
1750,10679,1621701,M_117526_880423,973,973,161,Ludlow,7th Hampden District,97700.0,0.0,0,97700,123254.5231,0,0,GRANDVIEW AVENUE,LUDLOW,MA,1056,80714.0,42.16990118,-72.49817004,0.0,20.0,0.0
1752,10681,1622071,M_118065_880332,973,973,161,Ludlow,7th Hampden District,86400.0,0.0,0,86400,38652.072239999994,0,0,SUMMER AVENUE,LUDLOW,MA,1056,80714.0,42.16913856,-72.49163439,0.0,47.0,0.0
1771,10763,1652182,F_814072_2690519,973,973,201,New Bedford,13th Bristol District,3600.0,0.0,0,3600,1082.3885890000001,0,0,JOHN F KENNEDY HWY,NEW BEDFORD,MA,2740,27134.0,41.62941405,-70.92242295,0.0,80.0,0.0
1779,10773,1654749,F_814719_2686671,973,973,201,New Bedford,13th Bristol District,35100.0,0.0,0,35100,3797.2372960000002,0,0,S WATER ST,NEW BEDFORD,MA,2740,42697.0,41.61884226,-70.92015214,0.0,78.0,0.0
1810,10816,1661073,F_807068_2698099,973,973,201,New Bedford,9th Bristol District,27800.0,0.0,0,27800,8127.7175640000005,0,0,MOHAWK CT,NEW BEDFORD,MA,2740,70764.0,41.65034252,-70.94786157,0.0,52.0,0.0
1832,10842,1663406,F_813280_2697024,973,973,201,New Bedford,10th Bristol District,1152500.0,0.0,0,1152500,486195.9053,0,217,HERMAN MELVILLE BLVD,NEW BEDFORD,MA,2740,26101.0,41.64727986,-70.92515944,0.0,62.0,0.0
1841,10851,1663496,F_806332_2697948,970,970,201,New Bedford,9th Bristol District,11600.0,0.0,0,11600,4062.0050619999997,0,0,MASHPEE CT,NEW BEDFORD,MA,2740,70764.0,41.64994118,-70.95055803,0.0,49.0,0.0
1842,10852,1663509,F_806565_2697826,970,970,201,New Bedford,9th Bristol District,34300.0,0.0,0,34300,4223.812203,0,0,APACHE CT,NEW BEDFORD,MA,2740,70764.0,41.64960227,-70.94970841,0.0,53.0,0.0
1851,10861,1663589,F_805695_2697454,970,970,201,New Bedford,9th Bristol District,12700.0,0.0,0,12700,6453.971745000001,0,0,POTTER ST,NEW BEDFORD,MA,2740,70764.0,41.64859677,-70.95290029,0.0,41.0,0.0
1869,10879,1663911,F_806705_2698126,970,970,201,New Bedford,9th Bristol District,98100.0,0.0,0,98100,18590.86435,0,0,APACHE CT,NEW BEDFORD,MA,2740,70764.0,41.65042305,-70.94918909,0.0,52.0,0.0
1878,10888,1663967,F_805993_2697624,970,970,201,New Bedford,9th Bristol District,23600.0,0.0,0,23600,62411.19719,0,0,POTTER ST,NEW BEDFORD,MA,2740,70764.0,41.64905804,-70.95180599,0.0,51.0,0.0
1888,10899,1664051,F_807235_2698169,973,973,201,New Bedford,9th Bristol District,34300.0,0.0,0,34300,3848.57517,0,0,MOHAWK CT,NEW BEDFORD,MA,2740,70764.0,41.65053165,-70.94724889,0.0,54.0,0.0
1897,10908,1664107,F_807155_2698273,973,973,201,New Bedford,9th Bristol District,59100.0,0.0,0,59100,4902.795667,0,0,SHAWNEE CT,NEW BEDFORD,MA,2740,70764.0,41.65081847,-70.94753913,0.0,54.0,0.0
1898,10909,1664110,F_807181_2698223,973,973,201,New Bedford,9th Bristol District,63100.0,0.0,0,63100,6378.550268999999,0,0,SHAWNEE CT,NEW BEDFORD,MA,2740,70764.0,41.65068079,-70.94744519,0.0,54.0,0.0
1909,10920,1664285,F_807009_2698353,973,973,201,New Bedford,9th Bristol District,66800.0,0.0,0,66800,7420.676259000001,0,0,MOHAWK CT,NEW BEDFORD,MA,2740,70764.0,41.6510406,-70.94807143,0.0,52.0,0.0
1918,10932,1664868,F_810301_2699715,973,973,201,New Bedford,11th Bristol District,0.0,0.0,0,137900,32799.22345,0,0,COGGESHALL ST,NEW BEDFORD,MA,2740,29482.0,41.65471913,-70.93599347,0.0,67.0,0.0
1947,10961,1667620,F_814082_2704656,973,973,201,New Bedford,11th Bristol District,29200.0,0.0,0,29200,3213.525263,0,0,WHITMAN ST,NEW BEDFORD,MA,2740,47028.0,41.66820885,-70.92203599,0.0,83.0,0.0
1957,10973,1669569,F_806617_2709612,973,973,201,New Bedford,8th Bristol District,0.0,0.0,0,15300,5759.2738340000005,0,0,NEW PLAINVILLE RD,NEW BEDFORD,MA,2744,82500.0,41.68194474,-70.94923971,2.0,21.0,0.0
1980,10997,1671270,F_809275_2717859,973,973,201,New Bedford,11th Bristol District,64000.0,0.0,0,64000,7023.134169,0,0,MORTON AVE,NEW BEDFORD,MA,2740,57708.0,41.70452879,-70.93931127,10.0,38.0,0.0
1983,11000,1671318,F_808803_2717717,973,973,201,New Bedford,11th Bristol District,82300.0,0.0,0,82300,11436.93876,0,0,HANOVER ST,NEW BEDFORD,MA,2740,57708.0,41.70414761,-70.94104311,10.0,35.0,0.0
1986,11003,1671336,F_809187_2718207,973,973,201,New Bedford,11th Bristol District,57900.0,0.0,0,57900,4576.634653,0,0,MORTON AVE,NEW BEDFORD,MA,2740,57708.0,41.70548536,-70.93962515,9.0,31.0,0.0
1993,11010,1671622,F_808301_2715887,973,973,201,New Bedford,11th Bristol District,0.0,0.0,0,10300,2769.4650239999996,0,0,CHURCH ST,NEW BEDFORD,MA,2740,57708.0,41.6991347,-70.94292516,14.0,46.0,0.0
1996,11013,1671695,F_808732_2717874,973,973,201,New Bedford,11th Bristol District,81100.0,0.0,0,81100,12716.97756,0,0,HANOVER ST,NEW BEDFORD,MA,2740,57708.0,41.70457973,-70.94129934,10.0,35.0,0.0
2002,11019,1671850,F_809007_2717325,973,973,201,New Bedford,11th Bristol District,10700.0,0.0,0,10700,2964.270983,0,0,HANOVER ST,NEW BEDFORD,MA,2740,57708.0,41.703068200000004,-70.94030550000001,11.0,43.0,0.0
2003,11020,1671854,F_808920_2717349,973,973,201,New Bedford,11th Bristol District,10500.0,0.0,0,10500,2682.2073,0,0,HANOVER ST,NEW BEDFORD,MA,2740,57708.0,41.70313563,-70.94062351,10.0,43.0,0.0
2005,11022,1671867,F_809208_2718130,973,973,201,New Bedford,11th Bristol District,0.0,0.0,0,58600,4647.622474,0,0,MORTON AVE,NEW BEDFORD,MA,2740,57708.0,41.70527368,-70.93955009999999,10.0,31.0,0.0
2021,11038,1671978,F_808952_2717454,973,973,201,New Bedford,11th Bristol District,62800.0,0.0,0,62800,5906.266433,0,0,HANOVER ST,NEW BEDFORD,MA,2740,57708.0,41.7034232,-70.94050381,10.0,43.0,0.0
2031,11048,1672019,F_809238_2717546,973,973,201,New Bedford,11th Bristol District,69500.0,0.0,0,69500,8602.218209999999,0,0,MORTON AVE,NEW BEDFORD,MA,2740,57708.0,41.70367051,-70.9394543,10.0,45.0,0.0
2046,11064,1672100,F_808822_2718052,973,973,201,New Bedford,11th Bristol District,58800.0,0.0,0,58800,4867.641724,0,0,HANOVER ST,NEW BEDFORD,MA,2740,57708.0,41.70506658,-70.9409655,10.0,35.0,0.0
2048,11066,1672103,F_808987_2717772,973,973,201,New Bedford,11th Bristol District,303200.0,0.0,0,303200,83426.02849,0,0,HANOVER ST,NEW BEDFORD,MA,2740,57708.0,41.70429523,-70.940368,10.0,35.0,0.0
2050,11068,1672138,F_808990_2718178,973,973,201,New Bedford,11th Bristol District,58100.0,0.0,0,58100,5727.688198,0,0,HANOVER ST,NEW BEDFORD,MA,2740,57708.0,41.70540933,-70.94034726,10.0,26.0,0.0
2072,11197,1700118,M_103265_898229,970,970,214,Northampton,1st Hampshire District,0.0,0.0,0,111600,27017.13675,1322,28,WILLOW ST,NORTHAMPTON,MA,1060,80589.0,42.32856087,-72.67371382,14.0,37.0,0.0
2080,11227,1704710,M_104252_896609,970,970,214,Northampton,1st Hampshire District,0.0,0.0,0,103700,74906.94652,0,278,BURTS PIT RD,NORTHAMPTON,MA,1060,80589.0,42.31409924,-72.66147211,1.0,11.0,0.0
2093,11442,1732795,F_181904_2993821,973,973,236,Pittsfield,3rd Berkshire District,0.0,0.0,0,48300,19114.069209999998,0,0,DEPOT ST,PITTSFIELD,MA,1201,21329.0,42.44979,-73.2573693,14.0,90.0,0.0
2094,11443,1733053,F_181599_2994008,973,973,236,Pittsfield,3rd Berkshire District,0.0,0.0,0,77800,36547.23975,0,0,FRANCIS AVE,PITTSFIELD,MA,1201,21329.0,42.45028577,-73.25851344,12.0,80.0,0.0
2102,11462,1738332,F_189388_3000144,973,973,236,Pittsfield,3rd Berkshire District,0.0,0.0,0,51700,30053.87657,0,0,BOSSIDY DR,PITTSFIELD,MA,1201,50188.0,42.46755641,-73.23012036,0.0,15.0,0.0
2105,11467,1738527,F_189543_3000533,973,973,236,Pittsfield,3rd Berkshire District,0.0,0.0,0,66500,35661.39442,0,0,BENEDICT RD,PITTSFIELD,MA,1201,50188.0,42.46863223,-73.22957524,0.0,15.0,0.0
2109,11472,1738687,F_188712_3000656,970,970,236,Pittsfield,3rd Berkshire District,0.0,0.0,0,93500,374743.6609,0,0,BOSSIDY DR REAR,PITTSFIELD,MA,1201,50188.0,42.46892339,-73.23266382,0.0,10.0,0.0
2110,11473,1739558,F_184818_3002517,973,973,236,Pittsfield,3rd Berkshire District,0.0,0.0,0,5000,1672.488335,0,0,WAHCONAH ST,PITTSFIELD,MA,1201,48105.0,42.47381093,-73.24723455,3.0,38.0,0.0
2111,11474,1739598,F_184856_3002571,970,970,236,Pittsfield,3rd Berkshire District,0.0,0.0,0,3300,1629.747185,0,0,MOHAWK ST,PITTSFIELD,MA,1201,48105.0,42.47396121,-73.24709782,3.0,38.0,0.0
2116,11497,1745313,F_800921_2918135,970,970,243,Quincy,2nd Norfolk District,0.0,0.0,0,55500,3324.912053,0,25,PALMER STREET,QUINCY,MA,2170,26571.0,42.25426528,-70.96530562,0.0,17.0,0.0
2117,11498,1745345,F_800807_2917673,970,970,243,Quincy,2nd Norfolk District,0.0,0.0,0,241100,28242.1831,0,394,PALMER STREET,QUINCY,MA,2170,26571.0,42.25299949,-70.96573739,0.0,19.0,0.0
2138,11537,1749373,F_794328_2913946,970,970,243,Quincy,3rd Norfolk District,0.0,0.0,0,182600,6311.904334000001,0,197,SOUTH STREET (REAR),QUINCY,MA,2170,81064.0,42.24288121,-70.98975084,0.0,72.0,0.0
2139,11538,1749374,F_794365_2913959,970,970,243,Quincy,3rd Norfolk District,0.0,0.0,0,129500,1526.409208,0,199R,SOUTH STREET,QUINCY,MA,2170,81064.0,42.24291628,-70.98961391,0.0,64.0,0.0
2142,11541,1749415,F_793459_2913968,970,970,243,Quincy,3rd Norfolk District,0.0,0.0,0,248500,31593.25631,0,31,MARTENSEN STREET,QUINCY,MA,2170,81064.0,42.2429558,-70.99295962,0.0,82.0,0.0
2146,11577,1752088,F_785253_2912617,970,970,243,Quincy,1st Norfolk District,0.0,0.0,0,176600,5237.719188,0,85,STATION STREET,QUINCY,MA,2170,84583.0,42.23937841,-71.0232928,0.0,43.0,0.0
