,index,mapc_id,parloc_id,luc_adj_1,luc_adj_2,muni_id,muni,District,land_value,bldg_value,othr_value,total_value,lot_areaft,bldg_area,addr_num,addr_str,owner_city,owner_stat,owner_zip,median_hh_income,latitude,longitude,numTransitStops,walkscore,improve_value
115,1324,148907,F_648442_2876662,970,970,185,Milford,10th Worcester District,20600.0,0.0,0,20600,3405.525929,0,0,WEST MAPLE ST,MILFORD,MA,1757,71758.0,42.14169901,-71.52848264,3.0,68.0,0.0
135,1684,190894,M_104055_926332,973,973,268,Shelburne,1st Franklin District,0.0,0.0,0,45800,142666.3596,0,0,SOUTH SHELBURNE & ZF,TURNERS FALLS,MA,1376,0.0,42.58163394,-72.66880186,0.0,1.0,0.0
137,1783,196994,M_112535_915581,970,970,289,Sunderland,1st Franklin District,0.0,0.0,0,88600,91251.00278,0,0,NORTH MAIN ST,TURNERS FALLS,MA,1376,0.0,42.48585661,-72.56387631,0.0,4.0,0.0
138,1784,196995,M_112468_915610,970,970,289,Sunderland,1st Franklin District,0.0,0.0,0,83100,35049.97442,0,0,NORTH MAIN ST,TURNERS FALLS,MA,1376,0.0,42.48611014,-72.56469558,0.0,4.0,0.0
143,1861,206605,F_722271_2881406,973,973,307,Walpole,12th Norfolk District,0.0,0.0,0,40100,17076.415419999998,0,0,WINTHROP ST,WALPOLE,MA,2081,131107.0,42.15446163,-71.25620868,3.0,27.0,0.0
144,1862,206631,F_722365_2881461,973,973,307,Walpole,12th Norfolk District,0.0,0.0,0,160600,14802.32144,0,0,WINTHROP ST,WALPOLE,MA,2081,131107.0,42.15461182,-71.25586143,4.0,27.0,0.0
145,1863,206658,F_722268_2881534,973,973,307,Walpole,12th Norfolk District,0.0,0.0,0,159900,14883.32661,0,34,ALBANY RD,WALPOLE,MA,2081,131107.0,42.154812899999996,-71.25621839,3.0,27.0,0.0
146,1865,207023,F_722966_2882332,973,973,307,Walpole,12th Norfolk District,0.0,0.0,0,3200,1214.0946490000001,0,0,PEMBERTON ST,WALPOLE,MA,2081,131107.0,42.15699723,-71.25363568,2.0,40.0,0.0
148,1900,224258,F_707052_2936251,970,970,317,Wellesley,14th Norfolk District,0.0,0.0,0,1177000,34733.3029,0,315,Weston Rd,Wellesley,MA,2482,158485.0,42.30506845,-71.31188973,1.0,58.0,0.0
149,1947,225020,F_725468_2941021,970,970,317,Wellesley,14th Norfolk District,0.0,0.0,0,2163000,727907.4899,0,109,Barton Rd,Wellesley,MA,2482,158561.0,42.31802605,-71.24375779,1.0,21.0,0.0
153,1985,234123,M_324143_854006,973,973,318,Wellfleet,4th Barnstable District,0.0,0.0,0,303100,258782.69,0,338,OLD KINGS HWY,WELLFLEET,MA,2667,0.0,41.92659962,-70.00321293,0.0,9.0,0.0
156,1989,234767,M_323997_852857,973,973,318,Wellfleet,4th Barnstable District,0.0,0.0,0,286000,215715.1641,0,120,PAINE HOLLOW RD,WELLFLEET,MA,2667,0.0,41.91627935,-70.00521563,0.0,13.0,0.0
157,1994,235605,M_324735_851457,973,973,318,Wellfleet,4th Barnstable District,0.0,0.0,0,198700,29976.175339999998,0,25,NORTH WESTERN AVE,WELLFLEET,MA,2667,0.0,41.90355975,-69.99661831,0.0,12.0,0.0
158,1995,235681,M_325004_851298,973,973,318,Wellfleet,4th Barnstable District,0.0,0.0,0,195200,12770.45858,0,25,VIEW ST,WELLFLEET,MA,2667,0.0,41.9020857,-69.99341068,1.0,8.0,0.0
159,1996,236362,M_323979_854004,973,973,318,Wellfleet,4th Barnstable District,0.0,0.0,0,20600,24241.99409,0,0,DELPHI PATH,WELLFLEET,MA,2667,0.0,41.9266075,-70.00519029,0.0,11.0,0.0
161,2007,239610,F_794948_2840678,970,970,322,West Bridgewater,10th Plymouth District,24700.0,0.0,0,24700,106939.7953,0,0,BELMONT ST,W. BRIDGEWATER,MA,2379,81071.0,42.04181508,-70.98908195,0.0,18.0,0.0
174,2054,245813,F_316071_2871877,973,973,329,Westfield,4th Hampden District,70000.0,0.0,0,70000,9531.476183,0,15,KING ST,WESTFIELD,MA,1085,46066.0,42.12171298,-72.75366190000001,8.0,83.0,0.0
176,2056,245853,F_316148_2871892,973,973,329,Westfield,4th Hampden District,73200.0,0.0,0,73200,12186.168259999999,0,11,KING ST,WESTFIELD,MA,1085,46066.0,42.12175725,-72.75337892,8.0,83.0,0.0
181,2075,247754,F_317793_2873968,973,973,329,Westfield,4th Hampden District,69300.0,0.0,0,69300,8252.191131,0,324,ELM ST,WESTFIELD,MA,1085,42934.0,42.12751972,-72.74742788,4.0,88.0,0.0
187,2199,259749,F_782506_2970319,973,973,57,Chelsea,2nd Suffolk District,118100.0,0.0,0,118100,10215.17178,0,42,EDEN ST,CHELSEA,MA,2150,47366.0,42.39775647,-71.03226859,0.0,90.0,0.0
197,2221,264541,M_165969_865444,973,973,80,Dudley,6th Worcester District,0.0,0.0,0,5300,53704.65496,0,0,WEST MAIN ST,DUDLEY,MA,1571,77480.0,42.03864873,-71.91101392,0.0,45.0,0.0
210,2307,285914,M_121875_867599,973,973,120,Hampden,2nd Hampden District,0.0,0.0,0,64600,14814.830609999999,0,0,SPRINGMEADOW LN,HAMPDEN,MA,1036,85943.0,42.05489741,-72.44382185,0.0,41.0,0.0
214,2332,293112,M_203302_883244,973,973,136,Holliston,8th Middlesex District,4100.0,0.0,0,4100,229276.8922,0,0,CHAMBERLAIN ST,HOLLISTON,MA,1746,147396.0,42.19963664,-71.46001858,0.0,4.0,0.0
215,2339,295963,M_205690_883529,970,970,136,Holliston,8th Middlesex District,209300.0,0.0,0,209300,107617.86300000001,0,59,HOLLIS ST,HOLLISTON,MA,1746,117009.0,42.20218879,-71.43110132,2.0,61.0,0.0
229,2386,313572,F_830841_3010847,970,970,168,Marblehead,8th Essex District,4000.0,0.0,0,4000,8022.359836,0,0,FARRELL CT,MARBLEHEAD,MA,1945,92905.0,42.50809539,-70.85218994,16.0,71.0,0.0
230,2387,313622,F_830778_3010789,970,970,168,Marblehead,8th Essex District,3300.0,0.0,0,3300,5496.5963950000005,0,0,FARRELL CT,MARBLEHEAD,MA,1945,92905.0,42.50793756,-70.85242521,16.0,71.0,0.0
264,2516,329805,F_684013_2950125,970,970,315,Wayland,13th Middlesex District,0.0,0.0,0,1100,3595.936971,0,0,SHORE DR,HADLEY,MA,01035 9589,0.0,42.34324759,-71.39699706,0.0,2.0,0.0
310,2710,363949,F_576165_2924522,973,973,348,Worcester,13th Worcester District,0.0,0.0,0,12900,540.9783854,0,0,BELMONT ST,WORCESTER,MA,1605,41089.0,42.27265654,-71.79559506,0.0,67.0,0.0
343,2904,419311,M_218873_853854,970,970,16,Attleboro,2nd Bristol District,0.0,0.0,0,10300,11926.29724,0,0,GEORGE ST,ATTLEBORO,MA,2703,81029.0,41.93481153,-71.27243108,2.0,39.0,0.0
352,2924,435555,F_1030317_2707843,973,973,75,Dennis,1st Barnstable District,0.0,0.0,0,96900,10212.64372,0,150,UPPER COUNTY ROAD DP,SOUTH DENNIS,MA,2660,0.0,41.67018027,-70.1305337,1.0,46.0,0.0
353,2925,435561,F_1030165_2707779,973,973,75,Dennis,1st Barnstable District,0.0,0.0,0,100100,10760.996009999999,0,150,UPPER COUNTY ROAD DP,SOUTH DENNIS,MA,2660,0.0,41.67001136,-70.13109371,1.0,46.0,0.0
354,2926,435566,F_1030261_2707734,973,973,75,Dennis,1st Barnstable District,0.0,0.0,0,99300,11495.34279,0,150,UPPER COUNTY ROAD DP,SOUTH DENNIS,MA,2660,0.0,41.66988365,-70.13074504,1.0,46.0,0.0
382,3079,462733,F_899198_2665743,970,970,96,Falmouth,"Barnstable, Dukes & Nantucket District",176600.0,0.0,0,176600,13434.19371,0,0,LAKEVIEW AVE,FALMOUTH,MA,02540-3560,0.0,41.55941728,-70.61201595,3.0,62.0,0.0
399,3285,481732,F_788387_3040593,973,973,184,Middleton,13th Essex District,0.0,0.0,0,28600,222807.4369,0,0,SOUTH MAIN ST,MIDDLETON,MA,1949,102604.0,42.59049196,-71.00899890000001,0.0,31.0,0.0
419,3393,506886,F_508841_2857053,970,970,278,Southbridge,6th Worcester District,0.0,0.0,0,23300,13867.50716,0,0,PLEASANT STREET,SOUTHBRIDGE,MA,01550-1955,50494.0,42.08660565,-72.04275646,3.0,46.0,0.0
422,3397,509505,F_508673_2856689,970,970,278,Southbridge,6th Worcester District,0.0,0.0,0,22600,29593.569,0,0,PLEASANT STREET,SOUTHBRIDGE,MA,01550-1955,50494.0,42.08560385,-72.04336682,3.0,59.0,0.0
423,3398,509512,F_508807_2856603,970,970,278,Southbridge,6th Worcester District,0.0,0.0,0,31600,34900.77704,0,0,PLEASANT STREET REAR,SOUTHBRIDGE,MA,01550-1955,50494.0,42.08537020000001,-72.04287116,3.0,59.0,0.0
429,3405,510817,F_508804_2856965,970,970,278,Southbridge,6th Worcester District,0.0,0.0,0,23600,17493.46398,0,0,PLEASANT STREET,SOUTHBRIDGE,MA,01550-1955,50494.0,42.08636352,-72.0428907,3.0,46.0,0.0
436,3677,533393,F_805006_2905066,970,970,336,Weymouth,3rd Norfolk District,0.0,0.0,0,384500,95840.57112000001,0,0,BROAD ST,E WEYMOUTH,MA,2189,72882.0,42.21833182,-70.95052781,1.0,25.0,0.0
437,3680,533702,F_807661_2902781,970,970,336,Weymouth,4th Norfolk District,0.0,0.0,0,166900,55628.03597999999,0,0,MIDDLE ST,WEYMOUTH,MA,2188,59083.0,42.21201426,-70.94078189,5.0,29.0,0.0
454,3973,577041,M_264051_881218,970,970,264,Scituate,4th Plymouth District,0.0,0.0,0,76100,318048.6285,0,0,NEW KENT ST,SCITUATE,MA,2066,122072.0,42.17878257,-70.72469918,0.0,13.0,0.0
455,3975,578287,F_385409_2883377,970,970,281,Springfield,9th Hampden District,0.0,0.0,0,29300,24145.15263,0,20,LA FRANCE ST,SPRINGFIELD,MA,1104,39052.0,42.15578026,-72.49859051,0.0,48.0,0.0
457,3986,581436,F_364706_2876111,970,970,281,Springfield,9th Hampden District,0.0,0.0,0,729700,1518606.2040000001,0,0,CAREW ST,SPRINGFIELD,MA,1104,47733.0,42.13515220000001,-72.57460055,0.0,68.0,0.0
476,4027,589565,F_357632_2868792,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,8700,4829.579647,0,0,ALLENDALE ST,SPRINGFIELD,MA,1104,14250.0,42.11482173,-72.60033108,0.0,74.0,0.0
481,4040,591419,F_353526_2869807,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,17600,6333.737371,0,0,SANDERSON ST,SPRINGFIELD,MA,1103,17313.0,42.11746049,-72.61551207,0.0,39.0,0.0
489,4060,593249,F_353186_2868714,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,28100,78271.49452000001,0,0,CLYDE ST,SPRINGFIELD,MA,1104,17313.0,42.11444915,-72.61671240000001,0.0,51.0,0.0
492,4066,593664,F_357892_2868220,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,200,1394.3023289999999,0,0,GROSVENOR ST,SPRINGFIELD,MA,1104,14250.0,42.11326139,-72.59934571,0.0,75.0,0.0
503,4094,596256,F_365122_2864620,970,970,281,Springfield,11th Hampden District,0.0,0.0,0,15300,9182.91837,0,0,PINE ST,SPRINGFIELD,MA,1104,22234.0,42.10363573,-72.57253424,0.0,66.0,0.0
505,4105,597602,F_368197_2862845,970,970,281,Springfield,11th Hampden District,0.0,0.0,0,16000,13555.896330000001,0,0,EASTERN AV,SPRINGFIELD,MA,1104,30234.0,42.09887072,-72.5611223,0.0,65.0,0.0
511,4112,599555,F_365800_2861882,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,15200,8171.8247790000005,0,0,CLIFTON AV,SPRINGFIELD,MA,1104,22917.0,42.09614611,-72.56990944,0.0,68.0,0.0
518,4123,606068,F_353476_2869800,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,17600,6340.698788000001,0,0,SANDERSON ST,SPRINGFIELD,MA,1103,17313.0,42.11743948,-72.61569601,0.0,39.0,0.0
519,4124,606090,F_353279_2869775,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,17600,6300.00006,0,0,SANDERSON ST,SPRINGFIELD,MA,1103,17313.0,42.11736381,-72.61642085,0.0,36.0,0.0
520,4126,606115,F_353293_2869675,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,16600,3450.395951,0,0,WHITING ST,SPRINGFIELD,MA,1103,17313.0,42.11708992,-72.61636443,0.0,36.0,0.0
522,4133,609123,F_353441_2869681,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,17400,4998.076296,0,0,WHITING ST,SPRINGFIELD,MA,1103,17313.0,42.1171117,-72.61581927,0.0,36.0,0.0
523,4134,609253,F_353377_2869788,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,17600,6372.331157,0,0,SANDERSON ST,SPRINGFIELD,MA,1107,17313.0,42.117403,-72.6160603,0.0,36.0,0.0
529,4147,610756,F_365730_2862525,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,15500,13016.62433,0,0,CENTRAL ST,SPRINGFIELD,MA,1105,22917.0,42.09790807,-72.57019706,0.0,65.0,0.0
534,4153,612698,F_353219_2869025,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,38500,141941.5045,0,0,CLYDE ST,SPRINGFIELD,MA,1109,17313.0,42.1153037,-72.61660579,0.0,40.0,0.0
537,4159,613405,F_353427_2869794,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,17600,6358.292737,0,0,SANDERSON ST,SPRINGFIELD,MA,1103,17313.0,42.11742126,-72.61587631,0.0,36.0,0.0
538,4164,614470,F_366468_2862205,970,970,281,Springfield,10th Hampden District,0.0,0.0,0,16500,16642.44099,0,0,CENTRAL ST,SPRINGFIELD,MA,1104,22917.0,42.09705538,-72.56746322,0.0,69.0,0.0
557,4230,627660,M_245207_874239,970,970,1,Abington,7th Plymouth District,0.0,0.0,0,309000,282776.1147,0,0,GLINIEWICZ WAY,ABINGTON,MA,2351,89978.0,42.11726614,-70.95332891,0.0,30.0,0.0
558,4231,627723,M_244997_874062,970,970,1,Abington,7th Plymouth District,0.0,0.0,0,35500,125258.1044,0,0,LINCOLN BLV,ABINGTON,MA,2351,89978.0,42.11568469,-70.95588194,0.0,17.0,0.0
565,4378,641037,F_822093_3029139,970,970,30,Beverly,6th Essex District,81400.0,0.0,0,81400,4354.937009,0,34,SIMON ST,BEVERLY,MA,1915,56157.0,42.55846387,-70.88414245,0.0,87.0,0.0
567,4380,641109,F_822397_3029202,970,970,30,Beverly,6th Essex District,80900.0,0.0,0,80900,3167.772469,0,14,SIMON ST,BEVERLY,MA,1915,56157.0,42.55863071,-70.88301246,0.0,88.0,0.0
599,4464,756985,F_780272_2976863,970,970,93,Everett,28th Middlesex District,2000.0,0.0,0,2000,2153.503117,0,0,RUSSELL ST,EVERETT,MA,2149,47026.0,42.41574642,-71.04040857,0.0,75.0,0.0
600,4465,756986,F_779978_2977067,970,970,93,Everett,28th Middlesex District,1300.0,0.0,0,1300,1395.291029,0,0,RUSSELL ST,EVERETT,M,2149,47026.0,42.41631054,-71.04149324,0.0,76.0,0.0
601,4466,756987,F_779317_2977092,970,970,93,Everett,28th Middlesex District,1300.0,0.0,0,1300,1277.875618,0,0,RUSSELL ST,EVERETT,MA,2149,47026.0,42.41638886,-71.04394056,0.0,87.0,0.0
602,4467,756989,F_779560_2976643,970,970,93,Everett,28th Middlesex District,2900.0,0.0,0,2900,2235.7521269999997,0,0,RUSSELL ST,EVERETT,MA,2149,47026.0,42.41515324,-71.04304959,0.0,84.0,0.0
603,4468,756990,F_779606_2976871,970,970,93,Everett,28th Middlesex District,1800.0,0.0,0,1800,1407.4463119999998,0,0,RUSSELL ST,EVERETT,MA,2149,47026.0,42.41577819,-71.04287472,0.0,84.0,0.0
604,4469,756991,F_779546_2977048,970,970,93,Everett,28th Middlesex District,4000.0,0.0,0,4000,3156.937785,0,0,RUSSELL ST,EVERETT,MA,2149,47026.0,42.41626476,-71.0430934,0.0,81.0,0.0
606,4471,756994,F_779961_2976312,970,970,93,Everett,28th Middlesex District,1700.0,0.0,0,1700,2002.700091,0,0,RUSSELL ST,EVERETT,MA,2149,47026.0,42.41423908,-71.04157122,0.0,82.0,0.0
607,4472,756995,F_779791_2976467,970,970,93,Everett,28th Middlesex District,300.0,0.0,0,300,1274.040525,0,0,VETERANS AV,EVERETT,MA,2149,47026.0,42.4146669,-71.04219766,0.0,82.0,0.0
608,4473,756996,F_780123_2976610,970,970,93,Everett,28th Middlesex District,1500.0,0.0,0,1500,1183.259833,0,0,RUSSELL ST,EVERETT,MA,2149,47026.0,42.4150544,-71.04096538,0.0,77.0,0.0
609,4474,756997,F_779604_2977407,970,970,93,Everett,28th Middlesex District,1900.0,0.0,0,1900,1449.109717,0,0,RUSSELL ST,EVERETT,MA,2149,47026.0,42.417249,-71.04287149,0.0,81.0,0.0
656,4837,805742,M_188825_871269,970,970,304,Uxbridge,8th Worcester District,0.0,0.0,0,24700,4651.1363759999995,0,29,CROWN & EAGLE RD,UXBRIDGE,MA,01569-1851,80069.0,42.09175123,-71.63507989,0.0,28.0,0.0
678,4904,816229,M_227981_902058,973,973,314,Watertown,29th Middlesex District,292200.0,0.0,0,292200,4963.562939,0,103,NICHOLS AV,WATERTOWN,MA,2472,84107.0,42.36852298,-71.16029373,18.0,90.0,0.0
686,4915,816865,M_227961_901911,973,973,314,Watertown,29th Middlesex District,1700.0,0.0,0,1700,666.4062744,0,0,QUIMBY ST,WATERTOWN,MA,2472,84107.0,42.36720029999999,-71.16054365,20.0,90.0,0.0
739,5448,864348,F_708159_3070862,973,973,79,Dracut,36th Middlesex District,123400.0,0.0,0,123400,41522.97325,0,1530,BRIDGE ST,DRACUT,MA,1826,71235.0,42.67442824,-71.30666954,9.0,45.0,0.0
748,5461,868049,F_707658_3071085,973,973,79,Dracut,36th Middlesex District,249600.0,0.0,0,249600,753378.5463,0,144,GREENMONT AV,DRACUT,MA,1826,71235.0,42.67504321,-71.30853061,4.0,22.0,0.0
779,5640,886160,F_752598_2711416,970,970,95,Fall River,7th Bristol District,0.0,0.0,0,1362100,395491.7872,0,640,BUFFINTON ST,FALL RIVER,MA,2721,54779.0,41.68768074,-71.14695926,0.0,69.0,0.0
781,5642,886852,F_750247_2714358,970,970,95,Fall River,7th Bristol District,0.0,0.0,0,17900,2511.015652,0,232,FIFTH ST,FALL RIVER,MA,2721,17632.0,41.69578072,-71.15552282,0.0,90.0,0.0
792,5682,890749,F_748593_2716417,970,970,95,Fall River,7th Bristol District,0.0,0.0,0,81200,5322.678562,0,0,CANAL ST,FALL RIVER,MA,2721,22624.0,41.70144931,-71.16154899,0.0,88.0,0.0
803,5755,896364,F_756928_2727566,970,970,95,Fall River,6th Bristol District,0.0,0.0,0,162100,74324.54471,0,0,CANEDY ST,FALL RIVER,MA,2721,45135.0,41.7319501,-71.13085118,0.0,7.0,0.0
807,5785,897720,F_840488_2833893,973,973,118,Halifax,0,0.0,0.0,0,11800,5327.957002,0,0,HOLMES STREET,PEMBROKE,MA,2359,0.0,42.02232483,-70.82163307,0.0,3.0,0.0
811,5789,899250,F_835095_2822550,973,973,118,Halifax,12th Plymouth District,0.0,0.0,0,4800,54189.89702999999,0,0,MONPONSETT STREET,HALIFAX,MA,02338-1426,92111.0,41.99131407,-70.84180252,0.0,38.0,0.0
813,5794,899615,F_826213_2822603,973,973,118,Halifax,12th Plymouth District,0.0,0.0,0,271200,421408.3184,0,550,THOMPSON STREET,HALIFAX,MA,02338-1426,92111.0,41.99164293,-70.87447281,0.0,6.0,0.0
815,5813,903098,F_768823_3108275,970,970,128,Haverhill,3rd Essex District,0.0,0.0,0,134500,5590.315240999999,0,0,WELCOME ST,HAVERHILL,MA,1831,30844.0,42.77648242,-71.0804123,0.0,87.0,0.0
816,5814,903214,F_770376_3108299,970,970,128,Haverhill,3rd Essex District,0.0,0.0,0,10300,2331.013882,0,0,GREEN ST,HAVERHILL,MA,1831,43140.0,42.77652717,-71.07462782,0.0,83.0,0.0
817,5815,903215,F_770918_3108216,970,970,128,Haverhill,3rd Essex District,0.0,0.0,0,18200,48542.21875,0,0,JAMES P GINTY BLVD,HAVERHILL,MA,1831,43140.0,42.77629201,-71.07261072,0.0,80.0,0.0
820,5820,903880,F_771616_3107821,973,973,128,Haverhill,3rd Essex District,0.0,0.0,0,14400,16093.872919999998,0,0,JAMES P GINTY BLVD,HAVERHILL,MA,1831,43140.0,42.77519862,-71.07001849,0.0,73.0,0.0
827,5849,916244,F_770849_3104797,970,970,128,Haverhill,15th Essex District,0.0,0.0,0,121400,10255.75957,0,0,GREYSTONE AVE,HAVERHILL,MA,1831,66157.0,42.76691226,-71.07293147,6.0,55.0,0.0
860,6080,966014,F_435657_2862614,970,970,191,Monson,2nd Hampden District,0.0,0.0,0,57200,26061.588069999998,0,0,STATE ST,MONSON,MA,01057-1116,81929.0,42.10027008,-72.31255219,0.0,41.0,0.0
861,6147,973673,F_704497_2818945,973,973,211,North Attleborough,14th Bristol District,0.0,0.0,0,10700,24199.51141,0,0,DORRANCE ST,N ATTLEBORO,MA,2760,116836.0,41.98317746,-71.32223864,4.0,61.0,0.0
864,6197,980805,F_702417_2814654,973,973,211,North Attleborough,14th Bristol District,0.0,0.0,0,8000,1200.029046,0,0,RODNEY ST OFF,N ATTLEBORO,MA,2760,90393.0,41.97141364,-71.32992043,2.0,62.0,0.0
865,6201,981876,F_704691_2818755,973,973,211,North Attleborough,14th Bristol District,0.0,0.0,0,10700,21285.68244,0,0,NEWBURY ST,N ATTLEBORO,MA,2760,116836.0,41.98265494,-71.32152657,3.0,59.0,0.0
867,6203,981900,F_704463_2817307,973,973,211,North Attleborough,14th Bristol District,0.0,0.0,0,134000,129108.2816,0,0,HOPE ST,N ATTLEBORO,MA,2760,58362.0,41.97868262,-71.32237624,4.0,32.0,0.0
868,6204,981901,F_704843_2818611,973,973,211,North Attleborough,14th Bristol District,0.0,0.0,0,9900,10706.04528,0,0,NEWBURY ST,N ATTLEBORO,MA,2760,116836.0,41.9822589,-71.32096862,2.0,50.0,0.0
876,6280,998417,F_522063_2913659,973,973,280,Spencer,5th Worcester District,0.0,0.0,0,29700,9852.111307,0,0,ELM ST,SPENCER,MA,1562,56346.0,42.24215929,-71.99525781,5.0,70.0,0.0
878,6282,998442,F_522110_2913762,973,973,280,Spencer,5th Worcester District,0.0,0.0,0,28900,8028.877976000001,0,0,LLOYD DYER DR,SPENCER,MA,1562,56346.0,42.24244268,-71.99508645,5.0,72.0,0.0
885,6304,1003566,F_764516_2873640,970,970,285,Stoughton,6th Norfolk District,130000.0,0.0,0,130000,27914.175430000003,0,0,WARREN AV,STOUGHTON,MA,2072,68163.0,42.13271345,-71.10054601,17.0,76.0,0.0
913,6822,1062852,F_755158_3063883,970,970,9,Andover,18th Essex District,17800.0,0.0,0,17800,54189.97384,0,0,MORTON ST,ANDOVER,MA,1810,81644.0,42.65485484,-71.13202011,16.0,53.0,0.0
922,6852,1066899,F_755370_3064010,970,970,9,Andover,18th Essex District,342900.0,0.0,0,342900,22912.286959999998,0,0,MORTON ST,ANDOVER,MA,1810,81644.0,42.65520079,-71.13123001,11.0,53.0,0.0
927,6865,1070654,F_755050_3063759,970,970,9,Andover,18th Essex District,309600.0,0.0,0,309600,12978.551790000001,0,0,MORTON ST,ANDOVER,MA,1810,81644.0,42.65451589,-71.13242356,16.0,52.0,0.0
992,7123,1097949,M_175356_926350,970,970,97,Fitchburg,3rd Worcester District,19900.0,0.0,0,19900,8890.157961,0,0,MT GLOBE ST,FITCHBURG,MA,1420,37188.0,42.58732337,-71.8002315,13.0,64.0,0.0
994,7126,1098059,M_175260_926137,973,973,97,Fitchburg,3rd Worcester District,30700.0,0.0,0,30700,4506.2222520000005,0,0,GROVE ST,FITCHBURG,MA,1420,18234.0,42.58540286,-71.80139186,14.0,74.0,0.0
996,7128,1098062,M_175253_926125,973,973,97,Fitchburg,3rd Worcester District,31600.0,0.0,0,31600,4597.4138060000005,0,0,GROVE ST,FITCHBURG,MA,1420,18234.0,42.58529461,-71.80147662,14.0,74.0,0.0
1001,7141,1099681,M_171335_923649,970,970,97,Fitchburg,3rd Worcester District,49100.0,0.0,0,49100,33928.81251,0,0,OVERLAND ST,FITCHBURG,MA,1420,68063.0,42.562870600000004,-71.84908313,1.0,20.0,0.0
1009,7152,1103497,M_178445_922543,973,973,97,Fitchburg,0,0.0,0.0,0,300,19269.991830000003,0,0,MONARCH ST,LEOMINSTER,MA,1453,0.0,42.55314353,-71.76245655,2.0,40.0,0.0
1015,7224,1109063,M_244271_912101,973,973,163,Lynn,11th Essex District,0.0,0.0,0,89500,5005.616333,0,68,NEPTUNE ST,LYNN,MA,1902,36339.0,42.45818092,-70.96175817,0.0,83.0,0.0
1024,7268,1112989,M_244854_912995,973,973,163,Lynn,10th Essex District,4100.0,0.0,0,4100,3161.075062,0,73,HANOVER ST,LYNN,MA,01902-4532,29452.0,42.46619571,-70.95460081,0.0,89.0,0.0
1043,7494,1144781,F_727138_2772452,973,973,247,Rehoboth,4th Bristol District,0.0,0.0,0,204700,249359.5814,0,0,ANAWAN ST,REHOBOTH,MA,2769,97464.0,41.85543018,-71.23948664,0.0,20.0,0.0
