Dist Code,Rep First,Rep Last,Stop Id,Impacted T,Proportion,REP,Rep Dist,Rep Party,Route Ids,Stop Name,Town,Town Id,Tract Id,URL,Geometry,Geometry (HOUSE2012 POLY.shp),Impacted P,Income,Income Lev,Repdistnum,Shape Area,Shape Len
SUFF10,Edward F.,Coppinger,120,"402101,130402,130100","0.12,0.33,0.17",Edward F. Coppinger (D),10th Suffolk,(D),36,Rivermoor St @ Industrial Park,BOSTON,35,130402,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,355,84813,2,133,23225083.8591,30760.3994202
MID27,Denise,Provost,2662,"351500,351300,351100,350300,350200,351203,351204,351404,351403,350104","0.01,0.98,0.60,0.03,0.75,0.04,0.41,0.49,0.22,0.03",Denise Provost (D),27th Middlesex,(D),"90,88",75 Highland Ave opp Putnam St,SOMERVILLE,274,351300,http://malegislature.gov/Legislators/Profile/D_P1,Point,Polygon,5792,81813,2,86,4664395.5193,14348.3709675
SUFF19,Robert A.,DeLeo,109899,"180500,170800,180200,180400,180101","0.06,0.04,0.15,0.15,0.98",Robert A. DeLeo (D),19th Suffolk,(D),712,Revere St @ Golden Dr,WINTHROP,346,180101,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,1001,52546,2,142,10473601.2746,37757.8369616
ESS10,Daniel H.,Cahill,7208,"205500,205300,205200,205100","0.04,0.30,0.55,0.23",Daniel H. Cahill (D),10th Essex,(D),435,Euclid Ave @ Peary Ave,LYNN,163,205300,http://malegislature.gov/Legislators/Profile/DFC1,Point,Polygon,483,74823,2,34,9826900.75147,21703.160093
SUFF19,Robert A.,DeLeo,109900,"180500,170800,180200,180400,180101","0.06,0.04,0.15,0.15,0.98",Robert A. DeLeo (D),19th Suffolk,(D),712,Revere St @ Hutchinson St,WINTHROP,346,180101,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,1001,52546,2,142,10473601.2746,37757.8369616
MID29,Jonathan,Hecht,2180,"354900,354600,354400,354300,354200","0.11,0.58,1.00,0.30,0.10",Jonathan Hecht (D),29th Middlesex,(D),"74,75,78",Concord Ave @ Birch St,CAMBRIDGE,49,354600,http://malegislature.gov/Legislators/Profile/J_H1,Point,Polygon,1807,123181,2,88,14133168.9641,24350.6780317
SUFF12,Daniel,Cullinane,509,"100800,100500,100400,100300,101002,100900","0.04,0.06,0.80,0.64,0.31,0.72",Daniel Cullinane (D),12th Suffolk,(D),"21,26",Gallivan Blvd @ Oakridge St,BOSTON,35,100900,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,2734,59793,2,135,10215903.3988,23539.4207407
MID26,Mike,Connolly,2714,"351500,351404,351403,350104,350103,040600,342400","0.12,0.45,0.86,0.20,0.41,0.00,0.00",Mike Connolly (D),26th Middlesex,(D),"90,101,89,92",Broadway @ Mt Vernon St,SOMERVILLE,274,351403,http://malegislature.gov/Legislators/Profile/M_C1,Point,Polygon,2370,73688,2,85,6687439.87223,18679.2635493
MID31,Michael S.,Day,25990,"337201,337300,337102,337101,337202","0.28,0.09,0.00,0.28,0.26",Michael S. Day (D),31st Middlesex,(D),"325,132",Main St @ Elm St,STONEHAM,284,337201,http://malegislature.gov/Legislators/Profile/MSD1,Point,Polygon,170,91317,2,90,33651690.0417,32416.0352319
MID27,Denise,Provost,2622,"354700,354500,351100,351000,350900,354000,353600,351204","0.42,0.44,0.45,0.92,0.19,0.22,0.57,0.32",Denise Provost (D),27th Middlesex,(D),87,Elm St @ Porter St,SOMERVILLE,274,351000,http://malegislature.gov/Legislators/Profile/D_P1,Point,Polygon,7673,108806,2,86,4664395.5193,14348.3709675
NOR07,William J.,Driscoll,4185,"420302,420301,420100,420201","0.03,0.26,0.03,0.08",William J. Driscoll (D),7th Norfolk,(D),240,N Main St opp Roel St,RANDOLPH,244,420301,http://malegislature.gov/Legislators/Profile/WJD1,Point,Polygon,161,68777,2,103,47436712.8531,60203.4613137
MID09,Thomas M.,Stanley,1607,"368300,368200,368102,368902,368901","0.21,0.14,0.01,0.17,0.11",Thomas M. Stanley (D),9th Middlesex,(D),"34E,170,70A",Bacon St @ Greenwood Ln,WALTHAM,308,368200,http://malegislature.gov/Legislators/Profile/TMS1,Point,Polygon,306,83600,2,68,64794497.8688,60414.3621098
ESS08,Lori A.,Ehrlich,4785,"203100,202200,204102","0.44,0.06,0.05",Lori A. Ehrlich (D),8th Essex,(D),"449,448,441,442",Humphrey St @ Rockaway Ave,MARBLEHEAD,168,203100,http://malegislature.gov/Legislators/Profile/LAE1,Point,MultiPolygon,253,150697,3,32,20329759.7389,44115.8674729
SUFF12,Daniel,Cullinane,497,"100800,100500,100400,100300,101002,100900","0.04,0.06,0.80,0.65,0.32,0.72",Daniel Cullinane (D),12th Suffolk,(D),"21,26",Gallivan Blvd @ Milton Ave,BOSTON,35,100900,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,2754,59706,2,135,10215903.3988,23539.4207407
ESS10,Daniel H.,Cahill,6859,"205500,205300,205200,205100","0.03,0.32,0.53,0.22",Daniel H. Cahill (D),10th Essex,(D),435,219 Euclid Ave,LYNN,163,205300,http://malegislature.gov/Legislators/Profile/DFC1,Point,Polygon,469,75716,2,34,9826900.75147,21703.160093
NOR12,John H.,Rogers,61848,"411200,413402,413500","0.02,0.05,0.29",John H. Rogers (D),12th Norfolk,(D),"34E,70A",Washington St @ Morse St,NORWOOD,220,413500,http://malegislature.gov/Legislators/Profile/JHR1,Point,Polygon,104,92071,2,108,51788457.7428,49199.4473441
MID27,Denise,Provost,2683,"351300,351100,351000,350300,350200,351204,351404","0.62,1.00,0.14,0.24,0.76,0.48,0.10",Denise Provost (D),27th Middlesex,(D),"90,88",Highland Ave @ Trull Ln,SOMERVILLE,274,351100,http://malegislature.gov/Legislators/Profile/D_P1,Point,Polygon,6146,90605,2,86,4664395.5193,14348.3709675
SUFF13,Daniel J.,Hunt,30752,"416400,417502,417300,417200,100700","0.00,0.60,0.05,0.41,0.07",Daniel J. Hunt (D),13th Suffolk,(D),"201,202,210",Newport Ave @ Heritage Dr,QUINCY,243,417200,http://malegislature.gov/Legislators/Profile/DJH1,Point,MultiPolygon,1584,79988,2,136,8642595.73697,34955.033552
MID26,Mike,Connolly,2875,"351500,351404,351403,350104,350103,040600,342400","0.02,0.34,0.88,0.25,0.55,0.00,0.00",Mike Connolly (D),26th Middlesex,(D),"95,92",Mystic Ave @ Union St,SOMERVILLE,274,350103,http://malegislature.gov/Legislators/Profile/M_C1,Point,Polygon,2317,75764,2,85,6687439.87223,18679.2635493
ESS08,Lori A.,Ehrlich,4858,"203100,202200,204102","0.45,0.06,0.05",Lori A. Ehrlich (D),8th Essex,(D),"449,448,441,442",Humphrey St @ Tufts St,MARBLEHEAD,168,203100,http://malegislature.gov/Legislators/Profile/LAE1,Point,MultiPolygon,258,150861,3,32,20329759.7389,44115.8674729
MID27,Denise,Provost,2623,"354800,354700,354500,351100,351000,350900,350400,350300,354000,353600,351204","0.03,0.76,0.49,0.32,0.99,0.45,0.01,0.03,0.21,0.36,0.18",Denise Provost (D),27th Middlesex,(D),87,Elm St @ Cedar St,SOMERVILLE,274,351000,http://malegislature.gov/Legislators/Profile/D_P1,Point,Polygon,7905,114645,2,86,4664395.5193,14348.3709675
ESS10,Daniel H.,Cahill,7321,"205500,205400,205300,205200","0.12,0.03,0.48,0.25",Daniel H. Cahill (D),10th Essex,(D),"436,434",Lynnfield St opp Severance St,LYNN,163,205300,http://malegislature.gov/Legislators/Profile/DFC1,Point,Polygon,314,81585,2,34,9826900.75147,21703.160093
NOR12,John H.,Rogers,36618,"411200,413402,413500","0.02,0.05,0.30",John H. Rogers (D),12th Norfolk,(D),"34E,70A",1297 Washington St opp. Morse St.,NORWOOD,220,413500,http://malegislature.gov/Legislators/Profile/JHR1,Point,Polygon,107,92027,2,108,51788457.7428,49199.4473441
MID34,Christine P.,Barber,2397,"351300,351100,350300,350200,351204,351404,351403,350104","0.87,0.42,0.03,0.84,0.10,0.53,0.40,0.31",Christine P. Barber (D),34th Middlesex,(D),80,Pearl St @ Bradley St,SOMERVILLE,274,350200,http://malegislature.gov/Legislators/Profile/CPB2,Point,MultiPolygon,5416,77580,2,93,7783101.8662,22833.6184821
SUFF14,Angelo M.,Scaccia,606,"130300,110502,110501,140106,140105,980700,110403","0.10,0.66,0.72,1.00,0.00,0.11,0.37",Angelo M. Scaccia (D),14th Suffolk,(D),"40,34E,70A,34",Washington St @ Beech St,BOSTON,35,110502,http://malegislature.gov/Legislators/Profile/AMS1,Point,Polygon,1743,69684,2,137,14291898.0812,22013.1193192
MID34,Christine P.,Barber,2389,"351300,351100,350300,350200,351204,351404,351403,350104","0.86,0.43,0.03,0.84,0.10,0.52,0.39,0.31",Christine P. Barber (D),34th Middlesex,(D),80,Pearl St @ Skilton Ave,SOMERVILLE,274,350200,http://malegislature.gov/Legislators/Profile/CPB2,Point,MultiPolygon,5398,77751,2,93,7783101.8662,22833.6184821
MID31,Michael S.,Day,15988,"337201,337300,337102,337101,337202","0.29,0.08,0.00,0.27,0.27",Michael S. Day (D),31st Middlesex,(D),"325,132",Main St @ Elm St,STONEHAM,284,337202,http://malegislature.gov/Legislators/Profile/MSD1,Point,Polygon,169,91361,2,90,33651690.0417,32416.0352319
NOR05,Mark J.,Cusack,3889,"421200,419600","0.05,0.17",Mark J. Cusack (D),5th Norfolk,(D),230,Washington St @ Main St,BRAINTREE,40,419600,http://malegislature.gov/Legislators/Profile/MJC1,Point,Polygon,102,93918,2,101,42744018.9756,37812.9716012
MID09,Thomas M.,Stanley,17003,"368200,367100","0.25,0.02",Thomas M. Stanley (D),9th Middlesex,(D),170,293 Second Ave,WALTHAM,308,368200,http://malegislature.gov/Legislators/Profile/TMS1,Point,Polygon,72,119758,2,68,64794497.8688,60414.3621098
MID21,Kenneth I.,Gordon,18251,"332400,332200","0.18,0.01",Kenneth I. Gordon (D),21st Middlesex,(D),350,S Bedford St @ Kimball Ave,BURLINGTON,48,332400,http://malegislature.gov/Legislators/Profile/KIG1,Point,Polygon,39,93593,2,80,76563295.0976,54814.2363673
SUFF10,Edward F.,Coppinger,811,"130402,130300,130200,130100,130404","0.23,0.42,0.25,0.04,0.23",Edward F. Coppinger (D),10th Suffolk,(D),35,Centre St @ Spring St,BOSTON,35,130404,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,604,97853,2,133,23225083.8591,30760.3994202
MID21,Kenneth I.,Gordon,49739,"332400,332200","0.18,0.01",Kenneth I. Gordon (D),21st Middlesex,(D),"351,350",S Bedford St opp Kimball Ave,BURLINGTON,48,332400,http://malegislature.gov/Legislators/Profile/KIG1,Point,Polygon,39,93593,2,80,76563295.0976,54814.2363673
MID26,Mike,Connolly,2711,"351500,351300,350200,351404,351403,350104,350103,040600","0.04,0.06,0.25,0.92,1.00,0.44,0.51,0.00",Mike Connolly (D),26th Middlesex,(D),"90,101,89",Broadway @ Glen St,SOMERVILLE,274,351403,http://malegislature.gov/Legislators/Profile/M_C1,Point,Polygon,3907,73248,2,85,6687439.87223,18679.2635493
NOR05,Mark J.,Cusack,3909,"421200,419600","0.05,0.17",Mark J. Cusack (D),5th Norfolk,(D),230,2052 Washington St,BRAINTREE,40,419600,http://malegislature.gov/Legislators/Profile/MJC1,Point,Polygon,102,93918,2,101,42744018.9756,37812.9716012
ESS10,Daniel H.,Cahill,7358,"205500,205400,205300,205200","0.12,0.03,0.48,0.24",Daniel H. Cahill (D),10th Essex,(D),"436,434",Lynnfield St @ Severance St,LYNN,163,205300,http://malegislature.gov/Legislators/Profile/DFC1,Point,Polygon,309,81872,2,34,9826900.75147,21703.160093
MID27,Denise,Provost,2587,"354800,354700,354500,351100,351000,350900,350400,350300,354000,353600,351204,355000","0.05,0.78,0.50,0.30,0.99,0.49,0.03,0.04,0.21,0.34,0.16,0.00",Denise Provost (D),27th Middlesex,(D),87,Elm St @ Mossland St,SOMERVILLE,274,351000,http://malegislature.gov/Legislators/Profile/D_P1,Point,Polygon,7973,115185,2,86,4664395.5193,14348.3709675
NOR01,Bruce J.,Ayers,4283,"420302,420301,420100,420201","0.01,0.25,0.04,0.11",Bruce J. Ayers (D),1st Norfolk,(D),240,N Main St @ Mt Pleasant Sq,RANDOLPH,244,420301,http://malegislature.gov/Legislators/Profile/BJA1,Point,Polygon,162,69753,2,97,32010475.7398,65034.9363785
MID26,Mike,Connolly,2720,"351500,351300,350200,351404,351403,350104,350103,040600","0.03,0.05,0.25,0.91,1.00,0.45,0.52,0.00",Mike Connolly (D),26th Middlesex,(D),"90,101,89",Broadway @ Michigan Ave,SOMERVILLE,274,350104,http://malegislature.gov/Legislators/Profile/M_C1,Point,Polygon,3891,73337,2,85,6687439.87223,18679.2635493
ESS10,Daniel H.,Cahill,4539,"206400,205200,205100,204701,202102","0.13,0.05,0.84,0.02,0.04",Daniel H. Cahill (D),10th Essex,(D),"456,450",Western Ave @ Victory Rd,LYNN,163,205100,http://malegislature.gov/Legislators/Profile/DFC1,Point,Polygon,525,83731,2,34,9826900.75147,21703.160093
NOR01,Bruce J.,Ayers,3128,"417601,417502,417501,417300,417200","0.02,0.99,0.62,0.02,0.22",Bruce J. Ayers (D),1st Norfolk,(D),"217,211",E Squantum St @ Newbury Ave,QUINCY,243,417502,http://malegislature.gov/Legislators/Profile/BJA1,Point,Polygon,2251,82482,2,97,32010475.7398,65034.9363785
SUFF02,Daniel J.,Ryan,5659,"160502,051000,050901,160300,160101","0.33,0.44,0.38,0.02,0.87",Daniel Joseph Ryan (D),2nd Suffolk,(D),112,245 Central Ave,CHELSEA,57,160101,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,3221,55420,2,125,8031400.28338,29074.4701515
SUFF06,Russell E.,Holmes,10424,"140400,110401,101001,110301,981100,110403,110201","0.29,0.24,0.02,0.25,0.14,0.41,1.00",Russell E. Holmes (D),6th Suffolk,(D),14,American Legion Hwy @ Cummins Hwy,BOSTON,35,110201,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,1413,57302,2,129,7922005.65874,22391.2473893
SUFF02,Daniel J.,Ryan,5673,"160502,051000,050901,160300,160101","0.33,0.43,0.38,0.02,0.88",Daniel Joseph Ryan (D),2nd Suffolk,(D),112,Central Ave @ Chelsea Garage,CHELSEA,57,160101,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,3229,55431,2,125,8031400.28338,29074.4701515
MID25,Marjorie C.,Decker,12301,"354800,354700,354600,354500,351100,351000,350900,354000,353600,351204,355000","0.40,1.00,0.03,0.73,0.00,0.78,0.66,0.38,0.27,0.01,0.06",Marjorie C. Decker (D),25th Middlesex,(D),"96,77",Massachusetts Ave @ Upland Rd,CAMBRIDGE,49,354500,http://malegislature.gov/Legislators/Profile/MCD1,Point,Polygon,7387,118404,2,84,4602566.88383,12119.6188689
NOR01,Bruce J.,Ayers,4053,"420301,420100","0.30,0.05",Bruce J. Ayers (D),1st Norfolk,(D),238,North St opp Cochato Pk,RANDOLPH,244,420301,http://malegislature.gov/Legislators/Profile/BJA1,Point,Polygon,145,66090,2,97,32010475.7398,65034.9363785
MID30,Richard M.,Haggerty,49830,"333502,333501,333400","0.66,0.16,0.06",Richard M. Haggerty (D),30th Middlesex,(D),354,Bow St @ Salem St,WOBURN,347,333502,http://malegislature.gov/Legislators/Profile/RMH1,Point,Polygon,104,89432,2,89,31730889.7683,33351.4132597
SUFF02,Daniel J.,Ryan,5729,"160400,160200,050101,050901,160300,160101","0.35,1.00,0.45,0.17,0.69,0.36",Daniel Joseph Ryan (D),2nd Suffolk,(D),"114,117,116",Pearl St @ Williams St,CHELSEA,57,160200,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,3351,50932,2,125,8031400.28338,29074.4701515
SUFF12,Daniel,Cullinane,508,"100500,100400,100300,101102,101002,100900,100200","0.06,0.68,0.82,0.00,0.44,0.63,0.02",Daniel Cullinane (D),12th Suffolk,(D),"21,26",Gallivan Blvd opp Arbella Rd,BOSTON,35,100400,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,2744,57587,2,135,10215903.3988,23539.4207407
MID21,Kenneth I.,Gordon,49943,"332400,332300,358700","0.18,0.01,0.00",Kenneth I. Gordon (D),21st Middlesex,(D),351,32 Third Ave,BURLINGTON,48,332400,http://malegislature.gov/Legislators/Profile/KIG1,Point,Polygon,37,93135,2,80,76563295.0976,54814.2363673
ESS10,Daniel H.,Cahill,4474,"206400,205200,205100,204701,202102","0.13,0.04,0.83,0.02,0.04",Daniel H. Cahill (D),10th Essex,(D),"456,450",Western Ave opp Victory Rd,LYNN,163,205100,http://malegislature.gov/Legislators/Profile/DFC1,Point,Polygon,515,83938,2,34,9826900.75147,21703.160093
SUFF02,Daniel J.,Ryan,5748,"160400,160200,050101,050901,160300,160101","0.35,1.00,0.45,0.17,0.69,0.36",Daniel Joseph Ryan (D),2nd Suffolk,(D),"114,117,116",Pearl St @ Marginal St,CHELSEA,57,160200,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,3351,50932,2,125,8031400.28338,29074.4701515
MID25,Marjorie C.,Decker,23151,"354800,354700,354600,354500,351100,351000,350900,354000,353600,351204,355000","0.41,1.00,0.03,0.72,0.00,0.80,0.70,0.35,0.26,0.01,0.07",Marjorie C. Decker (D),25th Middlesex,(D),"83,96,77",Massachusetts Ave @ Porter Red Line Sta,CAMBRIDGE,49,354500,http://malegislature.gov/Legislators/Profile/MCD1,Point,Polygon,7478,118752,2,84,4602566.88383,12119.6188689
SUFF12,Daniel,Cullinane,498,"100500,100400,100300,101102,101002,100900,100200","0.06,0.68,0.82,0.00,0.44,0.62,0.03",Daniel Cullinane (D),12th Suffolk,(D),"21,26",Gallivan Blvd @ Arbella Rd,BOSTON,35,100400,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,2743,57460,2,135,10215903.3988,23539.4207407
MID27,Denise,Provost,2666,"351300,351100,351000,350300,350200,351204,351404","0.38,1.00,0.42,0.48,0.62,0.42,0.03",Denise Provost (D),27th Middlesex,(D),"90,88",Highland Ave @ Central St,SOMERVILLE,274,351100,http://malegislature.gov/Legislators/Profile/D_P1,Point,Polygon,6698,93806,2,86,4664395.5193,14348.3709675
NOR01,Bruce J.,Ayers,4065,"420301,420100","0.30,0.05",Bruce J. Ayers (D),1st Norfolk,(D),238,North St @ Cochato Pk,RANDOLPH,244,420301,http://malegislature.gov/Legislators/Profile/BJA1,Point,Polygon,145,66090,2,97,32010475.7398,65034.9363785
MID27,Denise,Provost,2682,"351300,351100,351000,350300,350200,351204,351404","0.38,1.00,0.42,0.48,0.62,0.42,0.03",Denise Provost (D),27th Middlesex,(D),"90,88",Highland Ave @ Central St,SOMERVILLE,274,351100,http://malegislature.gov/Legislators/Profile/D_P1,Point,Polygon,6698,93806,2,86,4664395.5193,14348.3709675
MID30,Richard M.,Haggerty,49831,"333502,333501,333400","0.56,0.16,0.09",Richard M. Haggerty (D),30th Middlesex,(D),354,Salem St @ Hilltop Terr,WOBURN,347,333502,http://malegislature.gov/Legislators/Profile/RMH1,Point,Polygon,102,89935,2,89,31730889.7683,33351.4132597
MID25,Marjorie C.,Decker,2430,"354800,354700,354600,354500,351100,351000,350900,350400,354000,353600,351204,355000","0.37,1.00,0.02,0.68,0.02,0.85,0.71,0.01,0.33,0.26,0.01,0.06",Marjorie C. Decker (D),25th Middlesex,(D),83,Somerville Ave @ Massachusetts Ave,CAMBRIDGE,49,354700,http://malegislature.gov/Legislators/Profile/MCD1,Point,Polygon,7631,118897,2,84,4602566.88383,12119.6188689
SUFF10,Edward F.,Coppinger,780,"130402,130300,130200,130100,130404","0.22,0.43,0.27,0.04,0.23",Edward F. Coppinger (D),10th Suffolk,(D),"35,27,36",Centre St @ Saint Theresa Ave,BOSTON,35,130404,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,613,98427,2,133,23225083.8591,30760.3994202
MID25,Marjorie C.,Decker,2460,"354800,354700,354600,354500,351100,351000,350900,350400,354000,353600,351204,355000","0.37,1.00,0.02,0.68,0.02,0.85,0.71,0.01,0.33,0.26,0.01,0.06",Marjorie C. Decker (D),25th Middlesex,(D),83,Somerville Ave @ White St (Porter Sq),CAMBRIDGE,49,354700,http://malegislature.gov/Legislators/Profile/MCD1,Point,Polygon,7631,118897,2,84,4602566.88383,12119.6188689
MID21,Kenneth I.,Gordon,18247,332400,0.19,Kenneth I. Gordon (D),21st Middlesex,(D),"351,350",Burlington Mall Rd @ Lahey Clinic 2,BURLINGTON,48,332400,http://malegislature.gov/Legislators/Profile/KIG1,Point,Polygon,38,93136,2,80,76563295.0976,54814.2363673
MID26,Mike,Connolly,2748,"351500,351300,350200,351404,351403,350104,350103,040600","0.01,0.17,0.38,0.94,1.00,0.53,0.47,0.00",Mike Connolly (D),26th Middlesex,(D),90,Cross St @ Broadway,SOMERVILLE,274,351403,http://malegislature.gov/Legislators/Profile/M_C1,Point,Polygon,4384,73015,2,85,6687439.87223,18679.2635493
MID21,Kenneth I.,Gordon,7891,"359100,359300","0.13,0.00",Kenneth I. Gordon (D),21st Middlesex,(D),62,Great Rd @ Roberts Dr,BEDFORD,23,359100,http://malegislature.gov/Legislators/Profile/KIG1,Point,Polygon,22,125152,2,80,76563295.0976,54814.2363673
SUFF06,Russell E.,Holmes,16434,"140400,110401,101001,110301,981100,110403,110201","0.28,0.22,0.03,0.28,0.15,0.36,1.00",Russell E. Holmes (D),6th Suffolk,(D),"27,30",Cummins Hwy @ American Legion Hwy,BOSTON,35,110201,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,1373,56773,2,129,7922005.65874,22391.2473893
NOR01,Bruce J.,Ayers,4184,"420302,420301,420100,420201","0.01,0.24,0.05,0.13",Bruce J. Ayers (D),1st Norfolk,(D),240,N Main St @ Wales Ave,RANDOLPH,244,420301,http://malegislature.gov/Legislators/Profile/BJA1,Point,Polygon,170,70645,2,97,32010475.7398,65034.9363785
MID30,Richard M.,Haggerty,49911,"333502,333501,333400","0.54,0.16,0.09",Richard M. Haggerty (D),30th Middlesex,(D),354,Salem St @ Sedgewick Pk,WOBURN,347,333502,http://malegislature.gov/Legislators/Profile/RMH1,Point,Polygon,100,90033,2,89,31730889.7683,33351.4132597
MID29,Jonathan,Hecht,2153,"354900,354600,354400,354300","0.26,0.53,0.43,0.41",Jonathan Hecht (D),29th Middlesex,(D),"74,78",Concord Ave opp Wheeler St,CAMBRIDGE,49,354300,http://malegislature.gov/Legislators/Profile/J_H1,Point,Polygon,1826,105588,2,88,14133168.9641,24350.6780317
MID29,Jonathan,Hecht,2182,"354900,354600,354400,354300","0.26,0.53,0.43,0.41",Jonathan Hecht (D),29th Middlesex,(D),"74,78",Concord Ave @ Wheeler St,CAMBRIDGE,49,354300,http://malegislature.gov/Legislators/Profile/J_H1,Point,Polygon,1826,105588,2,88,14133168.9641,24350.6780317
SUFF06,Russell E.,Holmes,96459,"140400,110401,101001,110301,981100,110403,110201","0.28,0.22,0.03,0.28,0.15,0.36,1.00",Russell E. Holmes (D),6th Suffolk,(D),"27,30",Cummins Hwy @ American Legion Hwy,BOSTON,35,110201,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,1373,56773,2,129,7922005.65874,22391.2473893
MID26,Mike,Connolly,2747,"351500,351300,350200,351404,351403,350104,350103,040600","0.00,0.16,0.37,0.93,1.00,0.53,0.48,0.00",Mike Connolly (D),26th Middlesex,(D),90,Cross St @ Broadway,SOMERVILLE,274,351403,http://malegislature.gov/Legislators/Profile/M_C1,Point,Polygon,4337,73076,2,85,6687439.87223,18679.2635493
ESS08,Lori A.,Ehrlich,4786,"203100,202200,204102","0.47,0.04,0.04",Lori A. Ehrlich (D),8th Essex,(D),"449,448,441,442",Humphrey St @ Clifton Ave,MARBLEHEAD,168,203100,http://malegislature.gov/Legislators/Profile/LAE1,Point,MultiPolygon,254,152703,3,32,20329759.7389,44115.8674729
SUFF02,Daniel J.,Ryan,5658,"160400,160200,160502,051000,160501,050901,160300,160101","0.01,0.62,0.34,0.16,0.00,0.40,0.06,1.00",Daniel Joseph Ryan (D),2nd Suffolk,(D),112,Central Ave @ Willow St,CHELSEA,57,160101,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,3929,54153,2,125,8031400.28338,29074.4701515
ESS10,Daniel H.,Cahill,7207,"205500,205300,205200,205100","0.02,0.35,0.50,0.21",Daniel H. Cahill (D),10th Essex,(D),435,232 Euclid Ave,LYNN,163,205300,http://malegislature.gov/Legislators/Profile/DFC1,Point,Polygon,452,77049,2,34,9826900.75147,21703.160093
SUFF12,Daniel,Cullinane,494,"100800,100500,100400,100300,101002,100900","0.28,0.06,0.98,0.29,0.05,0.67",Daniel Cullinane (D),12th Suffolk,(D),"21,26",Gallivan Blvd @ Washington St,BOSTON,35,100400,http://malegislature.gov/Legislators/Profile/D_C1,Point,Polygon,2686,64793,2,135,10215903.3988,23539.4207407
MID29,Jonathan,Hecht,2188,"354900,354600,357400,357300,357200,357100,354300","0.00,0.26,0.02,0.34,0.47,0.00,0.38",Jonathan Hecht (D),29th Middlesex,(D),74,Blanchard Rd @ Glenn Rd,CAMBRIDGE,49,354300,http://malegislature.gov/Legislators/Profile/J_H1,Point,Polygon,1000,127840,3,88,14133168.9641,24350.6780317
NOR06,William C.,Galvin,111672,"415300,415200,415101","0.03,0.02,0.12",William C. Galvin (D),6th Norfolk,(D),,Washington St - Chapman St to Pleasant St (FLAG),CANTON,50,415101,http://malegislature.gov/Legislators/Profile/WCG1,Point,Polygon,73,126574,3,102,79017592.8271,53881.1978763
MID21,Kenneth I.,Gordon,8458,"359100,359300","0.13,0.00",Kenneth I. Gordon (D),21st Middlesex,(D),62,Great Rd opp Roberts Dr,BEDFORD,23,359100,http://malegislature.gov/Legislators/Profile/KIG1,Point,Polygon,22,125152,2,80,76563295.0976,54814.2363673
SUFF02,Daniel J.,Ryan,5674,"160400,160200,160502,051000,160501,050901,160300,160101","0.01,0.64,0.34,0.15,0.00,0.40,0.06,1.00",Daniel Joseph Ryan (D),2nd Suffolk,(D),112,Central Ave @ Willow St,CHELSEA,57,160101,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,3940,54117,2,125,8031400.28338,29074.4701515
SUFF02,Daniel J.,Ryan,15049,"160400,160200,050101,050901,160300,040801,342400","0.35,0.34,0.05,0.01,0.94,0.10,0.03",Daniel Joseph Ryan (D),2nd Suffolk,(D),112,Captains Row @ Boatswains Way,CHELSEA,57,160300,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,1336,51924,2,125,8031400.28338,29074.4701515
MID26,Mike,Connolly,2710,"351500,351300,350200,351404,351403,350104,350103,040600","0.00,0.15,0.38,0.91,1.00,0.54,0.49,0.00",Mike Connolly (D),26th Middlesex,(D),"101,89",Broadway @ Cross St,SOMERVILLE,274,350104,http://malegislature.gov/Legislators/Profile/M_C1,Point,Polygon,4334,73259,2,85,6687439.87223,18679.2635493
NOR01,Bruce J.,Ayers,3165,"417601,417502,417501,417300,417200","0.02,0.99,0.65,0.02,0.20",Bruce J. Ayers (D),1st Norfolk,(D),"217,211",E Squantum St @ Newbury Ave,QUINCY,243,417502,http://malegislature.gov/Legislators/Profile/BJA1,Point,Polygon,2241,82633,2,97,32010475.7398,65034.9363785
NOR06,William C.,Galvin,111791,"415300,415200,415101","0.03,0.02,0.12",William C. Galvin (D),6th Norfolk,(D),,Washington St - Pleasant St to Chapman St (FLAG),CANTON,50,415101,http://malegislature.gov/Legislators/Profile/WCG1,Point,Polygon,73,126574,3,102,79017592.8271,53881.1978763
