Impacted T,Proportion,Route Ids,Stop Id,Stop Name,Town,Town Id,Tract Id,Geometry,Impacted P,Income,Income Lev
"416400,417200,100800,100700,100603","0.02,0.03,0.04,0.95,0.34","201,202",38814,55 Hallet St opp Florian Hall,BOSTON,35,100700,Point,701,87930,2
"416400,100800,100601,100500,100400,100700,100603","0.01,0.58,0.16,0.02,0.09,0.61,0.00",215,3370,Gallivan Blvd @ Kenmere Rd,BOSTON,35,100800,Point,1498,83597,2
"100500,100400,100300,101102,101101,101002,100900,100200,100100","0.04,0.04,0.96,0.56,0.36,0.30,0.01,1.00,0.32",26,441,Norfolk St @ Willowwood St,BOSTON,35,100200,Point,2970,46731,2
"110607,140400,110502,110401,110103,110301,110403,110201","0.08,0.02,0.52,0.89,0.01,0.23,0.65,0.78","27,14,30",6462,Cummins Hwy @ Sherwood St,BOSTON,35,110401,Point,2184,68681,2
"100300,101102,101101,101002,101001,100200,100100,981100","0.48,0.72,0.98,0.22,0.00,0.95,0.35,0.02",21,527,Morton St @ Wildwood St,BOSTON,35,100200,Point,2959,46950,2
"130402,130300,130200,130100,130404","0.05,0.55,0.68,0.03,0.05","35,37,36,38,27",782,Centre St Opp Mt Vernon St,BOSTON,35,130300,Point,711,109913,2
"110607,140400,110502,110401,110103,110301,110403,110201","0.09,0.01,0.53,0.91,0.01,0.22,0.64,0.74","27,14,30",6431,93 Cummins Hwy opp Sherwood St,BOSTON,35,110401,Point,2178,69113,2
"100300,101102,101101,101002,101001,100200,100100,981100","0.48,0.72,0.98,0.22,0.00,0.96,0.35,0.02",21,542,Morton St @ Wildwood St,BOSTON,35,100200,Point,2965,46944,2
"416400,100800,100601,100500,100400,100700,100603","0.01,0.55,0.19,0.00,0.03,0.67,0.03",19,13378,Adams St @ Gallivan Blvd,BOSTON,35,100700,Point,1435,85167,2
"416400,100800,100601,100700,100603","0.01,0.46,0.15,0.76,0.07","201,19",3078,Gallivan Blvd @ Ross Rd,BOSTON,35,100700,Point,1261,86215,2
"140400,110502,110401,110103,110301,981100,110403,110201","0.04,0.11,0.87,0.01,0.66,0.05,0.40,1.00","33,32",76495,515 Hyde Park Ave,BOSTON,35,110201,Point,1785,61096,2
"130402,130300,130200,130100","0.18,0.00,0.28,0.28",52,8394,Baker St @ Varick Rd,BOSTON,35,130100,Point,481,98453,2
"130402,130300,130200,130100","0.17,0.00,0.28,0.29",52,85565,Baker St opp Varick Rd,BOSTON,35,130100,Point,483,98896,2
"110607,110502,110501,110401,110103,140106,110403","0.34,1.00,0.37,0.38,0.00,0.07,0.51","40,70A,34E,34,50",634,Washington St @ Albano St,BOSTON,35,110502,Point,2312,87774,2
"100800,100601,100500,100400,100300,100900,092300,092200","0.14,0.00,0.71,1.00,0.63,0.23,0.00,0.00",26,491,Washington St @ Stockton St,BOSTON,35,100400,Point,3391,55711,2
"110607,110502,110501,110401,110103,140106,110403","0.36,1.00,0.34,0.41,0.00,0.04,0.50","40,70A,34E,34,50",603,Washington St @ Albano St,BOSTON,35,110502,Point,2322,88191,2
"110607,130300,130200,110601,110501,980700","0.11,0.67,0.38,0.03,0.58,0.00",38,5259,101 Anawan Ave opp Allenwood St,BOSTON,35,130300,Point,978,105060,2
"416400,100800,100601,100700,100603","0.01,0.28,0.16,0.94,0.19",201,33077,Gallivan Blvd @ Woodfield St,BOSTON,35,100700,Point,1183,86204,2
"110607,130300,130200,110601,110501,980700","0.11,0.66,0.38,0.04,0.58,0.00",38,5213,Anawan Ave @ Allenwood St,BOSTON,35,130300,Point,977,105011,2
"100800,100601,100500,100400,100300,100900,092300,092200","0.13,0.00,0.75,1.00,0.65,0.20,0.01,0.01",26,516,Washington St @ Burt St,BOSTON,35,100400,Point,3446,55200,2
"100500,100400,100300,101102,101101,101002,100900,100200,100100","0.17,0.18,1.00,0.41,0.06,0.24,0.02,1.00,0.37",26,440,Norfolk St opp Nelson St,BOSTON,35,100300,Point,3056,46390,2
"420302,420301","0.19,0.19",238,4058,North St @ N Main St,RANDOLPH,244,420301,Point,165,68737,2
"420302,420301","0.19,0.19","238,240",4277,N Main St opp Memorial Pkwy,RANDOLPH,244,420301,Point,165,68737,2
"411200,411301","0.11,0.06","34E,70A",26625,Main St @ Gay Ave,WALPOLE,307,411301,Point,80,123482,2
"411200,411301","0.11,0.06","34E,70A",26634,283 Main St,WALPOLE,307,411301,Point,80,123482,2
"420302,420301","0.17,0.20",240,4191,N Main St opp Short St,RANDOLPH,244,420301,Point,160,68298,2
"420302,420301","0.15,0.22",238,4057,North St @ Short St,RANDOLPH,244,420301,Point,159,67714,2
"411200,413500","0.15,0.12","34E,70A",40618,67 Washington St,WALPOLE,307,411200,Point,119,106492,2
"421200,419600","0.14,0.04",230,3905,N Franklin St @ Damon Ave,HOLBROOK,133,421200,Point,74,77185,2
"421200,419600","0.14,0.04",230,3893,N Franklin St opp Damon Ave,HOLBROOK,133,421200,Point,74,77185,2
"411200,413500","0.14,0.13","34E,70A",45618,Opp 67 Washington St,WALPOLE,307,411200,Point,116,105423,2
"420302,420301","0.15,0.22",240,4190,N Main St @ DiAuto Dr,RANDOLPH,244,420302,Point,159,67714,2
"420302,420301","0.11,0.25",238,14056,88 North St,RANDOLPH,244,420301,Point,153,66635,2
"420302,420301","0.11,0.25",238,4063,81 North St,RANDOLPH,244,420301,Point,153,66635,2
"415200,415102,415101","0.00,0.01,0.19",,111667,Washington St from Pequit St to Chapman St (FLAG),CANTON,50,415101,Point,100,128079,3
"415200,415102,415101","0.00,0.01,0.19",,111796,Washington St from Chapman St to Lewis St (FLAG),CANTON,50,415101,Point,100,128079,3
"411200,413402,411301","0.12,0.00,0.06","34E,70A",26635,Main St @ Mylod St,WALPOLE,307,411301,Point,86,123251,2
"420302,420301","0.13,0.24",240,4278,N Main St opp Warren St,RANDOLPH,244,420301,Point,158,67130,2
"411200,413402,411301","0.12,0.01,0.06","34E,70A",26624,Opp 177 Main St @ New Pond Village,WALPOLE,307,411301,Point,90,121529,2
"420302,420301","0.13,0.24",240,4189,N Main St @ Warren St,RANDOLPH,244,420301,Point,158,67130,2
"420302,420301","0.08,0.29",238,4061,North St @ Mill St,RANDOLPH,244,420301,Point,155,65669,2
"421200,419600","0.12,0.07",230,3906,N Franklin St opp Rose Way,HOLBROOK,133,421200,Point,80,81629,2
"420302,420301","0.07,0.29",238,4056,North St @ Cottage St,RANDOLPH,244,420301,Point,151,65434,2
"421200,419600","0.12,0.07",230,3892,N Franklin St @ Rose Way,HOLBROOK,133,421200,Point,80,81629,2
"411200,413500","0.10,0.19","34E,70A",61847,Opp 9 Washington St - Norwood Line,WALPOLE,307,411200,Point,108,100409,2
"411200,413500","0.10,0.20","34E,70A",39618,9 Washington St - Walpole Line,WALPOLE,307,411200,Point,111,100077,2
"420302,420301","0.10,0.26",240,4188,N Main St @ Depot St,RANDOLPH,244,420301,Point,152,66335,2
"420302,420301","0.10,0.26",240,4279,N Main St @ Credit Union Way,RANDOLPH,244,420301,Point,152,66335,2
"411200,413402,413500","0.08,0.00,0.22","34E,70A",38618,1407 Washington St @ DPW Yard,NORWOOD,220,413500,Point,104,98153,2
"411200,413402,413500","0.08,0.00,0.23","34E,70A",46618,Washington St opp Rockhill St,NORWOOD,220,413500,Point,107,97904,2
"421200,419600","0.10,0.10",230,3907,N Franklin St @ Johns Ave,HOLBROOK,133,421200,Point,87,85629,2
"411200,413402,413500","0.07,0.01,0.24","34E,70A",37618,1375 Washington St opp Jacobs Rd,NORWOOD,220,413500,Point,107,96772,2
"411200,413402,413500","0.07,0.01,0.24","34E,70A",47618,Washington St @ Jacobs Rd,NORWOOD,220,413500,Point,107,96772,2
"420302,420301,420100,420201","0.08,0.28,0.00,0.01",240,4187,307 N Main St,RANDOLPH,244,420301,Point,155,66100,2
"420302,420301,420100","0.01,0.34,0.00",238,4064,203 North St,RANDOLPH,244,420301,Point,144,63641,2
"421200,419600","0.09,0.11",230,3891,N Franklin St @ W Division St,HOLBROOK,133,421200,Point,88,87148,2
"420302,420301,420100,420201","0.07,0.28,0.00,0.02",240,4280,N Main St @ Pleasant St,RANDOLPH,244,420301,Point,154,66238,2
"420302,420301,420100","0.01,0.34,0.00",238,4055,168 North St,RANDOLPH,244,420301,Point,144,63641,2
"420302,420301,420100,420201","0.06,0.28,0.01,0.03",240,4186,N Main St @ West St,RANDOLPH,244,420301,Point,157,66805,2
"420302,420301,420100,420201","0.05,0.28,0.01,0.04",240,4281,N Main St @ Park St,RANDOLPH,244,420301,Point,156,66940,2
"411200,413402,413500","0.05,0.03,0.27","34E,70A",48618,Washington St opp Mylod St,NORWOOD,220,413500,Point,110,94586,2
"415300,415200,415101","0.06,0.05,0.01",,111678,Washington St - Pleasant St to Pecunit St (FLAG),CANTON,50,415300,Point,36,116456,2
"411200,413402,413500,413300,411301","0.01,0.67,0.03,0.00,0.01","34E,70A",26622,Walpole St @ Olde Derby Rd,NORWOOD,220,413402,Point,246,91506,2
"411200,413402,413500,413300,411301","0.01,0.67,0.03,0.00,0.01","34E,70A",26637,508 Walpole St opp Old Derby Rd,NORWOOD,220,413402,Point,246,91506,2
"415300,415200,415101","0.07,0.05,0.01",,111787,Washington St - Pecunit St to Pleasant St (FLAG),CANTON,50,415300,Point,39,118006,2
"413402,413100,413500,413401","0.18,0.01,0.24,0.07","34E,70A",33618,Washington St @ Austin St,NORWOOD,220,413500,Point,153,90184,2
"420301,420100,420201","0.10,0.11,0.32",240,4286,571 N Main St,RANDOLPH,244,420201,Point,200,76957,2
"422302,422301,422200,422100","0.05,0.05,0.13,0.07",225,13828,Opp 85 Columbian St,WEYMOUTH,336,422200,Point,92,89342,2
"420301,420100","0.17,0.16",238,4069,455 North St opp Dyer Ave,RANDOLPH,244,420100,Point,143,72690,2
"420301,420100,420201","0.09,0.12,0.34",240,4181,564 N Main St,RANDOLPH,244,420201,Point,207,77392,2
"420301,420100","0.17,0.16",238,4049,North St @ Dyer Ave,RANDOLPH,244,420100,Point,143,72690,2
"420301,420100,419700,419600","0.03,0.01,0.05,0.18",230,3912,Washington St opp Foster Rd,BRAINTREE,40,419600,Point,127,95434,2
"420301,420100,419700,419600","0.03,0.01,0.05,0.18",230,3886,Washington St @ Foster Rd,BRAINTREE,40,419600,Point,127,95434,2
"420301,420100","0.16,0.16",238,4070,North St opp McAuliffe Rd,RANDOLPH,244,420100,Point,139,72982,2
"413402,413100,413500,413401","0.17,0.02,0.21,0.13","34E,70A",61851,Washington St @ Saint George Ave,NORWOOD,220,413500,Point,166,89957,2
"420301,420100","0.16,0.17",238,4048,North St @ McAuliffe Rd,RANDOLPH,244,420100,Point,143,73274,2
"413402,413100,413500,413401","0.17,0.02,0.21,0.14","34E,70A",32638,Washington St @ Weld Ave,NORWOOD,220,413500,Point,170,89922,2
"420301,420100,420201","0.06,0.13,0.38",240,14180,618 N Main St opp Vesey Rd,RANDOLPH,244,420201,Point,213,78355,2
"420301,420100,420201","0.06,0.13,0.39",240,4180,Opp 641 N Main St,RANDOLPH,244,420201,Point,216,78371,2
"420301,420100,420201","0.06,0.13,0.39",240,4288,641 N Main St,RANDOLPH,244,420201,Point,216,78371,2
"420301,420100","0.15,0.18",238,4071,North St @ Teed Dr,RANDOLPH,244,420100,Point,144,73859,2
"420301,420100,419700,419600","0.03,0.02,0.07,0.16",230,3913,Washington St @ Hill View Rd,BRAINTREE,40,419600,Point,131,94763,2
"420301,420100","0.14,0.18",238,4047,North St @ McDevitt Rd,RANDOLPH,244,420100,Point,140,74188,2
"420301,420100,419700,419600","0.03,0.02,0.08,0.16",230,3885,Washington St @ Hill View Rd,BRAINTREE,40,419600,Point,135,94869,2
"413402,413100,413500,413401","0.16,0.03,0.17,0.22","34E,70A",52618,Washington St @ Heaton Ave,NORWOOD,220,413500,Point,189,89653,2
"413402,413500,413300,411301","0.76,0.01,0.06,0.00","34E,70A",26621,445 Walpole St @ Wilson St,NORWOOD,220,413402,Point,287,92157,2
"413402,413100,413500,413401","0.16,0.03,0.17,0.23","34E,70A",32628,Washington St @ Oolah Ave,NORWOOD,220,413500,Point,192,89626,2
"422302,422301,422200,422100","0.07,0.14,0.08,0.06",225,13832,780 Main St,WEYMOUTH,336,422200,Point,96,95768,2
"413402,413500,413300,413401","0.76,0.01,0.07,0.00","34E,70A",26638,Opp 445 Walpole St @ Victory Plaza,NORWOOD,220,413402,Point,291,92403,2
"422302,422301,422200,422100","0.07,0.15,0.07,0.06",225,13827,Main St @ Adams Place,WEYMOUTH,336,422100,Point,95,96704,2
"420301,420100,419700","0.12,0.21,0.00",238,4046,North St @ Pictun Rd,RANDOLPH,244,420100,Point,145,75614,2
"420301,420100,419700,419600","0.03,0.03,0.10,0.14",230,3884,Washington St @ Plymouth Rd,BRAINTREE,40,419600,Point,139,94262,2
"413402,413100,413500,413401","0.15,0.04,0.14,0.31","34E,70A",53618,Washington St @ Dean St,NORWOOD,220,413500,Point,213,89414,2
"420301,420100,419700","0.11,0.21,0.00",238,4072,North St @ Canessa St,RANDOLPH,244,420100,Point,141,75997,2
"413402,413100,413500,413401","0.14,0.04,0.14,0.32","34E,70A",31628,Washington St opp Dean St,NORWOOD,220,413100,Point,214,89375,2
"422302,422301,422200,422100","0.09,0.17,0.06,0.05",225,23832,Main St @ Park Ave,WEYMOUTH,336,422301,Point,101,97125,2
"420301,420100,420202,420201","0.00,0.16,0.00,0.46",240,4289,721 N Main St,RANDOLPH,244,420201,Point,229,80133,2
"422302,422301,422200,422100","0.10,0.18,0.06,0.04",225,23826,Main St @ Bayley Terrace,WEYMOUTH,336,422301,Point,104,97024,2
"420301,420100,420202,420201","0.00,0.16,0.00,0.45",240,4179,Opp 683 N Main St,RANDOLPH,244,420100,Point,226,80148,2
"420301,420100,419800,419700,419600","0.01,0.03,0.00,0.13,0.13",230,3883,Washington St opp Mass Ave,BRAINTREE,40,419600,Point,140,96463,2
"413402,413100,413500,413401","0.11,0.06,0.10,0.40","34E,70A",54618,Washington St @ Lenox St,NORWOOD,220,413100,Point,228,89183,2
"420301,420100,419800,419700,419600","0.01,0.03,0.00,0.14,0.13",230,3915,Washington St @ Park Ave,BRAINTREE,40,419600,Point,144,96508,2
"420301,420100,419700","0.07,0.24,0.01",238,4073,North St opp Brewster Rd,RANDOLPH,244,420100,Point,143,78885,2
"420301,420100,419700","0.07,0.24,0.01",238,4045,North St @ Brewster Rd,RANDOLPH,244,420100,Point,143,78885,2
"413402,413500,413300,413401","0.50,0.02,0.07,0.33","34E,70A",26620,Walpole St opp Hillshire Ln,NORWOOD,220,413402,Point,326,91337,2
"413402,413500,413300,413401","0.50,0.02,0.07,0.34","34E,70A",26639,Walpole St @ Hillshire Ln,NORWOOD,220,413402,Point,329,91302,2
"420301,420100,419800,419700,419600","0.01,0.02,0.00,0.16,0.12",230,3916,Washington St @ Bellevue Ave,BRAINTREE,40,419600,Point,144,96902,2
"420100,420202,420201","0.16,0.01,0.43",240,4178,opp 721 N Main St,RANDOLPH,244,420201,Point,223,80022,2
"420301,420100,419800,419700,419600","0.00,0.02,0.00,0.17,0.12",230,3882,Washington St opp Bellevue Ave,BRAINTREE,40,419600,Point,144,98015,2
"420301,420100,419800,419700","0.05,0.26,0.00,0.01",238,4074,North St opp Scannel Rd,RANDOLPH,244,420100,Point,144,80091,2
"413402,413100,413500,413401","0.09,0.06,0.06,0.53","34E,70A",31618,929 Washington St,NORWOOD,220,413401,Point,259,88875,2
"420301,420100,419800,419700","0.04,0.26,0.00,0.01",238,4044,North St @ Scannel Rd,RANDOLPH,244,420100,Point,140,80632,2
"420100,420202,420201","0.16,0.02,0.41",240,4290,N Main St @ Francis Dr,RANDOLPH,244,420201,Point,220,79893,2
"420100,420202,420201","0.16,0.02,0.41",240,4177,800 N Main St,RANDOLPH,244,420201,Point,220,79893,2
"413402,413100,413500,413401","0.08,0.07,0.04,0.61","34E,70A",30618,Washington St @ Walnut St,NORWOOD,220,413401,Point,282,88773,2
"413402,413100,413500,413401","0.08,0.07,0.04,0.62","34E,70A",55618,930 Washington St opp Walnut Ave,NORWOOD,220,413401,Point,286,88763,2
"422302,422301,422200,422100","0.14,0.26,0.02,0.01",225,13826,Opp 650 Main St,WEYMOUTH,336,422302,Point,113,99796,2
"422302,422301,422200,422100","0.14,0.26,0.02,0.01",225,13833,650 Main St,WEYMOUTH,336,422302,Point,113,99796,2
"420100,420202,420201","0.15,0.03,0.38",240,4291,N Main St @ Oak St,RANDOLPH,244,420201,Point,210,79716,2
"420100,420202,420201","0.15,0.03,0.36",240,4175,N Main St @ Chestnut St,RANDOLPH,244,420201,Point,203,79733,2
"415300,415200","0.11,0.00",,111685,Washington St - Pecunit St to Turnpike St (FLAG),CANTON,50,415300,Point,35,136607,3
"415300,415200","0.11,0.00",,111781,Washington St - Turnpike St to Pecunit St (FLAG),CANTON,50,415300,Point,35,136607,3
"419800,419700,419600","0.01,0.27,0.09",230,3917,Washington St @ Peach St,BRAINTREE,40,419600,Point,170,98096,2
"419800,419700,419600","0.01,0.28,0.08",230,3881,Washington St opp Peach St,BRAINTREE,40,419700,Point,170,98016,2
"413402,413100,413500,413300,413401","0.04,0.07,0.01,0.00,0.79","34E,70A",29618,863 Washington St @ Douglas Ave,NORWOOD,220,413401,Point,327,88492,2
"420100,419800","0.26,0.05",238,4075,North St @ Randolph Rd,RANDOLPH,244,420100,Point,138,82277,2
"413402,413100,413500,413300,413401","0.17,0.00,0.00,0.11,0.83","34E,70A",26619,Walpole St @ Elliot St,NORWOOD,220,413401,Point,407,90873,2
"413402,413100,413500,413300,413401","0.17,0.00,0.00,0.11,0.84","34E,70A",26640,Walpole St @ Brookfield Rd,NORWOOD,220,413401,Point,410,90848,2
"420100,419800","0.25,0.05",238,4043,North St @ Oak St,RANDOLPH,244,420100,Point,133,82265,2
"413402,413200,413100,413500,413300,413401","0.03,0.00,0.07,0.00,0.01,0.83","34E,70A",56618,Washington St @ East Hoyle St,NORWOOD,220,413401,Point,339,88689,2
"422302,422301","0.16,0.30",225,13834,Opp 561 Main St,WEYMOUTH,336,422301,Point,119,100947,2
"422302,422301","0.16,0.30",225,13825,561 Main St,WEYMOUTH,336,422301,Point,119,100947,2
"420100,420202,420201","0.15,0.06,0.27",240,4292,901 N Main St,RANDOLPH,244,420202,Point,185,79265,2
"420100,419800","0.23,0.07",238,4076,North St opp Broad St,RANDOLPH,244,420100,Point,131,82119,2
"420100,419800","0.22,0.08",238,4042,North St @ Broad St,RANDOLPH,244,420100,Point,130,82045,2
"420100,420202,420201","0.15,0.07,0.24",240,4174,N Main St @ Gordon St,RANDOLPH,244,420202,Point,178,79083,2
"413402,413200,413100,413300,413401","0.00,0.04,0.05,0.04,0.81","34E,70A",28618,785 Washington St @ Norwood Hospital,NORWOOD,220,413401,Point,352,88596,2
"413402,413200,413100,413300,413401","0.00,0.04,0.05,0.04,0.81","34E,70A",57618,Washington St @ Norwood Hospital,NORWOOD,220,413401,Point,352,88596,2
"420100,420202,420201","0.15,0.08,0.20",240,4293,969 N Main St,RANDOLPH,244,420100,Point,169,78874,2
"420100,419800","0.20,0.10",238,4077,North St opp Isabell Circle,RANDOLPH,244,420100,Point,129,81899,2
"420100,419800","0.19,0.10",238,4041,North St @ Isabell Circle,RANDOLPH,244,420100,Point,124,81874,2
"420100,420202,420201","0.15,0.09,0.18",240,4173,N Main St @ Intervale Terr,RANDOLPH,244,420202,Point,166,78665,2
"419800,419700,419600","0.02,0.36,0.03",230,3879,Washington St opp Hancock St,BRAINTREE,40,419700,Point,185,97210,2
"419800,419700,419600","0.02,0.36,0.03",230,3918,Washington St opp Braxton St,BRAINTREE,40,419700,Point,185,97210,2
"422302,422301","0.22,0.18",225,13824,Middle St opp Mediterranean Dr,WEYMOUTH,336,422302,Point,123,95377,2
"422302,422301","0.22,0.18",225,13835,Middle St @ Mediterranean Dr,WEYMOUTH,336,422302,Point,123,95377,2
"420100,420202,420201","0.15,0.10,0.15",240,4294,N Main St opp Intervale Terr,RANDOLPH,244,420202,Point,160,78425,2
"413200,413100,413300,413401","0.08,0.04,0.08,0.69","34E,70A",27618,Washington St @ Guild St,NORWOOD,220,413401,Point,346,88941,2
"413200,413100,413300,413401","0.08,0.04,0.08,0.69","34E,70A",61857,Washington St @ Guild St,NORWOOD,220,413401,Point,346,88941,2
"420100,419800","0.16,0.13",238,4078,North St opp Maitland Ave,RANDOLPH,244,420100,Point,122,81646,2
"419800,419700,419600","0.03,0.37,0.01",230,38771,355 Hancock St,BRAINTREE,40,419700,Point,184,96640,2
"420100,419800","0.15,0.14",238,4040,North St @ Maitland Ave,RANDOLPH,244,420100,Point,121,81570,2
"422302,422301","0.25,0.14",225,23823,Middle St opp Rockaway Ave,WEYMOUTH,336,422302,Point,129,92870,2
"422302,422301","0.25,0.14",225,23835,Middle St @ Rockaway Ave,WEYMOUTH,336,422302,Point,129,92870,2
"420100,420202,420201","0.15,0.11,0.10",240,4172,1034 N Main St,RANDOLPH,244,420202,Point,147,78098,2
"420100,420202,420201","0.15,0.12,0.10",240,42951,Opp 1048 N Main St,RANDOLPH,244,420202,Point,151,77902,2
"402102,402500,402400,402101,130402,130404,130406","0.24,0.00,0.10,0.11,0.05,0.15,0.23","35,70A,34E,34",10618,Washington St @ Sumner St,DEDHAM,73,402101,Point,480,72207,2
"418102,418101,418200,416400,417200,417100","0.16,0.02,0.05,0.11,0.03,0.47",245,4379,Adams St @ Robertson St,QUINCY,243,418200,Point,732,93274,2
"416200,140300,140201,140202,140107,140105,980700","0.01,0.63,0.02,0.34,0.61,0.04,0.00","33,24",6357,River St @ McGrath Way,BOSTON,35,140300,Point,1171,64618,2
"140300,140201,140202,140102,140107,140105,980700","0.54,0.02,0.07,0.05,0.99,0.02,0.10","40,50",12783,Gordon Ave @ Summer St,BOSTON,35,140107,Point,997,59854,2
"501102,501101","0.15,0.00",220,3559,Downer Ave @ Governor Long Rd,HINGHAM,131,501102,Point,141,141902,3
"416400,417300,417200,100800,100601,100700,100603","0.00,0.00,0.03,0.02,0.07,0.93,0.52",202,38815,Gallivan Blvd @ Hallet St,BOSTON,35,100700,Point,844,86878,2
"100300,101102,101101,101002,101001,100200,100100,981100","0.17,0.69,1.00,0.07,0.02,0.89,0.44,0.11","28,29",1731,Blue Hill Ave @ Morton St,BOSTON,35,101102,Point,2623,46089,2
"417502,417501,417400,417300,417200","0.68,0.63,0.03,0.24,0.00",211,3133,E Squantum St @ Atlantic St,QUINCY,243,417501,Point,1548,85768,2
"100300,101102,101101,101002,101001,100200,100100,981100","0.15,0.70,1.00,0.06,0.02,0.88,0.43,0.12","28,31,29",11712,Blue Hill Ave @ Morton St,BOSTON,35,101101,Point,2588,46105,2
"140400,110401,101001,110103,110301,981100,110403,110201","0.01,0.29,0.00,0.03,0.97,0.27,0.01,0.84",14,10426,American Legion Hwy @ Army Reserve,BOSTON,35,110301,Point,1061,57774,2
"100300,101102,101101,101002,101001,100200,100100,981100","0.19,0.67,1.00,0.07,0.01,0.90,0.45,0.11",21,526,Morton St @ Blue Hill Ave,BOSTON,35,101102,Point,2627,46071,2
