name,lat,lng,vicinity,business_status,permanently_closed ,rating ,user_ratings_total ,source,type
Bruegger's Bagels,42.296435,-71.1570096,"667 VFW Parkway, Chestnut Hill",OPERATIONAL,False,3.8,113,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment"
Mandarin Gourmet,42.3037437,-71.152289,"1020 West Roxbury Parkway, Chestnut Hill",OPERATIONAL,False,4.4,188,GOOGLE,"restaurant,food,point_of_interest,establishment"
Goldberg's Deli and Grill,42.295028,-71.20298439999999,"1 Wells Avenue, Newton",OPERATIONAL,False,4.0,30,GOOGLE,"restaurant,food,point_of_interest,establishment"
Starbucks,42.29325100000001,-71.235089,"910 Highland Avenue, Needham",OPERATIONAL,False,4.0,209,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Blue On Highland,42.2936992,-71.23509539999999,"882 Highland Avenue, Needham",OPERATIONAL,False,4.2,353,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Spiga,42.3060012,-71.2177801,"18 Highland Circle, Needham",OPERATIONAL,False,4.5,222,GOOGLE,"restaurant,food,point_of_interest,establishment"
Panera Bread,42.304853,-71.21869199999999,"120 Highland Avenue, Needham",OPERATIONAL,False,4.0,600,GOOGLE,"cafe,bakery,meal_takeaway,restaurant,food,point_of_interest,store,establishment"
Three Squares Craft Kitchen & Cocktails,42.29901040000001,-71.2318617,"669 Highland Avenue, Needham",OPERATIONAL,False,4.0,319,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Town House of Pizza,42.293522,-71.23505,"892 Highland Avenue, Needham",OPERATIONAL,False,4.2,119,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Mandarin Cuisine,42.30379629999999,-71.220923,"238 Highland Avenue, Needham",OPERATIONAL,False,4.2,185,GOOGLE,"restaurant,food,point_of_interest,establishment"
Mighty Subs,42.3037937,-71.2213238,"250 Highland Avenue, Needham",OPERATIONAL,False,4.7,417,GOOGLE,"restaurant,food,point_of_interest,establishment"
Gianni's Deli and Pizza,42.2941847,-71.23572229999999,"853 Highland Avenue, Needham",OPERATIONAL,False,4.3,63,GOOGLE,"restaurant,food,point_of_interest,store,establishment"
Hungry Coyote,42.2860629,-71.235658,"1185 Highland Avenue, Needham",OPERATIONAL,False,4.7,263,GOOGLE,"restaurant,food,point_of_interest,establishment"
Burger King,42.3128938,-71.03714699999999,"100 William T Morrissey Boulevard, Dorchester",CLOSED_TEMPORARILY,True,3.7,38,GOOGLE,"restaurant,food,point_of_interest,establishment"
Fiskie's Cafe,42.3189026,-71.04226969999999,"27 Harbor Point Boulevard, Dorchester",OPERATIONAL,False,3.5,53,GOOGLE,"restaurant,food,point_of_interest,establishment"
Reelhouse Marina Bay,42.3004331,-71.0308043,"552 Victory Road, Quincy",CLOSED_TEMPORARILY,True,3.9,130,GOOGLE,"restaurant,food,point_of_interest,establishment"
Shanti Restaurant,42.3126444,-71.05748059999999,"1111 Dorchester Avenue, Dorchester",OPERATIONAL,False,4.2,471,GOOGLE,"restaurant,food,point_of_interest,establishment"
dbar,42.3084231,-71.0579946,"1236 Dorchester Avenue, Dorchester",OPERATIONAL,False,4.5,260,GOOGLE,"restaurant,night_club,bar,food,point_of_interest,establishment"
The Banshee,42.318972,-71.0565806,"934 Dorchester Avenue, Boston",OPERATIONAL,False,4.5,490,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
McKenna's Cafe,42.31153150000001,-71.0539532,"107-109 Savin Hill Avenue, Dorchester",OPERATIONAL,False,4.2,887,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment"
Savin Bar and Kitchen,42.31163319999999,-71.05351759999999,"116 Savin Hill Avenue, Dorchester",OPERATIONAL,False,4.1,396,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Burger King,42.3092729,-71.0577424,"1208 Dorchester Avenue, Dorchester",OPERATIONAL,False,3.5,785,GOOGLE,"restaurant,food,point_of_interest,establishment"
Upham's House Of Pizza,42.3165944,-71.06614259999999,"566 Columbia Road, Dorchester",OPERATIONAL,False,3.8,452,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
HARP + BARD,42.3130657,-71.0574558,"1099 Dorchester Avenue, Dorchester",OPERATIONAL,False,4.3,477,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
La Parrilla Restaurant,42.3082356,-71.05866639999999,"299 Hancock Street, Boston",OPERATIONAL,False,4.2,117,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Jerk,42.30796,-71.06542,"310 Bowdoin Street, Dorchester",OPERATIONAL,False,3.9,61,GOOGLE,"restaurant,food,point_of_interest,establishment"
KFC,42.3199868,-71.06175449999999,"695 Columbia Road, Dorchester",OPERATIONAL,False,3.6,753,GOOGLE,"restaurant,food,point_of_interest,establishment"
Boston Pizza Grill,42.3158567,-71.06608039999999,"535 Columbia Road, Dorchester",OPERATIONAL,False,4.0,379,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Restaurante Cesaria,42.306898,-71.066608,"266 Bowdoin Street, Boston",OPERATIONAL,False,4.2,512,GOOGLE,"restaurant,food,point_of_interest,establishment"
Hong Kong Chef,42.31993609999999,-71.0569817,"889 Dorchester Avenue A, Dorchester",OPERATIONAL,False,3.5,100,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.30843470000001,-71.0580257,"1236 Dorchester Avenue, Dorchester",OPERATIONAL,False,4.2,173,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Ba Le Restaurant,42.3147944,-71.05666939999999,"1052 Dorchester Avenue, Boston",OPERATIONAL,False,4.6,587,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pantry Pizza & Kitchen,42.3188712,-71.0569124,"931 Dorchester Avenue, Dorchester",OPERATIONAL,False,4.2,350,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Canton House,42.3156632,-71.06591039999999,"6 Hancock Street, Boston",OPERATIONAL,False,3.8,124,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
One Family Diner,42.3067645,-71.06676759999999,"260 Bowdoin Street, Dorchester",OPERATIONAL,False,4.1,325,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pete's Pizza & Seafood,42.30659980000001,-71.0664772,"267 Bowdoin Street, Dorchester",OPERATIONAL,False,3.9,87,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Lucky Cafe,42.3127356,-71.0574738,"1107 Dorchester Avenue, Dorchester",OPERATIONAL,False,4.3,63,GOOGLE,"restaurant,food,point_of_interest,establishment"
Mythos Pizza,42.30513299999999,-71.06806,"203 Bowdoin Street, Boston",OPERATIONAL,False,3.5,120,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Merengue Restaurant,42.31919000000001,-71.077559,"156 Blue Hill Avenue, Boston",OPERATIONAL,False,4.0,1032,GOOGLE,"restaurant,food,point_of_interest,establishment"
Popeyes Louisiana Kitchen,42.3185467,-71.082893,"330 Martin Luther King Jr Boulevard, Roxbury",OPERATIONAL,False,3.7,796,GOOGLE,"restaurant,food,point_of_interest,establishment"
Grove Hall Pizza,42.30952000000001,-71.08289599999999,"661 Warren Street, Boston",OPERATIONAL,False,3.6,111,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Reggie's,42.3082697,-71.08359500000002,"493A Blue Hill Avenue, Boston",OPERATIONAL,False,4.5,4,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
The Rotisserie,42.3097838,-71.08300109999999,"651 Warren Street, Dorchester",CLOSED_TEMPORARILY,True,3.5,54,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dacia Family Market and Deli,42.3145277,-71.0776393,"16 Dacia Street, Dorchester",OPERATIONAL,False,4.7,14,GOOGLE,"grocery_or_supermarket,restaurant,food,point_of_interest,store,establishment"
Flames III,42.30901129999999,-71.0832465,"469 Blue Hill Avenue, Dorchester",OPERATIONAL,False,4.2,753,GOOGLE,"restaurant,food,point_of_interest,establishment"
McDonald's,42.31560899999999,-71.097931,"3064 Washington Street, Roxbury",OPERATIONAL,False,3.1,661,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Sun Pizza,42.3070863,-71.082098,"46 Washington Street, Dorchester",OPERATIONAL,False,3.8,161,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,store,establishment"
The Dining Car,42.314165,-71.1033369,"31 Germania Street, Boston",OPERATIONAL,False,4.0,3,GOOGLE,"restaurant,food,point_of_interest,establishment"
Crown Fried Chicken,42.3190189,-71.081187,"344 Warren Street, Roxbury",OPERATIONAL,False,4.2,166,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3094081,-71.0820839,"456 Blue Hill Avenue, Dorchester",OPERATIONAL,False,3.9,606,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Island Style,42.30333089999999,-71.0787506,"183 Washington Street, Boston",OPERATIONAL,False,4.2,194,GOOGLE,"restaurant,food,point_of_interest,establishment"
What A Deal Variety Store & Restaurant,42.3100418,-71.082785,"636 Warren Street, Dorchester",OPERATIONAL,False,3.4,7,GOOGLE,"restaurant,food,point_of_interest,store,establishment"
Lucky Boston,42.3150539,-71.098778,"3096 Washington Street, Roxbury",OPERATIONAL,False,4.2,189,GOOGLE,"restaurant,food,point_of_interest,establishment"
Hatoff's Gas Station,42.3071372,-71.105882,"3440 Washington Street, Boston",OPERATIONAL,False,3.4,33,GOOGLE,"gas_station,atm,convenience_store,meal_takeaway,finance,restaurant,food,point_of_interest,store,establishment"
Levi's Restaurant,42.2999173,-71.0744508,"323 Washington Street, Dorchester",OPERATIONAL,False,4.0,31,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment"
EL DUGOUT,42.3099932,-71.0916209,"122 Seaver Street, Dorchester",OPERATIONAL,False,4.1,432,GOOGLE,"restaurant,food,point_of_interest,establishment"
La Esquina Restaurant,42.3029077,-71.0850348,"624 Blue Hill Avenue, Boston",OPERATIONAL,False,4.2,34,GOOGLE,"restaurant,food,point_of_interest,establishment"
Ten Tables,42.3149051,-71.1142198,"597 Centre Street, Jamaica Plain",OPERATIONAL,False,4.5,266,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Tres Gatos,42.3190861,-71.11165,"470 Centre Street, Jamaica Plain",OPERATIONAL,False,4.6,497,GOOGLE,"book_store,electronics_store,home_goods_store,bar,restaurant,food,point_of_interest,store,establishment"
Vee Vee,42.3102778,-71.1152778,"763 Centre Street, Jamaica Plain",OPERATIONAL,False,4.6,156,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
JP Seafood Cafe,42.3108672,-71.1144621,"730 Centre Street, Jamaica Plain",OPERATIONAL,False,4.5,562,GOOGLE,"restaurant,food,point_of_interest,establishment"
Canary Square,42.319796,-71.11197,"435 South Huntington Avenue, Jamaica Plain",OPERATIONAL,False,4.2,575,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Cafe Beirut,42.3130289,-71.11394469999999,"654 Centre Street, Jamaica Plain",OPERATIONAL,False,4.2,262,GOOGLE,"restaurant,food,point_of_interest,establishment"
Purple Cactus,42.3121933,-71.1140471,"674 Centre Street, Jamaica Plain",OPERATIONAL,False,4.3,426,GOOGLE,"restaurant,food,point_of_interest,establishment"
Fiore's Bakery,42.30795,-71.11576,"55 South Street, Jamaica Plain",OPERATIONAL,False,4.6,355,GOOGLE,"bakery,meal_takeaway,restaurant,food,point_of_interest,store,establishment"
The Real Deal,42.31079800000001,-71.1144845,"736 Centre Street, Jamaica Plain",OPERATIONAL,False,4.2,299,GOOGLE,"restaurant,food,point_of_interest,establishment"
Costello's Tavern,42.3111785,-71.1146437,"723 Centre Street, Jamaica Plain",CLOSED_TEMPORARILY,True,4.2,208,GOOGLE,"restaurant,food,point_of_interest,establishment"
City Feed and Supply,42.3171882,-71.1063538,"66 Boylston Street, Jamaica Plain",OPERATIONAL,False,4.6,134,GOOGLE,"grocery_or_supermarket,cafe,restaurant,food,point_of_interest,store,establishment"
J P House of Pizza,42.3100098,-71.1154318,"775 Centre Street, Jamaica Plain",OPERATIONAL,False,4.2,134,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
El Oriental De Cuba,42.3207514,-71.1104593,"416 Centre Street, Jamaica Plain",OPERATIONAL,False,4.6,1090,GOOGLE,"restaurant,food,point_of_interest,establishment"
JPizle Kitchen,42.31690649999999,-71.113267,"536 Centre Street, Jamaica Plain",OPERATIONAL,False,4.1,362,GOOGLE,"restaurant,meal_takeaway,cafe,food,point_of_interest,store,establishment"
Chilacates Centre St,42.3127944,-71.1139752,"658 Centre Street, Boston",OPERATIONAL,False,4.6,451,GOOGLE,"restaurant,food,point_of_interest,establishment"
[FoMu],42.314309,-71.114235,"617 Centre Street, Jamaica Plain",OPERATIONAL,False,4.7,145,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment"
Chilacates Amory St,42.3163705,-71.1031721,"224 Amory Street, Boston",OPERATIONAL,False,4.7,855,GOOGLE,"restaurant,food,point_of_interest,establishment"
Vineripe Grill,42.3097049,-71.1602011,"1281 West Roxbury Parkway, Chestnut Hill",OPERATIONAL,False,4.5,10,GOOGLE,"restaurant,food,point_of_interest,establishment"
sweetgreen,42.3187605,-71.1758602,"210 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.2,225,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Sushi Man,42.319244,-71.184714,"387 Boylston Street, Newton",OPERATIONAL,False,4.5,213,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunn-Gaherin's Food and Spirits,42.312722,-71.223914,"344 Elliot Street, Newton",OPERATIONAL,False,4.6,527,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
The Biltmore Bar & Grille,42.3091897,-71.2211671,"1205 Chestnut Street, Newton",OPERATIONAL,False,4.2,587,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Chipotle Mexican Grill,42.3082088,-71.215051,"300 Needham Street Spc 107.2, Newton",OPERATIONAL,False,3.9,343,GOOGLE,"restaurant,food,point_of_interest,establishment"
New England Soup Factory,42.3095933,-71.2143933,"244 Needham Street, Newton",OPERATIONAL,False,4.4,370,GOOGLE,"restaurant,food,point_of_interest,establishment"
bp,42.3189652,-71.21076049999999,"964 Boylston Street, Newton",OPERATIONAL,False,3.4,30,GOOGLE,"gas_station,atm,car_wash,convenience_store,finance,restaurant,food,point_of_interest,store,establishment"
Farm Grill and Rottiserie,42.315794,-71.20983,"40 Needham Street, Newton Highlands",OPERATIONAL,False,4.5,475,GOOGLE,"restaurant,food,point_of_interest,establishment"
Starbucks,42.309545,-71.21441,"244 Needham Street, Newton",OPERATIONAL,False,4.3,177,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Neighborhood Restaurant Group,42.3092851,-71.2209321,"1215 Chestnut Street, Newton",OPERATIONAL,False,3.0,2,GOOGLE,"restaurant,food,point_of_interest,establishment"
BrickFire Pizza Co.,42.3096685,-71.2211073,"1214 Chestnut Street, Newton",OPERATIONAL,False,4.4,156,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Five Guys,42.3105972,-71.2144249,"215 Needham Street, Newton",OPERATIONAL,False,4.2,445,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Anthony's Coal Fired Pizza,42.3115528,-71.2130583,"180 Needham Street, Newton",CLOSED_TEMPORARILY,True,4.3,340,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
B.GOOD,42.315637,-71.21045,"55 Needham Street, Newton",OPERATIONAL,False,4.1,289,GOOGLE,"restaurant,food,point_of_interest,establishment"
Brothers Pizza & Restaurant,42.3102778,-71.2286111,"201 Reservoir Street, Needham",OPERATIONAL,False,4.5,130,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
McDonald's,42.31376700000001,-71.21222,"111 Needham Street, Newton",OPERATIONAL,False,3.8,724,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Dunkin',42.312836,-71.2120758,"138 Needham Street, Newton",OPERATIONAL,False,4.2,249,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Echo Bridge Restaurant & Cafe,42.3125702,-71.2245301,"1068 Chestnut Street, Newton",OPERATIONAL,False,4.5,119,GOOGLE,"restaurant,food,point_of_interest,establishment"
Bob's Sub Stop,42.312908,-71.2214257,"295 Elliot Street, Newton Upper Falls",OPERATIONAL,False,4.2,36,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,store,establishment"
Panellas Market,42.31119869999999,-71.2284885,"50 Central Avenue, Needham Heights",OPERATIONAL,False,4.7,43,GOOGLE,"convenience_store,restaurant,food,point_of_interest,store,establishment"
Chef Mike's Cucina,42.3057345,-71.218171,"73 Highland Avenue, Needham",OPERATIONAL,False,4.4,68,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pressed Cafe,42.3078467,-71.214638,"300 Needham Street, Newton",OPERATIONAL,False,4.6,102,GOOGLE,"restaurant,cafe,bar,food,point_of_interest,establishment"
Jean and Lee Kitchen,42.3090686,-71.2201688,"108 Oak Street, Newton",OPERATIONAL,False,4.4,263,GOOGLE,"restaurant,food,point_of_interest,establishment"
Good NU Hospitality,42.30922280000001,-71.2208069,"1215 Chestnut Street, Newton",OPERATIONAL,False,5.0,1,GOOGLE,"restaurant,food,point_of_interest,establishment"
District 118 Kitchen & Bar,42.3132037,-71.21135699999999,"118 Needham Street, Newton",OPERATIONAL,False,4.4,247,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Dunkin',42.3189143,-71.2099935,"940 Boylston Street, Newton",OPERATIONAL,False,3.9,249,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Great Wok Wellesley,42.31535659999999,-71.24494,"180 Worcester Street, Wellesley",OPERATIONAL,False,4.5,148,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Salty's,42.3219307,-70.9873082,"Spectacle Island, North Quincy",CLOSED_TEMPORARILY,True,3.7,6,GOOGLE,"restaurant,food,point_of_interest,establishment"
Local 149,42.33311669999999,-71.0273747,"149 P Street, Boston",OPERATIONAL,False,4.3,350,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Cafe Mamtaz,42.3342849,-71.03544,"87 L Street, Boston",OPERATIONAL,False,4.1,57,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Sidewalk Cafe South Boston,42.33493719999999,-71.03346379999999,"764 East 4th Street, South Boston",OPERATIONAL,False,4.6,83,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
L Street Diner & Pizzeria,42.334051,-71.035083,"108 L Street, South Boston",OPERATIONAL,False,4.3,185,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Sal's Pizza,42.3313774,-71.03538809999999,"205 L Street, Boston",OPERATIONAL,False,4.4,115,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Sixth Gear - Cask & Kitchen,42.33470200000001,-71.03558799999999,"81 L Street, Boston",OPERATIONAL,False,4.3,108,GOOGLE,"restaurant,food,point_of_interest,establishment"
Seapoint,42.3311127,-71.0463381,"367 East 8th Street, South Boston",OPERATIONAL,False,4.5,188,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Mirisolas,42.331368,-71.03508599999999,"200 L Street, Boston",OPERATIONAL,False,4.6,62,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3128812,-71.03697780000002,"University of Massachusetts Boston, 100 Morrissey Boulevard, Boston",CLOSED_TEMPORARILY,True,3.2,5,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Olive Garden Italian Restaurant,42.3261493,-71.0631303,"11B Allstate Road, Dorchester",OPERATIONAL,False,3.9,2110,GOOGLE,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment"
Victoria's Diner,42.3270427,-71.06677429999999,"1024 Massachusetts Avenue, Boston",OPERATIONAL,False,4.0,1496,GOOGLE,"restaurant,food,point_of_interest,establishment"
"224 Boston Restaurant Takeout, Delivery, Catering, Dorchester MA.",42.3222589,-71.060855,"224 Boston Street, Dorchester",OPERATIONAL,False,4.5,302,GOOGLE,"restaurant,food,point_of_interest,establishment"
Domino's Pizza,42.3341348,-71.0549515,"163 Old Colony Avenue, Boston",OPERATIONAL,False,2.6,248,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Applebee's Grill + Bar,42.3260139,-71.0636375,"11A Allstate Road, Dorchester",OPERATIONAL,False,3.9,1682,GOOGLE,"restaurant,bar,food,point_of_interest,establishment"
Panera Bread,42.3261664,-71.0620699,"8 Allstate Road Suite 3, Dorchester",OPERATIONAL,False,4.0,388,GOOGLE,"cafe,bakery,meal_takeaway,restaurant,food,point_of_interest,store,establishment"
Dunkin',42.320854,-71.060912,"256 Boston Street, Dorchester",OPERATIONAL,False,4.1,494,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Home Run Cafe,42.3214833,-71.06261669999999,"1261 Massachusetts Avenue, Boston",OPERATIONAL,False,3.9,237,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Starbucks,42.3256403,-71.0631155,"36 District Avenue, Dorchester",OPERATIONAL,False,3.8,275,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
The Bistro – Eat. Drink. Connect.®,42.32675009999999,-71.0602821,"63 Boston Street, Boston",CLOSED_TEMPORARILY,True,3.3,9,GOOGLE,"restaurant,food,point_of_interest,establishment"
Top Mix Bar & Kitchen,42.3237931,-71.0680758,"257 Norfolk Avenue, Boston",OPERATIONAL,False,4.4,263,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Domino's Pizza,42.3312379,-71.0953349,"1400 Tremont Street Space D, Boston",OPERATIONAL,False,2.7,534,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Peking House,42.3289266,-71.0829023,"160 Dudley Street, Roxbury",OPERATIONAL,False,4.2,220,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Alex's Chimis,42.322241,-71.107654,"358 Centre Street, Jamaica Plain",OPERATIONAL,False,4.4,935,GOOGLE,"restaurant,food,point_of_interest,establishment"
AK's Takeout & Delivery,42.331854,-71.096325,"1427 Tremont Street, Boston",OPERATIONAL,False,3.9,322,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Suya Joint Restaurant,42.3283333,-71.0819444,"185 Dudley Street, Boston",OPERATIONAL,False,4.1,501,GOOGLE,"restaurant,food,point_of_interest,establishment"
Simon's Seafood Market & Take-Out,42.3288413,-71.0832848,"154 Dudley Street, Boston",OPERATIONAL,False,3.9,83,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
P & R Restaurant,42.3285744,-71.08106250000002,"208 Dudley Street, Boston",OPERATIONAL,False,4.0,166,GOOGLE,"restaurant,food,point_of_interest,store,establishment"
Maxine's On Saint James,42.3279626,-71.0774706,"304 Dudley Street, Boston",OPERATIONAL,False,4.1,134,GOOGLE,"restaurant,food,point_of_interest,establishment"
Jamaica Mi Hungry,42.3229395,-71.09936859999999,"225 Centre Street, Boston",OPERATIONAL,False,4.4,142,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3293654,-71.08433649999999,"At Dudley T Station, 2360 Washington Street, Roxbury",OPERATIONAL,False,3.9,160,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
The Kinsale Irish Pub & Restaurant,42.329774,-71.0917774,"2 Center Plaza, Boston",CLOSED_TEMPORARILY,True,4.1,914,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Bintimani Restaurant,42.330677,-71.0825424,"1127 Harrison Avenue, Boston",OPERATIONAL,False,4.3,25,GOOGLE,"restaurant,food,point_of_interest,establishment"
Ashur Restaurant,42.33038060000001,-71.0944,"291 Roxbury Street, Roxbury",OPERATIONAL,False,4.4,272,GOOGLE,"restaurant,food,point_of_interest,establishment"
Yummy Yummy,42.3294355,-71.0843691,"2360 Washington Street, Roxbury",OPERATIONAL,False,4.0,57,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Yely's Restaurant,42.32277490000001,-71.10201219999999,"284 Centre Street, Jamaica Plain",OPERATIONAL,False,4.4,342,GOOGLE,"restaurant,food,point_of_interest,store,establishment"
Boston Salads & Prepared Foods,42.32951509999999,-71.07122629999999,"26-32 Chesterton Street, Boston",OPERATIONAL,False,4.6,12,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Nubian Square Grille,42.3287662,-71.0833218,"150 Dudley Street, Roxbury",OPERATIONAL,False,3.8,216,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
The Old Havana Cuban Restaurant,42.3227017,-71.1067468,"349 Centre Street, Jamaica Plain",OPERATIONAL,False,4.4,241,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dayib Cafe,42.3328433,-71.0832746,"722 Shawmut Avenue, Roxbury",OPERATIONAL,False,4.5,27,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3319645,-71.0967581,"1443 Tremont Street, Boston",OPERATIONAL,False,4.0,128,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Fresh City,42.314379,-71.10344180000001,"31 Germania Street, Boston",OPERATIONAL,False,4.2,214,GOOGLE,"restaurant,food,point_of_interest,establishment"
McDonald's,42.3203521,-71.0822283,"301 Warren Street, Roxbury",OPERATIONAL,False,3.1,1103,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
New Ho Toy,42.3179439,-71.0665952,"746 Dudley Street, Dorchester",OPERATIONAL,False,3.8,48,GOOGLE,"restaurant,food,point_of_interest,establishment"
Tostado Sandwich Bar,42.3227882,-71.10314939999999,"300 Centre Street, Jamaica Plain",OPERATIONAL,False,4.3,133,GOOGLE,"restaurant,food,point_of_interest,establishment"
Ideal Sub Shop,42.3223179,-71.0725195,"522 Dudley Street, Roxbury",OPERATIONAL,False,4.7,684,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Doña Habana Restaurant,42.332389,-71.0731962,"811 Massachusetts Avenue, Boston",OPERATIONAL,False,4.2,1107,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment"
Cappy's Pizza,42.3227181,-71.10336989999999,"304 Centre Street, Jamaica Plain",OPERATIONAL,False,4.1,237,GOOGLE,"restaurant,food,point_of_interest,establishment"
Egleston House of Pizza,42.3155041,-71.0984284,"3080 Washington Street, Roxbury",OPERATIONAL,False,4.0,276,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Joe's Famous Steak Subs,42.3288472,-71.0838778,"140 Dudley Street, Roxbury",OPERATIONAL,False,4.5,545,GOOGLE,"restaurant,meal_takeaway,food,point_of_interest,store,establishment"
Dunkin',42.3168309,-71.0980807,"1926 Columbus Avenue, Roxbury",OPERATIONAL,False,4.0,254,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Arizona BBQ,42.32939210000001,-71.0845679,"2360 Washington Street, Roxbury",OPERATIONAL,False,3.7,65,GOOGLE,"restaurant,food,point_of_interest,establishment"
Backwoods Pizza,42.321742,-71.072481,"539 Dudley Street, Roxbury",OPERATIONAL,False,3.7,173,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
