,name,lat,lng,vicinity,business_status,permanently_closed ,rating ,user_ratings_total ,source,type,volient_no,expired
877,Stephanie's On Newbury,42.35021890000001,-71.07962140000001,"190 Newbury Street, Boston",OPERATIONAL,False,4.0,1306,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
878,Fajitas & 'Ritas,42.354772100000005,-71.0623655,"25 West Street, Boston",OPERATIONAL,False,4.1,926,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
879,Club Café,42.3484119,-71.0723225,"209 Columbus Avenue, Boston",OPERATIONAL,False,4.3,556,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
880,Eastern Standard,42.34848749999999,-71.09601339999998,"528 Commonwealth Avenue, Boston",CLOSED_TEMPORARILY,True,4.5,1741,GOOGLE,"restaurant,food,point_of_interest,establishment",,
881,Atlantic Fish Co,42.34923999999999,-71.08118499999998,"761 Boylston Street, Boston",OPERATIONAL,False,4.6,2181,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
882,Island Creek Oyster Bar,42.348612200000005,-71.09509589999998,"500 Commonwealth Avenue, Boston",OPERATIONAL,False,4.6,1171,GOOGLE,"restaurant,food,point_of_interest,establishment",77,False
883,Cafe 472,42.3486222,-71.09367739999998,"472 Commonwealth Avenue, Boston",OPERATIONAL,False,3.8,180,GOOGLE,"meal_delivery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",126,False
884,Max Brenner,42.349444399999996,-71.0808333,"745 Boylston Street, Boston",OPERATIONAL,False,4.1,1607,GOOGLE,"restaurant,food,point_of_interest,store,establishment",153,False
885,Kashmir Restaurant,42.34935460000001,-71.0839459,"279 Newbury Street, Boston",OPERATIONAL,False,3.8,818,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
886,BEERWORKS (No. 1 Fenway/Boston),42.346963099999996,-71.09897020000001,"61 Brookline Avenue, Boston",CLOSED_TEMPORARILY,True,4.0,565,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
887,Cafeteria Boston,42.3492472,-71.0844111,"279a Newbury Street, Boston",OPERATIONAL,False,4.0,611,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",196,False
888,Sorellina,42.348811,-71.07786,"1 Huntington Avenue, Boston",OPERATIONAL,False,4.6,428,GOOGLE,"restaurant,food,point_of_interest,establishment",,
889,Cask 'n Flagon,42.34754749999999,-71.0978587,"62 Brookline Avenue, Boston",OPERATIONAL,False,4.2,1192,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
890,Sunset Cantina,42.350895,-71.116849,"916 Commonwealth Avenue, Boston",OPERATIONAL,False,4.0,729,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
891,Brown Sugar Cafe,42.352214000000004,-71.12185699999998,"1033 Commonwealth Avenue, Boston",OPERATIONAL,False,4.5,522,GOOGLE,"restaurant,food,point_of_interest,establishment",,
892,India Quality Restaurant,42.348605,-71.094219,"484 Commonwealth Avenue, Boston",OPERATIONAL,False,3.9,589,GOOGLE,"restaurant,food,point_of_interest,establishment",,
893,Scullers Jazz Club,42.360262,-71.1181162,"400 Soldiers Field Road, Boston",OPERATIONAL,False,4.3,127,GOOGLE,"restaurant,food,point_of_interest,establishment",,
894,Bleacher Bar,42.34710889999999,-71.0967912,"82A Lansdowne Street, Boston",OPERATIONAL,False,4.5,960,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",69,False
895,Shabu-Zen,42.35249899999999,-71.12904300000001,"80 Brighton Avenue, Allston",OPERATIONAL,False,4.5,897,GOOGLE,"restaurant,food,point_of_interest,establishment",9,False
896,The Horse Allston,42.3527073,-71.13077919999998,"116 Brighton Avenue, Boston",OPERATIONAL,False,3.9,567,GOOGLE,"restaurant,food,point_of_interest,establishment",,
897,Jo Jo Taipei,42.3529625,-71.1303693,"103 Brighton Avenue, Allston",OPERATIONAL,False,3.9,221,GOOGLE,"restaurant,food,point_of_interest,establishment",174,True
898,T Anthony's Pizzeria,42.351490000000005,-71.12150030000001,"1016 Commonwealth Avenue, Boston",OPERATIONAL,False,4.3,453,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment",,
899,Habibi's Lounge,42.350748700000004,-71.1308868,"1217 Commonwealth Avenue, Boston",OPERATIONAL,False,4.0,476,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment",63,False
900,Cornwall's,42.3493611,-71.09587890000002,"644 Beacon Street, Boston",OPERATIONAL,False,4.4,383,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",0,False
901,Deuxave,42.3495135,-71.08911540000001,"371 Commonwealth Avenue, Boston",OPERATIONAL,False,4.6,388,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",29,False
902,Fin's Sushi + Grill,42.34944220000001,-71.09527220000001,"636 Beacon Street, Boston",OPERATIONAL,False,4.0,152,GOOGLE,"restaurant,food,point_of_interest,establishment",,
903,Shanghai Gate,42.35,-71.1305556,"204 Harvard Avenue, Allston",OPERATIONAL,False,4.0,212,GOOGLE,"restaurant,food,point_of_interest,establishment",,
904,Chipotle Mexican Grill,42.3506578,-71.11466159999998,"876 Commonwealth Avenue, Brookline",OPERATIONAL,False,4.2,316,GOOGLE,"restaurant,food,point_of_interest,establishment",142,False
905,Stockyard Restaurant,42.357781,-71.148519,"135 Market Street, Brighton",OPERATIONAL,False,4.4,1251,GOOGLE,"restaurant,food,point_of_interest,establishment",,
906,Grasshopper Restaurant,42.35372879999999,-71.1374261,"1 North Beacon Street, Allston",OPERATIONAL,False,4.5,451,GOOGLE,"restaurant,food,point_of_interest,establishment",,
907,Devlin's Bistro & Bar | Restaurant,42.3488625,-71.1523248,"332 Washington Street, Brighton",OPERATIONAL,False,4.4,476,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
908,Kaju Korean Cuisine — Allston,42.354345200000004,-71.1322021,"56 Harvard Avenue, Boston",OPERATIONAL,False,4.3,508,GOOGLE,"restaurant,food,point_of_interest,establishment",,
909,Dunkin',42.3565798,-71.1398385,"In Stop & Shop, 60 Everett Street, Allston",OPERATIONAL,False,4.8,9,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
910,Korean Garden,42.3524,-71.13169719999998,"122 Harvard Avenue, Boston",OPERATIONAL,False,4.1,290,GOOGLE,"restaurant,food,point_of_interest,establishment",,
911,Tavern In The Square Allston,42.35330309999999,-71.13263740000001,"161 Brighton Avenue, Boston",OPERATIONAL,False,3.8,557,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
912,Jim's | Deli & Restaurant,42.34931839999999,-71.15405279999999,"371 Washington Street, Brighton",OPERATIONAL,False,4.7,679,GOOGLE,"restaurant,food,point_of_interest,store,establishment",,
913,Punjab Palace,42.353033200000006,-71.13052900000001,"109 Brighton Avenue, Boston",OPERATIONAL,False,4.1,479,GOOGLE,"restaurant,food,point_of_interest,establishment",,
914,Subway,42.35158149999999,-71.1314546,"162 Harvard Avenue, Boston",OPERATIONAL,False,3.7,39,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",1578,True
915,Fish Market Sushi Bar,42.35295560000001,-71.1330028,"170 Brighton Avenue, Allston",OPERATIONAL,False,4.4,218,GOOGLE,"restaurant,food,point_of_interest,establishment",,
916,Bonchon Boston - Brighton Ave,42.35304,-71.13089000000001,"123 Brighton Avenue, Boston",CLOSED_TEMPORARILY,True,4.4,1185,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
917,Le's Vietnamese Cuisine,42.3531361,-71.1313722,"137 Brighton Avenue, Allston",OPERATIONAL,False,4.3,455,GOOGLE,"restaurant,food,point_of_interest,establishment",,
918,The Draft Bar and Grille,42.354850899999995,-71.13246219999998,"34 Harvard Avenue, Allston",OPERATIONAL,False,4.1,359,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
919,Carlo's Cucina Italiana,42.35313970000001,-71.131173,"131 Brighton Avenue, Allston",OPERATIONAL,False,4.7,354,GOOGLE,"restaurant,food,point_of_interest,establishment",,
920,Kung Fu Tea,42.35219410000001,-71.13211590000002,"131 Harvard Avenue, Allston",OPERATIONAL,False,4.3,422,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment",108,False
921,Cafenation,42.349027899999996,-71.1542635,"380 Washington Street, Brighton",OPERATIONAL,False,4.5,250,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",,
922,Pavement Coffeehouse,42.3502999,-71.13180290000001,"1243 Commonwealth Avenue, Allston",OPERATIONAL,False,4.3,239,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment",357,False
923,Corrib Pub,42.3498864,-71.15276109999998,"396 Market Street, Brighton",OPERATIONAL,False,4.5,265,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
924,Burger King,42.353033700000005,-71.1350021,"210 Brighton Avenue, Allston",OPERATIONAL,False,3.8,723,GOOGLE,"restaurant,food,point_of_interest,establishment",819,True
925,Ariana Restaurant,42.3626709,-71.13792190000001,"384 Western Avenue, Brighton",OPERATIONAL,False,4.6,213,GOOGLE,"restaurant,food,point_of_interest,establishment",26,True
926,Darbar,42.354881400000004,-71.1447031,"130 North Beacon Street, Boston",OPERATIONAL,False,3.9,477,GOOGLE,"restaurant,food,point_of_interest,establishment",,
927,McDonald's,42.35865889999999,-71.1548688,"1750 Soldiers Field Road, Brighton",OPERATIONAL,False,3.5,770,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",824,True
928,IHOP,42.3586262,-71.15733780000001,"1850 Soldiers Field Road, Brighton",OPERATIONAL,False,3.9,2003,GOOGLE,"restaurant,food,point_of_interest,establishment",,
929,Starbucks,42.358805,-71.15437800000001,"1660-1670 Soldiers Field Road, Brighton",OPERATIONAL,False,4.4,152,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
930,Little Pizza King,42.34931329999999,-71.15472299999998,"2731, 389 Washington Street, Brighton",OPERATIONAL,False,4.3,139,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment",59,False
931,Thai North,42.3512199,-71.1684568,"433 Faneuil Street, Brighton",OPERATIONAL,False,4.5,188,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",5,True
932,Fiorella's Express,42.35047,-71.16838100000001,"2 Tremont Street, Brighton",OPERATIONAL,False,4.4,163,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment",81,False
933,Porter Belly's Pub,42.3489511,-71.1524833,"338 Washington Street, Brighton",OPERATIONAL,False,4.5,129,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment",,
934,Esperia Grill,42.3488518,-71.15292640000001,"344 Washington Street, Brighton",OPERATIONAL,False,4.6,302,GOOGLE,"restaurant,food,point_of_interest,establishment",,
935,China Maxim,42.354631899999994,-71.15050790000001,"241 Market Street, Brighton",OPERATIONAL,False,3.5,94,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
936,Tin Tin Buffet,42.35574500000001,-71.14821500000001,"200 North Beacon Street, Brighton",OPERATIONAL,False,3.9,1055,GOOGLE,"restaurant,food,point_of_interest,establishment",237,False
937,Irish Village,42.35493889999999,-71.14971109999998,"224 Market Street, Brighton",OPERATIONAL,False,4.6,96,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
938,Dash Cafe,42.3494768,-71.1496947,"5 Henshaw Street, Brighton",OPERATIONAL,False,4.6,176,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",44,False
939,New Hong Kong,42.350449100000006,-71.1686108,"14 Tremont Street, Brighton",OPERATIONAL,False,3.2,74,GOOGLE,"restaurant,meal_delivery,food,point_of_interest,establishment",39,False
940,Cabot's,42.352404,-71.203999,"743 Washington Street, Newton",OPERATIONAL,False,4.6,1178,GOOGLE,"bakery,restaurant,food,point_of_interest,store,establishment",,
941,Buff's Pub,42.357138899999995,-71.18647220000001,"317 Washington Street, Newton",OPERATIONAL,False,4.5,699,GOOGLE,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",,
942,Bertucci's Italian Restaurant,42.35863880000001,-71.18514090000001,"275 Centre Street, Newton",OPERATIONAL,False,4.0,518,GOOGLE,"restaurant,food,point_of_interest,establishment",,
943,Starbucks,42.35040499999999,-71.20759699999999,"16-18 Austin Street, Newtonville",OPERATIONAL,False,4.1,214,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
944,Starbucks,42.35899519999999,-71.18533670000001,"259 Centre Street, Newton",OPERATIONAL,False,4.3,263,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
945,Thai Amarin,42.3581981,-71.184951,"287 Centre Street, Newton",OPERATIONAL,False,4.4,239,GOOGLE,"restaurant,food,point_of_interest,establishment",,
946,Brewer's Coalition,42.349259,-71.206642,"344 Walnut Street, Newtonville",OPERATIONAL,False,4.3,339,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
947,Tommy Doyle's,42.36083199999999,-71.20073889999998,"349 Watertown Street, Newton",OPERATIONAL,False,4.4,258,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
948,Hopsters,42.35829100000001,-71.184698,"292 Centre Street, Newton",OPERATIONAL,False,4.4,153,GOOGLE,"bar,restaurant,food,point_of_interest,store,establishment",3,False
949,Aji,42.349348600000006,-71.20666820000001,"340 Walnut Street, Newtonville",OPERATIONAL,False,4.4,179,GOOGLE,"restaurant,food,point_of_interest,establishment",,
950,West Street Tavern & Restaurant,42.3602516,-71.20100889999998,"7 West Street, Newton",OPERATIONAL,False,4.5,190,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
951,Village Cafe,42.35277780000001,-71.2030556,"719 Washington Street, Newton",OPERATIONAL,False,4.6,407,GOOGLE,"meal_takeaway,cafe,bar,restaurant,food,point_of_interest,establishment",,
952,Dunkin',42.360289200000004,-71.202489,"401 Watertown Street, Newton",OPERATIONAL,False,3.5,143,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
953,The Local Newton,42.348450899999996,-71.22979529999998,"1391 Washington Street, West Newton",OPERATIONAL,False,4.3,439,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
954,Blue Ribbon BBQ,42.348705300000006,-71.22937009999998,"1375 Washington Street, West Newton",OPERATIONAL,False,4.4,606,GOOGLE,"restaurant,food,point_of_interest,establishment",,
955,Paddy's Public House,42.3493846,-71.22976369999998,"95 Elm Street, Newton",OPERATIONAL,False,4.6,512,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
956,Comella's Restaurants,42.3491718,-71.22654759999999,"1302 Washington Street, Newton",OPERATIONAL,False,4.1,89,GOOGLE,"restaurant,food,point_of_interest,establishment",,
957,Sweet Tomatoes Pizza,42.3495595,-71.2255212,"1279 Washington Street, West Newton",OPERATIONAL,False,4.2,144,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",16,False
958,Shogun Japanese Restaurant,42.348603499999996,-71.2296477,"1385 Washington Street, Newton",OPERATIONAL,False,4.5,132,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
959,L'Aroma Cafe & Bakery,42.3488222,-71.2261194,"15 Spencer Street, West Newton",OPERATIONAL,False,4.6,236,GOOGLE,"cafe,bakery,restaurant,food,point_of_interest,store,establishment",,
960,West Newton Pizza & Grill,42.3492664,-71.2262745,"1288 Washington Street, West Newton",OPERATIONAL,False,4.4,82,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,
961,Dunkin',42.3518402,-71.2071151,"829 Washington Street, Newton",OPERATIONAL,False,3.5,64,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
962,Zheng Garden Chinese Restaurant,42.3490685,-71.22849910000002,"1351 Washington Street, West Newton",OPERATIONAL,False,3.6,45,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
963,LeDu Thai Eatery,42.3500814,-71.20712499999998,"313 Walnut Street, Newton",OPERATIONAL,False,4.4,83,GOOGLE,"restaurant,food,point_of_interest,establishment",,
964,Cook Newton,42.3518975,-71.20698709999998,"825 Washington Street, Newton",OPERATIONAL,False,4.4,418,GOOGLE,"restaurant,food,point_of_interest,establishment",,
965,Cherry Tree,42.34907210000001,-71.22842419999998,"1349 Washington Street, Newton",OPERATIONAL,False,4.3,159,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
966,Taqueria,42.35412729999999,-71.2000765,"647 Washington Street, Newtonville",OPERATIONAL,False,3.8,9,GOOGLE,"restaurant,food,point_of_interest,establishment",26,False
967,Rice Valley,42.351946999999996,-71.206738,"821 Washington Street, Newton",OPERATIONAL,False,4.4,152,GOOGLE,"restaurant,food,point_of_interest,establishment",,
968,Mango Thai Cuisine,42.3489268,-71.229336,"115 Elm Street, West Newton",OPERATIONAL,False,4.0,99,GOOGLE,"restaurant,food,point_of_interest,establishment",,
969,Dunkin',42.3491465,-71.22484449999999,"1250 Washington Street, Newton",OPERATIONAL,False,4.0,149,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
970,Newtonville Pizza,42.3500086,-71.20678170000001,"322 Walnut Street, Newton",OPERATIONAL,False,4.6,39,GOOGLE,"restaurant,food,point_of_interest,establishment",,
971,Pizza Market West Newton,42.35241,-71.22922,"69 River Street, Newton",OPERATIONAL,False,4.2,95,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,store,establishment",,
972,City Pizza & Pasta,42.3519904,-71.20605929999998,"795 Washington Street, Newtonville",OPERATIONAL,False,4.4,95,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment",,
973,Lobster Wok,42.350357,-71.207526,"10 Austin Street #1820, Newton",OPERATIONAL,False,4.2,55,GOOGLE,"restaurant,food,point_of_interest,establishment",,
974,Los Amigos Taqueria,42.349845200000004,-71.206724,"324 Walnut Street, Newton",OPERATIONAL,False,4.5,401,GOOGLE,"restaurant,food,point_of_interest,establishment",,
975,Judith's Kitchen,42.34873820000001,-71.22926,"1371 Washington Street, West Newton",OPERATIONAL,False,4.6,81,GOOGLE,"grocery_or_supermarket,meal_takeaway,cafe,liquor_store,restaurant,food,point_of_interest,store,establishment",,
976,Annie May's Sweet Cafe,42.34980959999999,-71.2066056,"108 Madison Avenue, Newtonville",CLOSED_TEMPORARILY,True,4.7,12,GOOGLE,"bakery,restaurant,food,point_of_interest,store,establishment",,
977,Hearty Teriyaki Newton,42.3551898,-71.20169770000001,"67 Crafts Street, Newton",OPERATIONAL,False,4.7,61,GOOGLE,"restaurant,food,point_of_interest,establishment",,
978,Riverbend Bar & Grill,42.3465093,-71.25862059999999,"2345 Commonwealth Avenue, Auburndale",OPERATIONAL,False,4.2,57,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
979,Burger King,42.3612639,-71.23967629999999,"881 Moody Street, Waltham",OPERATIONAL,False,3.7,556,GOOGLE,"restaurant,food,point_of_interest,establishment",819,True
980,NY Pie,42.360276299999995,-71.23909350000001,"934 Moody Street, Waltham",OPERATIONAL,False,4.0,212,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,
