GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJWME001
"G25002305309021","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"530902","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5309.02, Plymouth County, Massachusetts",,,2560
"G25002305309022","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"530902","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5309.02, Plymouth County, Massachusetts",,,2058
"G25002305401011","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"540101","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5401.01, Plymouth County, Massachusetts",,,1023
"G25002305401012","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"540101","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5401.01, Plymouth County, Massachusetts",,,1210
"G25002305401013","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"540101","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5401.01, Plymouth County, Massachusetts",,,1726
"G25002305401021","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"540102","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5401.02, Plymouth County, Massachusetts",,,2659
"G25002305401031","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"540103","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5401.03, Plymouth County, Massachusetts",,,2570
"G25002305401032","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"540103","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5401.03, Plymouth County, Massachusetts",,,2105
"G25002305411001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"541100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5411, Plymouth County, Massachusetts",,,1883
"G25002305411002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"541100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5411, Plymouth County, Massachusetts",,,2000
"G25002305411003","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"541100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5411, Plymouth County, Massachusetts",,,1644
"G25002305421011","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542101","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5421.01, Plymouth County, Massachusetts",,,2279
"G25002305421012","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542101","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5421.01, Plymouth County, Massachusetts",,,2657
"G25002305421013","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542101","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5421.01, Plymouth County, Massachusetts",,,1681
"G25002305421014","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542101","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5421.01, Plymouth County, Massachusetts",,,1259
"G25002305421021","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542102","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5421.02, Plymouth County, Massachusetts",,,2625
"G25002305422001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5422, Plymouth County, Massachusetts",,,2241
"G25002305422002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5422, Plymouth County, Massachusetts",,,2557
"G25002305422003","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5422, Plymouth County, Massachusetts",,,1873
"G25002305423001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5423, Plymouth County, Massachusetts",,,1211
"G25002305423002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5423, Plymouth County, Massachusetts",,,1317
"G25002305423003","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5423, Plymouth County, Massachusetts",,,932
"G25002305423004","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5423, Plymouth County, Massachusetts",,,1814
"G25002305423005","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542300","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5423, Plymouth County, Massachusetts",,,1123
"G25002305423006","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"542300","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 5423, Plymouth County, Massachusetts",,,936
"G25002305431001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"543100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5431, Plymouth County, Massachusetts",,,1135
"G25002305431002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"543100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5431, Plymouth County, Massachusetts",,,1810
"G25002305441001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"544100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5441, Plymouth County, Massachusetts",,,1243
"G25002305441002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"544100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5441, Plymouth County, Massachusetts",,,1586
"G25002305441003","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"544100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5441, Plymouth County, Massachusetts",,,1824
"G25002305441004","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"544100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5441, Plymouth County, Massachusetts",,,1255
"G25002305442001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"544200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5442, Plymouth County, Massachusetts",,,2048
"G25002305442002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"544200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5442, Plymouth County, Massachusetts",,,1221
"G25002305442003","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"544200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5442, Plymouth County, Massachusetts",,,1039
"G25002305442004","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"544200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5442, Plymouth County, Massachusetts",,,1445
"G25002305451001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5451, Plymouth County, Massachusetts",,,1314
"G25002305451002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5451, Plymouth County, Massachusetts",,,1135
"G25002305451003","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5451, Plymouth County, Massachusetts",,,2651
"G25002305451004","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5451, Plymouth County, Massachusetts",,,1579
"G25002305452001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5452, Plymouth County, Massachusetts",,,963
"G25002305452002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5452, Plymouth County, Massachusetts",,,1983
"G25002305452003","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5452, Plymouth County, Massachusetts",,,1263
"G25002305452004","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5452, Plymouth County, Massachusetts",,,1822
"G25002305453001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5453, Plymouth County, Massachusetts",,,824
"G25002305453002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5453, Plymouth County, Massachusetts",,,975
"G25002305453003","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5453, Plymouth County, Massachusetts",,,762
"G25002305453004","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5453, Plymouth County, Massachusetts",,,1462
"G25002305454001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5454, Plymouth County, Massachusetts",,,1092
"G25002305454002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5454, Plymouth County, Massachusetts",,,863
"G25002305454003","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5454, Plymouth County, Massachusetts",,,805
"G25002305454004","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545400","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5454, Plymouth County, Massachusetts",,,1310
"G25002305454005","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"545400","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5454, Plymouth County, Massachusetts",,,1771
"G25002305601001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"560100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5601, Plymouth County, Massachusetts",,,537
"G25002305601002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"560100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5601, Plymouth County, Massachusetts",,,958
"G25002305601003","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"560100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5601, Plymouth County, Massachusetts",,,958
"G25002305601004","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"560100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5601, Plymouth County, Massachusetts",,,379
"G25002305601005","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"560100","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5601, Plymouth County, Massachusetts",,,1290
"G25002305601006","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"560100","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 5601, Plymouth County, Massachusetts",,,2172
"G25002305611001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"561100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5611, Plymouth County, Massachusetts",,,1346
"G25002305611002","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"561100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5611, Plymouth County, Massachusetts",,,854
"G25002305611003","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"561100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5611, Plymouth County, Massachusetts",,,993
"G25002305611004","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"561100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5611, Plymouth County, Massachusetts",,,1093
"G25002305611005","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"561100","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5611, Plymouth County, Massachusetts",,,814
"G25002305612001","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"561200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5612, Plymouth County, Massachusetts",,,3130
"G25002309900030","2014-2018",,,"Massachusetts","25","Plymouth County","023",,,"990003","0",,,,,,,,,,,,,,,,,,,,,,,"Block Group 0, Census Tract 9900.03, Plymouth County, Massachusetts",,,0
"G25002500001001","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1, Suffolk County, Massachusetts",,,2096
"G25002500001002","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1, Suffolk County, Massachusetts",,,1272
"G25002500001003","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1, Suffolk County, Massachusetts",,,654
"G25002500001004","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1, Suffolk County, Massachusetts",,,1302
"G25002500002011","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000201","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2.01, Suffolk County, Massachusetts",,,1221
"G25002500002012","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000201","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2.01, Suffolk County, Massachusetts",,,665
"G25002500002013","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000201","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2.01, Suffolk County, Massachusetts",,,1298
"G25002500002014","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000201","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2.01, Suffolk County, Massachusetts",,,807
"G25002500002021","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000202","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2.02, Suffolk County, Massachusetts",,,1431
"G25002500002022","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000202","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2.02, Suffolk County, Massachusetts",,,963
"G25002500002023","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000202","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2.02, Suffolk County, Massachusetts",,,953
"G25002500002024","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000202","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2.02, Suffolk County, Massachusetts",,,925
"G25002500003011","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000301","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3.01, Suffolk County, Massachusetts",,,631
"G25002500003012","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000301","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3.01, Suffolk County, Massachusetts",,,824
"G25002500003013","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000301","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3.01, Suffolk County, Massachusetts",,,732
"G25002500003014","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000301","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3.01, Suffolk County, Massachusetts",,,759
"G25002500003021","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000302","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3.02, Suffolk County, Massachusetts",,,1819
"G25002500003022","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000302","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3.02, Suffolk County, Massachusetts",,,1650
"G25002500004011","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000401","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4.01, Suffolk County, Massachusetts",,,1422
"G25002500004012","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000401","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4.01, Suffolk County, Massachusetts",,,1042
"G25002500004013","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000401","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4.01, Suffolk County, Massachusetts",,,965
"G25002500004014","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000401","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4.01, Suffolk County, Massachusetts",,,2262
"G25002500004021","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000402","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4.02, Suffolk County, Massachusetts",,,1223
"G25002500004022","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000402","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4.02, Suffolk County, Massachusetts",,,989
"G25002500004023","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000402","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4.02, Suffolk County, Massachusetts",,,1282
"G25002500005021","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000502","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.02, Suffolk County, Massachusetts",,,1058
"G25002500005022","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000502","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.02, Suffolk County, Massachusetts",,,742
"G25002500005023","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000502","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5.02, Suffolk County, Massachusetts",,,1300
"G25002500005024","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000502","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5.02, Suffolk County, Massachusetts",,,2696
"G25002500005031","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000503","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.03, Suffolk County, Massachusetts",,,677
"G25002500005032","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000503","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.03, Suffolk County, Massachusetts",,,1330
"G25002500005041","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000504","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5.04, Suffolk County, Massachusetts",,,1372
"G25002500005042","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000504","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5.04, Suffolk County, Massachusetts",,,1318
"G25002500005043","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000504","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5.04, Suffolk County, Massachusetts",,,1478
"G25002500005044","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000504","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5.04, Suffolk County, Massachusetts",,,783
"G25002500006011","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000601","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6.01, Suffolk County, Massachusetts",,,807
"G25002500006012","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000601","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6.01, Suffolk County, Massachusetts",,,1238
"G25002500006013","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000601","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6.01, Suffolk County, Massachusetts",,,711
"G25002500006014","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000601","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6.01, Suffolk County, Massachusetts",,,1240
"G25002500006021","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000602","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6.02, Suffolk County, Massachusetts",,,1345
"G25002500006022","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000602","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6.02, Suffolk County, Massachusetts",,,1113
"G25002500006023","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000602","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6.02, Suffolk County, Massachusetts",,,1477
"G25002500007011","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000701","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7.01, Suffolk County, Massachusetts",,,801
"G25002500007012","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000701","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7.01, Suffolk County, Massachusetts",,,582
"G25002500007013","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000701","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7.01, Suffolk County, Massachusetts",,,623
"G25002500007014","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000701","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts",,,757
"G25002500007015","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000701","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 7.01, Suffolk County, Massachusetts",,,2034
"G25002500007031","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000703","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7.03, Suffolk County, Massachusetts",,,807
"G25002500007032","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000703","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7.03, Suffolk County, Massachusetts",,,1156
"G25002500007041","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000704","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7.04, Suffolk County, Massachusetts",,,1746
"G25002500007042","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000704","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7.04, Suffolk County, Massachusetts",,,822
"G25002500007043","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000704","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7.04, Suffolk County, Massachusetts",,,1234
"G25002500007044","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000704","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7.04, Suffolk County, Massachusetts",,,1104
"G25002500008021","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000802","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 8.02, Suffolk County, Massachusetts",,,1004
"G25002500008022","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000802","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 8.02, Suffolk County, Massachusetts",,,1661
"G25002500008023","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000802","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 8.02, Suffolk County, Massachusetts",,,748
"G25002500008024","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000802","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 8.02, Suffolk County, Massachusetts",,,1458
"G25002500008025","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000802","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 8.02, Suffolk County, Massachusetts",,,1787
"G25002500008031","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000803","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 8.03, Suffolk County, Massachusetts",,,2466
"G25002500008032","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"000803","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 8.03, Suffolk County, Massachusetts",,,3634
"G25002500101031","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"010103","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 101.03, Suffolk County, Massachusetts",,,1009
"G25002500101032","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"010103","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 101.03, Suffolk County, Massachusetts",,,1149
"G25002500101033","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"010103","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 101.03, Suffolk County, Massachusetts",,,1519
"G25002500101041","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"010104","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 101.04, Suffolk County, Massachusetts",,,1150
"G25002500101042","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"010104","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 101.04, Suffolk County, Massachusetts",,,2614
"G25002500101043","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"010104","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 101.04, Suffolk County, Massachusetts",,,1193
"G25002500102031","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"010203","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 102.03, Suffolk County, Massachusetts",,,1053
"G25002500102032","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"010203","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 102.03, Suffolk County, Massachusetts",,,2214
"G25002500102033","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"010203","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 102.03, Suffolk County, Massachusetts",,,1650
"G25002500102034","2014-2018",,,"Massachusetts","25","Suffolk County","025",,,"010203","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 102.03, Suffolk County, Massachusetts",,,460
