,DATE,TIME,NUM,ADDRESS,LAT,LONG,SEX,RACE,AGE,PRECISION,Ethnicity,OfficerID,OfficerFirstName,OfficerLastName,OfficerDesignation
3099,20150327,1640,15-109-FI,"37 MORGAN ST, New Bedford, MA",41.635171,-70.93230859999998,M,B,14  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3100,20150327,1640,15-109-FI,"37 MORGAN ST, New Bedford, MA",41.635171,-70.93230859999998,M,W,14  ,Exact,H,3875,Gene,Fortes,(2C-3875)
3101,20150327,1640,15-109-FI,"37 MORGAN ST, New Bedford, MA",41.635171,-70.93230859999998,M,B,15  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3102,20150327,1640,15-109-FI,"37 MORGAN ST, New Bedford, MA",41.635171,-70.93230859999998,M,B,15  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3103,20150327,1640,15-109-FI,"37 MORGAN ST, New Bedford, MA",41.635171,-70.93230859999998,M,B,19  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3104,20150327,1640,15-109-FI,"37 MORGAN ST, New Bedford, MA",41.635171,-70.93230859999998,M,B,19  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3105,20150327,1640,15-109-FI,"37 MORGAN ST, New Bedford, MA",41.635171,-70.93230859999998,M,B,21  ,Exact,N,3875,Gene,Fortes,(2C-3875)
2011,20150113,2009,15-11-FI,"193 CHANCERY ST, New Bedford, MA",41.6364109,-70.9377022,M,B,15  ,Exact,H,3875,Gene,Fortes,(2C-3875)
2012,20150113,2009,15-11-FI,"193 CHANCERY ST, New Bedford, MA",41.6364109,-70.9377022,M,B,17  ,Exact,N,3875,Gene,Fortes,(2C-3875)
1142,20150327,2239,15-110-FI,"139 ASHLEY BLVD, New Bedford, MA",41.6580657,-70.929672,M,B,19  ,Exact,N,4001,Clint,Medas,(2C-4001)
1143,20150327,2239,15-110-FI,"139 ASHLEY BLVD, New Bedford, MA",41.6580657,-70.929672,F,W,22  ,Exact,N,4001,Clint,Medas,(2C-4001)
2,20150328,1748,15-111-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,14  ,Estimate,N,3974,Roberto,DaCunha,(4B-3974)
4,20150328,1748,15-111-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,15  ,Estimate,N,3974,Roberto,DaCunha,(4B-3974)
3,20150328,1748,15-111-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,W,15  ,Estimate,N,3974,Roberto,DaCunha,(4B-3974)
5,20150328,1748,15-111-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,16  ,Estimate,N,3974,Roberto,DaCunha,(4B-3974)
6,20150328,1748,15-111-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,W,16  ,Estimate,N,3974,Roberto,DaCunha,(4B-3974)
7,20150328,1748,15-111-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,18  ,Estimate,N,3974,Roberto,DaCunha,(4B-3974)
8,20150328,1748,15-111-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,18  ,Estimate,N,3974,Roberto,DaCunha,(4B-3974)
695,20150328,1830,15-112-FI,"12 ORCHARD ST, New Bedford, MA",41.6338552,-70.9316458,M,W,23  ,Exact,N,4001,Clint,Medas,(2C-4001)
696,20150328,1830,15-112-FI,"12 ORCHARD ST, New Bedford, MA",41.6338552,-70.9316458,F,B,25  ,Exact,N,4001,Clint,Medas,(2C-4001)
10,20150329,1654,15-113-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,15  ,Estimate,N,3875,Gene,Fortes,(2C-3875)
9,20150329,1654,15-113-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,W,15  ,Estimate,N,3875,Gene,Fortes,(2C-3875)
11,20150329,1654,15-113-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,W,16  ,Estimate,N,3875,Gene,Fortes,(2C-3875)
1086,20150331,2210,15-115-FI,"1359 ACUSHNET AVE, New Bedford, MA",41.6601703,-70.9281841,M,W,25  ,Exact,N,3983,Thomas,Chevalier,(0B-3983)
1951,20150401,1546,15-116-FI,"185 CHANCERY ST, New Bedford, MA",41.6359826,-70.9376302,M,B,15  ,Exact,H,3967,Antonio,Pereira,(3B-3967)
1952,20150401,1546,15-116-FI,"185 CHANCERY ST, New Bedford, MA",41.6359826,-70.9376302,M,B,16  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
1953,20150401,1546,15-116-FI,"185 CHANCERY ST, New Bedford, MA",41.6359826,-70.9376302,M,B,18  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
1954,20150401,1546,15-116-FI,"185 CHANCERY ST, New Bedford, MA",41.6359826,-70.9376302,M,B,19  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
1955,20150401,1546,15-116-FI,"185 CHANCERY ST, New Bedford, MA",41.6359826,-70.9376302,M,B,19  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
12,20150402,1652,15-117-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,14  ,Estimate,N,4001,Clint,Medas,(2C-4001)
13,20150402,1652,15-117-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,W,14  ,Estimate,H,4001,Clint,Medas,(2C-4001)
14,20150402,1652,15-117-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,15  ,Estimate,N,4001,Clint,Medas,(2C-4001)
15,20150402,1652,15-117-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,15  ,Estimate,H,4001,Clint,Medas,(2C-4001)
16,20150402,1652,15-117-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,15  ,Estimate,N,4001,Clint,Medas,(2C-4001)
17,20150402,1652,15-117-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,15  ,Estimate,N,4001,Clint,Medas,(2C-4001)
18,20150402,1652,15-117-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,W,16  ,Estimate,N,4001,Clint,Medas,(2C-4001)
19,20150402,1652,15-117-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,18  ,Estimate,N,4001,Clint,Medas,(2C-4001)
20,20150402,1652,15-117-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,19  ,Estimate,N,4001,Clint,Medas,(2C-4001)
21,20150402,1652,15-117-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,19  ,Estimate,N,4001,Clint,Medas,(2C-4001)
3238,20150403,247,15-118-FI,"401 S SECOND ST, New Bedford, MA",41.6227703,-70.922337,F,W,19  ,Exact,N,4007,Algimantas,Harrell,(3A-4007)
3239,20150403,247,15-118-FI,"401 S SECOND ST, New Bedford, MA",41.6227703,-70.922337,M,W,20  ,Exact,N,4007,Algimantas,Harrell,(3A-4007)
3240,20150403,247,15-118-FI,"401 S SECOND ST, New Bedford, MA",41.6227703,-70.922337,M,W,20  ,Exact,H,4007,Algimantas,Harrell,(3A-4007)
1352,20150403,1606,15-119-FI,"152 BLUEFIELD ST, New Bedford, MA",41.6158402,-70.9378663,M,W,17  ,Exact,N,3962,Shawn,Robert,(4B-3962)
1046,20150404,1708,15-120-FI,"134 ELM ST, New Bedford, MA",41.636035,-70.927903,M,B,25  ,Exact,N,4001,Clint,Medas,(2C-4001)
1047,20150404,1708,15-120-FI,"134 ELM ST, New Bedford, MA",41.636035,-70.927903,M,B,28  ,Exact,N,4001,Clint,Medas,(2C-4001)
2627,20150407,217,15-122-FI,"2763 ACUSHNET AVE, New Bedford, MA",41.695220899999995,-70.9329671,M,W,35  ,Exact,N,3854,Dennis,Morris,(5A-3854)
1253,20150407,2152,15-123-FI,"1492 ACUSHNET AVE, New Bedford, MA",41.661888299999994,-70.92780350000001,M,W,46  ,Exact,H,3746,Robert,Gomes,(2C-3746)
1338,20150408,2146,15-124-FI,"1501 ACUSHNET AVE, New Bedford, MA",41.662144,-70.928152,F,W,30  ,Exact,N,4001,Clint,Medas,(2C-4001)
1337,20150408,2146,15-124-FI,"1501 ACUSHNET AVE, New Bedford, MA",41.662144,-70.928152,M,W,30  ,Exact,N,4001,Clint,Medas,(2C-4001)
2389,20150409,32,15-125-FI,"229 COFFIN AVE, New Bedford, MA",41.6625122,-70.92708490000001,M,W,31  ,Exact,N,3715,Antonio,Almeida,(4A-3715)
2390,20150409,32,15-126-FI,"229 COFFIN AVE, New Bedford, MA",41.6625122,-70.92708490000001,M,W,37  ,Exact,N,3770,Steven,Almeida,(4A-3770)
1064,20150410,1248,15-127-FI,"134 GRINNELL ST, New Bedford, MA",41.6255513,-70.92550250000001,M,B,33  ,Exact,H,3908,Jason,Gangi,(2B-3908)
3815,20150410,2021,15-128-FI,"582 S FIRST ST, New Bedford, MA",41.621659,-70.92098259999999,M,W,17  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
2630,20150410,2037,15-129-FI,"277 ASHLEY BLVD, New Bedford, MA",41.663132,-70.930371,M,B,19  ,Exact,N,3986,George,Lozado,(1B-3986)
1423,20150410,2045,15-130-FI,"154 NASH RD, New Bedford, MA",41.666643799999996,-70.92783100000001,M,W,17  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
4634,20150410,2101,15-131-FI,"83 DUNBAR ST, New Bedford, MA",41.6185636,-70.93387209999999,M,W,18  ,Exact,N,3986,George,Lozado,(1B-3986)
271,20150410,2111,15-132-FI,"101 ASHLEY BLVD, New Bedford, MA",41.6565058,-70.9293397,M,B,15  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
272,20150410,2111,15-132-FI,"101 ASHLEY BLVD, New Bedford, MA",41.6565058,-70.9293397,M,B,17  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
3195,20150410,2139,15-133-FI,"391 SAWYER ST, New Bedford, MA",41.65722529999999,-70.9312813,M,W,20  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
3196,20150410,2139,15-133-FI,"391 SAWYER ST, New Bedford, MA",41.65722529999999,-70.9312813,M,B,21  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
3197,20150410,2139,15-133-FI,"391 SAWYER ST, New Bedford, MA",41.65722529999999,-70.9312813,M,W,22  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
1218,20150410,2254,15-134-FI,"1461 ACUSHNET AVE, New Bedford, MA",41.6614073,-70.92796329999999,F,W,24  ,Exact,N,3979,Andrew,Ryder,(2B-3979)
1478,20150410,2326,15-135-FI,"1570 ACUSHNET AVE, New Bedford, MA",41.6632969,-70.9282879,M,W,46  ,Exact,N,3979,Andrew,Ryder,(2B-3979)
4945,20150413,1536,15-137-FI,"98 GRINNELL ST, New Bedford, MA",41.625543799999996,-70.9233194,M,W,27  ,Exact,H,3986,George,Lozado,(1B-3986)
4946,20150413,1536,15-137-FI,"98 GRINNELL ST, New Bedford, MA",41.625543799999996,-70.9233194,M,W,29  ,Exact,H,3986,George,Lozado,(1B-3986)
4947,20150413,1536,15-137-FI,"98 GRINNELL ST, New Bedford, MA",41.625543799999996,-70.9233194,M,W,35  ,Exact,H,3986,George,Lozado,(1B-3986)
3430,20150415,1625,15-138-FI,"465 KEMPTON ST, New Bedford, MA",41.6368723,-70.9372353,M,B,15  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3431,20150415,1625,15-138-FI,"465 KEMPTON ST, New Bedford, MA",41.6368723,-70.9372353,M,B,15  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3433,20150415,1625,15-138-FI,"465 KEMPTON ST, New Bedford, MA",41.6368723,-70.9372353,M,B,17  ,Exact,U,3875,Gene,Fortes,(2C-3875)
3432,20150415,1625,15-138-FI,"465 KEMPTON ST, New Bedford, MA",41.6368723,-70.9372353,M,W,17  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3434,20150415,1625,15-138-FI,"465 KEMPTON ST, New Bedford, MA",41.6368723,-70.9372353,M,B,18  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3435,20150415,1625,15-138-FI,"465 KEMPTON ST, New Bedford, MA",41.6368723,-70.9372353,M,B,21  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3816,20150415,2011,15-139-FI,"582 S FIRST ST, New Bedford, MA",41.621659,-70.92098259999999,M,W,17  ,Exact,H,3986,George,Lozado,(1B-3986)
2364,20150114,1939,15-14-FI,"223 ACUSHNET AVE, New Bedford, MA",41.62973770000001,-70.9243132,M,B,17  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
2365,20150114,1939,15-14-FI,"223 ACUSHNET AVE, New Bedford, MA",41.62973770000001,-70.9243132,M,B,17  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
2366,20150114,1939,15-14-FI,"223 ACUSHNET AVE, New Bedford, MA",41.62973770000001,-70.9243132,M,B,18  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
2367,20150114,1939,15-14-FI,"223 ACUSHNET AVE, New Bedford, MA",41.62973770000001,-70.9243132,M,B,18  ,Exact,H,3967,Antonio,Pereira,(3B-3967)
4635,20150415,2018,15-140-FI,"83 DUNBAR ST, New Bedford, MA",41.6185636,-70.93387209999999,M,W,18  ,Exact,N,3875,Gene,Fortes,(2C-3875)
1424,20150415,2033,15-141-FI,"154 NASH RD, New Bedford, MA",41.666643799999996,-70.92783100000001,M,W,17  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
4830,20150416,523,15-142-FI,"90 DEANE ST, New Bedford, MA",41.6611367,-70.926852,F,W,26  ,Exact,N,3934,Derek,Belong,(0B-3934)
4657,20150416,1335,15-143-FI,"84 PLEASANT ST, New Bedford, MA",41.625363,-70.92511,M,W,35  ,Exact,H,3986,George,Lozado,(1B-3986)
2255,20150416,1642,15-144-FI,"210 DARTMOUTH ST, New Bedford, MA",41.6220231,-70.93421090000001,M,B,44  ,Exact,N,4005,Dominique,Sherburne,(6B-4005)
3910,20150416,1715,15-145-FI,"62 BONNEY ST, New Bedford, MA",41.624787,-70.9288811,M,W,25  ,Exact,N,4024,Kevin,Barbosa,(5C-4024)
797,20150419,1155,15-147-FI,"126 ACUSHNET AVE, New Bedford, MA",41.625418700000004,-70.9232725,M,W,17  ,Exact,H,3967,Antonio,Pereira,(3B-3967)
798,20150419,1155,15-147-FI,"126 ACUSHNET AVE, New Bedford, MA",41.625418700000004,-70.9232725,M,B,18  ,Exact,H,3967,Antonio,Pereira,(3B-3967)
1300,20150421,1452,15-148-FI,"15 GRINNELL ST, New Bedford, MA",41.6257977,-70.9228017,M,B,26  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
1301,20150421,1452,15-148-FI,"15 GRINNELL ST, New Bedford, MA",41.6257977,-70.9228017,M,B,27  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
1302,20150421,1452,15-148-FI,"15 GRINNELL ST, New Bedford, MA",41.6257977,-70.9228017,M,W,29  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
1303,20150421,1452,15-148-FI,"15 GRINNELL ST, New Bedford, MA",41.6257977,-70.9228017,M,W,30  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
22,20150422,1638,15-149-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,14  ,Estimate,N,4001,Clint,Medas,(2C-4001)
23,20150422,1638,15-149-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,W,14  ,Estimate,H,4001,Clint,Medas,(2C-4001)
24,20150422,1638,15-149-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,15  ,Estimate,N,4001,Clint,Medas,(2C-4001)
25,20150422,1638,15-149-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,15  ,Estimate,N,4001,Clint,Medas,(2C-4001)
26,20150422,1638,15-149-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,15  ,Estimate,H,4001,Clint,Medas,(2C-4001)
27,20150422,1638,15-149-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,18  ,Estimate,N,4001,Clint,Medas,(2C-4001)
28,20150422,1638,15-149-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,19  ,Estimate,N,4001,Clint,Medas,(2C-4001)
1970,20150114,2027,15-15-FI,"186 PARK ST, New Bedford, MA",41.634695,-70.93809449999999,M,W,34  ,Exact,N,4005,Dominique,Sherburne,(6B-4005)
4948,20150422,1746,15-150-FI,"98 GRINNELL ST, New Bedford, MA",41.625543799999996,-70.9233194,M,W,18  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
4949,20150422,1746,15-150-FI,"98 GRINNELL ST, New Bedford, MA",41.625543799999996,-70.9233194,M,B,20  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
4950,20150422,1746,15-150-FI,"98 GRINNELL ST, New Bedford, MA",41.625543799999996,-70.9233194,M,B,23  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
4951,20150422,1746,15-150-FI,"98 GRINNELL ST, New Bedford, MA",41.625543799999996,-70.9233194,M,B,28  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
4952,20150422,1746,15-150-FI,"98 GRINNELL ST, New Bedford, MA",41.625543799999996,-70.9233194,M,B,32  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
2571,20150422,1759,15-151-FI,"26 WING ST, New Bedford, MA",41.6269888,-70.9253314,M,B,16  ,Exact,H,3875,Gene,Fortes,(2C-3875)
2572,20150422,1759,15-151-FI,"26 WING ST, New Bedford, MA",41.6269888,-70.9253314,M,W,18  ,Exact,H,3875,Gene,Fortes,(2C-3875)
2573,20150422,1759,15-151-FI,"26 WING ST, New Bedford, MA",41.6269888,-70.9253314,M,B,20  ,Exact,N,3875,Gene,Fortes,(2C-3875)
2574,20150422,1759,15-151-FI,"26 WING ST, New Bedford, MA",41.6269888,-70.9253314,M,B,23  ,Exact,N,3875,Gene,Fortes,(2C-3875)
2575,20150422,1759,15-151-FI,"26 WING ST, New Bedford, MA",41.6269888,-70.9253314,M,B,27  ,Exact,N,3875,Gene,Fortes,(2C-3875)
4491,20150422,2001,15-152-FI,"770 COGGESHALL ST, New Bedford, MA",41.653114,-70.944,M,W,28  ,Exact,N,4001,Clint,Medas,(2C-4001)
2631,20150422,2011,15-153-FI,"277 ASHLEY BLVD, New Bedford, MA",41.663132,-70.930371,M,B,19  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
1887,20150422,2021,15-154-FI,"177 CEDAR ST, New Bedford, MA",41.6402468,-70.9358166,M,W,16  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
3817,20150422,2039,15-155-FI,"582 S FIRST ST, New Bedford, MA",41.621659,-70.92098259999999,M,W,17  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
1639,20150422,2045,15-156-FI,"166 BLUEFIELD ST, New Bedford, MA",41.6158402,-70.9378663,M,B,19  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
273,20150422,2107,15-157-FI,"101 ASHLEY BLVD, New Bedford, MA",41.6565058,-70.9293397,M,B,16  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
274,20150422,2107,15-157-FI,"101 ASHLEY BLVD, New Bedford, MA",41.6565058,-70.9293397,M,B,17  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
2856,20150426,1316,15-158-FI,"32 MADISON ST, New Bedford, MA",41.6308607,-70.924963,M,W,34  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
2857,20150426,1316,15-158-FI,"32 MADISON ST, New Bedford, MA",41.6308607,-70.924963,F,W,47  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
488,20150426,2117,15-159-FI,"1130 COVE RD, New Bedford, MA",41.6155806,-70.922373,F,W,18  ,Exact,N,4009,Jared,Lucas,(5C-4009)
489,20150426,2117,15-159-FI,"1130 COVE RD, New Bedford, MA",41.6155806,-70.922373,F,W,20  ,Exact,N,4009,Jared,Lucas,(5C-4009)
490,20150426,2117,15-159-FI,"1130 COVE RD, New Bedford, MA",41.6155806,-70.922373,M,W,23  ,Exact,N,4009,Jared,Lucas,(5C-4009)
3170,20150115,125,15-16-FI,"38 SHORE ST, New Bedford, MA",41.6137412,-70.9203324,M,B,29  ,Exact,N,4035,Jordan,Dasilva,(5C-4035)
3171,20150115,125,15-16-FI,"38 SHORE ST, New Bedford, MA",41.6137412,-70.9203324,M,B,30  ,Exact,H,4035,Jordan,Dasilva,(5C-4035)
185,20150425,56,15-160-FI,"1 HARMONY ST, New Bedford, MA",41.614924,-70.918475,M,W,25  ,Exact,N,3879,Ricardo,Feliciano,(5B-3879)
186,20150425,56,15-160-FI,"1 HARMONY ST, New Bedford, MA",41.614924,-70.918475,M,W,27  ,Exact,H,3879,Ricardo,Feliciano,(5B-3879)
4727,20150428,1720,15-161-FI,"871 ROCKDALE AVE, New Bedford, MA",41.638095299999996,-70.9506157,M,B,13  ,Exact,H,4001,Clint,Medas,(2C-4001)
4726,20150428,1720,15-161-FI,"871 ROCKDALE AVE, New Bedford, MA",41.638095299999996,-70.9506157,M,W,13  ,Exact,H,4001,Clint,Medas,(2C-4001)
4728,20150428,1720,15-161-FI,"871 ROCKDALE AVE, New Bedford, MA",41.638095299999996,-70.9506157,F,U,2535,Exact,U,4001,Clint,Medas,(2C-4001)
4729,20150428,1720,15-161-FI,"871 ROCKDALE AVE, New Bedford, MA",41.638095299999996,-70.9506157,F,U,2535,Exact,U,4001,Clint,Medas,(2C-4001)
3525,20150428,2127,15-162-FI,"48 SYCAMORE ST, New Bedford, MA",41.6410318,-70.9308666,M,W,16  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3526,20150428,2127,15-162-FI,"48 SYCAMORE ST, New Bedford, MA",41.6410318,-70.9308666,M,W,21  ,Exact,H,3875,Gene,Fortes,(2C-3875)
3527,20150428,2127,15-162-FI,"48 SYCAMORE ST, New Bedford, MA",41.6410318,-70.9308666,M,W,48  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3528,20150428,2127,15-162-FI,"48 SYCAMORE ST, New Bedford, MA",41.6410318,-70.9308666,M,W,51  ,Exact,N,3875,Gene,Fortes,(2C-3875)
204,20150501,1900,15-164-FI,"1 PARKER ST, New Bedford, MA",41.643156,-70.94154499999999,M,B,25  ,Exact,N,4001,Clint,Medas,(2C-4001)
205,20150501,1900,15-164-FI,"1 PARKER ST, New Bedford, MA",41.643156,-70.94154499999999,M,B,27  ,Exact,N,4001,Clint,Medas,(2C-4001)
1626,20150502,1539,15-165-FI,"165 ACUSHNET AVE, New Bedford, MA",41.627390999999996,-70.923885,F,B,21  ,Exact,N,3986,George,Lozado,(1B-3986)
1627,20150502,1539,15-165-FI,"165 ACUSHNET AVE, New Bedford, MA",41.627390999999996,-70.923885,M,B,29  ,Exact,H,3986,George,Lozado,(1B-3986)
1994,20150503,1427,15-166-FI,"1902 ACUSHNET AVE, New Bedford, MA",41.672892600000004,-70.92433199999999,M,W,15  ,Exact,N,3875,Gene,Fortes,(2C-3875)
1995,20150503,1427,15-166-FI,"1902 ACUSHNET AVE, New Bedford, MA",41.672892600000004,-70.92433199999999,M,B,17  ,Exact,N,3875,Gene,Fortes,(2C-3875)
2092,20150504,2155,15-167-FI,"2 RODNEY FRENCH BLVD, New Bedford, MA",41.6160375,-70.91914399999999,F,W,25  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
2093,20150504,2155,15-167-FI,"2 RODNEY FRENCH BLVD, New Bedford, MA",41.6160375,-70.91914399999999,M,B,33  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
2641,20150507,103,15-168-FI,"277 NASH RD, New Bedford, MA",41.666438899999996,-70.9328262,M,B,20  ,Exact,N,4002,Jorge,Santos,(3C-4002)
799,20150507,1800,15-169-FI,"126 ACUSHNET AVE, New Bedford, MA",41.625418700000004,-70.9232725,M,B,24  ,Exact,N,3986,George,Lozado,(1B-3986)
795,20150114,1351,15-17-FI,"126 ACUSHNET AVE, New Bedford, MA",41.625418700000004,-70.9232725,M,W,12  ,Exact,H,3986,George,Lozado,(1B-3986)
796,20150114,1351,15-17-FI,"126 ACUSHNET AVE, New Bedford, MA",41.625418700000004,-70.9232725,M,W,18  ,Exact,H,3986,George,Lozado,(1B-3986)
29,20150507,1820,15-170-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,W,17  ,Estimate,H,3986,George,Lozado,(1B-3986)
30,20150507,1820,15-170-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,W,18  ,Estimate,H,3986,George,Lozado,(1B-3986)
3876,20150507,1906,15-171-FI,"616 S FIRST ST, New Bedford, MA",41.6208437,-70.92088609999999,M,B,17  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
3877,20150507,1906,15-171-FI,"616 S FIRST ST, New Bedford, MA",41.6208437,-70.92088609999999,M,B,19  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
3878,20150507,1906,15-171-FI,"616 S FIRST ST, New Bedford, MA",41.6208437,-70.92088609999999,M,B,19  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
