,DATE,TIME,NUM,ADDRESS,LAT,LONG,SEX,RACE,AGE,PRECISION,Ethnicity,OfficerID,OfficerFirstName,OfficerLastName,OfficerDesignation
4933,20180429,2239,18-151-FI,"96 PURCHASE ST, New Bedford, MA",41.6214485,-70.9235661,M,B,52  ,Exact,N,4016,Jonathan,Alexandre,(1C-4016)
3940,20180430,100,18-152-FI,"63 TALLMAN ST, New Bedford, MA",41.659374299999996,-70.92680250000001,M,W,26  ,Exact,N,3932,Candido,Trinidad,(5C-3932)
1174,20180430,1558,18-153-FI,"1405 PURCHASE ST, New Bedford, MA",41.6443463,-70.92752990000001,M,B,17  ,Exact,N,4025,Brandon,Cabral,(1C-4025)
1173,20180430,1558,18-153-FI,"1405 PURCHASE ST, New Bedford, MA",41.6443463,-70.92752990000001,M,W,17  ,Exact,H,4025,Brandon,Cabral,(1C-4025)
1175,20180430,1558,18-153-FI,"1405 PURCHASE ST, New Bedford, MA",41.6443463,-70.92752990000001,M,B,18  ,Exact,N,4025,Brandon,Cabral,(1C-4025)
1176,20180430,1558,18-153-FI,"1405 PURCHASE ST, New Bedford, MA",41.6443463,-70.92752990000001,M,B,18  ,Exact,N,4025,Brandon,Cabral,(1C-4025)
1177,20180430,1558,18-153-FI,"1405 PURCHASE ST, New Bedford, MA",41.6443463,-70.92752990000001,M,B,18  ,Exact,N,4025,Brandon,Cabral,(1C-4025)
1178,20180430,1558,18-153-FI,"1405 PURCHASE ST, New Bedford, MA",41.6443463,-70.92752990000001,M,B,19  ,Exact,H,4025,Brandon,Cabral,(1C-4025)
1179,20180430,1558,18-153-FI,"1405 PURCHASE ST, New Bedford, MA",41.6443463,-70.92752990000001,M,B,19  ,Exact,N,4025,Brandon,Cabral,(1C-4025)
1180,20180430,1558,18-153-FI,"1405 PURCHASE ST, New Bedford, MA",41.6443463,-70.92752990000001,M,B,19  ,Exact,N,4025,Brandon,Cabral,(1C-4025)
1181,20180430,1558,18-153-FI,"1405 PURCHASE ST, New Bedford, MA",41.6443463,-70.92752990000001,M,B,22  ,Exact,N,4025,Brandon,Cabral,(1C-4025)
772,20180501,454,18-154-FI,"124 W RODNEY FRENCH BLVD, New Bedford, MA",41.611818,-70.91803900000001,F,B,28  ,Exact,N,3960,Jonathan,Pavao,(4A-3960)
773,20180501,454,18-154-FI,"124 W RODNEY FRENCH BLVD, New Bedford, MA",41.611818,-70.91803900000001,M,W,61  ,Exact,N,3960,Jonathan,Pavao,(4A-3960)
1500,20180502,215,18-156-FI,"1585 ACUSHNET AVE, New Bedford, MA",41.663673200000005,-70.92879549999999,M,B,24  ,Exact,N,4032,Jean,Lopez,5C-4032)
4081,20180502,1743,18-157-FI,"657 S FIRST ST, New Bedford, MA",41.6200027,-70.92097,M,W,22  ,Exact,H,3965,Mark,Raposo,(1C-3965)
4082,20180502,1743,18-157-FI,"657 S FIRST ST, New Bedford, MA",41.6200027,-70.92097,M,B,24  ,Exact,N,3965,Mark,Raposo,(1C-3965)
2229,20180503,1732,18-158-FI,"205 HIGHLAND ST, New Bedford, MA",41.6552001,-70.9406953,M,W,23  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
4899,20180504,1645,18-160-FI,"94 WILLOW ST, New Bedford, MA",41.647076299999995,-70.9389285,M,B,21  ,Exact,H,4015,Kory,Kubik,(5C-4015)
4900,20180504,1645,18-160-FI,"94 WILLOW ST, New Bedford, MA",41.647076299999995,-70.9389285,M,W,21  ,Exact,N,4015,Kory,Kubik,(5C-4015)
261,20180505,1859,18-164-FI,"1000 KINGS HWY, New Bedford, MA",41.676106,-70.94385030000001,M,W,31  ,Exact,H,4029,Daniel,Duclos,(2C-4029)
262,20180505,1859,18-164-FI,"1000 KINGS HWY, New Bedford, MA",41.676106,-70.94385030000001,F,W,46  ,Exact,N,4029,Daniel,Duclos,(2C-4029)
1382,20180505,2145,18-165-FI,"1523 ACUSHNET AVE, New Bedford, MA",41.6624994,-70.92831559999999,M,B,21  ,Exact,N,4045,Samuel (4045),Algarin-Mojica,(2C)
1383,20180505,2145,18-165-FI,"1523 ACUSHNET AVE, New Bedford, MA",41.6624994,-70.92831559999999,F,B,28  ,Exact,N,4045,Samuel (4045),Algarin-Mojica,(2C)
3513,20180506,18,18-166-FI,"48 ACUSHNET AVE, New Bedford, MA",41.621052,-70.922717,M,B,21  ,Exact,N,4002,Jorge,Santos,(3C-4002)
3514,20180506,18,18-166-FI,"48 ACUSHNET AVE, New Bedford, MA",41.621052,-70.922717,M,W,22  ,Exact,H,4002,Jorge,Santos,(3C-4002)
3515,20180506,18,18-166-FI,"48 ACUSHNET AVE, New Bedford, MA",41.621052,-70.922717,M,B,23  ,Exact,N,4002,Jorge,Santos,(3C-4002)
3516,20180506,18,18-166-FI,"48 ACUSHNET AVE, New Bedford, MA",41.621052,-70.922717,M,B,23  ,Exact,N,4002,Jorge,Santos,(3C-4002)
3517,20180506,18,18-166-FI,"48 ACUSHNET AVE, New Bedford, MA",41.621052,-70.922717,M,B,24  ,Exact,N,4002,Jorge,Santos,(3C-4002)
3518,20180506,18,18-166-FI,"48 ACUSHNET AVE, New Bedford, MA",41.621052,-70.922717,M,B,24  ,Exact,N,4002,Jorge,Santos,(3C-4002)
3519,20180506,18,18-166-FI,"48 ACUSHNET AVE, New Bedford, MA",41.621052,-70.922717,M,B,25  ,Exact,N,4002,Jorge,Santos,(3C-4002)
4594,20180506,434,18-167-FI,"810 ROCKDALE AVE, New Bedford, MA",41.6361414,-70.9492635,M,W,25  ,Exact,N,3027,Walter,Gaj,(6A-3027)
4595,20180506,434,18-167-FI,"810 ROCKDALE AVE, New Bedford, MA",41.6361414,-70.9492635,F,W,32  ,Exact,N,3027,Walter,Gaj,(6A-3027)
4596,20180506,434,18-167-FI,"810 ROCKDALE AVE, New Bedford, MA",41.6361414,-70.9492635,F,W,34  ,Exact,N,3027,Walter,Gaj,(6A-3027)
4597,20180506,434,18-167-FI,"810 ROCKDALE AVE, New Bedford, MA",41.6361414,-70.9492635,F,W,49  ,Exact,N,3027,Walter,Gaj,(6A-3027)
4598,20180506,434,18-167-FI,"810 ROCKDALE AVE, New Bedford, MA",41.6361414,-70.9492635,M,B,50  ,Exact,N,3027,Walter,Gaj,(6A-3027)
2127,20180507,322,18-168-FI,"2 WINSOR ST, New Bedford, MA",41.619159,-70.923488,M,B,55  ,Exact,N,4042,Pedro,Moco,(6A-4042)
3274,20180507,2145,18-169-FI,"419 N FRONT ST, New Bedford, MA",41.664416100000004,-70.9269688,M,W,18  ,Exact,H,3966,Damien (3966),Vasconcelos,(4C)
1444,20180123,2006,18-17-FI,"156 MAYWOOD ST, New Bedford, MA",41.676961600000006,-70.93629659999999,M,W,41  ,Exact,N,3998,Donald,Williams,(0B-3998)
3636,20180508,129,18-170-FI,"506 COUNTY ST, New Bedford, MA",41.637285299999995,-70.9304272,F,W,28  ,Exact,N,3988,Abraham,Nazario,(1A-3988)
3637,20180508,129,18-170-FI,"506 COUNTY ST, New Bedford, MA",41.637285299999995,-70.9304272,M,W,31  ,Exact,N,3988,Abraham,Nazario,(1A-3988)
3818,20180508,815,18-171-FI,"584 COUNTY ST, New Bedford, MA",41.6399548,-70.93114820000001,M,W,23  ,Exact,H,4046,Jeremy,Dellecese,(4C-4046)
3714,20180509,58,18-172-FI,"537 ORCHARD ST, New Bedford, MA",41.61760770000001,-70.92951529999999,M,W,23  ,Exact,N,3997,Bruce,Nicely,(4B-3997)
3715,20180509,58,18-172-FI,"537 ORCHARD ST, New Bedford, MA",41.61760770000001,-70.92951529999999,M,W,27  ,Exact,N,3997,Bruce,Nicely,(4B-3997)
4432,20180509,328,18-173-FI,"75 MACARTHUR DR, New Bedford, MA",41.6246665,-70.91969399999999,F,B,26  ,Exact,H,3997,Bruce,Nicely,(4B-3997)
512,20180509,903,18-174-FI,"114 TALLMAN ST, New Bedford, MA",41.658767100000006,-70.9292981,F,W,28  ,Exact,H,4061,Mason,Oliveira,(4A-4061)
4126,20180509,2220,18-175-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,B,21  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
4127,20180509,2220,18-175-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,W,22  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
4128,20180509,2220,18-175-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,B,24  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
4129,20180509,2220,18-175-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,B,24  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
3263,20180510,232,18-177-FI,"418 RIVET ST, New Bedford, MA",41.6194136,-70.931197,M,B,57  ,Exact,N,4033,Sean,Nichols,(5C-4033)
764,20180511,144,18-178-FI,"123 GIFFORD ST, New Bedford, MA",41.618674600000006,-70.91828170000001,M,W,19  ,Exact,N,4014,Daniel,Victoria,(2A-4014)
765,20180511,144,18-178-FI,"123 GIFFORD ST, New Bedford, MA",41.618674600000006,-70.91828170000001,M,W,22  ,Exact,N,4014,Daniel,Victoria,(2A-4014)
2722,20180124,1744,18-18-FI,"30 LOCUST ST, New Bedford, MA",41.6453429,-70.93320179999999,F,W,23  ,Exact,N,4025,Brandon,Cabral,(1C-4025)
2721,20180124,1744,18-18-FI,"30 LOCUST ST, New Bedford, MA",41.6453429,-70.93320179999999,M,W,23  ,Exact,H,4025,Brandon,Cabral,(1C-4025)
2958,20180512,1132,18-180-FI,"344 COUNTY ST, New Bedford, MA",41.627469500000004,-70.9275363,M,B,49  ,Exact,N,3846,Michael,Mello,(4B-3846)
3522,20180512,2025,18-181-FI,"48 POTOMSKA ST, New Bedford, MA",41.62280870000001,-70.92062609999999,M,W,21  ,Exact,H,3875,Gene,Fortes,(2C-3875)
3728,20180512,2048,18-182-FI,"543 NORTH ST, New Bedford, MA",41.636773600000005,-70.95380859999999,M,W,23  ,Exact,H,4004,Jenna,Touchette,(2C-4004)
1971,20180625,1237,18-184-FI,"1872 PURCHASE ST, New Bedford, MA",41.650971000000006,-70.92913229999999,M,W,50  ,Exact,N,4046,Jeremy,Dellecese,(4C-4046)
3944,20180514,29,18-185-FI,"635 PURCHASE ST, New Bedford, MA",41.632481799999994,-70.9256404,F,W,30  ,Exact,N,3988,Abraham,Nazario,(1A-3988)
3945,20180514,29,18-185-FI,"635 PURCHASE ST, New Bedford, MA",41.632481799999994,-70.9256404,M,W,32  ,Exact,H,3988,Abraham,Nazario,(1A-3988)
4159,20180515,1520,18-188-FI,"672 PLEASANT ST, New Bedford, MA",41.6359452,-70.9269897,M,W,43  ,Exact,N,4051,Timothy,DaCosta,(3C-4051)
4268,20180515,1809,18-189-FI,"690 ORCHARD ST, New Bedford, MA",41.6139899,-70.93015009999999,M,W,47  ,Exact,N,3837,Gary,Beaudoin,(5C-3837)
1606,20180124,2003,18-19-FI,"163 COUNTY ST, New Bedford, MA",41.6209285,-70.924768,M,W,21  ,Exact,N,4015,Kory,Kubik,(5C-4015)
1608,20180124,2003,18-19-FI,"163 COUNTY ST, New Bedford, MA",41.6209285,-70.924768,F,W,23  ,Exact,H,4015,Kory,Kubik,(5C-4015)
1607,20180124,2003,18-19-FI,"163 COUNTY ST, New Bedford, MA",41.6209285,-70.924768,M,W,23  ,Exact,H,4015,Kory,Kubik,(5C-4015)
456,20180516,139,18-190-FI,"111 COUNTY ST, New Bedford, MA",41.6189564,-70.9233752,M,W,75  ,Exact,N,4019,Agnieszka,Ciarka,(4B-4019)
4913,20180517,211,18-193-FI,"951 BROCK AVE, New Bedford, MA",41.61375770000001,-70.91797259999998,F,B,36  ,Exact,N,3892,Jason,Viera,(5A-3892)
4939,20180517,230,18-194-FI,"98 COUNTY ST, New Bedford, MA",41.6186737,-70.9227693,M,B,57  ,Exact,N,4019,Agnieszka,Ciarka,(4B-4019)
3755,20180517,400,18-196-FI,"552 W RODNEY FRENCH BLVD, New Bedford, MA",41.598902,-70.911924,F,W,39  ,Exact,N,4042,Pedro,Moco,(6A-4042)
3571,20180517,1943,18-197-FI,"494 COGGESHALL ST, New Bedford, MA",41.6552345,-70.9338213,M,W,25  ,Exact,H,3987,Lorenzo,Gonzalez,(3B-3987)
3572,20180517,1943,18-197-FI,"494 COGGESHALL ST, New Bedford, MA",41.6552345,-70.9338213,M,B,35  ,Exact,H,3987,Lorenzo,Gonzalez,(3B-3987)
4222,20180518,41,18-198-FI,"68 PARKER ST, New Bedford, MA",41.643544399999996,-70.9357928,M,W,26  ,Exact,N,3027,Walter,Gaj,(6A-3027)
4223,20180518,41,18-198-FI,"68 PARKER ST, New Bedford, MA",41.643544399999996,-70.9357928,M,W,27  ,Exact,N,3027,Walter,Gaj,(6A-3027)
4225,20180518,41,18-198-FI,"68 PARKER ST, New Bedford, MA",41.643544399999996,-70.9357928,F,W,28  ,Exact,N,3027,Walter,Gaj,(6A-3027)
4224,20180518,41,18-198-FI,"68 PARKER ST, New Bedford, MA",41.643544399999996,-70.9357928,M,W,28  ,Exact,N,3027,Walter,Gaj,(6A-3027)
4226,20180518,41,18-198-FI,"68 PARKER ST, New Bedford, MA",41.643544399999996,-70.9357928,M,W,37  ,Exact,N,3027,Walter,Gaj,(6A-3027)
2557,20180518,123,18-199-FI,"257 TINKHAM ST, New Bedford, MA",41.6657432,-70.9320052,F,B,28  ,Exact,N,3715,Antonio,Almeida,(4A-3715)
2558,20180518,123,18-199-FI,"257 TINKHAM ST, New Bedford, MA",41.6657432,-70.9320052,M,U,47  ,Exact,H,3715,Antonio,Almeida,(4A-3715)
860,20180104,1542,18-2-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,W,26  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
861,20180104,1542,18-2-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,W,27  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
4593,20180125,322,18-20-FI,"810 ROCKDALE AVE, New Bedford, MA",41.6361414,-70.9492635,M,W,30  ,Exact,N,3027,Walter,Gaj,(6A-3027)
1285,20180519,27,18-203-FI,"1499 ACUSHNET AVE, New Bedford, MA",41.66191,-70.928044,M,B,35  ,Exact,N,4012,Brian,Crosby,(3A-4012)
4577,20180520,42,18-205-FI,"81 DELANO ST, New Bedford, MA",41.6190523,-70.9222822,M,B,19  ,Exact,N,4042,Pedro,Moco,(6A-4042)
4578,20180520,42,18-205-FI,"81 DELANO ST, New Bedford, MA",41.6190523,-70.9222822,M,B,21  ,Exact,N,4042,Pedro,Moco,(6A-4042)
4579,20180520,42,18-205-FI,"81 DELANO ST, New Bedford, MA",41.6190523,-70.9222822,M,B,24  ,Exact,N,4042,Pedro,Moco,(6A-4042)
4580,20180520,42,18-205-FI,"81 DELANO ST, New Bedford, MA",41.6190523,-70.9222822,M,B,25  ,Exact,N,4042,Pedro,Moco,(6A-4042)
660,20180520,151,18-206-FI,"118 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,B,19  ,Exact,N,4011,Jason,Orlando,(1A-4011)
661,20180520,151,18-206-FI,"118 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,B,21  ,Exact,N,4011,Jason,Orlando,(1A-4011)
662,20180520,151,18-206-FI,"118 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,W,22  ,Exact,H,4011,Jason,Orlando,(1A-4011)
663,20180520,151,18-206-FI,"118 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,B,24  ,Exact,N,4011,Jason,Orlando,(1A-4011)
4240,20180520,231,18-207-FI,"684 PURCHASE ST, New Bedford, MA",41.6330602,-70.9255101,F,W,34  ,Exact,N,3988,Abraham,Nazario,(1A-3988)
4241,20180520,231,18-207-FI,"684 PURCHASE ST, New Bedford, MA",41.6330602,-70.9255101,M,B,42  ,Exact,N,3988,Abraham,Nazario,(1A-3988)
4783,20180520,802,18-208-FI,"874 KEMPTON ST, New Bedford, MA",41.635352000000005,-70.94867540000001,M,W,36  ,Exact,N,4020,Brian,Rei,(5B-4020)
2501,20180520,1547,18-209-FI,"246 BOLTON ST, New Bedford, MA",41.6131182,-70.9330569,M,W,35  ,Exact,N,3837,Gary,Beaudoin,(5C-3837)
355,20180125,2119,18-21-FI,"104 TALLMAN ST, New Bedford, MA",41.6589283,-70.92883499999999,F,W,30  ,Exact,N,4026,Sabrina,Hinchey,(1B-4026)
4697,20180520,2117,18-210-FI,"87 DELANO ST, New Bedford, MA",41.6189781,-70.9227811,M,B,16  ,Exact,N,4022,Roberto,Nunes,(3C-4022)
4698,20180520,2117,18-210-FI,"87 DELANO ST, New Bedford, MA",41.6189781,-70.9227811,M,W,19  ,Exact,N,4022,Roberto,Nunes,(3C-4022)
4699,20180520,2117,18-210-FI,"87 DELANO ST, New Bedford, MA",41.6189781,-70.9227811,M,B,24  ,Exact,N,4022,Roberto,Nunes,(3C-4022)
4700,20180520,2117,18-210-FI,"87 DELANO ST, New Bedford, MA",41.6189781,-70.9227811,M,B,24  ,Exact,N,4022,Roberto,Nunes,(3C-4022)
4701,20180520,2117,18-210-FI,"87 DELANO ST, New Bedford, MA",41.6189781,-70.9227811,M,B,36  ,Exact,N,4022,Roberto,Nunes,(3C-4022)
4242,20180521,124,18-211-FI,"684 PURCHASE ST, New Bedford, MA",41.6330602,-70.9255101,F,W,30  ,Exact,N,4053,Andrew,Parker,(5C-4053)
4243,20180521,124,18-211-FI,"684 PURCHASE ST, New Bedford, MA",41.6330602,-70.9255101,M,W,34  ,Exact,N,4053,Andrew,Parker,(5C-4053)
4244,20180521,124,18-211-FI,"684 PURCHASE ST, New Bedford, MA",41.6330602,-70.9255101,M,W,52  ,Exact,N,4053,Andrew,Parker,(5C-4053)
872,20180521,1841,18-212-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,W,18  ,Exact,N,3875,Gene,Fortes,(2C-3875)
873,20180521,1841,18-212-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,B,20  ,Exact,H,3875,Gene,Fortes,(2C-3875)
874,20180521,1841,18-212-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,W,20  ,Exact,H,3875,Gene,Fortes,(2C-3875)
875,20180521,1841,18-212-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,W,21  ,Exact,N,3875,Gene,Fortes,(2C-3875)
876,20180521,1841,18-212-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,F,W,22  ,Exact,H,3875,Gene,Fortes,(2C-3875)
877,20180521,1841,18-212-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,B,26  ,Exact,H,3875,Gene,Fortes,(2C-3875)
878,20180521,1841,18-212-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,W,31  ,Exact,N,3875,Gene,Fortes,(2C-3875)
879,20180521,1841,18-212-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,W,32  ,Exact,H,3875,Gene,Fortes,(2C-3875)
880,20180521,1841,18-212-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,B,35  ,Exact,H,3875,Gene,Fortes,(2C-3875)
881,20180521,1841,18-212-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,B,36  ,Exact,H,3875,Gene,Fortes,(2C-3875)
882,20180521,1841,18-212-FI,"129 ASHLEY BLVD, New Bedford, MA",41.655786,-70.928952,M,W,42  ,Exact,N,3875,Gene,Fortes,(2C-3875)
4864,20180522,1016,18-214-FI,"92 ASHLEY BLVD, New Bedford, MA",41.65623720000001,-70.9288895,F,W,29  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
4865,20180522,1016,18-214-FI,"92 ASHLEY BLVD, New Bedford, MA",41.65623720000001,-70.9288895,F,B,40  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
4971,20180522,1921,18-216-FI,"98 GRINNELL ST, New Bedford, MA",41.625543799999996,-70.9233194,M,B,27  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
4972,20180522,1921,18-216-FI,"98 GRINNELL ST, New Bedford, MA",41.625543799999996,-70.9233194,M,B,42  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
1339,20180520,34,18-217-FI,"1501 ACUSHNET AVE, New Bedford, MA",41.662144,-70.928152,M,W,55  ,Exact,N,4012,Brian,Crosby,(3A-4012)
4914,20180523,156,18-218-FI,"951 BROCK AVE, New Bedford, MA",41.61375770000001,-70.91797259999998,M,W,44  ,Exact,N,4062,Robinson,Ubri,(4C-4062)
1734,20180523,1203,18-219-FI,"17 MECHANICS LN, New Bedford, MA",41.635816,-70.92679059999999,M,B,18  ,Exact,H,3919,Arthur,Hegarty,(3B-3919)
1735,20180523,1203,18-219-FI,"17 MECHANICS LN, New Bedford, MA",41.635816,-70.92679059999999,M,W,23  ,Exact,N,3919,Arthur,Hegarty,(3B-3919)
1736,20180523,1203,18-219-FI,"17 MECHANICS LN, New Bedford, MA",41.635816,-70.92679059999999,M,B,25  ,Exact,N,3919,Arthur,Hegarty,(3B-3919)
1737,20180523,1203,18-219-FI,"17 MECHANICS LN, New Bedford, MA",41.635816,-70.92679059999999,M,W,41  ,Exact,N,3919,Arthur,Hegarty,(3B-3919)
1691,20180523,1840,18-220-FI,"169 GRINNELL ST, New Bedford, MA",41.625378999999995,-70.9280059,M,B,18  ,Exact,N,3875,Gene,Fortes,(2C-3875)
1689,20180523,1840,18-220-FI,"169 GRINNELL ST, New Bedford, MA",41.625378999999995,-70.9280059,F,W,18  ,Exact,N,3875,Gene,Fortes,(2C-3875)
1690,20180523,1840,18-220-FI,"169 GRINNELL ST, New Bedford, MA",41.625378999999995,-70.9280059,F,W,18  ,Exact,N,3875,Gene,Fortes,(2C-3875)
1692,20180523,1840,18-220-FI,"169 GRINNELL ST, New Bedford, MA",41.625378999999995,-70.9280059,M,B,20  ,Exact,N,3875,Gene,Fortes,(2C-3875)
721,20180524,150,18-221-FI,"120 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,W,38  ,Exact,N,4042,Pedro,Moco,(6A-4042)
722,20180524,150,18-221-FI,"120 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,B,42  ,Exact,U,4042,Pedro,Moco,(6A-4042)
2219,20180524,1436,18-222-FI,"204 BLACKMER ST, New Bedford, MA",41.6198778,-70.9234611,M,B,24  ,Exact,N,3901,Paul,Fonseca,(5B-3901)
2973,20180524,1441,18-223-FI,"35 COUNTY ST, New Bedford, MA",41.616279299999995,-70.9225478,M,B,16  ,Exact,N,3987,Lorenzo,Gonzalez,(3B-3987)
2974,20180524,1441,18-223-FI,"35 COUNTY ST, New Bedford, MA",41.616279299999995,-70.9225478,M,B,21  ,Exact,N,3987,Lorenzo,Gonzalez,(3B-3987)
2975,20180524,1441,18-223-FI,"35 COUNTY ST, New Bedford, MA",41.616279299999995,-70.9225478,M,W,23  ,Exact,N,3987,Lorenzo,Gonzalez,(3B-3987)
2976,20180524,1441,18-223-FI,"35 COUNTY ST, New Bedford, MA",41.616279299999995,-70.9225478,M,B,24  ,Exact,N,3987,Lorenzo,Gonzalez,(3B-3987)
285,20180524,1851,18-224-FI,"101 HILLMAN ST, New Bedford, MA",41.639553899999996,-70.93085909999999,M,B,43  ,Exact,N,4025,Brandon,Cabral,(1C-4025)
1531,20180524,1952,18-226-FI,"1600 ROUTE 18 NORTH , New Bedford, MA",41.698575,-70.935486,M,W,32  ,Exact,N,4029,Daniel,Duclos,(2C-4029)
1532,20180524,1952,18-226-FI,"1600 ROUTE 18 NORTH , New Bedford, MA",41.698575,-70.935486,F,W,56  ,Exact,N,4029,Daniel,Duclos,(2C-4029)
1533,20180524,1952,18-226-FI,"1600 ROUTE 18 NORTH , New Bedford, MA",41.698575,-70.935486,M,W,60  ,Exact,N,4029,Daniel,Duclos,(2C-4029)
2755,20180525,1305,18-228-FI,"31 MCGURK ST, New Bedford, MA",41.6144089,-70.9177382,F,W,27  ,Exact,N,3859,Samuel,Ortega,(0B-3859)
2756,20180525,1305,18-228-FI,"31 MCGURK ST, New Bedford, MA",41.6144089,-70.9177382,M,W,34  ,Exact,N,3859,Samuel,Ortega,(0B-3859)
2757,20180525,1305,18-228-FI,"31 MCGURK ST, New Bedford, MA",41.6144089,-70.9177382,M,W,34  ,Exact,N,3859,Samuel,Ortega,(0B-3859)
4317,20180526,436,18-230-FI,"7 N SIXTH ST, New Bedford, MA",41.6348355,-70.9279298,M,B,27  ,Exact,N,3033,Robert,Holmes,(0B-3033)
1609,20180527,307,18-233-FI,"163 COUNTY ST, New Bedford, MA",41.6209285,-70.924768,M,W,40  ,Exact,H,3818,Jeannine,Pettiford,(5A-3818)
4751,20180527,1723,18-234-FI,"871 ROCKDALE AVE, New Bedford, MA",41.638095299999996,-70.9506157,M,W,23  ,Exact,N,3757,Shain,Ramos,(3B-3757)
2620,20180527,1709,18-235-FI,"27 WESTVIEW ST, New Bedford, MA",41.644342200000004,-70.954412,M,B,20  ,Exact,N,4030,Kyle,Cabral,(5C-4030)
2672,20180529,18,18-238-FI,"281 COUNTY ST, New Bedford, MA",41.625462,-70.926298,F,B,32  ,Exact,N,4014,Daniel,Victoria,(2A-4014)
2673,20180529,18,18-238-FI,"281 COUNTY ST, New Bedford, MA",41.625462,-70.926298,M,W,41  ,Exact,N,4014,Daniel,Victoria,(2A-4014)
3032,20180529,109,18-239-FI,"36 HOMERS WHARF , New Bedford, MA",41.6325525,-70.9202135,M,W,31  ,Exact,N,3984,Jonathan,Lagoa,(5C-3984)
3795,20180131,157,18-24-FI,"57 COTTAGE ST, New Bedford, MA",41.627383,-70.93217259999999,F,B,23  ,Exact,N,3892,Jason,Viera,(5A-3892)
4826,20180529,233,18-240-FI,"9 SOCIAL ST, New Bedford, MA",41.6152113,-70.91810140000001,M,W,34  ,Exact,N,3892,Jason,Viera,(5A-3892)
194,20180529,247,18-241-FI,"1 KATHARINE ST, New Bedford, MA",41.619778000000004,-70.92366,F,B,32  ,Exact,N,3960,Jonathan,Pavao,(4A-3960)
46,20180529,1647,18-242-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,18  ,Estimate,H,3875,Gene,Fortes,(2C-3875)
47,20180529,1647,18-242-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,20  ,Estimate,N,3875,Gene,Fortes,(2C-3875)
1472,20180530,219,18-243-FI,"157 COGGESHALL ST, New Bedford, MA",41.6563736,-70.9220784,M,W,34  ,Exact,H,4044,Nathan,Pimentel,(5C-4044)
4428,20180601,139,18-245-FI,"745 BROCK AVE, New Bedford, MA",41.6109596,-70.9140966,M,B,27  ,Exact,N,4062,Robinson,Ubri,(4C-4062)
4832,20180601,204,18-246-FI,"90 MATTHEW ST, New Bedford, MA",41.6180619,-70.9383823,M,W,20  ,Exact,H,3997,Bruce,Nicely,(4B-3997)
4833,20180601,204,18-246-FI,"90 MATTHEW ST, New Bedford, MA",41.6180619,-70.9383823,M,W,25  ,Exact,H,3997,Bruce,Nicely,(4B-3997)
2424,20180601,303,18-247-FI,"230 HATHAWAY BLVD, New Bedford, MA",41.6442804,-70.94650370000001,M,W,36  ,Exact,N,4019,Agnieszka,Ciarka,(4B-4019)
505,20180602,316,18-249-FI,"114 MILL ST, New Bedford, MA",41.6377511,-70.931514,M,B,51  ,Exact,N,4052,Mark,Conley,(1B-4052)
506,20180602,316,18-249-FI,"114 MILL ST, New Bedford, MA",41.6377511,-70.931514,M,B,61  ,Exact,N,4052,Mark,Conley,(1B-4052)
