parloc_id,muni,TransitFriendlyScore
F_740042_2954639,Newton,64.0
F_740788_2954770,Newton,61.0
F_729081_2943946,Newton,57.0
F_728290_2944509,Newton,56.5
F_730301_2943047,Newton,55.5
F_730277_2942945,Newton,55.5
F_729209_2951627,Newton,53.0
F_748334_2945111,Newton,52.5
F_746776_2944365,Newton,51.143884892086334
F_748475_2945348,Newton,51.0
F_734166_2940896,Newton,50.0
F_722149_2950231,Newton,50.0
F_729712_2943420,Newton,47.5
F_722205_2949911,Newton,44.5
F_720832_2950370,Newton,39.0
F_721072_2949810,Newton,37.0
F_726484_2945760,Newton,35.5
F_721957_2949453,Newton,27.0
F_820690_3020443,Salem,35.5
F_741702_2870597,Sharon,35.5
F_741302_2869825,Sharon,33.5
F_741683_2870346,Sharon,32.5
F_741043_2869116,Sharon,29.0
F_743290_2872814,Sharon,24.5
F_739534_2863969,Sharon,20.5
F_739633_2864155,Sharon,20.5
F_743732_2873506,Sharon,18.5
F_739712_2863992,Sharon,18.0
F_740282_2867796,Sharon,17.5
F_740627_2868250,Sharon,17.5
F_740590_2868430,Sharon,17.5
F_739895_2866612,Sharon,12.0
F_740019_2866612,Sharon,12.0
F_747112_2877814,Sharon,10.5
F_746720_2877095,Sharon,8.5
F_744724_2874770,Sharon,8.0
F_744672_2874909,Sharon,8.0
F_740042_2867177,Sharon,7.5
F_745251_2875583,Sharon,4.5
F_739237_2859379,Sharon,3.5
F_739271_2860802,Sharon,3.5
F_739443_2861343,Sharon,3.5
F_745684_2875945,Sharon,3.5
F_738965_2857794,Sharon,3.0
F_739118_2858034,Sharon,3.0
F_738930_2856189,Sharon,2.5
F_738980_2856652,Sharon,2.5
F_738879_2856624,Sharon,2.5
F_738911_2856933,Sharon,2.5
F_739039_2857234,Sharon,2.5
F_596473_2889875,Sutton,20.0
F_723106_2879096,Walpole,46.5
F_724835_2880321,Walpole,46.5
F_724803_2880361,Walpole,46.5
F_722538_2878751,Walpole,45.0
F_721767_2877459,Walpole,44.0
F_721855_2878746,Walpole,43.0
F_721972_2878168,Walpole,42.0
F_722260_2879026,Walpole,42.0
F_725227_2880810,Walpole,35.0
F_727523_2882915,Walpole,33.0
F_727747_2883001,Walpole,33.0
F_728104_2883351,Walpole,31.5
F_729002_2884360,Walpole,31.5
F_730095_2885690,Walpole,31.5
F_730200_2885615,Walpole,31.5
F_720365_2877185,Walpole,31.0
F_727838_2883263,Walpole,30.0
F_719268_2876699,Walpole,23.0
F_718156_2876142,Walpole,20.0
F_727186_2882589,Walpole,20.0
F_718613_2876317,Walpole,19.5
F_726520_2881709,Walpole,19.5
F_718080_2876236,Walpole,14.0
F_717028_2875504,Walpole,6.0
F_714335_2874541,Walpole,2.5
F_715353_2875018,Walpole,2.5
F_711716_2873172,Walpole,2.0
F_710643_2872624,Walpole,1.0
F_625014_2924789,Westborough,46.5
F_625347_2924615,Westborough,46.5
F_625191_2924841,Westborough,44.0
F_627884_2923267,Westborough,35.0
F_619618_2924293,Westborough,23.0
F_621686_2924890,Westborough,18.0
F_615928_2923023,Westborough,17.5
F_615691_2922796,Westborough,17.5
F_615473_2923044,Westborough,17.0
F_639274_2923034,Westborough,5.0
F_640191_2922873,Westborough,4.5
F_641205_2922679,Westborough,4.5
F_642155_2922541,Westborough,3.0
F_611472_2919109,Westborough,1.0
F_321475_2879925,Westfield,22.5
F_321392_2879498,Westfield,22.0
F_305465_2884202,Westfield,0.5
F_328005_2878662,Westfield,0.0
M_168529_923604,Westminster,5.5
F_555240_2923555,Worcester,47.475638446588704
F_577099_2912643,Worcester,42.0
F_556063_2920855,Worcester,20.14388489208633
